lock_version,model_run_id,slice_type,slice_value,n_rows,n_interval_rows,interval_coverage,p25_p75_coverage,p10_p90_coverage,mean_interval_width,median_residual
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,pooled,all,3622,3220,0.8890115958034235,0.4984472049689441,0.796583850931677,6.930399415090876,-0.4561429265573662
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,position,QB,306,269,0.8790849673202614,0.48698884758364314,0.7137546468401487,8.899267802091513,-0.009434956012242424
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,position,RB,1011,901,0.8911968348170128,0.5049944506104328,0.8079911209766926,8.065053379796272,-0.6092732355016999
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,position,TE,802,715,0.8915211970074813,0.4937062937062937,0.8097902097902098,5.040240901084126,-0.46735260553059765
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,position,WR,1503,1335,0.8882235528942116,0.49887640449438203,0.798501872659176,6.780223024987576,-0.45166173747215055
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,history_depth,other_no_history,23,16,0.6956521739130435,0.5625,0.9375,6.8715143358048145,-1.1365581017460364
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,history_depth,rookie,518,457,0.8822393822393823,0.474835886214442,0.7899343544857768,7.331597225644862,-0.7269044676037941
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,history_depth,second_year,558,501,0.8978494623655914,0.5129740518962076,0.8023952095808383,7.054104528920368,-0.5129142733044096
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,history_depth,veteran_with_history,2523,2246,0.890210067380103,0.4995547640249332,0.7956366874443455,6.821591979568539,-0.41462240181825205
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,season,2018,365,365,1.0,0.5013698630136987,0.7917808219178082,7.053154507080234,-0.04088805421399311
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,season,2019,385,385,1.0,0.4597402597402597,0.7818181818181819,6.699397007227427,-0.02753422451679688
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,season,2020,409,409,1.0,0.4669926650366748,0.7750611246943765,6.800717003135351,-0.18108116125253915
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,season,2021,413,413,1.0,0.5181598062953995,0.8159806295399515,7.083683416975948,-0.6361221079641517
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,season,2022,422,422,1.0,0.5071090047393365,0.8246445497630331,7.005943636517151,-0.9066203238846471
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,season,2023,404,404,1.0,0.5074257425742574,0.7970297029702971,6.893292932761105,-0.8243789772517236
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,season,2024,406,406,1.0,0.46798029556650245,0.7758620689655172,6.937369916225892,-0.43516996595588964
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260826T205211Z_4fe4dc66,season,2025,416,416,1.0,0.5552884615384616,0.8076923076923077,6.96440293942047,-0.4396169304981825
