mode,root_seed,aj_available,gain,se,lcb80,buy_ev,pass_ev,paired_n,buy_completion,pass_completion,path_mean_sd,season_mean_sd,runtime_seconds,scenario,construction_root,tape_root,validation_root
nested,1416456620,True,-33.19636017343272,11.885890296950892,-43.19977782726487,1584.8066259881725,1618.0029861616051,46,97.91666666666667,95.83333333333333,38.93320049388388,84.50474166843836,0.37811750000037136,all_varied,1416456620,1416456620,1416456620
nested,4069557385,True,-48.04554126573645,12.303071825367141,-58.40006775213811,1566.3934722154038,1614.4390134811401,46,95.83333333333333,100.0,35.758013833412505,88.05728706217855,0.33742980000170064,all_varied,4069557385,4069557385,4069557385
nested,2540684655,True,-13.568198021422042,12.828325235649054,-24.364788930923545,1593.7518370202247,1607.3200350416469,47,97.91666666666667,100.0,26.380142052990802,100.65335710227517,0.3695034999982454,all_varied,2540684655,2540684655,2540684655
nested,269504634,True,-29.92001136144002,12.80423167192883,-40.69632461612214,1606.4496683677037,1636.3696797291439,48,100.0,100.0,35.71166969668199,92.25987764970519,0.3909598999998707,all_varied,269504634,269504634,269504634
nested,1579642955,True,0.01584588720443401,11.435893077983987,-9.608844552096402,1587.5832450542043,1587.567399167,47,97.91666666666667,100.0,35.235764020527405,82.58807860317268,0.36611700000139535,all_varied,1579642955,1579642955,1579642955
nested,715424688,True,-25.707582352009226,12.744707678534317,-36.43379894994347,1593.8533802844108,1619.56096263642,47,97.91666666666667,100.0,44.67236017711839,89.85419869674347,0.4099047999989125,all_varied,715424688,715424688,715424688
nested,3962081362,True,30.610508695561837,10.006746408812328,22.188618438925875,1595.782576540683,1565.1720678451213,47,97.91666666666667,97.91666666666667,34.52518785248708,71.76447936882505,0.3891213999995671,construction_only,3962081362,3962081362,3962081362
nested,930607203,True,-2.3127468357915464,12.617421009073315,-12.931836269956635,1586.1860412929368,1588.4987881287284,46,95.83333333333333,100.0,36.00632303869626,85.7991571965125,0.4050003000011202,construction_only,930607203,3962081362,3962081362
nested,380545036,True,-13.141500182773756,12.38023245848459,-23.560966696402993,1578.4922438082488,1591.6337439910226,46,95.83333333333333,97.91666666666667,44.95677649342226,84.85032133087063,0.3916318000010506,construction_only,380545036,3962081362,3962081362
nested,2127541646,True,2.213247423586638,12.726940928517784,-8.49801630028211,1589.4782800674438,1587.2650326438572,46,97.91666666666667,95.83333333333333,30.529488643141097,94.17483461045828,0.4029482000005373,construction_only,2127541646,3962081362,3962081362
nested,3864801349,True,-25.435908593071833,13.551891057811922,-36.841467862393245,1574.7980850219726,1600.2339936150445,45,93.75,100.0,45.00437397236532,98.72653983045363,0.38920019999932265,construction_only,3864801349,3962081362,3962081362
nested,1257527979,True,17.479223410288494,11.664058932737271,7.662503742850982,1597.8738272984822,1580.3946038881938,48,100.0,100.0,33.875392508605835,83.32010288401028,0.39442650000273716,construction_only,1257527979,3962081362,3962081362
nested,131091672,True,20.736949758326755,11.912962681428562,10.710747410874756,1595.1978219620726,1574.4608722037458,47,97.91666666666667,97.91666666666667,28.895733409843235,92.97817832470024,0.3767023000000336,construction_only,131091672,3962081362,3962081362
nested,3626839450,True,-7.655221263567607,12.261764135602323,-17.974982321153355,1584.3510311047237,1592.0062523682911,48,100.0,100.0,34.54886496222106,92.66287229838142,0.40250640000158455,construction_only,3626839450,3962081362,3962081362
nested,2111099095,True,-3.2484793265660605,13.275132154796573,-14.421112426529413,1565.9837254285812,1569.2322047551472,48,100.0,100.0,35.27561987102967,97.15011157766901,0.39474759999939124,construction_only,2111099095,3962081362,3962081362
nested,201017185,True,-24.9595656602279,12.437279292777193,-35.4270440009059,1560.404044939124,1585.363610599352,46,95.83333333333333,97.91666666666667,34.8078591350135,90.05948046486665,0.3811792000014975,construction_only,201017185,3962081362,3962081362
nested,1416456620,True,-7.963777217459171,12.63654414398572,-18.598961088019017,1578.9134254049748,1586.877202622434,47,97.91666666666667,97.91666666666667,33.070961646023115,97.2169853959982,0.39692899999863585,construction_only,1416456620,3962081362,3962081362
nested,4069557385,True,-13.927772978077764,13.463526825018281,-25.25896303279167,1568.4739203245742,1582.4016933026521,46,97.91666666666667,97.91666666666667,39.840664197708385,95.55663590343293,0.3887544999997772,construction_only,4069557385,3962081362,3962081362
nested,2540684655,True,11.635298894799273,13.115359356107014,0.5971339747604247,1604.3926595190296,1592.7573606242304,46,95.83333333333333,100.0,38.95182466404632,94.16244874658425,0.38290880000204197,construction_only,2540684655,3962081362,3962081362
nested,269504634,True,10.26013191541036,12.328593122697418,-0.1158738367327885,1609.841156800588,1599.5810248851776,48,100.0,100.0,35.2809305681681,91.18654945656637,0.403554599997733,construction_only,269504634,3962081362,3962081362
nested,1579642955,True,-4.771237758879966,11.039315682459279,-14.062160241352162,1585.6781630414598,1590.4494008003396,47,100.0,97.91666666666667,41.81708500577033,74.61543431621978,0.3878976000014518,construction_only,1579642955,3962081362,3962081362
nested,715424688,True,-20.63647992560204,11.375546677440731,-30.210381552835976,1593.0729470760264,1613.7094270016285,47,100.0,97.91666666666667,36.85477156378747,78.82377849754513,0.3965470000002824,construction_only,715424688,3962081362,3962081362
nested,3962081362,True,30.610508695561837,10.006746408812328,22.188618438925875,1595.782576540683,1565.1720678451213,47,97.91666666666667,97.91666666666667,34.52518785248708,71.76447936882505,0.4156366999995953,evidence_only,3962081362,3962081362,3962081362
nested,930607203,True,10.235813220342001,12.078807448884763,0.07003239512190085,1596.7827795346577,1586.5469663143158,48,100.0,100.0,27.98893414213461,89.46355746617687,0.3950689000012062,evidence_only,3962081362,930607203,930607203
nested,380545036,True,21.021167174629543,11.334989001562658,11.481399748598962,1596.5848133667655,1575.563646192136,46,95.83333333333333,97.91666666666667,37.15250307895932,79.4482491080715,0.4111018999974476,evidence_only,3962081362,380545036,380545036
nested,2127541646,True,41.0468460995218,10.747868430355993,32.00121181288621,1599.0473828108413,1558.0005367113197,46,95.83333333333333,97.91666666666667,28.911647775860374,81.27504401196803,0.3853878999980225,evidence_only,3962081362,2127541646,2127541646
nested,3864801349,True,20.647840976715088,11.401953199581994,11.051715059742254,1625.3189288486135,1604.6710878718984,44,93.75,95.83333333333333,37.663017666340394,77.31647972620333,0.36769080000158283,evidence_only,3962081362,3864801349,3864801349
nested,1257527979,True,10.41831053858218,12.539890367622158,-0.13552746148508632,1604.2716509777567,1593.8533404391744,46,95.83333333333333,97.91666666666667,36.34370055700227,91.69974314906463,0.3975079000010737,evidence_only,3962081362,1257527979,1257527979
nested,131091672,True,-2.5216282139653745,11.009736984254301,-11.787656635966817,1559.8102507383926,1562.331878952358,46,97.91666666666667,97.91666666666667,32.05884401653215,80.95273303342051,0.39932649999900605,evidence_only,3962081362,131091672,131091672
nested,3626839450,True,43.142181833585106,12.919336553886145,32.2689938661598,1613.7514986594517,1570.6093168258667,48,100.0,100.0,29.931282000180282,97.20571236201036,0.3775677000012365,evidence_only,3962081362,3626839450,3626839450
nested,2111099095,True,53.419724809362535,14.06965685929325,41.578402847496534,1622.7469195102124,1569.3271947008498,47,97.91666666666667,97.91666666666667,31.20725743943238,104.60566518028521,0.3817282999989402,evidence_only,3962081362,2111099095,2111099095
nested,201017185,True,28.897401014963787,11.024432456646442,19.619004571359735,1588.9088423252106,1560.0114413102467,48,100.0,100.0,30.82788059252397,78.0428438680055,0.40134109999780776,evidence_only,3962081362,201017185,201017185
nested,1416456620,True,23.725040638700445,12.661698683810359,13.068686173303426,1602.7607980687567,1579.0357574300563,47,97.91666666666667,97.91666666666667,33.850060192529796,90.126619610563,0.3948229999987234,evidence_only,3962081362,1416456620,1416456620
nested,4069557385,True,31.733567866873233,10.980934791124646,22.491779982183175,1627.0049824816115,1595.2714146147382,47,97.91666666666667,97.91666666666667,28.92595331421998,80.92926233676052,0.3874321000002965,evidence_only,3962081362,4069557385,4069557385
nested,2540684655,True,23.445605834325153,11.557888598437112,13.71824137461019,1603.0584441820781,1579.6128383477528,48,100.0,100.0,29.723282403974547,86.57659921687711,0.3852033000002848,evidence_only,3962081362,2540684655,2540684655
nested,269504634,True,35.84888258434477,11.954673914768785,25.787575177235126,1632.539179847354,1596.6902972630091,42,87.5,95.83333333333333,28.554993828950494,88.71665982536642,0.37997919999907026,evidence_only,3962081362,269504634,269504634
nested,1579642955,True,35.651055908203126,13.034084315252151,24.681293788307237,1610.5279870775012,1574.876931169298,45,93.75,97.91666666666667,35.940158915656426,94.94612576867938,0.3795811000018148,evidence_only,3962081362,1579642955,1579642955
nested,715424688,True,10.8477077078312,11.486231975151975,1.1806509837991417,1609.2715122547556,1598.4238045469244,47,97.91666666666667,100.0,38.371213402537045,82.1325534697405,0.38533169999936945,evidence_only,3962081362,715424688,715424688
nested,3962081362,True,30.610508695561837,10.006746408812328,22.188618438925875,1595.782576540683,1565.1720678451213,47,97.91666666666667,97.91666666666667,34.52518785248708,71.76447936882505,0.40800490000037826,auction_paths_only,3962081362,3962081362,3962081362
nested,930607203,True,26.811654686927795,10.01733892625677,18.3808495426936,1594.1697243849437,1567.358069698016,48,100.0,100.0,28.49143015029712,73.22713162518359,0.400999800000136,auction_paths_only,3962081362,930607203,3962081362
nested,380545036,True,32.97167454595151,10.21298925943478,24.376205926959084,1603.999060091765,1571.0273855458136,46,95.83333333333333,97.91666666666667,31.682771475586247,74.90745210944822,0.3910341000009794,auction_paths_only,3962081362,380545036,3962081362
nested,2127541646,True,28.65660049604333,10.900832984891018,19.482227992327037,1603.8645218144293,1575.2079213183858,46,95.83333333333333,97.91666666666667,32.98331652678625,73.48595439007279,0.38645390000237967,auction_paths_only,3962081362,2127541646,3962081362
nested,3864801349,True,37.875240629369564,11.718881546888591,28.012381085782327,1608.050094127655,1570.1748534982855,44,93.75,95.83333333333333,37.876071337430794,75.2615420650306,0.3789238999997906,auction_paths_only,3962081362,3864801349,3962081362
nested,1257527979,True,23.746394364730172,10.194403745199153,15.166567709155323,1596.5801410675049,1572.8337467027748,46,95.83333333333333,97.91666666666667,34.69529743794831,72.52103766253197,0.3690480999975989,auction_paths_only,3962081362,1257527979,3962081362
nested,131091672,True,26.314266619474992,10.763838850278582,17.255191288323473,1594.4702128949373,1568.1559462754624,46,97.91666666666667,97.91666666666667,36.655034873628495,74.74485684442044,0.39707999999882304,auction_paths_only,3962081362,131091672,3962081362
nested,3626839450,True,27.61836830774943,10.517515866540073,18.766603630029277,1597.9319384098053,1570.3135701020558,48,100.0,100.0,34.394918034301895,74.04318707593272,0.3916718000000401,auction_paths_only,3962081362,3626839450,3962081362
nested,2111099095,True,33.67204747301467,10.67075954367436,24.69130966270751,1599.8960179268045,1566.22397045379,47,97.91666666666667,97.91666666666667,36.89668170049998,75.73129587935267,0.4085207000025548,auction_paths_only,3962081362,2111099095,3962081362
nested,201017185,True,25.66816182931264,10.104836437568327,17.163716921673853,1595.7760539452236,1570.1078921159108,48,100.0,100.0,29.373596862970793,72.85709408121848,0.3952050000007148,auction_paths_only,3962081362,201017185,3962081362
nested,1416456620,True,27.113039097887405,10.113469268986549,18.601328616021185,1595.7683559985871,1568.6553169006997,47,97.91666666666667,97.91666666666667,31.79658457149477,73.69394402190885,0.39790179999909014,auction_paths_only,3962081362,1416456620,3962081362
nested,4069557385,True,34.66740770542875,9.923009035773795,26.315992599985634,1600.1545271366201,1565.4871194311913,47,97.91666666666667,97.91666666666667,30.565586294751146,69.96856855294922,0.3935736999992514,auction_paths_only,3962081362,4069557385,3962081362
nested,2540684655,True,31.51196877161662,10.077417261673153,23.030600424618278,1601.6443455219269,1570.1323767503102,48,100.0,100.0,27.541286049847596,71.98695544104606,0.4036034999990079,auction_paths_only,3962081362,2540684655,3962081362
nested,269504634,True,34.52424735114688,10.43063003239205,25.7456076363424,1601.9422982987903,1567.4180509476435,42,87.5,95.83333333333333,35.21549898830423,73.18082210874039,0.37827350000225124,auction_paths_only,3962081362,269504634,3962081362
nested,1579642955,True,31.483081097073025,10.650428285992573,22.519454504936096,1595.9522855546738,1564.4692044576009,45,93.75,97.91666666666667,33.911990779072646,74.98043510771495,0.39439149999816436,auction_paths_only,3962081362,1579642955,3962081362
nested,715424688,True,32.725039258916325,10.300796019129974,24.055670606513193,1598.5578801175382,1565.8328408586217,47,97.91666666666667,100.0,35.69880149678673,72.11099459794949,0.4011754999992263,auction_paths_only,3962081362,715424688,3962081362
nested,3962081362,True,30.610508695561837,10.006746408812328,22.188618438925875,1595.782576540683,1565.1720678451213,47,97.91666666666667,97.91666666666667,34.52518785248708,71.76447936882505,0.3959212999980082,weekly_seasons_only,3962081362,3962081362,3962081362
nested,930607203,True,18.11903413813165,12.006262988968691,8.014308270754993,1595.722183917431,1577.6031497792994,47,97.91666666666667,97.91666666666667,35.28804643080498,84.95242018500254,0.3984076999986428,weekly_seasons_only,3962081362,3962081362,930607203
nested,380545036,True,17.87034643457291,11.421555466638486,8.257722833419164,1587.0256116339501,1569.1552651993773,47,97.91666666666667,97.91666666666667,35.62879805225971,79.93934169033194,0.3979104999998526,weekly_seasons_only,3962081362,3962081362,380545036
nested,2127541646,True,38.00125576587433,10.963095514620067,28.77448179508211,1589.047869337366,1551.0466135714917,47,97.91666666666667,97.91666666666667,30.648888381382317,81.02635971474326,0.39676690000123926,weekly_seasons_only,3962081362,3962081362,2127541646
nested,3864801349,True,21.331038373581908,10.868600944305888,12.183793039623446,1618.2821503903003,1596.9511120167185,47,97.91666666666667,97.91666666666667,35.76323540833338,77.2580182184792,0.39908869999999297,weekly_seasons_only,3962081362,3962081362,3864801349
nested,1257527979,True,20.147816069582674,12.030025088675485,10.023091514538505,1604.2536172258092,1584.1058011562266,47,97.91666666666667,97.91666666666667,33.30417143791094,88.24173805200245,0.3788432000001194,weekly_seasons_only,3962081362,3962081362,1257527979
nested,131091672,True,6.3197452058183385,10.70536402574914,-2.690116471379752,1563.6770317808111,1557.3572865749927,47,97.91666666666667,97.91666666666667,33.988142118681,80.09652633051995,0.39838130000134697,weekly_seasons_only,3962081362,3962081362,131091672
nested,3626839450,True,46.82662286149694,12.499935070976735,36.30641208748017,1607.0559914365729,1560.2293685750758,47,97.91666666666667,97.91666666666667,33.32678504238102,91.72865499964823,0.3825808000001416,weekly_seasons_only,3962081362,3962081362,3626839450
nested,2111099095,True,51.94832818051602,13.12251028351439,40.904144888131384,1616.7297427400629,1564.7814145595469,47,97.91666666666667,97.91666666666667,31.810466557595998,97.84941500404129,0.38006680000034976,weekly_seasons_only,3962081362,3962081362,2111099095
nested,201017185,True,31.348702248106612,11.403514105182763,21.75126263983657,1587.0629122713779,1555.7142100232713,47,97.91666666666667,97.91666666666667,37.37827919576504,80.09022024776755,0.38649269999950775,weekly_seasons_only,3962081362,3962081362,201017185
nested,1416456620,True,24.09739344170753,12.243243143586653,13.793220044269008,1598.3849835497267,1574.2875901080192,47,97.91666666666667,97.91666666666667,33.02881911082873,88.2584792527872,0.3734775999982958,weekly_seasons_only,3962081362,3962081362,1416456620
nested,4069557385,True,28.599919745262632,11.921588371088149,18.566457834238914,1622.295748893251,1593.6958291479882,47,97.91666666666667,97.91666666666667,35.36239637877153,83.55392659552034,0.4047266999987187,weekly_seasons_only,3962081362,3962081362,4069557385
nested,2540684655,True,17.310487422537296,12.962371125708485,6.401080645688596,1593.1179651300959,1575.8074777075585,47,97.91666666666667,97.91666666666667,36.71138307107227,90.35461274457022,0.400904600002832,weekly_seasons_only,3962081362,3962081362,2540684655
nested,269504634,True,32.24992407129166,11.842612675713369,22.282929782431545,1626.2106453510041,1593.9607212797125,47,97.91666666666667,97.91666666666667,30.687906982724005,89.00575261435506,0.3811342999979388,weekly_seasons_only,3962081362,3962081362,269504634
nested,1579642955,True,36.38493018454694,12.538545427035439,25.83222411503535,1610.8507638890692,1574.4658337045223,47,97.91666666666667,97.91666666666667,34.21314802145431,92.17266618657702,0.41273999999975786,weekly_seasons_only,3962081362,3962081362,1579642955
nested,715424688,True,8.109334905096825,10.843481966766864,-1.0167697639991555,1608.1210601076166,1600.0117252025198,47,97.91666666666667,97.91666666666667,36.396761520053445,75.30335537572539,0.3945086000021547,weekly_seasons_only,3962081362,3962081362,715424688
