root_seed,aj_available,gain,se,lcb80,block_sd,block_min,block_max,block_positive_rate,buy_ev,pass_ev,runtime_seconds
3962081362,True,-9.426834561608054,8.16563056867071,-16.299202633713396,14.427185831435882,-25.969066619873047,3.8382178942362466,50.0,1614.762241120034,1624.4197845864803,0.6677200999984052
3962081362,False,-7.738498387914715,9.166353408978095,-15.453096051344147,18.33270681795619,-27.2128160794576,13.104876200358072,50.0,1614.762241120034,1622.6955263665382,0.6430786000018998
930607203,True,1.1740648674242422,8.64784800415641,-6.104147637584941,17.29569600831282,-15.54412772438743,20.168419751253996,50.0,1614.4214460953422,1613.2968630168748,0.6783436000005167
930607203,False,1.4474695342959785,8.439065528979782,-5.655027206406643,16.878131057959564,-15.488309686834162,20.168419751253996,50.0,1614.5574152987936,1613.1487538296244,0.6702183000015793
380545036,True,-25.825545925082583,7.6411659671568355,-32.25651345229649,13.462065203664531,-40.70940844217936,-12.12870724995931,0.0,1590.3165777896313,1615.9806963737974,0.6394674999974086
380545036,False,-26.36369357325814,7.735293179616695,-32.873880561135294,12.274354522704702,-39.9891939163208,-14.817886352539062,0.0,1589.372597735861,1615.8340493492458,0.6757356999987678
2127541646,True,-15.72472095489502,7.8224783865936605,-22.308284864217438,7.108673864428465,-24.158772945404053,-6.7651777267456055,0.0,1598.358527580897,1614.083248535792,0.6906051000005391
2127541646,False,-16.168814778327942,7.7972851729119546,-22.731175544073896,6.380578389491789,-24.158772945404053,-8.541553020477295,0.0,1598.358527580897,1614.527342359225,0.6286556999984896
3864801349,True,-16.791395386060078,8.323874406419693,-23.79694483209703,13.328050812911735,-31.17763900756836,-0.8679412206013998,0.0,1601.7192142567735,1618.2045193530143,0.6640231999990647
3864801349,False,-15.992454933397696,8.307768434465487,-22.984449251450656,13.606418465971114,-31.925142634998668,0.15903917948404947,25.0,1602.288850013246,1617.9423115912905,0.6588453000003938
1257527979,True,-27.734144337249525,12.562527969626155,-38.30703462384053,25.125055939252306,-49.95657157897949,2.687558650970459,25.0,1611.7486583222735,1639.7114728562376,0.7449659999983851
1257527979,False,-27.79154754407478,13.1446327073328,-38.854349538083085,26.2892654146656,-49.95657157897949,4.3537360827128095,25.0,1611.7486583222735,1639.770097407889,0.6910881000003428
131091672,True,-15.323886354764301,11.455739271371401,-24.96527977182558,22.911478542742806,-44.62831211090088,8.220473130544027,25.0,1606.7591594060261,1622.0830457607906,0.6969100999995135
131091672,False,-15.976182858149212,11.152966210525078,-25.362756038248357,22.305932421050155,-45.147708574930824,4.440681616465251,25.0,1606.7591594060261,1622.7353422641754,0.6958513999998104
3626839450,True,-27.396536592281223,7.608372368755398,-33.79990433075522,11.680292510446039,-37.23567644755045,-10.457869211832682,0.0,1614.5506887233003,1641.8626849803518,0.6723664999990433
3626839450,False,-25.060618353612497,7.944380904555597,-31.746778010477684,12.239942840279427,-38.70285138216886,-10.457869211832682,0.0,1614.4305831660395,1639.2924906689188,0.6865034000002197
2111099095,True,-8.730378497730602,8.092085970416909,-15.540849874330952,8.389353105278117,-19.244182109832764,-1.0004175359552556,0.0,1612.3812014123669,1621.4033555155215,0.6867124999989755
2111099095,False,-8.65726664572051,8.11350175776099,-15.485762003683323,8.356775297579336,-19.244182109832764,-1.0004175359552556,0.0,1612.3812014123669,1621.327064887337,0.6828372999989369
201017185,True,-15.161886453628542,7.952413497385581,-21.854806511180087,8.855760398214167,-26.29072443644206,-6.633123238881429,0.0,1619.043531537056,1634.2054179906845,0.6751868999999715
201017185,False,-14.327181259791057,7.941356829000295,-21.010795790456974,8.872389307647332,-24.936743418375652,-5.318681240081787,0.0,1619.3820267915726,1633.7092080513637,0.6734598000002734
1416456620,True,-23.272989511489865,7.503081664461117,-29.587742357531944,12.101943050110533,-38.433948040008545,-8.808201630910238,0.0,1594.7386660575867,1618.0116555690765,0.6846345000012661
1416456620,False,-23.605475028355915,7.500892025857549,-29.918385028055383,12.102028118606095,-38.433948040008545,-8.808201630910238,0.0,1594.4061805407207,1618.0116555690765,0.7004730000007839
4069557385,True,-18.84361406167348,7.925547461471724,-25.513923092937993,10.954961960849507,-29.073553403218586,-6.0161285400390625,0.0,1625.9097715616226,1644.753385623296,0.6886034999988624
4069557385,False,-18.381524682044983,7.900502510054065,-25.03075535040259,11.158494450040145,-28.819590250651043,-6.0161285400390625,0.0,1625.9097715616226,1644.2912962436676,0.6910180000013497
2540684655,True,-26.56868353756991,8.8744931761566,-34.03764543182124,17.7489863523132,-43.7712906924161,-8.48916313864968,0.0,1597.7422045832095,1624.3299514521723,0.6663227000026382
2540684655,False,-26.99325318553231,8.785127825554957,-34.38700330317161,17.570255651109914,-43.7712906924161,-7.311927223205567,0.0,1597.7405114067926,1625.2356449127196,0.6885127999994438
269504634,True,-16.699192166328434,17.762968672904933,-31.648883772735715,35.525937345809865,-43.6622527440389,31.381423314412434,25.0,1606.6635057926178,1623.3626979589462,0.6897245000000112
269504634,False,-17.572864005059905,17.820387797389518,-32.57088076584658,35.640775594779036,-45.89265696207682,30.2683588663737,25.0,1606.5598581192341,1623.5788665122175,0.6864756000031775
1579642955,True,-16.93614673614502,7.757667280816911,-23.465164242674383,11.65921330211853,-26.397472381591797,-1.2613538106282551,0.0,1602.242534796397,1619.178681532542,0.6815052000019932
1579642955,False,-15.225242336591087,7.74412625014254,-21.742863424180438,10.601810641366525,-24.112058798472088,-1.839561144510905,0.0,1602.6476170221965,1617.8728593587875,0.6374193000010564
