lock_version,model_run_id,audit,slice,n_rows,value
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage_all,all,8903,0.9506907783893069
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage_current,2026,785,0.8089171974522293
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,residual_reconstruction_max_abs_error,historical_actual_available,4692,3.552713678800501e-15
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,single_template_residual_variance,historical_actual_available,4692,11.524580182393626
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,independent_double_draw_variance,prohibited_counterfactual,4692,23.04916036478725
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,independent_double_draw_variance_ratio,prohibited_counterfactual,4692,2.0
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2017_QB,138,1.0
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2017_RB,262,0.9427480916030534
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2017_TE,229,0.9781659388646288
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2017_WR,435,0.9885057471264368
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2018_QB,140,0.9928571428571429
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2018_RB,271,0.9077490774907749
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2018_TE,231,0.9826839826839827
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2018_WR,446,0.9820627802690582
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2019_QB,131,0.9923664122137404
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2019_RB,239,0.8577405857740585
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2019_TE,187,0.9144385026737968
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2019_WR,366,0.9180327868852459
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2020_QB,119,1.0
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2020_RB,224,0.9776785714285714
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2020_TE,168,0.9940476190476191
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2020_WR,327,0.9877675840978594
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2021_QB,116,1.0
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2021_RB,217,0.9216589861751152
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2021_TE,181,0.9779005524861878
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2021_WR,334,1.0
v2_conditional_ppg_2026_candidate_nffc_v1,v2_locked_final_nffc_20260826T213517Z_7d116a89,point_center_coverage,2022_QB,116,0.9741379310344828
