experiment,league,candidate_method,baseline_method,tier,period,metric,n,player_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_dual_role_w050,production,core_main,development_2017_2022,ppg_crps,720,287,0.00036731088367771263,-0.0005694891923707067,0.0012906207072268835,0.2206
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_dual_role_w050,production,core_main,development_2017_2022,contribution_crps,720,287,-0.005715956472487655,-0.01793576516592284,0.006338844991290422,0.8134
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_dual_role_w100,production,core_main,development_2017_2022,ppg_crps,720,287,0.0003668391977389019,-0.0009383218140583021,0.0017253391363887646,0.3036
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_dual_role_w100,production,core_main,development_2017_2022,contribution_crps,720,287,-0.003511854948625853,-0.022641890705924986,0.016037131512959678,0.6422
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_passing_down_w050,production,core_main,development_2017_2022,ppg_crps,720,287,0.00034329587359898815,-0.0006289704913991353,0.0013132221736184427,0.2386
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_passing_down_w050,production,core_main,development_2017_2022,contribution_crps,720,287,0.004212720843387601,-0.008004091012092962,0.01683466538377669,0.2502
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_scoring_role_w050,production,core_main,development_2017_2022,ppg_crps,720,287,0.0006019036098839339,-0.0005277478646148572,0.001800504332451435,0.1554
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_scoring_role_w050,production,core_main,development_2017_2022,contribution_crps,720,287,0.006671210734901213,-0.01015622661553161,0.023776158660075025,0.2182
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_dual_role_w050,production,core_main,temporal_2023_2025,ppg_crps,360,180,0.0007563475178732176,-0.00033766601572385427,0.0019421697054063127,0.0876
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_dual_role_w050,production,core_main,temporal_2023_2025,contribution_crps,360,180,-0.01178581771948517,-0.03021130797595065,0.005962229721848417,0.906
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_dual_role_w100,production,core_main,temporal_2023_2025,ppg_crps,360,180,2.2995225339035123e-05,-0.0018358953499164306,0.001986048449793739,0.4906
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_dual_role_w100,production,core_main,temporal_2023_2025,contribution_crps,360,180,-0.0019464952329010762,-0.032014100603462006,0.02849137107329912,0.5488
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_passing_down_w050,production,core_main,temporal_2023_2025,ppg_crps,360,180,-0.0002745301306038959,-0.0018316241954882257,0.0012374332410689276,0.6384
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_passing_down_w050,production,core_main,temporal_2023_2025,contribution_crps,360,180,-0.02156220362449821,-0.04514217967594264,0.00041429922641841486,0.9726
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_scoring_role_w050,production,core_main,temporal_2023_2025,ppg_crps,360,180,0.0008186893732992806,-0.001017421316021735,0.00263180303848529,0.1982
2026-07-31_template_fastr_rb_roles__results_dk,dk,rb_scoring_role_w050,production,core_main,temporal_2023_2025,contribution_crps,360,180,0.008483561113401046,-0.014754601299586367,0.03352805638700463,0.2372
2026-07-31_template_fastr_rb_roles__results_beta,beta,rb_dual_role_w050,production,core_main,development_2017_2022,ppg_crps,720,287,-0.00027073036111769397,-0.0010883920344394017,0.0005193015307079159,0.7492
2026-07-31_template_fastr_rb_roles__results_beta,beta,rb_dual_role_w050,production,core_main,development_2017_2022,contribution_crps,720,287,-0.0069732339234134,-0.01946580940613414,0.006521340696091754,0.847
2026-07-31_template_fastr_rb_roles__results_beta,beta,rb_dual_role_w100,production,core_main,development_2017_2022,ppg_crps,720,287,-0.0003117176536335281,-0.0015468693942583002,0.0009150057214231676,0.694
2026-07-31_template_fastr_rb_roles__results_beta,beta,rb_dual_role_w100,production,core_main,development_2017_2022,contribution_crps,720,287,-0.00396721754804673,-0.024845719373450065,0.017733302557417382,0.6388
2026-07-31_template_fastr_rb_roles__results_beta,beta,rb_passing_down_w050,production,core_main,development_2017_2022,ppg_crps,720,287,-0.00014732163655996057,-0.0010824976874915073,0.0008200226535730891,0.6124
2026-07-31_template_fastr_rb_roles__results_beta,beta,rb_passing_down_w050,production,core_main,development_2017_2022,contribution_crps,720,287,-0.0002750211639124404,-0.012555736063216234,0.012234727614160265,0.5212
2026-07-31_template_fastr_rb_roles__results_beta,beta,rb_scoring_role_w050,production,core_main,development_2017_2022,ppg_crps,720,287,-0.00035347072806794793,-0.0014281463765892797,0.0006628198423531215,0.762
2026-07-31_template_fastr_rb_roles__results_beta,beta,rb_scoring_role_w050,production,core_main,development_2017_2022,contribution_crps,720,287,-0.002294732422142973,-0.01839524640070333,0.012733986528118826,0.6116
2026-07-31_template_fastr_rb_roles__results_beta,beta,rb_dual_role_w050,production,core_main,temporal_2023_2025,ppg_crps,360,179,-0.0001277949733637685,-0.0014303671521117857,0.001164148887175103,0.5624
2026-07-31_template_fastr_rb_roles__results_beta,beta,rb_dual_role_w050,production,core_main,temporal_2023_2025,contribution_crps,360,179,-0.005687786169901685,-0.024967699840358286,0.012465390427722843,0.7168
