league,scope,period,method,n,ppg_crps_delta,ppg_crps_relative_delta,contribution_crps_delta,contribution_crps_relative_delta,played_crps_delta,played_crps_relative_delta
dk,rb_core_strict,recent_2020_2025,rb_scoring_role_w050,144,0.006615630070280432,0.002864654172383352,0.04805067203289326,0.0014235628518934895,-0.0011204028229232499,-0.0008060418247010093
dk,rb_core_strict,temporal_2023_2025,rb_dual_role_w050,72,0.005080671092606348,0.002042721686156268,-0.016344564905985237,-0.00043465979217083284,-0.00503938270127291,-0.004023308594085284
dk,rb_core_strict,temporal_2023_2025,rb_dual_role_w100,72,0.0048602533298187645,0.0019541010815444793,0.051931753281358795,0.0013810490042518442,-0.0006519502798005838,-0.0005204996959201624
dk,rb_core_strict,temporal_2023_2025,rb_passing_down_w050,72,0.0017239085952809319,0.000693110301443367,-0.057957008015876,-0.0015412818391877803,-0.007057254570402183,-0.0056343236159807075
dk,rb_core_strict,temporal_2023_2025,rb_scoring_role_w050,72,0.007625108486568166,0.0030657317076623336,0.08932563038496966,0.0023754844599404024,0.0005175583929246663,0.000413204801784417
dk,rb_core_main,all_2017_2025,rb_dual_role_w050,324,0.0016566325391429437,0.0006554494238726338,-0.025797478516068395,-0.0007931896971323793,-0.0015721983057306321,-0.0010227037113101911
dk,rb_core_main,all_2017_2025,rb_dual_role_w100,324,0.0008407484675743149,0.0003326435317867471,-0.009966894589048536,-0.00030645003136697824,0.0016551630646330917,0.0010766716913850338
dk,rb_core_main,all_2017_2025,rb_passing_down_w050,324,0.00045784624066014246,0.0001811476278368307,-0.014596402153024712,-0.00044879253589724666,-0.001114766682772883,-0.0007251477244067939
dk,rb_core_main,all_2017_2025,rb_scoring_role_w050,324,0.0022472184367416936,0.000889115718106126,0.024251091759118992,0.0007456432657000356,0.0006157652133573777,0.00040055085080603625
dk,rb_core_main,development_2017_2022,rb_dual_role_w050,216,0.0012243696122595793,0.0004984100421898674,-0.019053188241635155,-0.0006048117599598557,-0.00018541258827631246,-0.00011421055882798736
dk,rb_core_main,development_2017_2022,rb_dual_role_w100,216,0.0012227973257967761,0.000497770003957676,-0.011706183162090156,-0.00037159330768621324,0.0026867860572348246,0.0016550081086770252
dk,rb_core_main,development_2017_2022,rb_passing_down_w050,216,0.0011443195786640104,0.0004658236889987233,0.014042402811288213,0.0004457527134382744,0.0016609640960552063,0.0010231216734919446
dk,rb_core_main,development_2017_2022,rb_scoring_role_w050,216,0.0020063453662801933,0.0008167326832049238,0.022237369116332673,0.0007058882839743319,0.0008522673017181681,0.0005249801305562407
dk,rb_core_main,recent_2020_2025,rb_dual_role_w050,216,0.0032374598669635546,0.0013045378495164517,-0.04163750100763153,-0.0013040876079304375,-0.004269455999566851,-0.0028229430087997054
dk,rb_core_main,recent_2020_2025,rb_dual_role_w100,216,0.0022127281185611025,0.0008916211165452825,-0.02040928001580511,-0.0006392191776954936,-0.0007884842898771005,-0.0005213418791253366
dk,rb_core_main,recent_2020_2025,rb_passing_down_w050,216,0.0016990084859775934,0.0006846172516994375,-0.042643764674568985,-0.0013356038119918257,-0.00519447635626169,-0.0034345618541968825
dk,rb_core_main,recent_2020_2025,rb_scoring_role_w050,216,0.003963097628276291,0.0015969343466377683,0.024736955781246905,0.0007747620945439682,-0.0013229418444093977,-0.0008747225480489895
dk,rb_core_main,temporal_2023_2025,rb_dual_role_w050,108,0.0025211583929105608,0.0009444926364472472,-0.03928605906495619,-0.0011365584529147155,-0.004345769740638383,-0.003183638331135108
dk,rb_core_main,temporal_2023_2025,rb_dual_role_w100,108,7.665075113028053e-05,2.8715399327694513e-05,-0.006488317443007929,-0.00018770913170118586,-0.0004080829205694858,-0.00029895473201391187
dk,rb_core_main,temporal_2023_2025,rb_passing_down_w050,108,-0.000915100435345817,-0.0003428208339564254,-0.07187401208167188,-0.0020793385216179017,-0.006666228240428618,-0.004883567472952821
dk,rb_core_main,temporal_2023_2025,rb_scoring_role_w050,108,0.0027289645776655824,0.0010223423311992441,0.02827853704466321,0.0008181072644888321,0.00014276103663690698,0.00010458435111737607
dk,rb_core_broad,all_2017_2025,rb_dual_role_w050,432,0.0014291850655050453,0.0005882169304989304,-0.021375656405929533,-0.0007234393037538478,-0.0017904272289306356,-0.0011412212072501315
dk,rb_core_broad,all_2017_2025,rb_dual_role_w100,432,0.00014884767072897986,6.126198915823444e-05,-0.009959168085622139,-0.00033705882472134796,0.000744691583220769,0.00047466761781755906
dk,rb_core_broad,all_2017_2025,rb_passing_down_w050,432,0.0005278306490024143,0.0002172419315547014,-0.013876354585676154,-0.0004696323757018561,-0.0006723145304754485,-0.00042853436750911467
dk,rb_core_broad,all_2017_2025,rb_scoring_role_w050,432,0.002086864349663209,0.0008589013219872932,0.023027889959951864,0.0007793576189281115,0.001033621787458694,0.000658832196619441
dk,rb_core_broad,development_2017_2022,rb_dual_role_w050,288,0.0012820115322598191,0.0005442868793172906,-0.01608564911836652,-0.0005592515421747324,-0.0007124486604306313,-0.0004375707660612127
dk,rb_core_broad,development_2017_2022,rb_dual_role_w100,288,0.001254160288615136,0.0005324624408413747,-0.011047770612211849,-0.00038409906289804674,0.0013336738119598124,0.0008191139993474206
dk,rb_core_broad,development_2017_2022,rb_passing_down_w050,288,0.0011225048373617597,0.00047656720674660313,0.004889040081266671,0.00016997779729521767,0.0016182294652768991,0.0009938820101873524
dk,rb_core_broad,development_2017_2022,rb_scoring_role_w050,288,0.0024962297144561774,0.0010597916221122272,0.02298510575292312,0.0007991257141555241,0.00026685595337561097,0.00016389723278575907
dk,rb_core_broad,recent_2020_2025,rb_dual_role_w050,288,0.0024951467539975347,0.0010460578381634722,-0.03193708675735252,-0.0011092934367217255,-0.004545456629024169,-0.0029602839454087038
dk,rb_core_broad,recent_2020_2025,rb_dual_role_w100,288,0.0002938156506528955,0.00012317839175124412,-0.0192339313054255,-0.0006680657481870078,-0.0017320775745623962,-0.0011280365988840524
dk,rb_core_broad,recent_2020_2025,rb_passing_down_w050,288,0.0013539890857918735,0.0005676423215232873,-0.03256164454869648,-0.0011309866444978445,-0.00416399155938163,-0.002711850176579711
dk,rb_core_broad,recent_2020_2025,rb_scoring_role_w050,288,0.002882677857488858,0.0012085252151583514,0.020921132858788383,0.0007266685137989892,-0.00039046211394211383,-0.00025429320341818773
dk,rb_core_broad,temporal_2023_2025,rb_dual_role_w050,144,0.0017235321319954977,0.0006684818989044494,-0.03195567098101648,-0.0010269793029376029,-0.003946384365930866,-0.0027212178495054085
dk,rb_core_broad,temporal_2023_2025,rb_dual_role_w100,144,-0.0020617775650428882,-0.0007996723450711674,-0.007781963032421402,-0.0002500937932196079,-0.0004332728742575398,-0.0002987620489567355
dk,rb_core_broad,temporal_2023_2025,rb_passing_down_w050,144,-0.0006615177277158324,-0.00025657347407292974,-0.051407143919536935,-0.0016521034047402017,-0.00525340252198081,-0.003622468413585156
dk,rb_core_broad,temporal_2023_2025,rb_scoring_role_w050,144,0.0012681336200790483,0.0004918529539879035,0.02311345837404133,0.0007428116087297987,0.002567153455624638,0.0017701731909778307
dk,rb_depth_main,all_2017_2025,rb_dual_role_w050,464,0.00026832827723977104,0.00014506982566908633,-0.0007806452987164647,-5.4301974110604334e-05,-0.003472489959681413,-0.001740272874368065
dk,rb_depth_main,all_2017_2025,rb_dual_role_w100,464,0.0002414336242722026,0.00013052941771229953,-0.004279684204696821,-0.0002976964074040689,-0.0034227751085673663,-0.0017153577823587618
dk,rb_depth_main,all_2017_2025,rb_passing_down_w050,464,-0.0007566336097613036,-0.0004090687235523971,-0.0023713084595353706,-0.00016494908864439495,-0.002348214526193493,-0.0011768310608755161
dk,rb_depth_main,all_2017_2025,rb_scoring_role_w050,464,0.00195868518685538,0.0010589495878734478,0.009572228233428959,0.0006658477167114096,-0.0015148599447492028,-0.0007591871253547211
dk,rb_depth_main,development_2017_2022,rb_dual_role_w050,314,0.000551711593242743,0.000302326894231264,-0.004187105170240457,-0.0002902603224332889,-0.004985708006433054,-0.0026676839940592556
dk,rb_depth_main,development_2017_2022,rb_dual_role_w100,314,0.0008371919801972716,0.00045876442392778216,-0.00900809011094772,-0.0006244627335122432,-0.005472986095276022,-0.0029284100447194428
dk,rb_depth_main,development_2017_2022,rb_passing_down_w050,314,-0.0003172596177691833,-0.00017385191117946786,-0.001885417856358984,-0.0001307017551882561,-0.0035027948605650394,-0.0018742272455477549
dk,rb_depth_main,development_2017_2022,rb_scoring_role_w050,314,0.0019952002239509437,0.0010933297296347178,0.003784067774079247,0.0002623207890788404,-0.003925308664314953,-0.00210030011425133
dk,rb_depth_main,recent_2020_2025,rb_dual_role_w050,304,-6.974687857264072e-05,-3.8705100062541575e-05,0.002407616561233894,0.00017656784027342276,-0.004104753915944226,-0.0019641530974491284
dk,rb_depth_main,recent_2020_2025,rb_dual_role_w100,304,-0.00019594339370199165,-0.00010873617307372019,0.005866878875812276,0.0004302604280630451,-0.0034237097856588683,-0.001638268777611196
dk,rb_depth_main,recent_2020_2025,rb_passing_down_w050,304,-0.0008681135837955711,-0.0004817480554553111,-0.007273885896479371,-0.0005334463734036898,-0.0038125101875072787,-0.001824312455068644
dk,rb_depth_main,recent_2020_2025,rb_scoring_role_w050,304,0.0009850561498607746,0.0005466437728516294,0.010746187030111543,0.0007880951915819612,-0.0007063633405537395,-0.00033799973681347684
dk,rb_depth_main,temporal_2023_2025,rb_dual_role_w050,150,-0.0003248874642591826,-0.00017085939016026064,0.006350210699007874,0.00044491969360360706,-0.00030482018181565707,-0.00013487265049216823
dk,rb_depth_main,temporal_2023_2025,rb_dual_role_w100,150,-0.0010056872007984108,-0.0005288942194561219,0.005618445492387991,0.0003936494654253053,0.0008689998902773333,0.00038450314470961366
dk,rb_depth_main,temporal_2023_2025,rb_passing_down_w050,150,-0.001676389832997227,-0.0008816189482409031,-0.0033884394555112607,-0.00023740683826067865,6.87069737579371e-05,3.040051876768146e-05
dk,rb_depth_main,temporal_2023_2025,rb_scoring_role_w050,150,0.0018822470425350346,0.00098987993443167,0.021688777461665865,0.001519597487432689,0.0035310127082079923,0.0015623540411291437
dk,rb_all_saved,all_2017_2025,rb_dual_role_w050,788,0.000839153887463695,0.00039427449133033754,-0.011066754388085798,-0.0005067716480611217,-0.0026911517669403473,-0.0014892716778938109
dk,rb_all_saved,all_2017_2025,rb_dual_role_w100,788,0.0004878524177112098,0.00022921631742511828,-0.006618080352584599,-0.00030305682855769067,-0.0013348919002971193,-0.0007387233691478201
dk,rb_all_saved,all_2017_2025,rb_passing_down_w050,788,-0.00025727895045069005,-0.00012088191312031871,-0.007397869825894077,-0.0003387651476068898,-0.0018410608443810705,-0.001018835060325629
dk,rb_all_saved,all_2017_2025,rb_scoring_role_w050,788,0.002077320685539341,0.0009760242654617279,0.01560770003840517,0.000714711792955347,-0.0006388160980155266,-0.0003535180489797618
dk,rb_all_saved,development_2017_2022,rb_dual_role_w050,530,0.000825851465144023,0.0003966019539514143,-0.010245735252162547,-0.0004791048647763141,-0.0030293611945051424,-0.0017125922343107502
dk,rb_all_saved,development_2017_2022,rb_dual_role_w100,530,0.0009943443474607072,0.0004775179650915451,-0.010107690297825656,-0.0004726496902521804,-0.0021474940482155702,-0.0012140452702944504
dk,rb_all_saved,development_2017_2022,rb_passing_down_w050,530,0.0002784028471918276,0.0001336985134035018,0.004605920378008221,0.00021537925835146687,-0.0013983195122069247,-0.0007905135716514966
dk,rb_all_saved,development_2017_2022,rb_scoring_role_w050,530,0.0019997423951645388,0.0009603442928849404,0.011304658509789789,0.0005286215926310067,-0.001978221100799704,-0.0011183500010247815
dk,rb_all_saved,recent_2020_2025,rb_dual_role_w050,520,0.0013040159234192217,0.0006256260773327416,-0.01588804765968277,-0.0007482292692140291,-0.004173168627602752,-0.0022557884801971406
dk,rb_all_saved,recent_2020_2025,rb_dual_role_w100,520,0.0008045816960069452,0.00038601314702257916,-0.0050478332791676905,-0.00023772188292026097,-0.0023290776566420313,-0.0012589729810069672
dk,rb_all_saved,recent_2020_2025,rb_passing_down_w050,520,0.0001982294298024101,9.510428389103431e-05,-0.02196598938891725,-0.001034462920811774,-0.00438655767299001,-0.0023711350174064894
dk,rb_all_saved,recent_2020_2025,rb_scoring_role_w050,520,0.002222088763972341,0.0010660887278461928,0.01655773712673181,0.0007797675218215172,-0.0009624805652321822,-0.0005202647592775778
dk,rb_all_saved,temporal_2023_2025,rb_dual_role_w050,258,0.0008664805689755362,0.00038979566574637303,-0.012753344085904672,-0.0005601557718637462,-0.0019963804622529224,-0.0010588648352839458
dk,rb_all_saved,temporal_2023_2025,rb_dual_role_w100,258,-0.0005526154999908606,-0.00024860006609894736,0.0005504982171053996,2.4179129147317013e-05,0.00033440708573717615,0.00017736694505487982
dk,rb_all_saved,temporal_2023_2025,rb_passing_down_w050,258,-0.001357710550259128,-0.0006107807916050367,-0.03205681869436461,-0.0014080081191477634,-0.0027505682321806724,-0.0014588802250742328
dk,rb_all_saved,temporal_2023_2025,rb_scoring_role_w050,258,0.002236686940961352,0.0010061978380533354,0.024447281473158,0.0010737800008628895,0.0021126747991782047,0.001120546456718996
beta,rb_core_strict,all_2017_2025,rb_dual_role_w050,216,-0.0003543877481555491,-0.00016235480770354638,-0.027537592780717546,-0.0009145356415432015,0.0005309980641909906,0.0003732626796923988
beta,rb_core_strict,all_2017_2025,rb_dual_role_w100,216,9.557910269553105e-05,4.3787424704566646e-05,-0.028469565367128524,-0.0009454868635326852,-0.001228492073884313,-0.0008635629287604418
beta,rb_core_strict,all_2017_2025,rb_passing_down_w050,216,0.0007430333646456511,0.00034040409032831676,-0.008978675136962266,-0.0002981857743331595,-0.0041845830044253685,-0.00294153363441485
beta,rb_core_strict,all_2017_2025,rb_scoring_role_w050,216,0.0012402633739023727,0.0005681988799546289,0.0009697595231692446,3.2206142879909194e-05,0.0029743812504370304,0.0020908278030284944
beta,rb_core_strict,development_2017_2022,rb_dual_role_w050,144,-0.0007089947194867108,-0.0003258779118920918,-0.044398490808472246,-0.001512119085283703,0.0029819452193524665,0.0019763458469062023
beta,rb_core_strict,development_2017_2022,rb_dual_role_w100,144,-0.0011740544878628967,-0.0005396350839246278,-0.05565174979064835,-0.0018953813847162326,0.001689824369444315,0.0011199660385703414
beta,rb_core_strict,development_2017_2022,rb_passing_down_w050,144,0.0011659178315257535,0.0005358952019423047,-0.010742777600590614,-0.0003658763787464103,-0.000659801178313435,-0.0004372968725517845
beta,rb_core_strict,development_2017_2022,rb_scoring_role_w050,144,-0.0026235606505995435,-0.0012058770580951617,-0.03880961922257953,-0.0013217738902930876,0.004417632350415923,0.0029278771763616707
beta,rb_core_strict,recent_2020_2025,rb_dual_role_w050,144,0.0009645824312394247,0.00046910807885280903,-0.03882297461819917,-0.0013275569134529874,-0.0031273558185105355,-0.0022523173708398625
beta,rb_core_strict,recent_2020_2025,rb_dual_role_w100,144,0.001413625880175573,0.0006874926386684077,-0.03525753807489096,-0.001205636324443593,-0.005020476595031909,-0.0036157403573829905
beta,rb_core_strict,recent_2020_2025,rb_passing_down_w050,144,0.0007894343735466158,0.00038392783277108045,-0.03198345722067231,-0.0010936786829705003,-0.009591064315349396,-0.00690747136428882
beta,rb_core_strict,recent_2020_2025,rb_scoring_role_w050,144,0.004734220925137755,0.0023024069391384128,0.03977120920119859,0.0013599819243805822,4.921616465769496e-05,3.544541427880077e-05
beta,rb_core_strict,temporal_2023_2025,rb_dual_role_w050,72,0.00035482619450633024,0.00016149725634506673,0.006184203274756328,0.00019564384500014853,-0.004370896246131739,-0.003496377465643241
beta,rb_core_strict,temporal_2023_2025,rb_dual_role_w100,72,0.0026348462838119424,0.001199236280507776,0.02589480347989337,0.0008192096367545254,-0.007065124960542235,-0.005651551149459477
beta,rb_core_strict,temporal_2023_2025,rb_passing_down_w050,72,-0.00010273556911499782,-4.6759548190111744e-05,-0.005450470209723335,-0.00017243141945899598,-0.011234146656649902,-0.00898644465670051
beta,rb_core_strict,temporal_2023_2025,rb_scoring_role_w050,72,0.008967911422906205,0.004081697215053248,0.08052851701463837,0.0025476052453212716,8.787905047769051e-05,7.029641393674346e-05
beta,rb_core_main,all_2017_2025,rb_dual_role_w050,324,-0.0007436174395545336,-0.0003289522135311307,-0.02181583779636398,-0.0007755119409534883,0.0013903690962491222,0.0009058178522991511
beta,rb_core_main,all_2017_2025,rb_dual_role_w100,324,-0.0006445753164885382,-0.0002851391937143122,-0.011924489981257835,-0.00042389315764834734,-0.00031761045162692625,-0.00020692146994394367
beta,rb_core_main,all_2017_2025,rb_passing_down_w050,324,-0.000564983506522676,-0.00024993036095355414,-0.005702939850941391,-0.0002027287695401947,-0.0029446585265200387,-0.001918428904556846
beta,rb_core_main,all_2017_2025,rb_scoring_role_w050,324,0.0008156666657015421,0.00036082445208229785,0.008897645030273793,0.00031629452106085587,0.001623204025469116,0.0010575085336408385
beta,rb_core_main,development_2017_2022,rb_dual_role_w050,216,-0.0009024345370591824,-0.00041276758565356175,-0.023244113078050077,-0.0008504945019373045,0.003562679091248633,0.0021945526892128697
beta,rb_core_main,development_2017_2022,rb_dual_role_w100,216,-0.0010390588454454175,-0.0004752586402380077,-0.013224058493495505,-0.0004838639789890298,0.0034234306209561804,0.0021087778840389593
beta,rb_core_main,development_2017_2022,rb_passing_down_w050,216,-0.0004910721218664982,-0.0002246131390152284,-0.0009167372130427509,-3.354311505865404e-05,0.0002330290629390941,0.0001435421332205422
beta,rb_core_main,development_2017_2022,rb_scoring_role_w050,216,-0.0011782357602263538,-0.0005389172400961373,-0.007649108073817246,-0.00027987836488585494,0.0024901234293253083,0.001533875751459357
beta,rb_core_main,recent_2020_2025,rb_dual_role_w050,216,-0.00032209188456455706,-0.00014200855480672736,-0.033965285732382,-0.0012020883242653824,-0.001684389443993961,-0.001116651629481047
beta,rb_core_main,recent_2020_2025,rb_dual_role_w100,216,-0.0006436578800461668,-0.0002837852479856684,-0.026083349970424052,-0.0009231334222894461,-0.005544244011802091,-0.0036755093260020244
beta,rb_core_main,recent_2020_2025,rb_passing_down_w050,216,-0.0003045512628974123,-0.00013427499040252755,-0.02001992583123169,-0.0007085386910623548,-0.008369930635072409,-0.005548774195672457
beta,rb_core_main,recent_2020_2025,rb_scoring_role_w050,216,0.002021859424907735,0.0008914267906554585,0.029153431896467907,0.0010317887613586763,-0.0017736162816344159,-0.001175803801207076
beta,rb_core_main,temporal_2023_2025,rb_dual_role_w050,108,-0.0004259832445470124,-0.00017682348705061468,-0.018959287233005995,-0.0006376636493101717,-0.002954250893749455,-0.00217550905324293
beta,rb_core_main,temporal_2023_2025,rb_dual_role_w100,108,0.0001443917414243323,5.993628046829791e-05,-0.009325352956796706,-0.00031364251854282266,-0.0077996925967924735,-0.00574369018309695
beta,rb_core_main,temporal_2023_2025,rb_passing_down_w050,108,-0.0007128062758359199,-0.0002958822744751899,-0.015275345126759987,-0.0005137604699106957,-0.00930003370543897,-0.006848540712792617
beta,rb_core_main,temporal_2023_2025,rb_scoring_role_w050,108,0.004803471517556002,0.0019938966955983517,0.04199115123843811,0.0014123015495446367,-0.00011063478224460077,-8.147140477676729e-05
beta,rb_core_broad,all_2017_2025,rb_dual_role_w050,432,-0.0011386990961961274,-0.0005218745993809115,-0.015120184825267557,-0.0005895762291397988,0.0009701447528136509,0.000623211169477722
beta,rb_core_broad,all_2017_2025,rb_dual_role_w100,432,-0.001527834358757918,-0.0007002182987242422,-0.010489393632084898,-0.0004090093616602175,0.0003019130469872344,0.00019394588544430214
beta,rb_core_broad,all_2017_2025,rb_passing_down_w050,432,-0.0008513744239442289,-0.0003901914807022955,-0.009304488242811715,-0.00036280674844035854,-0.0032303418866843625,-0.002075138930736742
beta,rb_core_broad,all_2017_2025,rb_scoring_role_w050,432,-0.0005790574509383362,-0.0002653865066166716,0.0075453811949337535,0.0002942144850568429,0.0017867409966536574,0.0011477843309970481
beta,rb_core_broad,development_2017_2022,rb_dual_role_w050,288,-0.0015497198660519018,-0.000740100545480793,-0.018473687221611357,-0.0007383349272672701,0.002628764423716179,0.001612330894508185
beta,rb_core_broad,development_2017_2022,rb_dual_role_w100,288,-0.0015375804628630085,-0.0007343031242056375,-0.012056613507255065,-0.00048186475987077593,0.002686648089553545,0.001647833361703377
beta,rb_core_broad,development_2017_2022,rb_passing_down_w050,288,-0.001171157298976766,-0.0005593102178038656,-0.005797475418198417,-0.00023170678056205762,0.0009393999599305314,0.0005761731876889886
beta,rb_core_broad,development_2017_2022,rb_scoring_role_w050,288,-0.001595395762719054,-0.0007619140078872766,-0.005112144751802106,-0.0002043162785113628,0.001285108853897654,0.0007882108755168371
beta,rb_core_broad,recent_2020_2025,rb_dual_role_w050,288,-0.0009382221539127045,-0.00043106291190708745,-0.02788867915471016,-0.0010983680756316838,-0.0017649606908098914,-0.001162683723000435
beta,rb_core_broad,recent_2020_2025,rb_dual_role_w100,288,-0.0017893165968465574,-0.0008220952994381081,-0.02138645951297491,-0.0008422845789695099,-0.003982245234398718,-0.002623339850649553
beta,rb_core_broad,recent_2020_2025,rb_passing_down_w050,288,-0.0010501527457642545,-0.00048248903380565533,-0.026176374425823212,-0.0010309306455716927,-0.00804813591210296,-0.005301781889093471
beta,rb_core_broad,recent_2020_2025,rb_scoring_role_w050,288,-0.0001424821690383382,-6.546293798792568e-05,0.01998653242373649,0.000787149833630707,-0.0011656261381343125,-0.0007678666980910354
beta,rb_core_broad,temporal_2023_2025,rb_dual_role_w050,144,-0.0003166575564854668,-0.0001342931778059997,-0.008413180032583512,-0.0003128032759258659,-0.0023470945889922934,-0.0016655083529190096
beta,rb_core_broad,temporal_2023_2025,rb_dual_role_w100,144,-0.0015083421505459604,-0.0006396817523119935,-0.007354953881741011,-0.0002734582713768141,-0.004467557038146719,-0.003170197570678157
beta,rb_core_broad,temporal_2023_2025,rb_passing_down_w050,144,-0.00021180867387826652,-8.982719445471687e-05,-0.016318513892041864,-0.0006067247561448719,-0.01156982557991415,-0.008209997686303705
beta,rb_core_broad,temporal_2023_2025,rb_scoring_role_w050,144,0.0014536191726230996,0.000616473960633801,0.03286043308840547,0.0012217557544931257,0.002790005282164554,0.001979799673999638
beta,rb_depth_main,all_2017_2025,rb_dual_role_w050,464,0.0003055588504004003,0.0001773521829286917,0.003934890696710269,0.0003095645057498153,-0.00234382428293034,-0.0011729242223589287
beta,rb_depth_main,all_2017_2025,rb_dual_role_w100,464,-0.000401863656366519,-0.00023324932857571312,-0.002255912562631579,-0.00017747645647425703,-0.002462578668341653,-0.001232352694098382
beta,rb_depth_main,all_2017_2025,rb_passing_down_w050,464,-0.00032070661677296997,-0.00018614423535689983,-0.008601596834644454,-0.0006767021698979026,-0.004519178254618561,-0.002261540542353613
beta,rb_depth_main,all_2017_2025,rb_scoring_role_w050,464,8.634460155576562e-05,5.011605309412914e-05,0.007055206134902292,0.0005550449983120487,-0.0012907747697727956,-0.0006459447511071303
beta,rb_depth_main,development_2017_2022,rb_dual_role_w050,314,-0.000493915540096479,-0.000296484012339171,0.0006320239963191199,5.033823380440339e-05,-0.0027555536109349354,-0.0014747313303329346
beta,rb_depth_main,development_2017_2022,rb_dual_role_w100,314,-0.0011485614271971034,-0.0006894500632372846,-0.014247161685362997,-0.0011347305800770702,-0.0035861574029605325,-0.0019192581326178404
beta,rb_depth_main,development_2017_2022,rb_passing_down_w050,314,-0.0007604443627353685,-0.00045647398699066866,-0.0059153119915826835,-0.00047113141240207046,-0.000980074396323083,-0.0005245212477736905
beta,rb_depth_main,development_2017_2022,rb_scoring_role_w050,314,0.0006481849818564811,0.00038908774589518913,0.005099909139238079,0.00040618777155132513,-0.0028944754291790886,-0.0015490802223372402
beta,rb_depth_main,recent_2020_2025,rb_dual_role_w050,304,-4.6505165200994014e-05,-2.7248733244777945e-05,-0.0015115615632890211,-0.00012378451053374206,-0.0021326966657375657,-0.0010186401029268488
beta,rb_depth_main,recent_2020_2025,rb_dual_role_w100,304,-0.0003098477079324091,-0.00018154881298615422,0.007451538275981662,0.0006102199477795445,-0.001299076619275752,-0.0006204780841213564
beta,rb_depth_main,recent_2020_2025,rb_passing_down_w050,304,-0.0006210747591621768,-0.00036390582345735556,-0.019088756259341366,-0.0015632127778634208,-0.006163513311024715,-0.0029438794247664823
beta,rb_depth_main,recent_2020_2025,rb_scoring_role_w050,304,-0.0003866427010488227,-0.00022654524021992195,0.008529886555859179,0.0006985278389375349,0.000407249952957045,0.00019451483216603727
beta,rb_depth_main,temporal_2023_2025,rb_dual_role_w050,150,0.0019791252411751614,0.0010743394529586503,0.010848891656195292,0.0008321884686008918,-0.0014819375563082104,-0.000652862006582211
beta,rb_depth_main,temporal_2023_2025,rb_dual_role_w100,150,0.0011612236772400308,0.0006303534431342239,0.022845768934281807,0.0017524357386842215,-0.00011055385054081768,-4.8704082295625284e-05
beta,rb_depth_main,temporal_2023_2025,rb_passing_down_w050,150,0.0005998110647760235,0.0003255987432242424,-0.014224886439459183,-0.001091151689704195,-0.011927702331318013,-0.005254704319215042
beta,rb_depth_main,temporal_2023_2025,rb_scoring_role_w050,150,-0.0010897745945397386,-0.0005915683441291009,0.011148294512482337,0.0008551548334945203,0.0020663052772498247,0.0009103030041814897
beta,rb_all_saved,all_2017_2025,rb_dual_role_w050,788,-0.00012582835511354418,-6.47276593331858e-05,-0.006652972287749748,-0.0003492156309123917,-0.0008084452793082342,-0.0004472075330731462
beta,rb_all_saved,all_2017_2025,rb_dual_role_w100,788,-0.0005016588059594262,-0.0002580594832088945,-0.006231317491103283,-0.00032708289993599315,-0.0015806374218754193,-0.0008743609248665907
