study,result_dir,experiment,league,evidence_class,baseline_method,method,tier,period,n,ppg_crps,contribution_crps,played_crps,ppg_bias,contribution_bias,played_bias,ppg_80_coverage,extended_absence_calibration,extended_absence_brier,zero_active_calibration,predicted_missed_games,observed_missed_games
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,production,core_strict,all_2017_2025,756,2.555666167440278,33.69073490242084,1.3700177311344894,-2.352213041075205,-26.345698286310235,0.06606526989189264,0.7367724867724867,-0.0007320775958869624,0.0860659142793536,-0.0012755873862589215,2.968326264499641,3.034391534391535
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_dual_role_w050,core_strict,all_2017_2025,756,2.556316284273587,33.679422017093025,1.3690252794746098,-2.3521762620845994,-26.342188075198102,0.06825413051873949,0.7354497354497355,-0.0010926834129417473,0.0860373066765764,-0.0012558485010903822,2.9661374038727946,3.034391534391535
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_dual_role_w100,core_strict,all_2017_2025,756,2.5562476379545305,33.6817228288824,1.3698708422952874,-2.35212682977656,-26.34087234504616,0.06944667927119952,0.7354497354497355,-0.0013041666703779153,0.08605348526616874,-0.0012324665146285132,2.964944855120333,3.034391534391535
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_passing_down_w050,core_strict,all_2017_2025,756,2.5561712375826136,33.683710564744075,1.368904568334306,-2.3521699712897934,-26.330052169899144,0.06798916945497398,0.7354497354497355,-0.0011422381020198963,0.08600637301885458,-0.001247012262311933,2.9664023649365596,3.034391534391535
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_scoring_role_w050,core_strict,all_2017_2025,756,2.556652290139599,33.69765472603009,1.3701680156050495,-2.352155084165615,-26.356412012324206,0.0678614135889068,0.7341269841269841,-0.0010373249869168738,0.08607791041160702,-0.0012343733260222244,2.9665301208026236,3.034391534391535
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,production,core_strict,development_2017_2022,504,2.6387519571772793,34.37066113610217,1.353473174677756,-2.430399001009473,-27.175456166172015,0.10838400353275941,0.7222222222222222,0.005539630950927757,0.08229403560132262,-0.004106967224841421,2.9511398059910494,3.05952380952381
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_dual_role_w050,core_strict,development_2017_2022,504,2.639001322271156,34.35602674595416,1.3527044090024043,-2.4303687022077334,-27.180289675527444,0.11002505167165488,0.7222222222222222,0.005158213591449939,0.08219073959256849,-0.004097530101948984,2.9494987578521563,3.05952380952381
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_dual_role_w100,core_strict,development_2017_2022,504,2.6389298410443978,34.34972420389717,1.35334597717321,-2.430325109826381,-27.168000854730433,0.1115260655373463,0.7222222222222222,0.004885433774087525,0.08214525784047548,-0.004051765493073647,2.9479977439864626,3.05952380952381
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_passing_down_w050,core_strict,development_2017_2022,504,2.639263289734314,34.368404202160725,1.3528116097018232,-2.430357350230426,-27.169833233774742,0.10895819269601913,0.7242063492063492,0.00510012860011802,0.08212553034514022,-0.00405972818840218,2.95056561682779,3.05952380952381
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_scoring_role_w050,core_strict,development_2017_2022,504,2.639141840013893,34.36828006717533,1.3536246644703214,-2.4303403351773927,-27.17922066441166,0.11130788437581152,0.7202380952380952,0.00515200302869627,0.0822095260695101,-0.004087264936885575,2.9482159251479985,3.05952380952381
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,production,core_strict,recent_2020_2025,504,2.445020759909903,32.84898845080731,1.3949502733274204,-2.3129869273303694,-24.78771505088972,0.13109469805504873,0.7559523809523809,-0.006279012038964249,0.0888990422408352,0.002326700879341826,2.978032286071935,3.109126984126984
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_dual_role_w050,core_strict,recent_2020_2025,504,2.4463715838090883,32.836676228231624,1.393065182330612,-2.3129444218319284,-24.781643877927547,0.13363027016954468,0.753968253968254,-0.006620489518994244,0.08888884520992063,0.0023517466259341665,2.9754967139574404,3.109126984126984
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_dual_role_w100,core_strict,recent_2020_2025,504,2.446447156032939,32.84436374557544,1.3942353691356684,-2.3128666087462375,-24.777369129213596,0.1361929980105831,0.753968253968254,-0.006922765553192947,0.08891611710426099,0.0023824103317009087,2.9729339861164004,3.109126984126984
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_passing_down_w050,core_strict,recent_2020_2025,504,2.4460608954202363,32.833596420820975,1.392803669226018,-2.312937292625353,-24.761797365292054,0.13441627279817833,0.751984126984127,-0.006746044872057072,0.08881040464147488,0.002362561420092055,2.9747107113288074,3.109126984126984
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_scoring_role_w050,core_strict,recent_2020_2025,504,2.4469109399299827,32.86271721424528,1.3946301582351566,-2.3128952922494617,-24.79643365033719,0.1327528870098723,0.751984126984127,-0.006568407906206719,0.08896377608125126,0.0023887476261160367,2.9763740971171107,3.109126984126984
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,production,core_strict,temporal_2023_2025,252,2.3894945879662766,32.33088243505818,1.4031068440479566,-2.195841121206668,-24.686182526586677,-0.018572197389840905,0.7658730158730159,-0.013275494689516387,0.09360967163541552,0.004387172290906076,3.0026991815168245,2.984126984126984
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_dual_role_w050,core_strict,temporal_2023_2025,252,2.3909462082784496,32.32621255937075,1.4016670204190216,-2.1957913818383323,-24.665984874539436,-0.015287711787091332,0.7619047619047619,-0.013594477421725135,0.0937304408445922,0.004427514700626822,2.9994146959140746,2.984126984126984
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_dual_role_w100,core_strict,temporal_2023_2025,252,2.3908832317747963,32.34572007885285,1.402920572539442,-2.195730269676918,-24.686615325677632,-0.014712093261094013,0.7619047619047619,-0.013683367559308782,0.09386994011755528,0.004406131442261752,2.9988390773880784,2.984126984126984
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_passing_down_w050,core_strict,temporal_2023_2025,252,2.389987133279214,32.31432328991078,1.40109048559927,-2.195795213408529,-24.65049004214794,-0.0139488770271163,0.7579365079365079,-0.01362697150629573,0.09376805836628323,0.004378419589868561,2.998075861154101,2.984126984126984
2026-07-31_template_fastr_rb_roles,results_dk,2026-07-31_template_fastr_rb_roles__results_dk,dk,fresh_expanded,production,rb_scoring_role_w050,core_strict,temporal_2023_2025,252,2.3916731903910105,32.3564040437396,1.4032547178745063,-2.19578458214206,-24.710794708149297,-0.019031527984902746,0.7619047619047619,-0.013415981018143147,0.0938146790958009,0.004471409895704475,3.003158512111888,2.984126984126984
