period,matcher,teams,rooms,score_crps,championship_brier,championship_log_loss,actual_winner_probability,champion_pick_hit_rate,top3_brier,actual_top3_probability,predicted_top3_overlap,score_crps_baseline,championship_brier_baseline,championship_log_loss_baseline,actual_winner_probability_baseline,champion_pick_hit_rate_baseline,top3_brier_baseline,actual_top3_probability_baseline,predicted_top3_overlap_baseline,score_crps_delta,championship_brier_delta,championship_log_loss_delta,actual_winner_probability_delta,champion_pick_hit_rate_delta,top3_brier_delta,actual_top3_probability_delta,predicted_top3_overlap_delta
all_2017_2025,production,1296,108,94.0247129409795,0.07458356901778443,2.3444373042751483,0.10738570601851852,0.16666666666666666,0.18045147554374036,0.2827851723251029,0.9907407407407407,94.0247129409795,0.07458356901778443,2.3444373042751483,0.10738570601851852,0.16666666666666666,0.18045147554374036,0.2827851723251029,0.9907407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_2017_2025,te_pff_yac_w025,1296,108,93.91989796807789,0.0743822639371142,2.3364856059540067,0.10874807098765432,0.1574074074074074,0.18000309948077417,0.28387827932098764,1.0462962962962963,94.0247129409795,0.07458356901778443,2.3444373042751483,0.10738570601851852,0.16666666666666666,0.18045147554374036,0.2827851723251029,0.9907407407407407,-0.10481497290160746,-0.00020130508067023323,-0.00795169832114162,0.0013623649691358042,-0.009259259259259245,-0.00044837606296618815,0.0010931069958847184,0.05555555555555558
development_2017_2022,production,864,72,97.11742966755872,0.07329134686003005,2.2705286960501927,0.11763961226851853,0.2222222222222222,0.17702587739920914,0.29311342592592593,1.0972222222222223,97.11742966755872,0.07329134686003005,2.2705286960501927,0.11763961226851853,0.2222222222222222,0.17702587739920914,0.29311342592592593,1.0972222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_2017_2022,te_pff_yac_w025,864,72,97.08586128301239,0.07291068167352872,2.2544985872686687,0.12026186342592592,0.2222222222222222,0.17651652897336353,0.29453607253086417,1.1666666666666667,97.11742966755872,0.07329134686003005,2.2705286960501927,0.11763961226851853,0.2222222222222222,0.17702587739920914,0.29311342592592593,1.0972222222222223,-0.031568384546332595,-0.0003806651865013305,-0.016030108781524,0.002622251157407385,0.0,-0.0005093484258456016,0.001422646604938238,0.06944444444444442
temporal_2023_2025,production,432,36,87.83927948782103,0.07716801333329314,2.492254520725061,0.08687789351851853,0.05555555555555555,0.18730267183280289,0.2621286651234568,0.7777777777777778,87.83927948782103,0.07716801333329314,2.492254520725061,0.08687789351851853,0.05555555555555555,0.18730267183280289,0.2621286651234568,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal_2023_2025,te_pff_yac_w025,432,36,87.5879713382089,0.07732542846428514,2.500459643324683,0.0857204861111111,0.027777777777777776,0.18697624049559544,0.2625626929012346,0.8055555555555556,87.83927948782103,0.07716801333329314,2.492254520725061,0.08687789351851853,0.05555555555555555,0.18730267183280289,0.2621286651234568,0.7777777777777778,-0.2513081496121288,0.000157415130992003,0.00820512259962225,-0.0011574074074074264,-0.027777777777777776,-0.00032643133720744455,0.0004340277777777901,0.02777777777777779
