method,slice_type,slice_value,metric,n_rows,value
pooled_projection_core,pooled,all,rmse,3696,3.1326400202596614
pooled_projection_core,pooled,all,mae,3696,2.4469552295644723
pooled_projection_core,pooled,all,bias,3696,0.16343682575737115
pooled_projection_core,pooled,all,spearman,3696,0.8009814888662686
separate_projection_core,pooled,all,rmse,3696,3.175172597674694
separate_projection_core,pooled,all,mae,3696,2.472200691545286
separate_projection_core,pooled,all,bias,3696,0.22924085998140703
separate_projection_core,pooled,all,spearman,3696,0.796506200737599
role_group_projection_core,pooled,all,rmse,3696,3.145804177564313
role_group_projection_core,pooled,all,mae,3696,2.4528758553218215
role_group_projection_core,pooled,all,bias,3696,0.226346823819073
role_group_projection_core,pooled,all,spearman,3696,0.8001589967498083
qb_skill_projection_core,pooled,all,rmse,3696,3.138438712073654
qb_skill_projection_core,pooled,all,mae,3696,2.4512300559525007
qb_skill_projection_core,pooled,all,bias,3696,0.1966447368113691
qb_skill_projection_core,pooled,all,spearman,3696,0.8009680035791097
pooled_full,pooled,all,rmse,3696,3.1229683424927983
pooled_full,pooled,all,mae,3696,2.4468077403671087
pooled_full,pooled,all,bias,3696,0.21014023706203008
pooled_full,pooled,all,spearman,3696,0.8039497406521527
separate_full,pooled,all,rmse,3696,3.1389262803181937
separate_full,pooled,all,mae,3696,2.454887647420509
separate_full,pooled,all,bias,3696,0.23813856374633172
separate_full,pooled,all,spearman,3696,0.8012583421807038
role_group_full,pooled,all,rmse,3696,3.1231273964302737
role_group_full,pooled,all,mae,3696,2.444904799590966
role_group_full,pooled,all,bias,3696,0.25840644341052726
role_group_full,pooled,all,spearman,3696,0.8026040741979035
qb_skill_full,pooled,all,rmse,3696,3.1237171338718532
qb_skill_full,pooled,all,mae,3696,2.4388071361446912
qb_skill_full,pooled,all,bias,3696,0.24224470598593723
qb_skill_full,pooled,all,spearman,3696,0.8041311187000576
pooled_projection_core,season,2017,rmse,407,3.1425673554325293
pooled_projection_core,season,2017,mae,407,2.45551120961756
pooled_projection_core,season,2017,bias,407,0.4247547637581609
pooled_projection_core,season,2017,spearman,407,0.7823114052728419
separate_projection_core,season,2017,rmse,407,3.1213215967986376
separate_projection_core,season,2017,mae,407,2.4291532521971657
separate_projection_core,season,2017,bias,407,0.48982980861061515
separate_projection_core,season,2017,spearman,407,0.7883335088052766
role_group_projection_core,season,2017,rmse,407,3.1166645313368164
role_group_projection_core,season,2017,mae,407,2.429596746460792
role_group_projection_core,season,2017,bias,407,0.4716934791399275
role_group_projection_core,season,2017,spearman,407,0.7878200409414953
qb_skill_projection_core,season,2017,rmse,407,3.075447672139356
qb_skill_projection_core,season,2017,mae,407,2.4083227015575894
qb_skill_projection_core,season,2017,bias,407,0.4451326082611083
qb_skill_projection_core,season,2017,spearman,407,0.7820694470233743
pooled_full,season,2017,rmse,407,3.1321055322393154
pooled_full,season,2017,mae,407,2.4569435373733097
pooled_full,season,2017,bias,407,0.46486411964944
pooled_full,season,2017,spearman,407,0.7849781895053475
separate_full,season,2017,rmse,407,3.1096487790201435
separate_full,season,2017,mae,407,2.432748980797431
separate_full,season,2017,bias,407,0.5843352571511258
separate_full,season,2017,spearman,407,0.8056284408662997
role_group_full,season,2017,rmse,407,3.1016701135267644
