run_id,feature_run_id,model_name,scheme,component,component_positions,feature_set,feature_count,feature_names_json,hyperparameters_json
m4a_position_specific_models_20260728T210010Z_4646fa7c,milestone_3_20260728T143652Z_86d0c2de,separate_projection_core_QB,separate,QB,QB,projection_core,22,"[""expert_ppg_team_game_median"", ""expert_ppg_active_median"", ""expert_ppg_team_game_std"", ""expert_ppg_team_game_iqr"", ""expert_points_iqr"", ""projection_provider_count"", ""configured_projection_provider_count"", ""proj_games"", ""proj_pass_attempts"", ""proj_passing_yards"", ""proj_passing_tds"", ""proj_interceptions"", ""proj_rush_attempts"", ""proj_rushing_yards"", ""proj_rushing_tds"", ""proj_targets"", ""proj_receptions"", ""proj_receiving_yards"", ""proj_receiving_tds"", ""projected_pass_point_share"", ""projected_rush_point_share"", ""projected_receiving_point_share""]","{""lgbm__colsample_bytree"": [1.0], ""lgbm__deterministic"": [true], ""lgbm__force_col_wise"": [true], ""lgbm__learning_rate"": [0.03, 0.05], ""lgbm__max_depth"": [3, 4], ""lgbm__min_child_samples"": [20, 40], ""lgbm__n_estimators"": [100, 200], ""lgbm__num_leaves"": [7, 15], ""lgbm__reg_lambda"": [1.0, 5.0], ""lgbm__subsample"": [1.0]}"
m4a_position_specific_models_20260728T210010Z_4646fa7c,milestone_3_20260728T143652Z_86d0c2de,separate_projection_core_RB,separate,RB,RB,projection_core,22,"[""expert_ppg_team_game_median"", ""expert_ppg_active_median"", ""expert_ppg_team_game_std"", ""expert_ppg_team_game_iqr"", ""expert_points_iqr"", ""projection_provider_count"", ""configured_projection_provider_count"", ""proj_games"", ""proj_pass_attempts"", ""proj_passing_yards"", ""proj_passing_tds"", ""proj_interceptions"", ""proj_rush_attempts"", ""proj_rushing_yards"", ""proj_rushing_tds"", ""proj_targets"", ""proj_receptions"", ""proj_receiving_yards"", ""proj_receiving_tds"", ""projected_pass_point_share"", ""projected_rush_point_share"", ""projected_receiving_point_share""]","{""lgbm__colsample_bytree"": [1.0], ""lgbm__deterministic"": [true], ""lgbm__force_col_wise"": [true], ""lgbm__learning_rate"": [0.03, 0.05], ""lgbm__max_depth"": [3, 4], ""lgbm__min_child_samples"": [20, 40], ""lgbm__n_estimators"": [100, 200], ""lgbm__num_leaves"": [7, 15], ""lgbm__reg_lambda"": [1.0, 5.0], ""lgbm__subsample"": [1.0]}"
m4a_position_specific_models_20260728T210010Z_4646fa7c,milestone_3_20260728T143652Z_86d0c2de,separate_projection_core_WR,separate,WR,WR,projection_core,22,"[""expert_ppg_team_game_median"", ""expert_ppg_active_median"", ""expert_ppg_team_game_std"", ""expert_ppg_team_game_iqr"", ""expert_points_iqr"", ""projection_provider_count"", ""configured_projection_provider_count"", ""proj_games"", ""proj_pass_attempts"", ""proj_passing_yards"", ""proj_passing_tds"", ""proj_interceptions"", ""proj_rush_attempts"", ""proj_rushing_yards"", ""proj_rushing_tds"", ""proj_targets"", ""proj_receptions"", ""proj_receiving_yards"", ""proj_receiving_tds"", ""projected_pass_point_share"", ""projected_rush_point_share"", ""projected_receiving_point_share""]","{""lgbm__colsample_bytree"": [1.0], ""lgbm__deterministic"": [true], ""lgbm__force_col_wise"": [true], ""lgbm__learning_rate"": [0.03, 0.05], ""lgbm__max_depth"": [3, 4], ""lgbm__min_child_samples"": [20, 40], ""lgbm__n_estimators"": [100, 200], ""lgbm__num_leaves"": [7, 15], ""lgbm__reg_lambda"": [1.0, 5.0], ""lgbm__subsample"": [1.0]}"
m4a_position_specific_models_20260728T210010Z_4646fa7c,milestone_3_20260728T143652Z_86d0c2de,separate_projection_core_TE,separate,TE,TE,projection_core,22,"[""expert_ppg_team_game_median"", ""expert_ppg_active_median"", ""expert_ppg_team_game_std"", ""expert_ppg_team_game_iqr"", ""expert_points_iqr"", ""projection_provider_count"", ""configured_projection_provider_count"", ""proj_games"", ""proj_pass_attempts"", ""proj_passing_yards"", ""proj_passing_tds"", ""proj_interceptions"", ""proj_rush_attempts"", ""proj_rushing_yards"", ""proj_rushing_tds"", ""proj_targets"", ""proj_receptions"", ""proj_receiving_yards"", ""proj_receiving_tds"", ""projected_pass_point_share"", ""projected_rush_point_share"", ""projected_receiving_point_share""]","{""lgbm__colsample_bytree"": [1.0], ""lgbm__deterministic"": [true], ""lgbm__force_col_wise"": [true], ""lgbm__learning_rate"": [0.03, 0.05], ""lgbm__max_depth"": [3, 4], ""lgbm__min_child_samples"": [20, 40], ""lgbm__n_estimators"": [100, 200], ""lgbm__num_leaves"": [7, 15], ""lgbm__reg_lambda"": [1.0, 5.0], ""lgbm__subsample"": [1.0]}"
m4a_position_specific_models_20260728T210010Z_4646fa7c,milestone_3_20260728T143652Z_86d0c2de,separate_full_QB,separate,QB,QB,full,31,"[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp""]","{""lgbm__colsample_bytree"": [1.0], ""lgbm__deterministic"": [true], ""lgbm__force_col_wise"": [true], ""lgbm__learning_rate"": [0.03, 0.05], ""lgbm__max_depth"": [3, 4], ""lgbm__min_child_samples"": [20, 40], ""lgbm__n_estimators"": [100, 200], ""lgbm__num_leaves"": [7, 15], ""lgbm__reg_lambda"": [1.0, 5.0], ""lgbm__subsample"": [1.0]}"
m4a_position_specific_models_20260728T210010Z_4646fa7c,milestone_3_20260728T143652Z_86d0c2de,separate_full_RB,separate,RB,RB,full,31,"[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp""]","{""lgbm__colsample_bytree"": [1.0], ""lgbm__deterministic"": [true], ""lgbm__force_col_wise"": [true], ""lgbm__learning_rate"": [0.03, 0.05], ""lgbm__max_depth"": [3, 4], ""lgbm__min_child_samples"": [20, 40], ""lgbm__n_estimators"": [100, 200], ""lgbm__num_leaves"": [7, 15], ""lgbm__reg_lambda"": [1.0, 5.0], ""lgbm__subsample"": [1.0]}"
m4a_position_specific_models_20260728T210010Z_4646fa7c,milestone_3_20260728T143652Z_86d0c2de,separate_full_WR,separate,WR,WR,full,31,"[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp""]","{""lgbm__colsample_bytree"": [1.0], ""lgbm__deterministic"": [true], ""lgbm__force_col_wise"": [true], ""lgbm__learning_rate"": [0.03, 0.05], ""lgbm__max_depth"": [3, 4], ""lgbm__min_child_samples"": [20, 40], ""lgbm__n_estimators"": [100, 200], ""lgbm__num_leaves"": [7, 15], ""lgbm__reg_lambda"": [1.0, 5.0], ""lgbm__subsample"": [1.0]}"
m4a_position_specific_models_20260728T210010Z_4646fa7c,milestone_3_20260728T143652Z_86d0c2de,separate_full_TE,separate,TE,TE,full,31,"[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp""]","{""lgbm__colsample_bytree"": [1.0], ""lgbm__deterministic"": [true], ""lgbm__force_col_wise"": [true], ""lgbm__learning_rate"": [0.03, 0.05], ""lgbm__max_depth"": [3, 4], ""lgbm__min_child_samples"": [20, 40], ""lgbm__n_estimators"": [100, 200], ""lgbm__num_leaves"": [7, 15], ""lgbm__reg_lambda"": [1.0, 5.0], ""lgbm__subsample"": [1.0]}"
m4a_position_specific_models_20260728T210010Z_4646fa7c,milestone_3_20260728T143652Z_86d0c2de,role_group_projection_core_QB,role_group,QB,QB,projection_core,22,"[""expert_ppg_team_game_median"", ""expert_ppg_active_median"", ""expert_ppg_team_game_std"", ""expert_ppg_team_game_iqr"", ""expert_points_iqr"", ""projection_provider_count"", ""configured_projection_provider_count"", ""proj_games"", ""proj_pass_attempts"", ""proj_passing_yards"", ""proj_passing_tds"", ""proj_interceptions"", ""proj_rush_attempts"", ""proj_rushing_yards"", ""proj_rushing_tds"", ""proj_targets"", ""proj_receptions"", ""proj_receiving_yards"", ""proj_receiving_tds"", ""projected_pass_point_share"", ""projected_rush_point_share"", ""projected_receiving_point_share""]","{""lgbm__colsample_bytree"": [1.0], ""lgbm__deterministic"": [true], ""lgbm__force_col_wise"": [true], ""lgbm__learning_rate"": [0.03, 0.05], ""lgbm__max_depth"": [3, 4], ""lgbm__min_child_samples"": [20, 40], ""lgbm__n_estimators"": [100, 200], ""lgbm__num_leaves"": [7, 15], ""lgbm__reg_lambda"": [1.0, 5.0], ""lgbm__subsample"": [1.0]}"
m4a_position_specific_models_20260728T210010Z_4646fa7c,milestone_3_20260728T143652Z_86d0c2de,role_group_projection_core_RB,role_group,RB,RB,projection_core,22,"[""expert_ppg_team_game_median"", ""expert_ppg_active_median"", ""expert_ppg_team_game_std"", ""expert_ppg_team_game_iqr"", ""expert_points_iqr"", ""projection_provider_count"", ""configured_projection_provider_count"", ""proj_games"", ""proj_pass_attempts"", ""proj_passing_yards"", ""proj_passing_tds"", ""proj_interceptions"", ""proj_rush_attempts"", ""proj_rushing_yards"", ""proj_rushing_tds"", ""proj_targets"", ""proj_receptions"", ""proj_receiving_yards"", ""proj_receiving_tds"", ""projected_pass_point_share"", ""projected_rush_point_share"", ""projected_receiving_point_share""]","{""lgbm__colsample_bytree"": [1.0], ""lgbm__deterministic"": [true], ""lgbm__force_col_wise"": [true], ""lgbm__learning_rate"": [0.03, 0.05], ""lgbm__max_depth"": [3, 4], ""lgbm__min_child_samples"": [20, 40], ""lgbm__n_estimators"": [100, 200], ""lgbm__num_leaves"": [7, 15], ""lgbm__reg_lambda"": [1.0, 5.0], ""lgbm__subsample"": [1.0]}"
