candidate_method,baseline_method,period,metric,n,season_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
next_residual_w025,production_no_next,all_2017_2025,ppg_crps,1620,9,-0.0010388693806359834,-0.0023956770741130453,0.0002241435407566523,0.947
next_residual_w025,production_no_next,all_2017_2025,contribution_crps,1620,9,0.012541176400584607,0.002064502866851787,0.022859906233481986,0.0135
next_residual_w025,production_no_next,all_2017_2025,played_crps,1620,9,0.0003472093490777905,-0.0020039462138334695,0.002651848774577875,0.3915
next_residual_w025,production_no_next,all_2017_2025,plus3_brier_row,1620,9,0.00023051795719761928,-0.00012511342314804077,0.0005973571208725691,0.1175
next_residual_w025,production_no_next,all_2017_2025,plus5_brier_row,1620,9,-0.00016602102689485034,-0.0004239196768633741,6.419180164849232e-05,0.914
next_residual_w025,production_no_next,all_2017_2025,impact_brier_row,1620,9,0.00011111722528932197,-0.00016620175356163504,0.00034708417249948795,0.1925
next_residual_w025,production_no_next,all_2017_2025,zero_brier_row,1620,9,0.00010207885695970012,5.657358276862666e-07,0.00023495064548641065,0.0235
next_residual_w025,production_no_next,all_2017_2025,extended_absence_brier_row,1620,9,-4.4872847025695536e-07,-0.00023310834310751957,0.0002488219617835864,0.51
next_residual_w025,production_no_next,development_2017_2022,ppg_crps,1080,6,-0.0007894393066295098,-0.002599334941935012,0.0009517437415813927,0.8045
next_residual_w025,production_no_next,development_2017_2022,contribution_crps,1080,6,0.021150789167120952,0.013094293266003237,0.029530128946704214,0.0
next_residual_w025,production_no_next,development_2017_2022,played_crps,1080,6,0.0006389243456382759,-0.0025428299891360902,0.0034264775345091256,0.3265
next_residual_w025,production_no_next,development_2017_2022,plus3_brier_row,1080,6,0.00015570381593946948,-0.0002919153543741466,0.0006325069266053043,0.2505
next_residual_w025,production_no_next,development_2017_2022,plus5_brier_row,1080,6,-0.00016448746125013444,-0.000519865469551339,0.00013195082003389903,0.827
next_residual_w025,production_no_next,development_2017_2022,impact_brier_row,1080,6,4.1004735056625846e-05,-0.00032643297264359103,0.000326267163124432,0.377
next_residual_w025,production_no_next,development_2017_2022,zero_brier_row,1080,6,7.685387880223297e-06,-2.618829175645045e-05,3.893185477160977e-05,0.325
next_residual_w025,production_no_next,development_2017_2022,extended_absence_brier_row,1080,6,9.71986600892402e-06,-0.00030614103166768676,0.00035064377707874926,0.482
next_residual_w025,production_no_next,recent_2020_2025,ppg_crps,1080,6,-0.0014690566623382791,-0.003155901297750516,0.00043408869567407126,0.939
next_residual_w025,production_no_next,recent_2020_2025,contribution_crps,1080,6,0.008148555424794047,-0.006010424396185961,0.022314750336699756,0.1605
next_residual_w025,production_no_next,recent_2020_2025,played_crps,1080,6,-0.0014057678462002393,-0.003975546176609284,0.0012670300069819356,0.861
