period,method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,next_residual_weight,next_participation_weight,recency_half_life,feature_count_total,complexity_score,qb_feature_count,rb_feature_count,wr_feature_count,te_feature_count
all_2017_2025,next_both_w050,1620.0,2.3477215033997685,3.2452314893107737,-1.655019683310486,0.7709876543209877,0.633245707999404,0.19942843460245463,26.826026507655406,36.37362459820746,-17.24330464441262,0.7598765432098765,0.6190468517763636,0.18210435608075343,0.35987654320987655,0.1991531010225255,0.25726833853175246,0.5115759770151066,0.17962962962962964,0.09484230342058321,0.15435788403046108,0.5352317712979555,0.17037037037037037,0.09022846847807699,0.13571783578763502,0.7452715234644582,0.025925925925925925,0.04474868589415466,0.025413888123042957,0.7227503168567807,0.5550007568547451,0.06724591463078254,0.3615739990182458,62.2535064408865,0.050000000000000024,1.516094058873212,2.292683226083014,0.12344841367832002,0.9104938271604939,0.13024691358024693,0.12204242053282177,0.10945317051999782,0.6111624997056835,5.142490797484889,0.3937743406035811,0.12233789267739073,0.5,0.5,12.0,63,63,15,18,15,15
all_2017_2025,next_participation_w025,1620.0,2.349506838763479,3.245125309210137,-1.6548640198272422,0.7703703703703704,0.6337745289761555,0.1982293256420501,26.7941329121508,36.3523037687652,-17.112689242479377,0.7598765432098765,0.6190094273711053,0.18006414522878755,0.35987654320987655,0.1984231551106226,0.2573942021724484,0.5137692677948495,0.17962962962962964,0.09604447514222808,0.15377785707040537,0.5477363286350743,0.17037037037037037,0.0921669182497183,0.13554130121664754,0.7450113763802623,0.025925925925925925,0.044358558121103404,0.025308042441914567,0.7234443840907719,0.554518625937599,0.06007136476946897,0.4133176914248118,63.107464761147824,0.050000000000000024,1.517458977514792,2.2939873544969,0.13014262486518954,0.9080246913580247,0.13024691358024693,0.12185682382745855,0.10967425543086186,0.6109102284232372,5.668649304076566,0.3521956118534692,0.1672379965002468,0.0,0.25,12.0,59,59,14,17,14,14
all_2017_2025,next_participation_w050,1620.0,2.349669094232981,3.245175205325709,-1.6550029099524186,0.7691358024691358,0.6335856400888188,0.19941023825764043,26.815358684809773,36.36240652340344,-17.157395216701126,0.762962962962963,0.619037392192121,0.18033419486322577,0.35987654320987655,0.19891330566485035,0.2567646479717903,0.520574093034565,0.17962962962962964,0.09587846937654124,0.15384005502325435,0.5481009156045809,0.17037037037037037,0.09174257972079515,0.13568414488310668,0.7443091140441684,0.025925925925925925,0.04447658404650246,0.02535910727004927,0.7222976643128735,0.5572098636717843,0.06563087114138992,0.4034716351874814,62.886755705359796,0.050000000000000024,1.5152948987611101,2.2916945431188998,0.12913421970572436,0.9092592592592592,0.13024691358024693,0.12177495773329022,0.10953600993573764,0.6125920369728791,5.472155351071751,0.36505518417887123,0.1493389406628578,0.0,0.5,12.0,59,59,14,17,14,14
all_2017_2025,next_residual_w025,1620.0,2.3479462090039784,3.2450690418808827,-1.6548267406050834,0.7746913580246914,0.6338918365247197,0.19943095093788815,26.781539032330624,36.34311271867927,-17.095460994877207,0.7604938271604939,0.6188393922718871,0.18308523141309418,0.35987654320987655,0.19844492492660634,0.25772163713915774,0.5082364188821495,0.17962962962962964,0.09589334553410968,0.15384118511237344,0.5456056927281707,0.17037037037037037,0.09158523671455952,0.13562949981176983,0.745150211352657,0.025925925925925925,0.04421222438771798,0.02529848043555297,0.7245609270324099,0.5524410297699639,0.05379862561266761,0.4007717316849794,63.0414772863071,0.050000000000000024,1.5162680073813517,2.2916210762498803,0.1302514880774091,0.9098765432098765,0.13024691358024693,0.1218677675110303,0.10946227930876776,0.6126828546345598,5.678717540427837,0.3549483638889526,0.16959086095959816,0.25,0.0,12.0,59,59,14,17,14,14
all_2017_2025,next_residual_w050,1620.0,2.3475382376105918,3.24502138600823,-1.654839087865603,0.7685185185185185,0.6337890282622535,0.19853287995447894,26.79788603579362,36.35522254633122,-17.1462730226669,0.7611111111111111,0.6186942765332833,0.18173195719748886,0.35987654320987655,0.19850111919558533,0.25728471727098134,0.515436565763161,0.17962962962962964,0.0950670096712079,0.15396521425181858,0.54527213443692,0.17037037037037037,0.09064328424388092,0.13576255461415068,0.7444412094547964,0.025925925925925925,0.044355128196008425,0.025402981037383435,0.7229464662924739,0.5563118990900517,0.06704552166038776,0.38030326654961977,62.656671835405085,0.050000000000000024,1.5166773346674318,2.2933103040222016,0.12681062302979004,0.9104938271604939,0.13024691358024693,0.12184294925907053,0.10941953859387821,0.6111154090662936,5.47891444247316,0.3714186944341279,0.15288361115964696,0.5,0.0,12.0,59,59,14,17,14,14
all_2017_2025,next_residual_w100,1620.0,2.34698187022066,3.244866685899011,-1.6547327773175333,0.774074074074074,0.6326365862729475,0.1990614758603646,26.814719833707365,36.365549566962855,-17.224999039643066,0.7611111111111111,0.6189791269662991,0.18140951750086903,0.35987654320987655,0.19937356053801789,0.2570215826349902,0.5158798553023549,0.17962962962962964,0.09475682421394105,0.15423156579425995,0.5416055789563504,0.17037037037037037,0.08982491550792697,0.13581748894196718,0.7440476190476191,0.025925925925925925,0.044669266414222086,0.0254092740116106,0.7302945259219024,0.5559177933455203,0.06723302702404964,0.35432180589955753,61.7728140162841,0.050000000000000024,1.5147351417453283,2.293495735711421,0.11906230298473217,0.912962962962963,0.13024691358024693,0.12226396731827908,0.1092016313028703,0.6157874732171988,5.162815585543624,0.39805177095889394,0.12659612142690513,1.0,0.0,12.0,59,59,14,17,14,14
all_2017_2025,production_no_next,1620.0,2.3489850783846147,3.245017880039142,-1.6548865666664816,0.7728395061728395,0.633591036723795,0.19866045502955743,26.768997855930042,36.335432755744286,-17.048846848161432,0.7641975308641975,0.618742355650053,0.18080641849846024,0.35987654320987655,0.19808589949163416,0.2574911191819601,0.5139975288262255,0.17962962962962964,0.09643454351463208,0.15400720613926827,0.5380450381264884,0.17037037037037037,0.09259319404586296,0.1355183825864805,0.7445544340924776,0.025925925925925925,0.044143717764436194,0.025196401578593274,0.7314563341179311,0.5525940185445505,0.05696549670709087,0.4263014413899278,63.28626530325991,0.050000000000000024,1.5159207980322742,2.290419238554716,0.13321345515807684,0.9092592592592592,0.13024691358024693,0.12169414391594907,0.10946272803723803,0.6149162963884843,5.9032675794597935,0.33739546949907134,0.18889579646766527,0.0,0.0,12.0,55,55,13,16,13,13
development_2017_2022,next_both_w050,1080.0,2.3444360202183145,3.2327338637542953,-1.779056654247161,0.7824074074074074,0.6437111497619074,0.2207247308987509,27.098112430990934,36.50161388971232,-18.01193730025087,0.7657407407407407,0.6275206454465158,0.1999950049374996,0.36574074074074076,0.20094390191030098,0.25943716762935976,0.5200813083248638,0.1814814814814815,0.09843773590110728,0.15561068871963088,0.5187979037768954,0.17314814814814813,0.09225951202026479,0.1360542364383078,0.758400153301675,0.022222222222222223,0.04394348488455918,0.022881318092075137,0.6900252525252525,0.5520298911349079,0.04829853820748017,0.4447839636801837,61.48695949064433,0.050000000000000024,1.5079475672856069,2.263388482765613,0.17066335518027242,0.9111111111111111,0.12962962962962962,0.12181430312298666,0.1095271663716161,0.6136398176291793,4.602132873998024,0.4313598876954533,0.07112636619445785,0.5,0.5,12.0,63,63,15,18,15,15
development_2017_2022,next_participation_w025,1080.0,2.3467095109549945,3.232608797037425,-1.7790871141798328,0.7777777777777778,0.6445063378426931,0.21804985473103328,27.07355710681805,36.487780232182466,-17.896442814309175,0.7638888888888888,0.6279899733905354,0.19929188114966445,0.36574074074074076,0.19976115363424185,0.26018630204464893,0.5140534047861036,0.1814814814814815,0.09927795198023594,0.15512919254209476,0.531824268168806,0.17314814814814813,0.09385827608927122,0.13600915084526202,0.7574659712200059,0.022222222222222223,0.04278089762404612,0.02275696537893484,0.6993371212121212,0.5494820918864158,0.035377792866953944,0.49418384882127153,62.526032410797576,0.050000000000000024,1.5102521725616949,2.2654514770680425,0.17912845745042932,0.9092592592592592,0.12962962962962962,0.12115465924408711,0.10992964608039997,0.6095516717325228,5.0917448001991845,0.3824207622108924,0.10853401180425183,0.0,0.25,12.0,59,59,14,17,14,14
development_2017_2022,next_participation_w050,1080.0,2.347116996484703,3.232633081045537,-1.779169936408417,0.7768518518518519,0.6443084961354562,0.21932234225479508,27.08890922449042,36.494647221692645,-17.936086458053165,0.7675925925925926,0.6280045618765621,0.19981376307059018,0.36574074074074076,0.2003046495012643,0.2594084327207631,0.5245939203548,0.1814814814814815,0.0993130176176349,0.15508902391060253,0.5340809400683351,0.17314814814814813,0.09350947736986634,0.1360508543478957,0.7572982975130397,0.022222222222222223,0.04319582831604278,0.022791668155035326,0.6992384785353535,0.551197485827374,0.03936138300682508,0.487537470671014,62.24557767306076,0.05000000000000002,1.5076873988473902,2.2628290989466375,0.1782408711777073,0.9092592592592592,0.12962962962962962,0.12121902892863179,0.10978789550042081,0.6116109422492402,4.91259625083521,0.39674582657886387,0.0919816339315352,0.0,0.5,12.0,59,59,14,17,14,14
