comparison,challenger,reference,metric,origins,mean_origin_delta,pooled_challenger,pooled_reference,origin_wins,recent_mean_delta,bootstrap_95_lower,bootstrap_95_upper,exact_sign_flip_pvalue
primary_vs_expert_carry,next_ppg_primary_blend,next_ppg_expert_carry_forward,rmse,8,-1.3209621721768654,3.9087433889633085,5.235124191313451,8,-1.1445217951269546,-1.4559590942937817,-1.1970682889872655,0.0078125
aging_vs_expert_carry,next_ppg_position_experience_aging,next_ppg_expert_carry_forward,rmse,8,-0.7259502384005172,4.5046108402056095,5.235124191313451,8,-0.5939533907258262,-0.8352478084573319,-0.6144238217179155,0.0078125
lasso_vs_expert_carry,next_ppg_lasso,next_ppg_expert_carry_forward,rmse,8,-1.258635907033067,3.970850786388496,5.235124191313451,8,-1.078160333098712,-1.402721814419008,-1.1291602481806382,0.0078125
rf_vs_expert_carry,next_ppg_random_forest,next_ppg_expert_carry_forward,rmse,8,-1.3054660559450944,3.924349656082602,5.235124191313451,8,-1.1425125978929063,-1.445135851817472,-1.181568971517096,0.0078125
lightgbm_vs_expert_carry,next_ppg_lightgbm,next_ppg_expert_carry_forward,rmse,8,-1.3094273208175282,3.9207588945040794,5.235124191313451,8,-1.1352699928167527,-1.4325892584469149,-1.1920245927867805,0.0078125
participation_lgbm_vs_prior,next_participation_lightgbm,next_participation_position_experience_prior,brier,8,-0.10106648127133627,0.16132718911964097,0.2644810987366634,8,-0.08736209650792463,-0.11911315235872597,-0.08433491636442172,0.0078125
participation_lgbm_vs_logistic,next_participation_lightgbm,next_participation_logistic,brier,8,-0.010156047149735788,0.16132718911964097,0.172228906588244,8,-0.0033986536402307124,-0.017285792927756737,-0.004311137627096031,0.0078125
