study,method,league_count,leagues,mean_development_ppg_relative_delta,worst_development_ppg_relative_delta,mean_development_contribution_relative_delta,worst_temporal_ppg_relative_delta,all_leagues_ppg_improve,all_leagues_screen_pass,all_leagues_one_se_near_best,worst_core_sensitivity_ppg_relative_delta,worst_core_sensitivity_contribution_relative_delta,tier_sensitivity_guardrail,phase_b_finalist
2026-07-31_template_fastr_receiver_profiles,usage_depth_w100,2,"beta,dk",9.478852310396135e-05,0.00012666269877703584,-0.00044162632519823,0.00041535970558248536,False,False,False,0.0005732979782568925,0.0013441235147109154,True,False
2026-07-31_template_fastr_receiver_profiles,usage_air_value_w100,2,"beta,dk",0.00013037496565593276,0.0005425982781805949,-0.00011678720540625465,0.00012803724045573617,False,False,True,0.000765075870299059,0.0008947647687214122,True,False
2026-07-31_template_fastr_receiver_profiles,usage_air_value_disp_w100,2,"beta,dk",0.000205446765966677,0.00043537127175619084,-8.828141509120702e-05,-0.00020537190636404912,False,False,True,0.0005834924539318553,0.0005872372463977538,True,False
2026-07-31_template_fastr_receiver_profiles,usage_air_value_disp_w150,2,"beta,dk",0.0002642657598201925,0.0004893764704441139,0.00012563744922811093,0.0003254720383172316,False,False,True,0.0009315389965454113,0.0009978976142566154,True,False
