study,result_dir,experiment,league,evidence_class,baseline_method,method,tier,period,n,ppg_crps,contribution_crps,played_crps,ppg_bias,contribution_bias,played_bias,ppg_80_coverage,extended_absence_calibration,extended_absence_brier,zero_active_calibration,predicted_missed_games,observed_missed_games
2026-07-31_template_fastr_receiver_profiles,results_dk,2026-07-31_template_fastr_receiver_profiles__results_dk,dk,fresh_expanded,production,production,core_strict,all_2017_2025,756,2.555666167440278,33.69073490242084,1.3700177311344894,-2.352213041075205,-26.345698286310235,0.06606526989189264,0.7367724867724867,-0.0007320775958869624,0.0860659142793536,-0.0012755873862589215,2.968326264499641,3.034391534391535
2026-07-31_template_fastr_receiver_profiles,results_dk,2026-07-31_template_fastr_receiver_profiles__results_dk,dk,fresh_expanded,production,usage_air_value_disp_w100,core_strict,all_2017_2025,756,2.5558335602272857,33.69050309824965,1.3699082867879104,-2.3521940346464656,-26.35777785970953,0.0678564895387177,0.7367724867724867,-0.0012229615313133074,0.08573070580864905,-0.0013173680112420995,2.966535044852817,3.034391534391535
2026-07-31_template_fastr_receiver_profiles,results_dk,2026-07-31_template_fastr_receiver_profiles__results_dk,dk,fresh_expanded,production,usage_air_value_disp_w150,core_strict,all_2017_2025,756,2.5553107197636855,33.69482499021116,1.3698941790967878,-2.3521624024604653,-26.365001321302742,0.06787437616838225,0.7380952380952381,-0.0014761979772047185,0.08567519014331901,-0.001313013551003852,2.9665171582231515,3.034391534391535
2026-07-31_template_fastr_receiver_profiles,results_dk,2026-07-31_template_fastr_receiver_profiles__results_dk,dk,fresh_expanded,production,usage_air_value_w100,core_strict,all_2017_2025,756,2.55586722284406,33.694993528424014,1.368560664366291,-2.3521953645999507,-26.358064835894755,0.0686760826323596,0.7394179894179894,-0.0014669740585581265,0.08562491323882195,-0.0013037716975287574,2.9657154517591753,3.034391534391535
2026-07-31_template_fastr_receiver_profiles,results_dk,2026-07-31_template_fastr_receiver_profiles__results_dk,dk,fresh_expanded,production,usage_depth_w100,core_strict,all_2017_2025,756,2.5547730676396623,33.67098055203499,1.3693279824843707,-2.352056690509513,-26.30246543725078,0.07192316031045634,0.7380952380952381,-0.0017794404498134714,0.08563380615599417,-0.001199098617824041,2.9624683740810767,3.034391534391535
2026-07-31_template_fastr_receiver_profiles,results_dk,2026-07-31_template_fastr_receiver_profiles__results_dk,dk,fresh_expanded,production,production,core_strict,development_2017_2022,504,2.6387519571772793,34.37066113610217,1.353473174677756,-2.430399001009473,-27.175456166172015,0.10838400353275941,0.7222222222222222,0.005539630950927757,0.08229403560132262,-0.004106967224841421,2.9511398059910494,3.05952380952381
2026-07-31_template_fastr_receiver_profiles,results_dk,2026-07-31_template_fastr_receiver_profiles__results_dk,dk,fresh_expanded,production,usage_air_value_disp_w100,core_strict,development_2017_2022,504,2.6402916490320902,34.39084486850461,1.3536174577036781,-2.4305585142744874,-27.201978046271957,0.10905108861299949,0.7242063492063492,0.005314698231782919,0.08195246771587616,-0.0042408895273995575,2.9504727209108115,3.05952380952381
2026-07-31_template_fastr_receiver_profiles,results_dk,2026-07-31_template_fastr_receiver_profiles__results_dk,dk,fresh_expanded,production,usage_air_value_disp_w150,core_strict,development_2017_2022,504,2.6402518759446716,34.39323201287649,1.352605773903269,-2.43054382893562,-27.218836728578786,0.10830970816895381,0.7261904761904762,0.005219079253786937,0.08189312974179905,-0.0042745033069254345,2.9512141013548554,3.05952380952381
2026-07-31_template_fastr_receiver_profiles,results_dk,2026-07-31_template_fastr_receiver_profiles__results_dk,dk,fresh_expanded,production,usage_air_value_w100,core_strict,development_2017_2022,504,2.64077080262742,34.39046805997567,1.3521427100219445,-2.4305582357494684,-27.20550910053471,0.11011563933517664,0.7281746031746031,0.005122701901907889,0.08186364637831994,-0.0042563270531959605,2.9494081701886348,3.05952380952381
2026-07-31_template_fastr_receiver_profiles,results_dk,2026-07-31_template_fastr_receiver_profiles__results_dk,dk,fresh_expanded,production,usage_depth_w100,core_strict,development_2017_2022,504,2.639018836090206,34.360045354800185,1.3518587297554816,-2.4304147785895993,-27.15133817050285,0.11239626786628079,0.7222222222222222,0.004844072656788281,0.0817228466228212,-0.004119737313430046,2.9471275416575295,3.05952380952381
