player,player_key,pos,pred_fp_per_game,stored_pred_salary,pred_salary_raw,base_salary_observed,salary_resid_5,salary_resid_10,salary_resid_25,salary_resid_75,salary_resid_90,salary_resid_95,espn_source_salary,salary_model_matched,espn_source_matched,raw_point_salary,point_salary,year,actual_salary,is_keeper,actual_salary_recorded,actual_salary_used_in_replay,salary_residual,replay_salary_residual,scenario_market_mean,scenario_center_shift,actual_minus_scenario,selection_slots,selection_slots_chance_60,selection_slots_chance_70,selection_slots_chance_80,selection_slots_chance_90,selection_rate,selection_bucket,predicted_salary_tier,projection_strength_pct,price_strength_pct,value_rank_gap,value_over_price_quintile,top_projection_quartile,salary_center_source,stored_pred_salary_v1,pred_salary_raw_v1,salary_model_matched_v1,raw_point_salary_v1,point_salary_v1,projection_strength_pct_v1,price_strength_pct_v1,value_rank_gap_v1,value_quintile_v1,predicted_salary_tier_v1,salary_residual_v1,stored_pred_salary_v2,pred_salary_raw_v2,salary_model_matched_v2,raw_point_salary_v2,point_salary_v2,projection_strength_pct_v2,price_strength_pct_v2,value_rank_gap_v2,value_quintile_v2,predicted_salary_tier_v2,salary_residual_v2,point_salary_shift_v2_minus_v1
Alexander Mattison,alexandermattison,RB,8.616082191467285,3.083034006268645,2.9060083504684537,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,2.9060083504684537,3.0997963,2022,6.0,0.0,True,6.0,2.9002037,2.9002037,3.788494182622372,0.6886978826223715,2.2115058173776285,81,19,17,23,22,0.081,occasional_5-25%,$1-5,0.5844155844155844,0.5974025974025974,-0.0129870129870129,3,False,current_salary_model,3.083034006268645,2.9060083504684537,True,2.9060083504684537,3.0997962125323126,0.5844155844155844,0.5974025974025974,-0.012987012987012991,3,$1-5,2.9002037874676874,4.2704195220901635,4.255337567235068,True,4.255337567235068,4.311913407805209,0.5844155844155844,0.5844155844155844,0.0,3,$1-5,1.6880865921947912,1.2121171952728962
Allen Lazard,allenlazard,WR,8.974535942077637,12.416724006516572,11.446479138568538,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,4.0,True,True,11.446479138568538,12.5085945,2022,25.0,0.0,True,25.0,12.4914055,12.4914055,9.677293651233118,-2.8313008487668814,15.322706348766882,54,12,14,13,15,0.054,occasional_5-25%,$6-15,0.5959595959595959,0.7272727272727273,-0.1313131313131313,1,False,current_salary_model,12.416724006516572,11.446479138568538,True,11.446479138568538,12.508594557874202,0.5959595959595959,0.7272727272727273,-0.13131313131313138,1,$6-15,12.491405442125798,12.968085619792976,12.912893273428717,True,12.912893273428717,13.119932309057532,0.5959595959595959,0.7272727272727273,-0.13131313131313138,1,$6-15,11.880067690942468,0.6113377511833296
Alvin Kamara,alvinkamara,RB,13.856033325195312,91.1746996800346,83.51124565124584,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,81.0,True,True,83.51124565124584,91.90034,2022,85.0,0.0,True,85.0,-6.90034,-6.90034,92.94142247416116,1.041082474161172,-7.941422474161172,34,9,9,8,8,0.034,rare_0-5%,$51+,0.922077922077922,0.948051948051948,-0.0259740259740259,2,True,current_salary_model,91.1746996800346,83.51124565124584,True,83.51124565124584,91.90033685698526,0.922077922077922,0.948051948051948,-0.025974025974025983,2,$51+,-6.900336856985263,83.82095990855895,83.43902053657335,True,83.43902053657335,84.87176193014783,0.922077922077922,0.948051948051948,-0.025974025974025983,2,$51+,0.12823806985217345,-7.028574926837436
Amari Cooper,amaricooper,WR,10.31868839263916,19.144113458097085,17.602144592410465,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,12.0,True,True,17.602144592410465,19.29012,2022,10.0,0.0,True,10.0,-9.290120000000002,-9.290120000000002,16.558606364547845,-2.7315136354521563,-6.558606364547845,202,50,52,52,48,0.202,occasional_5-25%,$16-30,0.8181818181818182,0.7878787878787878,0.0303030303030303,4,True,current_salary_model,19.144113458097085,17.602144592410465,True,17.602144592410465,19.290119414476454,0.8181818181818182,0.7878787878787878,0.030303030303030387,4,$16-30,-9.290119414476454,18.779006464037153,18.69701631841581,True,18.69701631841581,19.004579989807425,0.8181818181818182,0.7878787878787878,0.030303030303030387,4,$16-30,-9.004579989807425,-0.2855394246690288
Amari Rodgers,amarirodgers,WR,7.209855079650879,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.711488837519609,0.7114888375196089,,0,0,0,0,0,0.0,never,$1-5,0.1717171717171717,0.2676767676767677,-0.0959595959595959,2,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.1717171717171717,0.2676767676767677,-0.09595959595959597,2,$1-5,,1.0,1.0,True,1.0,1.0,0.1717171717171717,0.25757575757575757,-0.08585858585858586,2,$1-5,,0.0
Austin Hooper,austinhooper,TE,6.908958435058594,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.362138647595281,1.3621386475952808,,1,0,1,0,0,0.001,rare_0-5%,$1-5,0.5869565217391305,0.3695652173913043,0.2173913043478261,5,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.5869565217391305,0.3695652173913043,0.21739130434782616,5,$1-5,,1.0,1.0,True,1.0,1.0,0.5869565217391305,0.25,0.3369565217391305,5,$1-5,,0.0
Baker Mayfield,bakermayfield,QB,14.359182357788086,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.423529883184014,1.4235298831840146,,0,0,0,0,0,0.0,never,$1-5,0.2727272727272727,0.2878787878787879,-0.0151515151515151,3,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.2727272727272727,0.2878787878787879,-0.015151515151515194,3,$1-5,,1.4506389491365732,1.4485607704072334,True,1.4485607704072334,1.4563564911607445,0.2727272727272727,0.3333333333333333,-0.06060606060606061,1,$1-5,,0.4563564911607445
Benny Snell,bennysnell,RB,6.416409492492676,,,,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,2.8485332022975944,1.8485332022975944,,0,0,0,0,0,0.0,never,$1-5,0.1558441558441558,0.2857142857142857,-0.1298701298701298,1,False,minimum_fallback,,,False,1.0,1.0,0.15584415584415584,0.2857142857142857,-0.12987012987012986,1,$1-5,,,,False,1.0,1.0,0.15584415584415584,0.2597402597402597,-0.10389610389610388,2,$1-5,,0.0
Boston Scott,bostonscott,RB,6.847029209136963,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,3.0327495741559765,2.0327495741559765,,0,0,0,0,0,0.0,never,$1-5,0.2337662337662337,0.2857142857142857,-0.0519480519480519,2,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.23376623376623376,0.2857142857142857,-0.05194805194805194,2,$1-5,,1.0,1.0,True,1.0,1.0,0.23376623376623376,0.2597402597402597,-0.025974025974025955,2,$1-5,,0.0
Brandin Cooks,brandincooks,WR,10.482514381408691,39.688223830652056,36.40032350125029,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,38.0,True,True,36.40032350125029,39.99955,2022,35.0,0.0,True,35.0,-4.999549999999999,-4.999549999999999,37.79944306788612,-2.200106932113876,-2.7994430678861235,4,2,1,1,0,0.004,rare_0-5%,$31-50,0.8484848484848485,0.8888888888888888,-0.0404040404040403,2,True,current_salary_model,39.688223830652056,36.400323501250284,True,36.400323501250284,39.999548555007365,0.8484848484848485,0.8888888888888888,-0.04040404040404033,2,$31-50,-4.999548555007365,36.58765997355522,36.42354296119816,True,36.42354296119816,37.039183175956126,0.8484848484848485,0.8888888888888888,-0.04040404040404033,2,$31-50,-2.0391831759561256,-2.9603653790512396
Brandon Aiyuk,brandonaiyuk,WR,9.455514907836914,11.728032687911286,10.81631592461882,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,4.0,True,True,10.81631592461882,11.814362,2022,5.0,0.0,True,5.0,-6.814361999999999,-6.814361999999999,9.038053066589102,-2.776308933410897,-4.038053066589102,83,20,20,22,21,0.083,occasional_5-25%,$6-15,0.7070707070707071,0.7171717171717171,-0.01010101010101,3,False,current_salary_model,11.728032687911286,10.81631592461882,True,10.81631592461882,11.814361329775494,0.7070707070707071,0.7171717171717171,-0.010101010101010055,3,$6-15,-6.814361329775494,12.84037735396993,12.785773950488,True,12.785773950488,12.99060372750706,0.7070707070707071,0.7171717171717171,-0.010101010101010055,3,$6-15,-7.990603727507059,1.1762423977315652
Braxton Berrios,braxtonberrios,WR,7.547566413879394,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.7587646956700342,0.7587646956700342,,0,0,0,0,0,0.0,never,$1-5,0.2424242424242424,0.2676767676767677,-0.0252525252525252,2,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.24242424242424243,0.2676767676767677,-0.02525252525252525,2,$1-5,,1.0,1.0,True,1.0,1.0,0.24242424242424243,0.25757575757575757,-0.015151515151515138,2,$1-5,,0.0
Breece Hall,breecehall,RB,14.028142929077148,47.65035429952277,43.685796093400405,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,33.0,True,True,43.685796093400405,48.02575,2022,54.0,0.0,True,54.0,5.974249999999998,5.974249999999998,48.35200255812791,0.326252558127905,5.647997441872093,400,104,99,98,99,0.4,frequent_25-50%,$31-50,0.935064935064935,0.8701298701298701,0.0649350649350649,4,True,current_salary_model,47.65035429952277,43.685796093400405,True,43.685796093400405,48.02575040860622,0.935064935064935,0.8701298701298701,0.06493506493506496,4,$31-50,5.974249591393779,45.683673745352166,45.477609310610625,True,45.477609310610625,46.25060384077094,0.935064935064935,0.8701298701298701,0.06493506493506496,4,$31-50,7.7493961592290574,-1.7751465678352787
Brevin Jordan,brevinjordan,TE,6.908616065979004,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.321107414659962,1.321107414659962,,11,3,3,2,3,0.011,rare_0-5%,$1-5,0.5652173913043478,0.3695652173913043,0.1956521739130434,5,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.5652173913043478,0.3695652173913043,0.19565217391304346,5,$1-5,,1.0,1.0,True,1.0,1.0,0.5652173913043478,0.25,0.3152173913043478,5,$1-5,,0.0
Brian Robinson,brianrobinson,RB,7.117944240570068,1.8112617400449424,1.7423170463314115,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,0.0,True,True,1.7423170463314115,1.81779,2022,3.0,0.0,True,3.0,1.18221,1.18221,3.2169976144923416,1.3992076144923415,-0.2169976144923415,8,2,2,2,2,0.008,rare_0-5%,$1-5,0.2987012987012987,0.5714285714285714,-0.2727272727272727,1,False,current_salary_model,1.8112617400449422,1.7423170463314117,True,1.7423170463314117,1.8177899755799993,0.2987012987012987,0.5714285714285714,-0.2727272727272727,1,$1-5,1.1822100244200007,3.711459279246155,3.69895504051935,True,3.69895504051935,3.7458612820149413,0.2987012987012987,0.5714285714285714,-0.2727272727272727,1,$1-5,-0.7458612820149413,1.928071306434942
Bryan Edwards,bryanedwards,WR,7.607735633850098,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.7008519444976409,0.7008519444976407,,0,0,0,0,0,0.0,never,$1-5,0.2727272727272727,0.2676767676767677,0.005050505050505,3,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.2727272727272727,0.2676767676767677,0.0050505050505050275,3,$1-5,,1.0,1.0,True,1.0,1.0,0.2727272727272727,0.25757575757575757,0.015151515151515138,3,$1-5,,0.0
Byron Pringle,byronpringle,WR,7.625349044799805,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.6632975445298592,0.6632975445298592,,0,0,0,0,0,0.0,never,$1-5,0.303030303030303,0.2676767676767677,0.0353535353535353,4,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.30303030303030304,0.2676767676767677,0.03535353535353536,4,$1-5,,1.0,1.0,True,1.0,1.0,0.30303030303030304,0.25757575757575757,0.04545454545454547,4,$1-5,,0.0
Cade Otton,cadeotton,TE,5.9617204666137695,,,,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,2.3472283036245294,1.3472283036245294,,0,0,0,0,0,0.0,never,$1-5,0.1739130434782608,0.3695652173913043,-0.1956521739130434,1,False,minimum_fallback,,,False,1.0,1.0,0.17391304347826086,0.3695652173913043,-0.19565217391304346,1,$1-5,,,,False,1.0,1.0,0.17391304347826086,0.25,-0.07608695652173914,2,$1-5,,0.0
Calvin Austin,calvinaustin,WR,4.27553129196167,,,,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,1.6599513721212904,0.6599513721212904,,0,0,0,0,0,0.0,never,$1-5,0.0303030303030303,0.2676767676767677,-0.2373737373737373,1,False,minimum_fallback,,,False,1.0,1.0,0.030303030303030304,0.2676767676767677,-0.23737373737373738,1,$1-5,,,,False,1.0,1.0,0.030303030303030304,0.25757575757575757,-0.22727272727272727,1,$1-5,,0.0
Calvin Ridley,calvinridley,WR,8.882122993469238,,,,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,1.7003754329491665,0.7003754329491663,,62,15,16,15,16,0.062,occasional_5-25%,$1-5,0.5757575757575758,0.2676767676767677,0.3080808080808081,5,False,minimum_fallback,,,False,1.0,1.0,0.5757575757575758,0.2676767676767677,0.3080808080808081,5,$1-5,,,,False,1.0,1.0,0.5757575757575758,0.25757575757575757,0.31818181818181823,5,$1-5,,0.0
Cameron Brate,cameronbrate,TE,6.336123466491699,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.2824598968390624,1.2824598968390624,,0,0,0,0,0,0.0,never,$1-5,0.391304347826087,0.3695652173913043,0.0217391304347826,4,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.391304347826087,0.3695652173913043,0.02173913043478265,4,$1-5,,1.0,1.0,True,1.0,1.0,0.391304347826087,0.25,0.14130434782608697,5,$1-5,,0.0
Cedrick Wilson,cedrickwilson,WR,7.56048059463501,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.713538211695137,0.713538211695137,,0,0,0,0,0,0.0,never,$1-5,0.2525252525252525,0.2676767676767677,-0.0151515151515151,3,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.25252525252525254,0.2676767676767677,-0.015151515151515138,3,$1-5,,1.0,1.0,True,1.0,1.0,0.25252525252525254,0.25757575757575757,-0.0050505050505050275,3,$1-5,,0.0
Chase Claypool,chaseclaypool,WR,9.312097549438477,6.193891853360428,5.752491420756151,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,2.0,True,True,5.752491420756151,6.2356873,2022,2.0,0.0,True,2.0,-4.2356873,-4.2356873,4.149579326267733,-2.0861079737322674,-2.149579326267733,232,55,58,57,62,0.232,occasional_5-25%,$6-15,0.6666666666666666,0.6565656565656566,0.01010101010101,3,False,current_salary_model,6.193891853360428,5.752491420756151,True,5.752491420756151,6.235687179934651,0.6666666666666666,0.6565656565656566,0.010101010101010055,3,$6-15,-4.235687179934651,8.264500441683289,8.230999275558808,True,8.230999275558808,8.356669764018868,0.6666666666666666,0.6565656565656566,0.010101010101010055,3,$6-15,-6.356669764018868,2.120982584084217
Chase Edmonds,chaseedmonds,RB,9.818498611450195,19.801360051468844,18.203535396167684,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,6.0,True,True,18.203535396167684,19.952656,2022,23.0,0.0,True,23.0,3.047343999999999,3.047343999999999,19.82406997618285,-0.1285860238171494,3.1759300238171484,54,15,14,13,12,0.054,occasional_5-25%,$16-30,0.7272727272727273,0.7662337662337663,-0.0389610389610389,2,False,current_salary_model,19.801360051468844,18.203535396167684,True,18.203535396167684,19.95265488116043,0.7272727272727273,0.7662337662337663,-0.038961038961038974,2,$16-30,3.0473451188395693,19.263286506283563,19.17906304176076,True,19.17906304176076,19.495004399952606,0.7272727272727273,0.7662337662337663,-0.038961038961038974,2,$16-30,3.504995600047394,-0.4576504812078248
Chigoziem Okonkwo,chigoziemokonkwo,TE,5.612775802612305,,,,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,2.3380333936617506,1.3380333936617506,,0,0,0,0,0,0.0,never,$1-5,0.1304347826086956,0.3695652173913043,-0.2391304347826086,1,False,minimum_fallback,,,False,1.0,1.0,0.13043478260869565,0.3695652173913043,-0.23913043478260868,1,$1-5,,,,False,1.0,1.0,0.13043478260869565,0.25,-0.11956521739130435,1,$1-5,,0.0
Chris Evans,chrisevans,RB,7.310017108917236,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.791210095131626,1.791210095131626,,0,0,0,0,0,0.0,never,$1-5,0.3766233766233766,0.2857142857142857,0.0909090909090909,4,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.37662337662337664,0.2857142857142857,0.09090909090909094,4,$1-5,,1.0,1.0,True,1.0,1.0,0.37662337662337664,0.2597402597402597,0.11688311688311692,5,$1-5,,0.0
