player,player_key,pos,pred_fp_per_game,stored_pred_salary,pred_salary_raw,base_salary_observed,salary_resid_5,salary_resid_10,salary_resid_25,salary_resid_75,salary_resid_90,salary_resid_95,espn_source_salary,salary_model_matched,espn_source_matched,raw_point_salary,point_salary,year,actual_salary,is_keeper,actual_salary_recorded,actual_salary_used_in_replay,salary_residual,replay_salary_residual,scenario_market_mean,scenario_center_shift,actual_minus_scenario,selection_slots,selection_slots_chance_60,selection_slots_chance_70,selection_slots_chance_80,selection_slots_chance_90,selection_rate,selection_bucket,predicted_salary_tier,projection_strength_pct,price_strength_pct,value_rank_gap,value_over_price_quintile,top_projection_quartile,salary_center_source,stored_pred_salary_v1,pred_salary_raw_v1,salary_model_matched_v1,raw_point_salary_v1,point_salary_v1,projection_strength_pct_v1,price_strength_pct_v1,value_rank_gap_v1,value_quintile_v1,predicted_salary_tier_v1,salary_residual_v1,stored_pred_salary_v2,pred_salary_raw_v2,salary_model_matched_v2,raw_point_salary_v2,point_salary_v2,projection_strength_pct_v2,price_strength_pct_v2,value_rank_gap_v2,value_quintile_v2,predicted_salary_tier_v2,salary_residual_v2,point_salary_shift_v2_minus_v1
Joe Burrow,joeburrow,QB,16.58631134033203,9.919425388735732,9.161412257865038,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,4.0,True,True,9.161412257865038,9.9912,2022,12.0,0.0,True,12.0,2.008800000000001,2.008800000000001,8.596927832192646,-1.3942721678073529,3.4030721678073537,14,4,3,3,4,0.014,rare_0-5%,$6-15,0.6666666666666666,0.8181818181818182,-0.1515151515151516,1,False,current_salary_model,9.919425388735732,9.161412257865038,True,9.161412257865038,9.99120014021336,0.6666666666666666,0.8181818181818182,-0.1515151515151516,1,$6-15,2.00879985978664,11.61495052400536,11.565998331936191,True,11.565998331936191,11.749629130507941,0.6666666666666666,0.8181818181818182,-0.1515151515151516,1,$6-15,0.250370869492059,1.7584289902945809
Joe Mixon,joemixon,RB,14.62709617614746,89.22889313819613,81.73080255431161,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,76.0,True,True,81.73080255431161,89.93887,2022,96.0,0.0,True,96.0,6.061130000000006,6.061130000000006,91.02189701588128,1.0830270158812851,4.9781029841187205,115,29,29,29,28,0.115,occasional_5-25%,$51+,0.948051948051948,0.935064935064935,0.0129870129870129,4,True,current_salary_model,89.22889313819613,81.73080255431161,True,81.73080255431161,89.93887238037216,0.948051948051948,0.935064935064935,0.012987012987012991,4,$51+,6.06112761962784,82.07561060654714,81.70172013446613,True,81.70172013446613,83.10426827510078,0.948051948051948,0.935064935064935,0.012987012987012991,3,$51+,12.895731724899221,-6.8346041052713815
John Metchie,johnmetchie,WR,6.475020885467529,,,,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,1.7246822941018571,0.7246822941018571,,0,0,0,0,0,0.0,never,$1-5,0.0909090909090909,0.2676767676767677,-0.1767676767676767,1,False,minimum_fallback,,,False,1.0,1.0,0.09090909090909091,0.2676767676767677,-0.17676767676767677,1,$1-5,,,,False,1.0,1.0,0.09090909090909091,0.25757575757575757,-0.16666666666666666,1,$1-5,,0.0
Jonnu Smith,jonnusmith,TE,6.2345781326293945,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.4111449133159013,1.4111449133159013,,0,0,0,0,0,0.0,never,$1-5,0.3043478260869565,0.3695652173913043,-0.0652173913043477,2,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.30434782608695654,0.3695652173913043,-0.06521739130434778,2,$1-5,,1.0,1.0,True,1.0,1.0,0.30434782608695654,0.25,0.05434782608695654,4,$1-5,,0.0
Josh Allen,joshallen,QB,19.43817710876465,38.82063314465932,35.60646459769211,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,32.0,True,True,35.60646459769211,39.124977,2022,41.0,0.0,True,41.0,1.8750229999999988,1.8750229999999988,38.2846652992624,-0.8403117007376011,2.7153347007376,93,27,25,22,19,0.093,occasional_5-25%,$31-50,1.0,1.0,0.0,3,True,current_salary_model,38.82063314465932,35.60646459769211,True,35.60646459769211,39.124976353596594,1.0,1.0,0.0,3,$31-50,1.875023646403406,34.77507363738814,34.619315597055426,True,34.619315597055426,35.20359940787746,1.0,1.0,0.0,3,$31-50,5.796400592122538,-3.921376945719132
Josh Jacobs,joshjacobs,RB,12.03140354156494,32.50466970702083,29.82726031338153,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,18.0,True,True,29.82726031338153,32.75819,2022,37.0,0.0,True,37.0,4.241810000000001,4.241810000000001,32.809074920510334,0.0508849205103345,4.190925079489666,217,55,56,53,53,0.217,occasional_5-25%,$31-50,0.8571428571428571,0.8571428571428571,0.0,3,True,current_salary_model,32.50466970702083,29.827260313381526,True,29.827260313381526,32.758188262314974,0.8571428571428571,0.8571428571428571,0.0,3,$31-50,4.241811737685026,31.257594988022078,31.118058247077766,True,31.118058247077766,31.64149227702881,0.8571428571428571,0.8441558441558441,0.012987012987012991,4,$31-50,5.35850772297119,-1.1166959852861638
Joshua Palmer,joshuapalmer,WR,7.894680976867676,1.0,1.0,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,0.0,True,True,1.0,1.0,2022,,,False,1.0,,0.0,1.6632691844863712,0.6632691844863712,,5,1,1,1,2,0.005,rare_0-5%,$1-5,0.4242424242424242,0.2676767676767677,0.1565656565656565,5,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.42424242424242425,0.2676767676767677,0.15656565656565657,5,$1-5,,1.0,1.0,True,1.0,1.0,0.42424242424242425,0.25757575757575757,0.16666666666666669,5,$1-5,,0.0
Josiah Deguara,josiahdeguara,TE,5.605846881866455,,,,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,2.3181274268897605,1.3181274268897605,,0,0,0,0,0,0.0,never,$1-5,0.108695652173913,0.3695652173913043,-0.2608695652173913,1,False,minimum_fallback,,,False,1.0,1.0,0.10869565217391304,0.3695652173913043,-0.2608695652173913,1,$1-5,,,,False,1.0,1.0,0.10869565217391304,0.25,-0.14130434782608697,1,$1-5,,0.0
Juju Smith Schuster,jujusmithschuster,WR,10.996843338012695,22.387556495295502,20.56994516338764,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,11.0,True,True,20.56994516338764,22.559662,2022,22.0,0.0,True,22.0,-0.5596619999999994,-0.5596619999999994,19.968826822467985,-2.590835177532014,2.0311731775320148,236,60,59,59,58,0.236,occasional_5-25%,$16-30,0.8686868686868687,0.8181818181818182,0.0505050505050505,4,True,current_salary_model,22.387556495295502,20.569945163387636,True,20.569945163387636,22.55966248702253,0.8686868686868687,0.8181818181818182,0.0505050505050505,4,$16-30,-0.5596624870225284,21.450620666572114,21.35631003285415,True,21.35631003285415,21.71009065536369,0.8686868686868687,0.8181818181818182,0.0505050505050505,4,$16-30,0.28990934463631035,-0.8495718316588388
Justin Fields,justinfields,QB,15.439305305480955,1.4456637588652543,1.407789235961606,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,0.0,True,True,1.407789235961606,1.44925,2022,,,False,1.0,,-0.4492499999999999,2.522513384752293,1.0732633847522932,,0,0,0,0,0,0.0,never,$1-5,0.5151515151515151,0.5757575757575758,-0.0606060606060606,2,False,current_salary_model,1.4456637588652543,1.407789235961606,True,1.407789235961606,1.4492500218968993,0.5151515151515151,0.5757575757575758,-0.06060606060606066,2,$1-5,,5.199418455805757,5.180052304417437,True,5.180052304417437,5.25269913991918,0.5151515151515151,0.5757575757575758,-0.06060606060606066,1,$6-15,,3.8034491180222805
Justin Herbert,justinherbert,QB,18.28018379211425,27.526147756871985,25.27183568689062,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,18.0,True,True,25.27183568689062,27.739605,2022,29.0,0.0,True,29.0,1.260394999999999,1.260394999999999,26.55883848682265,-1.1807665131773462,2.441161513177345,24,6,6,6,6,0.024,rare_0-5%,$16-30,0.9090909090909092,0.9393939393939394,-0.0303030303030303,2,True,current_salary_model,27.526147756871982,25.27183568689062,True,25.27183568689062,27.73960407047182,0.9090909090909091,0.9393939393939394,-0.030303030303030387,2,$16-30,1.2603959295281797,26.796961093359624,26.67799513196515,True,26.67799513196515,27.12426349238616,0.9090909090909091,0.9393939393939394,-0.030303030303030387,2,$16-30,1.8757365076138406,-0.6153405780856609
Kadarius Toney,kadariustoney,WR,9.264324188232422,8.333641022136536,7.710395022580121,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,4.0,True,True,7.710395022580121,8.392655,2022,5.0,0.0,True,5.0,-3.3926549999999995,-3.3926549999999995,5.845018154894516,-2.547636845105484,-0.8450181548945155,102,27,25,24,26,0.102,occasional_5-25%,$6-15,0.6565656565656566,0.6767676767676768,-0.0202020202020202,2,False,current_salary_model,8.333641022136536,7.710395022580121,True,7.710395022580121,8.392654942747917,0.6565656565656566,0.6767676767676768,-0.02020202020202022,2,$6-15,-3.3926549427479173,8.963554625404,8.926829682155843,True,8.926829682155843,9.064593291324403,0.6565656565656566,0.6666666666666666,-0.010101010101010055,3,$6-15,-4.064593291324403,0.6719383485764858
Kareem Hunt,kareemhunt,RB,9.3473482131958,16.21153800331333,14.918792669985928,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,7.0,True,True,14.918792669985928,16.333946,2022,27.0,0.0,True,27.0,10.666054,10.666054,15.93375251712558,-0.4001934828744211,11.06624748287442,95,23,23,25,24,0.095,occasional_5-25%,$16-30,0.6753246753246753,0.7272727272727273,-0.0519480519480519,2,False,current_salary_model,16.21153800331333,14.918792669985928,True,14.918792669985928,16.33394548049893,0.6753246753246753,0.7272727272727273,-0.051948051948051965,2,$16-30,10.66605451950107,16.90531423627614,16.831964860256544,True,16.831964860256544,17.107115040950926,0.6753246753246753,0.7012987012987013,-0.025974025974025983,2,$16-30,9.892884959049074,0.773169560451997
Keaontay Ingram,keaontayingram,RB,5.533593654632568,,,,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,2.947638709197628,1.947638709197628,,0,0,0,0,0,0.0,never,$1-5,0.0389610389610389,0.2857142857142857,-0.2467532467532467,1,False,minimum_fallback,,,False,1.0,1.0,0.03896103896103896,0.2857142857142857,-0.24675324675324672,1,$1-5,,,,False,1.0,1.0,0.03896103896103896,0.2597402597402597,-0.22077922077922074,1,$1-5,,0.0
Keenan Allen,keenanallen,WR,12.25889492034912,59.81243224049126,54.81428561626637,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,56.0,True,True,54.81428561626637,60.285698,2022,53.0,0.0,True,53.0,-7.2856979999999965,-7.2856979999999965,58.28826218754434,-1.997435812455656,-5.2882621875443405,64,15,15,17,17,0.064,occasional_5-25%,$51+,0.9696969696969696,0.9797979797979798,-0.01010101010101,3,True,current_salary_model,59.81243224049126,54.81428561626637,True,54.81428561626637,60.28569677535548,0.9696969696969697,0.9797979797979798,-0.010101010101010055,3,$51+,-7.285696775355483,55.55847159894579,55.3068682801482,True,55.3068682801482,56.25068951472784,0.9696969696969697,0.9797979797979798,-0.010101010101010055,3,$51+,-3.2506895147278385,-4.035007260627644
Kendrick Bourne,kendrickbourne,WR,7.799706935882568,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.668114918845898,0.6681149188458979,,12,3,3,3,3,0.012,rare_0-5%,$1-5,0.3838383838383838,0.2676767676767677,0.1161616161616161,5,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.3838383838383838,0.2676767676767677,0.11616161616161613,5,$1-5,,1.0,1.0,True,1.0,1.0,0.3838383838383838,0.25757575757575757,0.12626262626262624,5,$1-5,,0.0
Kenneth Gainwell,kennethgainwell,RB,9.00684642791748,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022,1.0,0.0,True,1.0,0.0,0.0,2.837669958051632,1.837669958051632,-1.837669958051632,80,21,19,20,20,0.08,occasional_5-25%,$1-5,0.6103896103896104,0.2857142857142857,0.3246753246753247,5,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.6103896103896104,0.2857142857142857,0.3246753246753247,5,$1-5,0.0,2.474998867241071,2.4681967226914847,True,2.4681967226914847,2.49371311292537,0.6103896103896104,0.5584415584415584,0.051948051948051965,4,$1-5,-1.49371311292537,1.49371311292537
Kenneth Walker,kennethwalker,RB,10.385293960571287,8.618282662445473,7.97084652826231,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,2.0,True,True,7.97084652826231,8.679587,2022,17.0,0.0,True,17.0,8.320413,8.320413,8.234441315554053,-0.4451456844459471,8.765558684445947,273,68,68,68,69,0.273,frequent_25-50%,$6-15,0.7532467532467533,0.6753246753246753,0.0779220779220779,4,False,current_salary_model,8.618282662445473,7.97084652826231,True,7.97084652826231,8.679587098656565,0.7532467532467533,0.6753246753246753,0.07792207792207795,4,$6-15,8.320412901343435,10.697676516749347,10.652954450226378,True,10.652954450226378,10.8207170864284,0.7532467532467533,0.6753246753246753,0.07792207792207795,4,$6-15,6.179282913571599,2.1411299877718353
Kenny Golladay,kennygolladay,WR,8.730375289916992,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,1.0,0.0,True,1.0,0.0,0.0,1.6900492066419304,0.6900492066419304,-0.6900492066419304,35,10,10,6,9,0.035,rare_0-5%,$1-5,0.5353535353535354,0.2676767676767677,0.2676767676767677,5,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.5353535353535354,0.2676767676767677,0.2676767676767677,5,$1-5,0.0,1.0,1.0,True,1.0,1.0,0.5353535353535354,0.25757575757575757,0.2777777777777778,5,$1-5,0.0,0.0
Kenny Pickett,kennypickett,QB,11.350040435791016,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.401668011972107,1.4016680119721072,,0,0,0,0,0,0.0,never,$1-5,0.1515151515151515,0.2878787878787879,-0.1363636363636363,1,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.15151515151515152,0.2878787878787879,-0.13636363636363638,1,$1-5,,1.0,1.0,True,1.0,1.0,0.15151515151515152,0.15151515151515152,0.0,3,$1-5,,0.0
Kenyan Drake,kenyandrake,RB,7.835950374603271,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.911208908615011,1.911208908615011,,6,1,2,2,1,0.006,rare_0-5%,$1-5,0.5064935064935064,0.2857142857142857,0.2207792207792207,5,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.5064935064935064,0.2857142857142857,0.22077922077922074,5,$1-5,,1.0,1.0,True,1.0,1.0,0.5064935064935064,0.2597402597402597,0.24675324675324672,5,$1-5,,0.0
Keshawn Vaughn,keshawnvaughn,RB,6.645350456237793,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.872897165658701,1.872897165658701,,4,1,1,1,1,0.004,rare_0-5%,$1-5,0.2077922077922078,0.2857142857142857,-0.0779220779220778,2,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.2077922077922078,0.2857142857142857,-0.07792207792207789,2,$1-5,,1.0,1.0,True,1.0,1.0,0.2077922077922078,0.2597402597402597,-0.05194805194805191,2,$1-5,,0.0
Khalil Herbert,khalilherbert,RB,8.112981796264648,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.8684742070805407,1.868474207080541,,17,4,6,3,4,0.017,rare_0-5%,$1-5,0.5324675324675324,0.2857142857142857,0.2467532467532467,5,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.5324675324675324,0.2857142857142857,0.24675324675324672,5,$1-5,,1.0,1.0,True,1.0,1.0,0.5324675324675324,0.2597402597402597,0.2727272727272727,5,$1-5,,0.0
Khalil Shakir,khalilshakir,WR,3.8950271606445312,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.7166189355726469,0.7166189355726469,,0,0,0,0,0,0.0,never,$1-5,0.0101010101010101,0.2676767676767677,-0.2575757575757575,1,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.010101010101010102,0.2676767676767677,-0.25757575757575757,1,$1-5,,1.0,1.0,True,1.0,1.0,0.010101010101010102,0.25757575757575757,-0.24747474747474746,1,$1-5,,0.0
Kirk Cousins,kirkcousins,QB,16.43781852722168,3.3097294819287324,3.1134382187861287,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,1.0,True,True,3.1134382187861287,3.328316,2022,2.0,0.0,True,2.0,-1.328316,-1.328316,3.376935945538354,0.0486199455383538,-1.376935945538354,26,7,4,7,8,0.026,rare_0-5%,$1-5,0.6060606060606061,0.6060606060606061,0.0,3,False,current_salary_model,3.3097294819287324,3.1134382187861287,True,3.1134382187861287,3.328315910125704,0.6060606060606061,0.6060606060606061,0.0,3,$1-5,-1.328315910125704,5.039113454511589,5.020486569989869,True,5.020486569989869,5.090360247450401,0.6060606060606061,0.5151515151515151,0.09090909090909094,5,$6-15,-3.090360247450401,1.762044337324697
Kj Osborn,kjosborn,WR,7.859964370727539,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.7290618633532648,0.7290618633532648,,4,1,1,1,1,0.004,rare_0-5%,$1-5,0.4141414141414141,0.2676767676767677,0.1464646464646464,5,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.41414141414141414,0.2676767676767677,0.14646464646464646,5,$1-5,,1.0,1.0,True,1.0,1.0,0.41414141414141414,0.25757575757575757,0.15656565656565657,5,$1-5,,0.0
Kyle Philips,kylephilips,WR,4.679436683654785,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.6950519334019347,0.6950519334019347,,0,0,0,0,0,0.0,never,$1-5,0.0505050505050505,0.2676767676767677,-0.2171717171717171,1,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.050505050505050504,0.2676767676767677,-0.21717171717171718,1,$1-5,,1.0,1.0,True,1.0,1.0,0.050505050505050504,0.25757575757575757,-0.20707070707070707,1,$1-5,,0.0
Kyle Pitts,kylepitts,TE,11.55323600769043,39.55691671293151,36.28017545657212,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,37.0,True,True,36.28017545657212,39.867184,2022,38.0,0.0,True,38.0,-1.8671840000000015,-1.8671840000000015,39.05889899064268,-0.80828500935732,-1.0588989906426818,114,30,28,27,29,0.114,occasional_5-25%,$31-50,0.9565217391304348,0.9565217391304348,0.0,3,True,current_salary_model,39.55691671293151,36.28017545657212,True,36.28017545657212,39.867184806917614,0.9565217391304348,0.9565217391304348,0.0,3,$31-50,-1.8671848069176136,34.580691673296094,34.42583005007051,True,34.42583005007051,35.00675119658116,0.9565217391304348,0.9565217391304348,0.0,3,$31-50,2.9932488034188367,-4.86043361033645
Kyler Murray,kylermurray,QB,18.25320053100586,17.963588722539335,16.521946190878733,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,14.0,True,True,16.521946190878733,18.100096,2022,12.0,0.0,True,12.0,-6.100096000000001,-6.100096000000001,16.86312228455961,-1.236973715440392,-4.8631222845596085,68,18,17,17,16,0.068,occasional_5-25%,$16-30,0.8787878787878788,0.8787878787878788,0.0,3,True,current_salary_model,17.963588722539335,16.521946190878733,True,16.521946190878733,18.100094978454273,0.8787878787878788,0.8787878787878788,0.0,3,$16-30,-6.100094978454273,18.893540087267176,18.81102175530054,True,18.81102175530054,19.120566773722413,0.8787878787878788,0.8787878787878788,0.0,3,$16-30,-7.1205667737224125,1.02047179526814
Kyren Williams,kyrenwilliams,RB,5.599833011627197,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.8525339236208165,1.8525339236208165,,0,0,0,0,0,0.0,never,$1-5,0.0519480519480519,0.2857142857142857,-0.2337662337662337,1,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.05194805194805195,0.2857142857142857,-0.23376623376623373,1,$1-5,,1.0,1.0,True,1.0,1.0,0.05194805194805195,0.2597402597402597,-0.20779220779220775,1,$1-5,,0.0
Lamar Jackson,lamarjackson,QB,18.32765769958496,22.22501065346253,20.42121320273062,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,14.0,True,True,20.42121320273062,22.39581,2022,22.0,0.0,True,22.0,-0.3958100000000009,-0.3958100000000009,21.202483075120604,-1.193326924879397,0.7975169248793961,142,36,35,36,35,0.142,occasional_5-25%,$16-30,0.9393939393939394,0.9090909090909092,0.0303030303030303,4,True,current_salary_model,22.225010653462526,20.42121320273062,True,20.42121320273062,22.395808636333285,0.9393939393939394,0.9090909090909091,0.030303030303030387,4,$16-30,-0.39580863633328534,21.704552548855457,21.609070876021867,True,21.609070876021867,21.967244332414246,0.9393939393939394,0.9090909090909091,0.030303030303030387,4,$16-30,0.032755667585753656,-0.428564303919039
Laviska Shenault,laviskashenault,WR,7.787586688995361,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.6645727602927043,0.6645727602927045,,4,1,1,1,1,0.004,rare_0-5%,$1-5,0.3737373737373737,0.2676767676767677,0.106060606060606,5,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.37373737373737376,0.2676767676767677,0.10606060606060608,5,$1-5,,1.0,1.0,True,1.0,1.0,0.37373737373737376,0.25757575757575757,0.11616161616161619,5,$1-5,,0.0
Mac Jones,macjones,QB,14.807806015014648,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.3047095357260887,1.3047095357260887,,0,0,0,0,0,0.0,never,$1-5,0.3333333333333333,0.2878787878787879,0.0454545454545454,4,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.3333333333333333,0.2878787878787879,0.045454545454545414,4,$1-5,,2.2643526979276904,2.2585219749325938,True,2.2585219749325938,2.280394342125616,0.3333333333333333,0.36363636363636365,-0.03030303030303033,2,$1-5,,1.280394342125616
Malik Willis,malikwillis,QB,9.23916721343994,,,,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,2.326522228690632,1.326522228690632,,0,0,0,0,0,0.0,never,$1-5,0.0909090909090909,0.2878787878787879,-0.196969696969697,1,False,minimum_fallback,,,False,1.0,1.0,0.09090909090909091,0.2878787878787879,-0.196969696969697,1,$1-5,,,,False,1.0,1.0,0.09090909090909091,0.15151515151515152,-0.06060606060606061,2,$1-5,,0.0
Mark Andrews,markandrews,TE,11.843916893005373,58.97205185579993,54.04532455947554,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,63.0,True,True,54.04532455947554,59.438553,2022,50.0,0.0,True,50.0,-9.438553,-9.438553,59.00208284631095,-0.4364701536890507,-9.002082846310948,5,2,1,1,1,0.005,rare_0-5%,$51+,0.9782608695652174,0.9782608695652174,0.0,3,True,current_salary_model,58.97205185579993,54.04532455947554,True,54.04532455947554,59.43855383695367,0.9782608695652174,0.9782608695652174,0.0,3,$51+,-9.438553836953673,51.565369983728395,51.33218136001373,True,51.33218136001373,52.20692488794535,0.9782608695652174,0.9782608695652174,0.0,3,$51+,-2.2069248879453482,-7.231628949008325
Mark Ingram,markingram,RB,7.796300888061523,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.8529923808346327,1.8529923808346327,,21,6,5,6,4,0.021,rare_0-5%,$1-5,0.4935064935064935,0.2857142857142857,0.2077922077922078,5,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.4935064935064935,0.2857142857142857,0.2077922077922078,5,$1-5,,1.0,1.0,True,1.0,1.0,0.4935064935064935,0.2597402597402597,0.2337662337662338,5,$1-5,,0.0
Marquez Callaway,marquezcallaway,WR,7.719061374664307,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.7182282790728935,0.7182282790728935,,0,0,0,0,0,0.0,never,$1-5,0.3535353535353535,0.2676767676767677,0.0858585858585858,4,False,current_salary_model,1.0,1.0,True,1.0,1.0,0.35353535353535354,0.2676767676767677,0.08585858585858586,4,$1-5,,1.0,1.0,True,1.0,1.0,0.35353535353535354,0.25757575757575757,0.09595959595959597,4,$1-5,,0.0
Marquez Valdes Scantling,marquezvaldesscantling,WR,8.376408576965332,4.52046233908368,4.221277519046811,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,2.0,True,True,4.221277519046811,4.5487914,2022,7.0,0.0,True,7.0,2.4512086,2.4512086,3.0889404209359665,-1.4598509790640333,3.9110595790640335,22,5,6,7,4,0.022,rare_0-5%,$1-5,0.494949494949495,0.6161616161616161,-0.1212121212121211,1,False,current_salary_model,4.5204623390836804,4.221277519046811,True,4.221277519046811,4.548791552958061,0.494949494949495,0.6161616161616161,-0.12121212121212116,1,$1-5,2.451208447041939,5.828690758392039,5.8064226378847525,True,5.8064226378847525,5.889955419127051,0.494949494949495,0.6161616161616161,-0.12121212121212116,1,$6-15,1.110044580872949,1.3411638661689897
