year,trial,chance_level,point_salary_spend_v1,point_salary_spend_v2,actual_salary_spend_reconstructed,point_salary_spend,actual_salary_spend,point_spend_shift_v2_minus_v1,actual_minus_point_v1,actual_minus_point_v2,point_v1_at_or_below_cap,point_v2_at_or_below_cap
2022,0,0.6,303.200464654058,301.3950496458044,346.0,303.2004647254944,346.0,-1.8054150082535898,42.79953534594199,44.60495035419558,False,False
2022,0,0.7,303.200464654058,301.3950496458044,346.0,303.2004647254944,346.0,-1.8054150082535898,42.79953534594199,44.60495035419558,False,False
2022,0,0.8,301.0813918005602,300.41098165001074,332.0,301.0813913345337,332.0,-0.6704101505494577,30.918608199439802,31.58901834998926,False,False
2022,0,0.9,289.3203209963313,291.3634363048224,333.0,289.32032108306885,333.0,2.0431153084911102,43.679679003668696,41.636563695177585,True,True
2022,1,0.6,297.74462829005176,291.49814675181005,303.0,297.7446298599243,303.0,-6.24648153824171,5.2553717099482355,11.501853248189946,True,True
2022,1,0.7,297.74462829005176,291.49814675181005,303.0,297.7446298599243,303.0,-6.24648153824171,5.2553717099482355,11.501853248189946,True,True
2022,1,0.8,298.3846463345362,293.8194348828557,303.0,298.3846478462219,303.0,-4.565211451680511,4.615353665463772,9.180565117144283,False,True
2022,1,0.9,292.79042752661735,290.9122979633529,325.0,292.79043102264404,325.0,-1.8781295632644515,32.20957247338265,34.0877020366471,True,True
2022,2,0.6,299.2131994872836,294.37559729182044,342.0,299.2131986618042,342.0,-4.837602195463148,42.78680051271641,47.62440270817956,False,True
2022,2,0.7,299.2131994872836,294.37559729182044,342.0,299.2131986618042,342.0,-4.837602195463148,42.78680051271641,47.62440270817956,False,True
2022,2,0.8,293.65205686640877,289.08647404585525,333.0,293.65205574035645,333.0,-4.565582820553516,39.34794313359123,43.913525954144745,True,True
2022,2,0.9,293.65205686640877,289.08647404585525,333.0,293.65205574035645,333.0,-4.565582820553516,39.34794313359123,43.913525954144745,True,True
2022,3,0.6,304.5400629020196,296.9451602759118,252.0,304.5400593280792,252.0,-7.594902626107796,-52.5400629020196,-44.9451602759118,False,True
2022,3,0.7,302.23007373757474,292.6618645467057,249.0,302.23007011413574,249.0,-9.568209190869027,-53.23007373757474,-43.661864546705715,False,True
2022,3,0.8,295.174838537236,289.6382334198257,262.0,295.1748344898224,262.0,-5.536605117410261,-33.174838537235985,-27.638233419825724,True,True
2022,3,0.9,293.63881872700296,288.6549937210561,258.0,293.638813495636,258.0,-4.983825005946869,-35.638818727002956,-30.654993721056087,True,True
2022,4,0.6,301.5314509645145,299.24479633353764,283.0,301.531450510025,283.0,-2.286654630976841,-18.531450964514477,-16.244796333537636,False,False
2022,4,0.7,301.5314509645145,299.24479633353764,283.0,301.531450510025,283.0,-2.286654630976841,-18.531450964514477,-16.244796333537636,False,False
2022,4,0.8,301.5314509645145,299.24479633353764,283.0,301.531450510025,283.0,-2.286654630976841,-18.531450964514477,-16.244796333537636,False,False
2022,4,0.9,296.52490020965644,295.4567964746846,277.0,296.52490067481995,277.0,-1.068103734971828,-19.524900209656437,-18.45679647468461,True,True
2022,5,0.6,305.2159302483041,302.38045176739536,313.0,305.2159335613251,313.0,-2.835478480908762,7.784069751695881,10.619548232604643,False,False
2022,5,0.7,302.88767591100856,297.865825397391,313.0,302.8876793384552,313.0,-5.021850513617551,10.112324088991443,15.134174602608994,False,True
2022,5,0.8,297.61592312423466,294.5307064332367,309.0,297.61592650413513,309.0,-3.0852166909979815,11.384076875765345,14.469293566763326,True,True
2022,5,0.9,297.61592312423466,292.6035837862539,309.0,297.61592650413513,309.0,-5.012339337980734,11.384076875765345,16.39641621374608,True,True
2022,6,0.6,300.5311601179212,298.20676671563996,293.0,300.53116393089294,293.0,-2.3243934022812596,-7.5311601179212175,-5.206766715639958,False,False
2022,6,0.7,300.5311601179212,298.20676671563996,293.0,300.53116393089294,293.0,-2.3243934022812596,-7.5311601179212175,-5.206766715639958,False,False
