prediction_scale,period,player_years,v1_mean_residual,v1_absolute_bias,v1_mae,v1_median_absolute_error,v1_rmse,v1_r2,v1_positive_residual_rate,v1_mean_predicted_salary,v1_mean_actual_salary,v2_mean_residual,v2_absolute_bias,v2_mae,v2_median_absolute_error,v2_rmse,v2_r2,v2_positive_residual_rate,v2_mean_predicted_salary,v2_mean_actual_salary,absolute_bias_delta_v2_minus_v1,mae_delta_v2_minus_v1,median_absolute_error_delta_v2_minus_v1,rmse_delta_v2_minus_v1,r2_delta_v2_minus_v1
normalized,all_years,644,-0.7063902400421423,0.7063902400421423,4.307151829622534,2.8453294589862637,6.275835239046987,0.9410332351565134,0.36180124223602483,22.557321917060776,21.850931677018632,-0.4765528181939858,0.4765528181939858,4.488148888063068,3.2114651440006163,6.261542155386398,0.9413015204514869,0.34627329192546585,22.32748449521262,21.850931677018632,-0.22983742184815653,0.18099705844053382,0.3661356850143527,-0.014293083660589012,0.0002682852949734693
normalized,development_2021_2024,507,-0.7690637368582636,0.7690637368582636,4.46410833127278,3.0,6.385959723669948,0.9367047029258818,0.3708086785009862,22.410089377883907,21.641025641025642,-0.4937605254830921,0.4937605254830921,4.565124922098668,3.2962096497341555,6.349345471548901,0.9374284363283993,0.35502958579881655,22.134786166508736,21.641025641025642,-0.27530321137517144,0.10101659082588732,0.29620964973415553,-0.03661425212104685,0.0007237334025175235
normalized,replay_development_2022_2024,389,-0.4797593751579033,0.4797593751579033,4.387507033202558,2.784938530387052,6.34636205273721,0.9363615963138637,0.39331619537275064,22.0478827684741,21.568123393316196,-0.22242673282838152,0.22242673282838152,4.440804488707396,2.9539847252054328,6.309790000052092,0.9370929384717468,0.37532133676092544,21.79055012614458,21.568123393316196,-0.2573326423295218,0.053297455504838,0.1690461948183808,-0.036572052685118095,0.0007313421578830637
normalized,temporal_check_2025,137,-0.47445255474452597,0.47445255474452597,3.7262982067271,2.0669458903244404,5.850291246715884,0.9546488249678803,0.3284671532846715,23.1021897810219,22.62773722627737,-0.4128717408540088,0.4128717408540088,4.2032813752451945,3.018574167838949,5.92529950670623,0.9534784490840201,0.31386861313868614,23.04060896713138,22.62773722627737,-0.06158081389051717,0.4769831685180943,0.9516282775145086,0.0750082599903461,-0.001170375883860153
normalized,2021,118,-1.7227874377179258,1.7227874377179258,4.716632949487328,3.8210781189540466,6.514793510973356,0.9377476946250238,0.2966101694915254,23.604143369921314,21.88135593220339,-1.388242265675316,1.388242265675316,4.974960927091926,4.005128278113229,6.478034126071274,0.9384482235010663,0.288135593220339,23.26959819787871,21.88135593220339,-0.3345451720426098,0.2583279776045986,0.18405015915918277,-0.03675938490208175,0.0007005288760424389
normalized,2022,126,-0.6106469410096816,0.6106469410096816,4.693939494691508,3.266140485333846,6.41478355480047,0.9327466756668542,0.35714285714285715,22.809059639422383,22.1984126984127,-0.1489635213903633,0.1489635213903633,4.507341060227289,3.579192264409284,6.042947211252588,0.94031745379159,0.3888888888888889,22.34737621980306,22.1984126984127,-0.46168341961931836,-0.18659843446421842,0.31305177907543813,-0.37183634354788264,0.007570778124735833
normalized,2023,131,-0.2738544606452594,0.2738544606452594,3.937306237705722,2.597903541782191,5.7447301768497985,0.9484122097295133,0.366412213740458,20.57919797209564,20.30534351145038,-0.04919225905530004,0.04919225905530004,4.437586357193422,2.8520616290086775,6.510854792618766,0.93373508053794,0.3435114503816794,20.35453577050568,20.30534351145038,-0.2246622015899594,0.5002801194876998,0.25415808722648636,0.7661246157689678,-0.01467712919157338
normalized,2024,132,-0.5591662729142085,0.5591662729142085,4.541793503372846,2.685532151696174,6.830969191776684,0.9275216290561864,0.45454545454545453,22.77886324261118,22.21969696969697,-0.4644727987788661,0.4644727987788661,4.3804860585318215,2.8647985537629346,6.3562259246945585,0.9372458544431275,0.3939393939393939,22.684169768475833,22.21969696969697,-0.0946934741353424,-0.16130744484102433,0.17926640206676048,-0.47474326708212544,0.009724225386941066
normalized,2025,137,-0.47445255474452597,0.47445255474452597,3.7262982067271,2.0669458903244404,5.850291246715884,0.9546488249678803,0.3284671532846715,23.1021897810219,22.62773722627737,-0.4128717408540088,0.4128717408540088,4.2032813752451945,3.018574167838949,5.92529950670623,0.9534784490840201,0.31386861313868614,23.04060896713138,22.62773722627737,-0.06158081389051717,0.4769831685180943,0.9516282775145086,0.0750082599903461,-0.001170375883860153
raw,all_years,644,0.07124287662541576,0.07124287662541576,4.187227922694097,2.6794113903531827,6.180041724404588,0.9428196184637332,0.40217391304347827,21.779688800393217,21.850931677018632,-1.149313233006171,1.149313233006171,4.573758852311302,3.374174343111082,6.2742763426550034,0.9410625258108306,0.31521739130434784,23.000244910024804,21.850931677018632,1.0780703563807552,0.38653092961720503,0.6947629527578996,0.09423461825041546,-0.001757092652902581
raw,development_2021_2024,507,-0.06064750727080546,0.06064750727080546,4.308109304961413,2.8165436893404454,6.271830193412045,0.938946906319041,0.40236686390532544,21.701673148296447,21.641025641025642,-1.2327083222803623,1.2327083222803623,4.673704991155812,3.5895766001327054,6.376554060846364,0.9368910165966778,0.31952662721893493,22.873733963306,21.641025641025642,1.1720608150095568,0.36559568619439897,0.77303291079226,0.10472386743431894,-0.0020558897223631467
raw,replay_development_2022_2024,389,0.34138087345484297,0.34138087345484297,4.212400393306934,2.6357121928723366,6.241744704851048,0.938442412473292,0.43444730077120824,21.22674251986135,21.568123393316196,-0.8637912379375783,0.8637912379375783,4.50169237923133,3.1421480946631597,6.25426362447967,0.938195235650485,0.33676092544987146,22.431914631253775,21.568123393316196,0.5224103644827354,0.28929198592439587,0.5064359017908231,0.012518919628621283,-0.0002471768228069493
raw,temporal_check_2025,137,0.5593335673946429,0.5593335673946429,3.7398785737194284,2.108368640102409,5.827796315358737,0.9549969137031497,0.40145985401459855,22.06840365888273,22.62773722627737,-0.8406905303637262,0.8406905303637262,4.2038851852006,2.971377006876283,5.880321107332602,0.9541820499874596,0.29927007299270075,23.4684277566411,22.62773722627737,0.2813569629690833,0.46400661148117184,0.8630083667738742,0.05252479197386517,-0.0008148637156900618
raw,2021,118,-1.3859783555951888,1.3859783555951888,4.623624276432536,3.5389470183945537,6.370004076092881,0.9404840254472681,0.2966101694915254,23.26733428779858,21.88135593220339,-2.448884134223947,2.448884134223947,5.240763516906857,5.078210604601996,6.764057860797761,0.9328928558901987,0.2627118644067797,24.33024006642734,21.88135593220339,1.0629057786287583,0.6171392404743212,1.5392635862074426,0.3940537847048802,-0.007591169557069399
raw,2022,126,1.242785635432048,1.242785635432048,4.243730149265332,2.707323985526644,6.204385746778309,0.9370859960858096,0.4444444444444444,20.955627062980657,22.1984126984127,-0.050517385582061744,0.050517385582061744,4.502475977746894,3.566574534725569,6.052794592876548,0.940122782003166,0.3888888888888889,22.248930083994757,22.1984126984127,-1.1922682498499861,0.2587458284815618,0.8592505491989249,-0.15159115390176048,0.003036785917356455
raw,2023,131,0.008182725320031321,0.008182725320031321,3.9032277070843784,2.3390154499327664,5.7938669195196235,0.9475259377326297,0.3893129770992366,20.29716078613035,20.30534351145038,-1.3418762002872682,1.3418762002872682,4.495226239224265,3.4128150363395378,6.16193779746292,0.9406470546976302,0.2595419847328244,21.64721971173765,20.30534351145038,1.333693474967237,0.5919985321398866,1.0737995864067713,0.3680708779432962,-0.006878883034999506
