grouping,player_years,pos_v1,v1_mean_residual,v1_absolute_bias,v1_mae,v1_median_absolute_error,v1_rmse,v1_r2,v1_positive_residual_rate,v1_mean_predicted_salary,v1_mean_actual_salary,v2_mean_residual,v2_absolute_bias,v2_mae,v2_median_absolute_error,v2_rmse,v2_r2,v2_positive_residual_rate,v2_mean_predicted_salary,v2_mean_actual_salary,mae_delta_v2_minus_v1,rmse_delta_v2_minus_v1,absolute_bias_delta_v2_minus_v1,reference_price_tier,year
position,78,QB,-0.4198073285566396,0.4198073285566396,3.055074320124129,1.9071005694833807,4.516365449402041,0.8934878110426976,0.3076923076923077,13.150576559325868,12.73076923076923,-0.9588887970315358,0.9588887970315358,3.881159160831621,3.2992336468570995,4.992877455955425,0.8698263833074531,0.32051282051282054,13.68965802780077,12.73076923076923,0.8260848407074923,0.4765120065533841,0.5390814684748962,,
position,217,RB,0.35357138333218174,0.35357138333218174,4.836483097150675,3.4964316885855835,6.855167875399903,0.9536807416154472,0.4423963133640553,28.95057608210561,29.304147465437786,0.8363634728292685,0.8363634728292685,4.8403721742613826,3.196576013992761,6.894939416591815,0.9531417228119056,0.43317972350230416,28.467783992608524,29.304147465437786,0.003889077110707184,0.03977154119191262,0.48279208949708674,,
position,71,TE,-0.7815788359516052,0.7815788359516052,3.7932187872707908,2.8238922291442607,5.680672142153912,0.849512058213654,0.38028169014084506,13.175945033134708,12.394366197183098,-1.209494566516019,1.209494566516019,4.203039479890434,3.541918446363825,5.464664272035137,0.8607390914749551,0.30985915492957744,13.603860763699117,12.394366197183098,0.4098206926196428,-0.21600787011877554,0.4279157305644139,,
position,278,WR,-1.59497566831022,1.59497566831022,4.37652739327089,2.760369432186427,6.371282144833688,0.9270726712572064,0.30935251798561153,22.602169912914537,21.007194244604317,-1.1788613242078454,1.1788613242078454,4.456334188779888,2.8769851143692193,6.2525790910451615,0.9297647684459529,0.2949640287769784,22.18605556881216,21.007194244604317,0.07980679550899783,-0.11870305378852652,-0.4161143441023747,,
reference_price_tier,171,,-0.06009215599802404,0.06009215599802404,0.9840972490256413,0.7756614984748209,1.4937047082186896,-0.5760258711065374,0.26900584795321636,1.7852383548284336,1.7251461988304093,-1.1067015838764112,1.1067015838764112,1.5210716746655721,1.1839944921418164,2.035786799320861,-1.9275102908113073,0.15204678362573099,2.831847782706821,1.7251461988304093,0.5369744256399308,0.5420820911021713,1.046609427878387,$1-5,
reference_price_tier,180,,-0.46290569779855945,0.46290569779855945,3.74956530674858,3.3662066710598486,4.778627630299284,0.3559440492658703,0.37777777777777777,8.474016808909672,8.011111111111111,-1.7950537441162788,1.7950537441162788,4.288277807562247,4.187018832036118,5.177669650506369,0.2438884136259558,0.2777777777777778,9.806164855227388,8.011111111111111,0.5387125008136673,0.39904202020708457,1.3321480463177193,$6-15,
reference_price_tier,127,,0.130929827636461,0.130929827636461,5.471455977367464,4.082164350966057,7.068052187690763,0.3528377622867591,0.4645669291338583,21.34938513299346,21.480314960629922,0.057507813196290156,0.057507813196290156,5.531424289099047,4.283061233115291,7.10232157430197,0.3465470284628155,0.47244094488188976,21.422807147433637,21.480314960629922,0.059968311731583235,0.03426938661120715,-0.07342201444017084,$16-30,
reference_price_tier,74,,-1.0910759004326784,1.0910759004326784,5.863317370745245,4.607809501748958,7.79425049211765,0.34984469496574755,0.3918918918918919,39.87485968421646,38.78378378378378,0.8779648053704353,0.8779648053704353,5.85968483516053,4.430383877706689,7.710527343287604,0.3637371658083558,0.527027027027027,37.90581897841334,38.78378378378378,-0.00363253558471488,-0.08372314883004606,-0.21311109506224313,$31-50,
reference_price_tier,92,,-3.230489149842927,3.230489149842927,8.715684770847469,8.088367382129775,10.44273478837262,0.7426743571404741,0.33695652173913043,76.45875001940816,73.22826086956522,1.4476384999296585,1.4476384999296585,7.85072890941457,6.195696519198144,9.84076650703112,0.771486204269088,0.5217391304347826,71.78062236963557,73.22826086956522,-0.8649558614328994,-0.6019682813415006,-1.7828506499132684,$51+,
year_position,13,QB,1.4485961561124456,1.4485961561124456,3.986739672876251,3.2643780888168443,5.4878323668135165,0.8001548849310671,0.38461538461538464,9.936019228502941,11.384615384615385,1.3368415524156616,1.3368415524156616,4.74952455801001,4.030628973665441,6.423740891017685,0.726178280630453,0.3076923076923077,10.047773832199722,11.384615384615385,0.7627848851337586,0.9359085242041685,-0.11175460369678403,,2021.0
year_position,39,RB,-1.064107141160908,1.064107141160908,4.699733721934574,3.2110313532421912,6.877003065030761,0.9553185076073175,0.38461538461538464,30.628209705263473,29.564102564102566,-0.20246947733798423,0.20246947733798423,4.489798160318826,2.9810268415836774,6.489180447472427,0.9602159550878409,0.38461538461538464,29.76657204144055,29.564102564102566,-0.20993556161574745,-0.38782261755833414,-0.8616376638229237,,2021.0
year_position,13,TE,-2.295211702553775,2.295211702553775,5.644169192257489,4.954294581409167,8.179534020385983,0.7492702838916947,0.38461538461538464,17.2182886256307,14.923076923076923,-1.8876767809077475,1.8876767809077475,5.593468315724844,5.768840740083572,6.728037104215128,0.830361103565892,0.3076923076923077,16.81075370398467,14.923076923076923,-0.050700876532644656,-1.4514969161708553,-0.40753492164602734,,2021.0
year_position,53,WR,-2.8449573026736323,2.8449573026736323,4.680589766741839,3.9188757153811764,5.991363821482059,0.9350218448254983,0.18867924528301888,23.354391264937785,20.50943396226415,-2.8067060332662033,2.8067060332662033,5.235553845016225,4.814521815702115,6.420324652338496,0.9253843424966077,0.20754716981132076,23.316139995530353,20.50943396226415,0.5549640782743861,0.428960830856437,-0.03825126940742907,,2021.0
year_position,14,QB,-1.7573437360919386,1.7573437360919386,2.6446803232238096,2.3196709493989065,3.088416642442285,0.9362398894296362,0.2857142857142857,14.543058021806226,12.785714285714286,-2.393819848311597,2.393819848311597,3.9326443813968877,4.262547200058806,4.465057795393805,0.8667302868668678,0.35714285714285715,15.17953413402588,12.785714285714286,1.287964058173078,1.3766411529515197,0.6364761122196585,,2022.0
year_position,39,RB,3.081177174409219,3.081177174409219,6.882478437679233,6.349645700477232,8.65350133043968,0.9244333871371178,0.6153846153846154,32.30343821020617,35.38461538461539,3.9886136193097843,3.9886136193097843,6.23659982833806,5.474641043857858,8.18493443690451,0.9323953394404463,0.6153846153846154,31.3960017653056,35.38461538461539,-0.6458786093411728,-0.46856689353517034,0.9074364449005654,,2022.0
year_position,14,TE,-1.7734401972411609,1.7734401972411609,3.6345807917368114,3.181615093122384,4.241290245491177,0.9457150315245234,0.2857142857142857,18.13058305438402,16.357142857142858,-1.4770548299410027,1.4770548299410027,3.589057198949361,3.727130884037548,3.975057439174564,0.9523162480966841,0.2857142857142857,17.83419768708386,16.357142857142858,-0.04552359278745044,-0.26623280631661306,-0.2963853673001582,,2022.0
