grouping,player_years,pos_v1,v1_mean_residual,v1_absolute_bias,v1_mae,v1_median_absolute_error,v1_rmse,v1_r2,v1_positive_residual_rate,v1_mean_predicted_salary,v1_mean_actual_salary,v2_mean_residual,v2_absolute_bias,v2_mae,v2_median_absolute_error,v2_rmse,v2_r2,v2_positive_residual_rate,v2_mean_predicted_salary,v2_mean_actual_salary,mae_delta_v2_minus_v1,rmse_delta_v2_minus_v1,absolute_bias_delta_v2_minus_v1,reference_price_tier,year
year_position,59,WR,-2.502990666144339,2.502990666144339,3.98491629918968,2.3999342500685223,5.643376325779803,0.9133351644153396,0.22033898305084745,19.604685581398574,17.10169491525424,-2.0361540568259486,2.0361540568259486,3.718538273874687,2.661897532115418,5.022164685168662,0.9313648174307347,0.2711864406779661,19.137848972080185,17.10169491525424,-0.2663780253149928,-0.6212116406111408,-0.4668366093183902,,2022.0
year_position,14,QB,-2.531272258280196,2.531272258280196,4.299520155230674,1.7854509828750125,6.343243938385432,0.7976392856993418,0.21428571428571427,15.388415115423056,12.857142857142858,-2.8040400791045554,2.8040400791045554,4.826542286422206,4.188416825421786,6.07648231233121,0.8143017317754666,0.2857142857142857,15.661182936247414,12.857142857142858,0.527022131191532,-0.2667616260542216,0.2727678208243596,,2023.0
year_position,46,RB,0.40770840217785026,0.40770840217785026,4.45199632165122,3.500326602022464,6.244921441377577,0.9602078973281313,0.41304347826086957,27.722726380430846,28.130434782608695,0.7149702010290456,0.7149702010290456,4.842093433527141,2.769707567567565,7.179334758611551,0.9474090110311675,0.391304347826087,27.41546458157965,28.130434782608695,0.3900971118759209,0.9344133172339744,0.30726179885119537,,2023.0
year_position,14,TE,0.9079816259999847,0.9079816259999847,3.987767263295024,2.087300102471697,5.986229448275244,0.7998047876681691,0.35714285714285715,11.092018374000014,12.0,-0.2817150113904578,0.2817150113904578,5.46213713751971,4.15860309710974,6.908939502172715,0.7333327092475834,0.2857142857142857,12.281715011390457,12.0,1.4743698742246858,0.9227100538974708,-0.6262666146095268,,2023.0
year_position,57,WR,-0.5597096840839849,0.5597096840839849,3.420583552353223,2.357641487311273,5.068465494704061,0.9486769190115373,0.3684210526315789,18.419358806891,17.859649122807017,0.0678553698833295,0.0678553698833295,3.7639649634193497,2.6135872939527633,5.919164541990653,0.9300028179163277,0.3333333333333333,17.79179375292369,17.859649122807017,0.34338141106612685,0.8506990472865921,-0.4918543142006554,,2023.0
year_position,18,QB,0.974590228497235,0.974590228497235,2.94311099042716,1.517878026995799,4.5266624161852915,0.8753009404178467,0.3888888888888889,11.914298660391655,12.88888888888889,0.14125516397589452,0.14125516397589452,3.43491333495435,2.6685676107638687,4.654254979951345,0.8681721079721598,0.3888888888888889,12.747633724912994,12.88888888888889,0.49180234452718974,0.12759256376605332,-0.8333350645213404,,2024.0
year_position,45,RB,-0.24222706760130291,0.24222706760130291,4.731743662025045,3.0,6.811875853416361,0.9491246863175551,0.4666666666666667,27.264449289823524,27.022222222222222,0.07459094402620663,0.07459094402620663,4.386460870329535,3.0350620108350554,6.448407013229835,0.9544090612649124,0.4,26.947631278196013,27.022222222222222,-0.3452827916955101,-0.3634688401865267,-0.16763612357509627,,2024.0
year_position,14,TE,0.8157090336965515,0.8157090336965515,2.9987398998420853,2.0901525970545034,4.097897748773681,0.8886541905262766,0.5714285714285714,9.61286239487488,10.428571428571429,0.20255502392884064,0.20255502392884064,3.1360550666123923,2.6193398359568403,4.447227307069986,0.8688614742467254,0.5714285714285714,10.22601640464259,10.428571428571429,0.13731516677030697,0.3493295582963052,-0.6131540097677108,,2024.0
year_position,55,WR,-1.6704051012239791,1.6704051012239791,5.302362204156553,2.630642259315916,7.939999190964798,0.8982285622531835,0.43636363636363634,26.01585964667853,24.345454545454544,-1.2735520946647183,1.2735520946647183,5.001821992720358,2.8735049041209493,7.128709091051563,0.9179635651878704,0.34545454545454546,25.61900664011927,24.345454545454544,-0.3005402114361946,-0.8112900999132346,-0.3968530065592608,,2024.0
year_position,19,QB,-0.4778274657168431,0.4778274657168431,1.9091250892757416,1.4674479571837638,2.6538405271519063,0.9738153627755158,0.2631578947368421,13.846248518348423,13.368421052631579,-1.1549905430317564,1.1549905430317564,2.975239048004773,2.7710014922277857,3.418584301735417,0.9565500275522263,0.2631578947368421,14.523411595663339,13.368421052631579,1.0661139587290311,0.7647437745835108,0.6771630773149133,,2025.0
year_position,48,RB,-0.20406478274423265,0.20406478274423265,3.751880463951561,2.1992953136044697,5.6837624847753565,0.9702893663637175,0.3541666666666667,27.620731449410897,27.416666666666668,-0.05029103461384029,0.05029103461384029,4.414670898958831,3.5619160904508593,6.156061190464123,0.9651465376284442,0.3958333333333333,27.466957701280506,27.416666666666668,0.66279043500727,0.4722987056887664,-0.15377374813039235,,2025.0
year_position,16,TE,-1.5598657308587596,1.5598657308587596,2.953068939290244,1.8422137030156476,5.2008588833180225,0.7779390411508795,0.3125,10.497365730858759,8.9375,-2.471706789199998,2.471706789199998,3.4424514577910865,2.8453065267335758,4.778886910827591,0.8125110929910946,0.125,11.409206789199999,8.9375,0.4893825185008427,-0.4219719724904314,0.9118410583412384,,2025.0
year_position,54,WR,-0.392005868257717,0.392005868257717,4.572039117167681,2.398136836555466,6.901025705388036,0.9321586925568037,0.3333333333333333,26.077191053442906,25.685185185185187,0.13597537239386046,0.13597537239386046,4.672899630033698,3.10033781482744,6.671449347696093,0.936597365361569,0.3148148148148148,25.54920981279133,25.685185185185187,0.10086051286601716,-0.2295763576919425,-0.2560304958638565,,2025.0
