method,pos,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,variant,recency_half_life,uses_recency,removed_families,qb_feature_count,rb_feature_count,wr_feature_count,te_feature_count,feature_count_total,total_match_weight,complexity_score
compact_adp_no_disagreement,TE,144.0,1.3959145043256371,2.0012861720963127,-0.11824894191139126,0.8333333333333334,0.5234468857619439,0.06558030161629247,15.99498746140645,23.09660258344899,0.07916167678510394,0.8402777777777778,0.5054411264379248,0.04561419428321806,0.11805555555555555,0.13477476213387202,0.10463401368667101,0.5530338119499768,0.041666666666666664,0.04642001416946299,0.03969587444303513,0.6364734299516909,0.09027777777777778,0.11038256702172902,0.08298319598024771,0.5584263065179096,0.013888888888888888,0.014995812805203155,0.013901351516864295,0.5492957746478874,0.5506222407195991,0.02430270878546741,-1.1672685364891804,65.36480332459925,0.05000000000000002,1.4453637899352378,2.139884896183571,0.1972959545842804,0.9305555555555556,0.09027777777777778,0.1101735458724942,0.08254515907461335,0.546095126247798,7.47569673928956,0.23935696506464904,0.35203974169829155,compact_adp_no_disagreement,,0,"exp_interaction,market_gap,disagreement,room_hierarchy",8,10,8,8,34,42.5,34
compact_adp_no_disagreement,WR,432.0,1.7194339695951688,2.4040402598155164,-0.19281402142432036,0.8032407407407407,0.5160442127341036,0.04644292060107663,19.22584034541988,27.62728009306897,0.34993059836000906,0.8125,0.4956884102188494,0.02509350040947922,0.16898148148148148,0.1692638444618842,0.14149978857684212,0.5165413820734918,0.05324074074074074,0.06314106499923457,0.0514265361350332,0.46635484213883277,0.09722222222222222,0.11378246581805612,0.08432797410141751,0.6944444444444444,0.02546296296296296,0.028583864873287228,0.024026184281495246,0.78967825523645,0.5958001464976314,0.003028982375043686,-0.6295486008830399,66.62668598240968,0.05000000000000002,1.477299585017525,2.1834715270147607,0.22928615177873535,0.8981481481481481,0.125,0.10291468148242965,0.1090608036759574,0.5923966294336664,6.9480933956734034,0.26621703989411616,0.2955962220608017,compact_adp_no_disagreement,,0,"exp_interaction,market_gap,disagreement,room_hierarchy",8,10,8,8,34,42.5,34
compact_adp_no_disagreement__r12,QB,144.0,2.59546001988237,3.6663728272794796,0.6612768677325263,0.7638888888888888,0.4680419481026197,0.12915211559719364,23.006936280903748,34.94106714325534,6.69043263097498,0.7708333333333334,0.44650622040569776,0.13921806842766898,0.22916666666666666,0.2034083936914832,0.1793961485808389,0.508053508053508,0.0625,0.08804747890873442,0.062206430872191416,0.41975308641975306,0.13194444444444445,0.13242251378591924,0.11650348476153916,0.5334736842105263,0.04861111111111111,0.017356987507007118,0.040369033402080055,0.8164754953076121,0.3942027127773005,-0.18720360099670447,-4.799555169890672,67.06135144993243,0.05000000000000002,1.541120876856892,2.388027394656937,0.4499279452655217,0.8958333333333334,0.1527777777777778,0.11954830202025807,0.10819468663081347,0.7078986587183308,8.393734513725045,0.1934817744441816,0.4396784299097981,compact_adp_no_disagreement,12.0,1,"exp_interaction,market_gap,disagreement,room_hierarchy",8,10,8,8,34,42.5,34
compact_adp_no_disagreement__r12,RB,360.0,2.097430914549526,2.9443849765288546,-0.009195865584340638,0.8194444444444444,0.5047265302691398,0.034583546493657025,23.18270848118974,33.016605936224934,-0.8239783846745409,0.8111111111111111,0.5079114897493034,0.02751380771359574,0.21388888888888888,0.20343602977848502,0.17025699552768372,0.48538387407645356,0.09722222222222222,0.10597743599019144,0.08843243926658019,0.5517362637362637,0.12777777777777777,0.12071504897504157,0.1068523368987974,0.6858211021877596,0.044444444444444446,0.039673630517956394,0.04044639365483953,0.7174781976744186,0.6097414008447605,0.01313178856832743,-0.2518609649809977,63.56427713810418,0.05000000000000002,1.674153174772028,2.536979334102688,-0.006105343577051375,0.9166666666666666,0.1527777777777778,0.15371108250253834,0.12567094930910155,0.6308196721311475,6.059264372418119,0.3466748309095132,0.2266633337236355,compact_adp_no_disagreement,12.0,1,"exp_interaction,market_gap,disagreement,room_hierarchy",8,10,8,8,34,42.5,34
compact_adp_no_disagreement__r12,TE,144.0,1.396582450807766,2.001287614878729,-0.11804049475281969,0.8333333333333334,0.5224900519325697,0.06781002510825118,15.975634689429025,23.01105549756414,-0.07670414079235782,0.8263888888888888,0.5054728513441484,0.04365311086678386,0.11805555555555555,0.13483838244267146,0.10484097776860889,0.5465493283927745,0.041666666666666664,0.04323110449345364,0.040075416903370784,0.5531400966183575,0.09027777777777778,0.11119332922623622,0.08284807814159023,0.5672342924251321,0.013888888888888888,0.015537878002573384,0.013956335776788953,0.5475352112676056,0.5539097776190453,0.034430512016718914,-1.1861976069475142,61.31753158027779,0.05000000000000002,1.4430763150901322,2.1605285966140864,0.11288619130152121,0.9375,0.09027777777777778,0.11562493456032562,0.0827594041981891,0.5666470933646506,6.433025138859531,0.31620289052503225,0.25889747121364454,compact_adp_no_disagreement,12.0,1,"exp_interaction,market_gap,disagreement,room_hierarchy",8,10,8,8,34,42.5,34
compact_adp_no_disagreement__r12,WR,432.0,1.718060461658977,2.404045694148437,-0.19284817911258628,0.7986111111111112,0.5153980908181776,0.045412633571051964,19.218845093576526,27.60915758202888,0.12350539178157546,0.7986111111111112,0.49666051556526486,0.022265654630111875,0.16898148148148148,0.16775972127795533,0.14110074330926578,0.5202808409966803,0.05324074074074074,0.05930105783968109,0.051650132862457884,0.43839693845009037,0.09722222222222222,0.11027678814636169,0.08390045389011659,0.6982295482295482,0.02546296296296296,0.029196924493057302,0.023838272568685783,0.7961563377240337,0.6002286047451638,0.028808376007006403,-0.5500744878840336,62.242103216542546,0.05000000000000002,1.4730755616095677,2.1836713246457387,0.21593671889868304,0.9074074074074074,0.125,0.10320172908739378,0.10888058494799732,0.5958259847148736,6.01053238324905,0.3409699155732647,0.21452456224596372,compact_adp_no_disagreement,12.0,1,"exp_interaction,market_gap,disagreement,room_hierarchy",8,10,8,8,34,42.5,34
compact_gap,QB,144.0,2.59785948678273,3.6665207360786463,0.6612646192588584,0.7638888888888888,0.47090243491368977,0.12736645339324953,23.12746660608274,35.092757140792145,7.0168267921648635,0.7361111111111112,0.444507465994306,0.12840646047278248,0.22916666666666666,0.20186654672446022,0.1789567223577667,0.5288015288015288,0.0625,0.08424238853263989,0.0621361641197599,0.38765432098765434,0.13194444444444445,0.13360605985387244,0.11595273156011239,0.5452631578947369,0.04861111111111111,0.015177143146941007,0.04143188554841271,0.8446298227320125,0.40292838660926955,-0.16574632264287437,-4.683763799410566,68.86091399514551,0.05000000000000002,1.564539637313905,2.436150377507971,0.4558853574578361,0.9027777777777778,0.1527777777777778,0.11839194188364571,0.11107548096311676,0.7157228017883756,9.179805158850277,0.13799092506158234,0.5085787746226725,compact_gap,,0,"exp_interaction,adp_rank,room_hierarchy",10,12,10,10,42,48.5,42
compact_gap,RB,360.0,2.101579151673018,2.9444781363663974,-0.009439332611776126,0.8194444444444444,0.5055716121770992,0.034347185426467086,23.18943148039339,33.01892242133518,-0.5978384067152617,0.8083333333333333,0.5064778187628257,0.03002220385487636,0.21388888888888888,0.20199994653996065,0.17047446532587046,0.47046945986875316,0.09722222222222222,0.10747162300047192,0.08912134073241439,0.524043956043956,0.12777777777777777,0.12029188121373847,0.10745498031942503,0.6775823871503739,0.044444444444444446,0.03759091121007811,0.04061087252866909,0.712390988372093,0.6025007894698909,0.007544039691664288,-0.31864217694216856,68.64569777053526,0.05000000000000002,1.673799061110845,2.5357746271265924,0.026811652654924283,0.9166666666666666,0.1527777777777778,0.15155248992960432,0.12588145259898265,0.6214605067064084,6.948548155631811,0.2732792311507671,0.301740932429321,compact_gap,,0,"exp_interaction,adp_rank,room_hierarchy",10,12,10,10,42,48.5,42
compact_gap,TE,144.0,1.39501984323319,2.001341935150669,-0.1182732678193619,0.8263888888888888,0.5223994681501631,0.06868931338095807,15.946940402691613,23.11383871460574,0.2355779186995472,0.8402777777777778,0.5022948091768449,0.04652290017285002,0.11805555555555555,0.13333934714713286,0.10426022317462258,0.5585919407132932,0.041666666666666664,0.04418172315241612,0.03955926887865016,0.6582125603864735,0.09027777777777778,0.10951952437578939,0.08233561066319095,0.5866118614210217,0.013888888888888888,0.014934872508056566,0.013970575208999319,0.5580985915492958,0.5633081945375723,0.05626959247648902,-1.1605939409953356,66.09331625494124,0.05000000000000002,1.4406649946149896,2.124153886936506,0.22118402998863823,0.9236111111111112,0.09027777777777778,0.10611798925729349,0.0819138791769569,0.5742806811509101,7.397777315117732,0.24346218977463932,0.34402876589100617,compact_gap,,0,"exp_interaction,adp_rank,room_hierarchy",10,12,10,10,42,48.5,42
compact_gap,WR,432.0,1.7203547972381539,2.403973958158523,-0.1928006436208775,0.8009259259259259,0.5163261542554025,0.0475845109075288,19.254173605127768,27.655808737197376,0.39234677672940943,0.7986111111111112,0.4945664802036782,0.022318020865348204,0.16898148148148148,0.16902074126829414,0.141732549180583,0.5097111458770558,0.05324074074074074,0.062416010900052964,0.05161248397389868,0.42882959498245987,0.09722222222222222,0.11409667193476103,0.08490656489177698,0.6766178266178267,0.02546296296296296,0.0279034506716466,0.02400749993471336,0.7767220902612827,0.6008355232213777,0.021361098161653297,-0.6274066802788822,66.97898461941466,0.05000000000000002,1.4809596235882099,2.1808899580351806,0.2394818603861696,0.9004629629629629,0.125,0.10130316941035257,0.10900090069509608,0.5922496570644719,6.800384139576609,0.27612394444620664,0.28083925163509493,compact_gap,,0,"exp_interaction,adp_rank,room_hierarchy",10,12,10,10,42,48.5,42
compact_gap__r12,QB,144.0,2.5938604788567226,3.666521622475091,0.6614192386984779,0.7638888888888888,0.4692494623653829,0.13237648067305646,23.001479313463133,34.97948389283457,6.543391077814913,0.75,0.4475732808154429,0.13440912044505066,0.22916666666666666,0.20514695276568334,0.17961889967793526,0.5143325143325144,0.0625,0.09021903448871643,0.06206821175358267,0.4419753086419753,0.13194444444444445,0.13176726909784126,0.11651128716705245,0.5229473684210526,0.04861111111111111,0.016639629923265724,0.0402179038403325,0.8686131386861314,0.4061276663744686,-0.15948476810545775,-4.818904774118271,68.25423196136882,0.05000000000000001,1.5388050584668556,2.404595039164449,0.4372966253670644,0.9027777777777778,0.1527777777777778,0.11973325935043826,0.10793132432174486,0.7112518628912071,8.271588292448207,0.19413116789374024,0.4223609524420374,compact_gap,12.0,1,"exp_interaction,adp_rank,room_hierarchy",10,12,10,10,42,48.5,42
compact_gap__r12,RB,360.0,2.099829936403085,2.944510096474668,-0.009488105645296077,0.8222222222222222,0.5041085044648302,0.04009806419676443,23.193162526831262,33.00980797116163,-0.8722562228568209,0.8055555555555556,0.5072473138286313,0.031027153560459708,0.21388888888888888,0.20279058007652323,0.17094546906337282,0.4710660364370612,0.09722222222222222,0.10488901674192504,0.08859232396960456,0.5447912087912088,0.12777777777777777,0.11979938043562127,0.10720394107825137,0.6845056770977569,0.044444444444444446,0.03818717937025299,0.04054539156531545,0.7087572674418605,0.6041052986619491,0.007932931581262199,-0.24865546899255675,64.20512228969706,0.050000000000000024,1.6694466043724763,2.53271482717724,0.0053148688494001565,0.9194444444444444,0.1527777777777778,0.15252079243524258,0.12552289230364985,0.6239642324888226,5.986228187459468,0.3521561169640795,0.21912776136560044,compact_gap,12.0,1,"exp_interaction,adp_rank,room_hierarchy",10,12,10,10,42,48.5,42
compact_gap__r12,TE,144.0,1.396107977892201,2.00134301635777,-0.11806795651053714,0.8194444444444444,0.520210613302448,0.06742227318357419,15.94090730622984,23.03883254282899,0.07558541135134386,0.8333333333333334,0.5018636209367462,0.03727915127253792,0.11805555555555555,0.13280761217290754,0.10470200838392006,0.5493283927744326,0.041666666666666664,0.04232191556392718,0.04019880299811776,0.532608695652174,0.09027777777777778,0.11075623107764218,0.0826704148576621,0.5789782736347622,0.013888888888888888,0.014969479245780586,0.01398049279036698,0.5387323943661971,0.5444410283096378,0.010742705570291779,-1.1790950760531576,61.86540826851504,0.050000000000000024,1.4385935955404596,2.1464927281438606,0.13717346390554339,0.9305555555555556,0.09027777777777778,0.1112146121439107,0.08214099878135833,0.5783910745742806,6.360497375620449,0.3203195871849741,0.25190442846014727,compact_gap,12.0,1,"exp_interaction,adp_rank,room_hierarchy",10,12,10,10,42,48.5,42
compact_gap__r12,WR,432.0,1.719364361697862,2.404006534348199,-0.19284479176931787,0.7962962962962963,0.5150181077947271,0.04847824084182423,19.247823632509633,27.634908397454726,0.15136672232580894,0.8009259259259259,0.49587702909844966,0.020772198308093626,0.16898148148148148,0.16684132934232368,0.14157659811358608,0.505437478536269,0.05324074074074074,0.058673156927736926,0.051750143515458986,0.411502072924418,0.09722222222222222,0.10964994904781851,0.0844678049728388,0.684004884004884,0.02546296296296296,0.0284458473627292,0.023997510830983757,0.7810408119196718,0.6003551236181943,0.01919303146509868,-0.5487491685861878,62.46176028060664,0.050000000000000024,1.4771667013793481,2.1825446917782654,0.22261854449685575,0.9027777777777778,0.125,0.10157875100664011,0.10888615151701377,0.5957280031354105,5.879170043848251,0.35124926251876837,0.2024011555247217,compact_gap,12.0,1,"exp_interaction,adp_rank,room_hierarchy",10,12,10,10,42,48.5,42
compact_room_hierarchy,QB,144.0,2.600271644004721,3.666280807857438,0.6610631133767041,0.7638888888888888,0.4720530463236508,0.11974979532978763,23.148127584081,35.05488119948456,6.997272995444713,0.7569444444444444,0.44234828801766923,0.13830342135359963,0.22916666666666666,0.1994461450082474,0.1807533739921955,0.4687414687414687,0.0625,0.08464776595979259,0.062466829170779475,0.36790123456790125,0.13194444444444445,0.13261348479398574,0.11696645378247267,0.519578947368421,0.04861111111111111,0.015238165501183272,0.041492290388672685,0.8425443169968717,0.42209995002635475,-0.12633630737079013,-4.77610763031812,67.07686289352382,0.05000000000000002,1.5550063281099407,2.404257063236741,0.4952161987124513,0.9027777777777778,0.1527777777777778,0.1163413870090498,0.11084834786565972,0.7142324888226528,8.999031796799061,0.14677701535199678,0.49030760936950596,compact_room_hierarchy,,0,room_hierarchy,12,14,12,12,50,54.5,50
compact_room_hierarchy,RB,360.0,2.10377606616466,2.9444316502407597,-0.009475478440281218,0.8194444444444444,0.5072476132504383,0.03297124975865662,23.18767000628176,33.0164004252353,-0.5490579045949046,0.8055555555555556,0.5074870774436897,0.030700361824113787,0.21388888888888888,0.2016456912201772,0.17030504735593863,0.4835482538662751,0.09722222222222222,0.1076976625638827,0.08970766630415614,0.48914285714285716,0.12777777777777777,0.12076255520826591,0.10780297780171416,0.6714206590972029,0.044444444444444446,0.038097305014467585,0.040706405965334126,0.7320130813953488,0.6051558946534465,-0.0015020692032088722,-0.30198777868534354,66.17655949539986,0.05000000000000002,1.6769327939652896,2.5386709971160673,0.042905625246974013,0.9111111111111111,0.1527777777777778,0.15067627992311203,0.126317044764121,0.6130551415797317,6.966073438599637,0.27241749439049834,0.30379873636303534,compact_room_hierarchy,,0,room_hierarchy,12,14,12,12,50,54.5,50
compact_room_hierarchy,TE,144.0,1.3958294644226572,2.0014166559996016,-0.11831192074252789,0.8402777777777778,0.5221615811718053,0.0664272151084685,16.01383490709961,23.14490189453504,0.22551706120263829,0.8402777777777778,0.5013973732234404,0.042331033183681976,0.11805555555555555,0.1325278971605612,0.10413136992557614,0.5683186660490968,0.041666666666666664,0.043726008351334285,0.04002769018189282,0.5664251207729468,0.09027777777777778,0.10946403259308807,0.08269298428077144,0.5783910745742806,0.013888888888888888,0.015065238061185668,0.013965352764830248,0.5334507042253521,0.5706750101080917,0.0714251265975404,-1.1818275664992042,61.94781755933668,0.05000000000000002,1.4499651509805143,2.1400079905618257,0.22129203651508594,0.9236111111111112,0.09027777777777778,0.10612646377341925,0.08218033943252429,0.5566647093364651,7.411962426597068,0.2415213777351102,0.34604344791229164,compact_room_hierarchy,,0,room_hierarchy,12,14,12,12,50,54.5,50
compact_room_hierarchy,WR,432.0,1.7222676473946918,2.40392086289991,-0.19273255367277753,0.8078703703703703,0.5162770986369181,0.044088820453069166,19.25572487386703,27.664768519979344,0.35877201374832235,0.8032407407407407,0.49542268435978376,0.024956409171068394,0.16898148148148148,0.1692082512045358,0.14247168878033978,0.4896020147288892,0.05324074074074074,0.06261981787306709,0.051857704547090676,0.40512384394599765,0.09722222222222222,0.11383626373555657,0.08516287055946886,0.6742979242979243,0.02546296296296296,0.028622728772988177,0.02411796335161842,0.7765061541783632,0.5994310148850065,0.018255907483119567,-0.6317613917117464,63.296577327169906,0.050000000000000024,1.480077787770271,2.181122755259214,0.23787066318344335,0.9004629629629629,0.125,0.1013499639979866,0.10897254093583665,0.5973936899862826,6.81250405759442,0.27549991403048335,0.28179576119097377,compact_room_hierarchy,,0,room_hierarchy,12,14,12,12,50,54.5,50
