method,pos,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,variant,recency_half_life,uses_recency,removed_families,qb_feature_count,rb_feature_count,wr_feature_count,te_feature_count,feature_count_total,total_match_weight,complexity_score
compact_room_hierarchy__r12,QB,144.0,2.5959812245962786,3.666074195513353,0.6609658383018433,0.7569444444444444,0.47156348689690186,0.11370960792906804,23.033437740963777,34.934029659846566,6.5756972193982355,0.75,0.4469552157190384,0.1233490147033971,0.22916666666666666,0.20492256149471544,0.1802153888786125,0.4905814905814906,0.0625,0.0905815263943214,0.062286649214774524,0.4008230452674897,0.13194444444444445,0.13357092454979527,0.11758904236070498,0.503578947368421,0.04861111111111111,0.016901683554645566,0.0403610364545845,0.8665276329509907,0.41183492424706003,-0.16884494815529302,-4.917807177176657,66.43242596739573,0.05000000000000002,1.531252966305954,2.3740389253432506,0.4820749902112623,0.8958333333333334,0.1527777777777778,0.11706886779854085,0.10787962188395624,0.7198211624441133,8.0724513033226,0.20553088698424193,0.40287388468649593,compact_room_hierarchy,12.0,1,room_hierarchy,12,14,12,12,50,54.5,50
compact_room_hierarchy__r12,RB,360.0,2.1018506754552155,2.944469290400827,-0.009490325927589681,0.8222222222222222,0.5057950759067055,0.03243274274278696,23.18640214393517,33.008077185273066,-0.8280438418241404,0.8083333333333333,0.5084085474021809,0.03773330892214921,0.21388888888888888,0.20250504415628684,0.17115970008961645,0.47170850351062366,0.09722222222222222,0.10524830070710346,0.08894411457624642,0.5250989010989011,0.12777777777777777,0.12096613380504073,0.10745993853041404,0.6812517308224868,0.044444444444444446,0.038209095468472544,0.04054022031911134,0.721656976744186,0.605923167965391,0.002932378593456225,-0.23638365252575058,62.057267596805445,0.05000000000000002,1.6737118995491636,2.5377674929870357,0.017535472670425437,0.9111111111111111,0.1527777777777778,0.1520471209069327,0.1261440870290541,0.615618479880775,6.004819689524879,0.35081925990100044,0.22106001960062727,compact_room_hierarchy,12.0,1,room_hierarchy,12,14,12,12,50,54.5,50
compact_room_hierarchy__r12,TE,144.0,1.3967212686551997,2.0014415903232043,-0.11811908381552344,0.8333333333333334,0.5192157995202222,0.06639046488098854,16.004620331586366,23.063480586865346,0.06367005394136199,0.8333333333333334,0.5018606853173206,0.04286149419766999,0.11805555555555555,0.13220750850599686,0.10423846086528317,0.5641500694766095,0.041666666666666664,0.041826114591881666,0.0401191780907095,0.5531400966183575,0.09027777777777778,0.1101563259056572,0.08244672691088588,0.5971814445096888,0.013888888888888888,0.014965190421402695,0.01395917364979224,0.5475352112676056,0.5638909486334398,0.0652077807250221,-1.2016731165754018,58.343610710241286,0.050000000000000024,1.446328831824892,2.160592705295454,0.13688806341629503,0.9305555555555556,0.09027777777777778,0.11101511593789254,0.08237627265889905,0.5642982971227246,6.388289060831248,0.316943119042394,0.25470446180380546,compact_room_hierarchy,12.0,1,room_hierarchy,12,14,12,12,50,54.5,50
compact_room_hierarchy__r12,WR,432.0,1.7217922438076614,2.4039196704548464,-0.19275039489400325,0.8032407407407407,0.5152676427293523,0.04473696207903155,19.254341119490714,27.646601855179092,0.10329568380533996,0.8009259259259259,0.4961829463683953,0.02245481240989755,0.16898148148148148,0.16802345025994872,0.14208549785755306,0.4921204258404243,0.05324074074074074,0.058896899121957336,0.051628839194632535,0.4199000744126714,0.09722222222222222,0.11020472538221532,0.08449090383248371,0.6785103785103785,0.02546296296296296,0.028859443778127228,0.02412860382372412,0.7799611315050745,0.5970804430698333,0.01788424315926285,-0.5570199374527218,59.16867476286793,0.05000000000000002,1.4758149438307344,2.182430192396182,0.21877587966104522,0.9004629629629629,0.125,0.10199154377901234,0.10876869467834498,0.6009210268469528,5.898681962792712,0.3496525886078225,0.203744992261926,compact_room_hierarchy,12.0,1,room_hierarchy,12,14,12,12,50,54.5,50
full,QB,144.0,2.574188717198314,3.66736714422851,0.6625065968831811,0.7569444444444444,0.47110667272437756,0.12157793266287215,22.753074487236542,34.66484455433225,6.75967872351766,0.7569444444444444,0.4479686698408653,0.12311332560404409,0.22916666666666666,0.20125053886809438,0.18099179084647052,0.4862134862134862,0.0625,0.08883142342197788,0.0631950284485498,0.40411522633744856,0.13194444444444445,0.13218054959430509,0.1167470474071327,0.5263157894736842,0.04861111111111111,0.021507552724260186,0.035656566832296496,0.8550573514077163,0.3952034925028465,-0.14180130214612974,-4.773200605293872,66.32866556703047,0.05000000000000002,1.4659132248450542,2.24937070101275,0.3810652906875664,0.9097222222222222,0.1527777777777778,0.1257666417934119,0.10092723613448093,0.7067809239940388,8.90768984155628,0.15353415504285792,0.4821892812030712,full,,0,,14,17,14,14,59,62.25,59
full,RB,360.0,2.0999071518892243,2.944437075751156,-0.00891379285296148,0.825,0.506508788729293,0.03383244340150571,23.142378433520904,33.00502708663318,-0.5742667727959379,0.8222222222222222,0.5070852266912419,0.03210112233404361,0.21388888888888888,0.20272044396676236,0.1698586146605,0.5040154192097654,0.09722222222222222,0.10864458547139731,0.08894525294954371,0.5356483516483517,0.12777777777777777,0.123190594919303,0.10716982853989437,0.6790362780393243,0.044444444444444446,0.03754734131778457,0.040594391897591994,0.7134811046511628,0.6026368563763672,0.007461477326213936,-0.31175419880046035,63.911031958335336,0.050000000000000024,1.6731673717543758,2.5315472657284324,0.036000249202836426,0.9166666666666666,0.1527777777777778,0.15145090983814366,0.12600382569377971,0.6317138599105813,7.003633009721243,0.2689348603868333,0.306831492235589,full,,0,,14,17,14,14,59,62.25,59
full,TE,144.0,1.3950750673346088,2.001293417347324,-0.11867034471701891,0.8194444444444444,0.5220247668379705,0.0662761147909866,15.988837339087013,23.10916605101948,0.20824881628847589,0.8402777777777778,0.5039590632738352,0.045458594348828985,0.11805555555555555,0.130782002007908,0.10422306620936311,0.5706345530338119,0.041666666666666664,0.043627074710937644,0.039980906026310783,0.5555555555555556,0.09027777777777778,0.1080879845986408,0.08198334729955678,0.6024662360540223,0.013888888888888888,0.013629085354606357,0.013890811775835614,0.5704225352112676,0.5554088622932427,0.051466923880716976,-1.18277945641916,62.50589357457963,0.05000000000000002,1.4468088521889848,2.133894628746624,0.23991957458189367,0.9236111111111112,0.09027777777777778,0.1053264688493745,0.08232736595077389,0.5513799177921316,7.3626258138865115,0.24295809997063916,0.3398869630089657,full,,0,,14,17,14,14,59,62.25,59
full,WR,432.0,1.722657712630561,2.4040095243135173,-0.1926668237827064,0.8078703703703703,0.5144887572007214,0.04608852190558299,19.24134454497454,27.65075102960784,0.38292374928573375,0.8032407407407407,0.49525078317743987,0.02433379599697516,0.16898148148148148,0.16826167301423242,0.14213825082698883,0.4999809211279429,0.05324074074074074,0.06204428795687759,0.05124268036266512,0.4590198788136494,0.09722222222222222,0.11284318027815281,0.0852386627408913,0.671916971916972,0.02546296296296296,0.029168058344114393,0.024376714061321268,0.7566400345497732,0.6125296626555841,0.06704217117456644,-0.6552181177939738,62.9628582405829,0.050000000000000024,1.4807577563147285,2.1850153823084106,0.23627297888146753,0.8981481481481481,0.125,0.10261592718417953,0.10884126736464973,0.6009700176366843,6.775170221143029,0.27812366986204967,0.2787375045123225,full,,0,,14,17,14,14,59,62.25,59
full__r12,QB,144.0,2.573608320099367,3.666249353174893,0.6615811289396575,0.7569444444444444,0.4693133710690355,0.11509613845982702,22.671435008842927,34.54177547975329,6.3231738503927595,0.7638888888888888,0.4514268671618738,0.11529387350961229,0.22916666666666666,0.20626598363005333,0.18110515109092196,0.47720447720447723,0.0625,0.09390137757194397,0.06365238158545787,0.3925925925925926,0.13194444444444445,0.13319688457205092,0.11777129149534117,0.48589473684210527,0.04861111111111111,0.023167358005119643,0.03532996502849553,0.8717413972888426,0.3879327675088198,-0.16948798328108675,-4.927288851214401,65.59047161036064,0.05000000000000002,1.4582354909777218,2.231281152724893,0.38090910836639846,0.8958333333333334,0.1527777777777778,0.12544151211226026,0.09968943293078526,0.7075260804769001,7.988588816004531,0.21225039747329322,0.39571781137243167,full,12.0,1,,14,17,14,14,59,62.25,59
full__r12,RB,360.0,2.0972074582191915,2.944449833315482,-0.008835066162899101,0.8277777777777777,0.5054545426828507,0.03570877752425894,23.12647057453235,32.983380943813465,-0.8611664988499586,0.8138888888888889,0.5080724158686357,0.026637992394782317,0.21388888888888888,0.20288485630673492,0.16996207815069347,0.5131017392501491,0.09722222222222222,0.10580454044053719,0.08809963397672804,0.5803076923076923,0.12777777777777777,0.12223207621138338,0.10667835471342922,0.689767377457768,0.044444444444444446,0.0378342780423757,0.04051874830220098,0.7354651162790697,0.6110895949663014,0.03273456328109527,-0.24881622786484897,60.48282528561762,0.05000000000000002,1.6695260052482033,2.5294330763933215,0.012092065550572961,0.9166666666666666,0.1527777777777778,0.15247458066422534,0.12590483954347692,0.6304023845007451,6.050139322096748,0.3461000065091489,0.22438171073395066,full,12.0,1,,14,17,14,14,59,62.25,59
full__r12,TE,144.0,1.3958661745590426,2.001296674536318,-0.11851854343324485,0.8263888888888888,0.5203979411414895,0.060955258125963696,15.976619993719376,23.03532277785386,0.025847909975738024,0.8333333333333334,0.502974212433228,0.04333964821830824,0.11805555555555555,0.13059372224162658,0.10434897824210544,0.571560907827698,0.041666666666666664,0.041472880478256174,0.04033683342277935,0.5169082125603864,0.09027777777777778,0.10879936206354235,0.082110894395806,0.6012918379330593,0.013888888888888888,0.01399312448425711,0.013915521353220967,0.5704225352112676,0.5533230045294131,0.049449401173539104,-1.1995556286028246,58.90912505164187,0.050000000000000024,1.441971212326043,2.151470578052062,0.15577126228672628,0.9236111111111112,0.09027777777777778,0.11034223482906708,0.08249125018217433,0.5648854961832062,6.354613451665177,0.3180507078079191,0.2501981895312368,full,12.0,1,,14,17,14,14,59,62.25,59
full__r12,WR,432.0,1.7220008705817447,2.4039347884949396,-0.1926794000969524,0.7986111111111112,0.5139300519015755,0.04373001196730508,19.244983339216333,27.638148556864728,0.1316364314058348,0.7847222222222222,0.49599916452591586,0.02240587365103075,0.16898148148148148,0.16747582708962397,0.14145537763849172,0.5159690159117793,0.05324074074074074,0.05808297780439445,0.05132910631719607,0.44594450940788777,0.09722222222222222,0.10982056349014471,0.08405509215160675,0.6996336996336996,0.02546296296296296,0.029390602295313678,0.024341618101939126,0.7711077521053769,0.6093932597931588,0.05733618042792153,-0.581256895149951,58.91894749022758,0.05000000000000002,1.4775024979782947,2.1878687166060096,0.21723562808465574,0.8981481481481481,0.125,0.10326275968750416,0.10865900097585574,0.6056731334509112,5.864727296243824,0.35239414164227717,0.20109596972415475,full,12.0,1,,14,17,14,14,59,62.25,59
no_adp_rank,QB,144.0,2.575052883814262,3.6673483899603414,0.6624388875559792,0.7708333333333334,0.47169247000853,0.11745643195506011,22.77541613566697,34.697253776238256,6.749688141181589,0.7430555555555556,0.4481581099295928,0.12841723048023906,0.22916666666666666,0.20325146063797592,0.18039689413595392,0.4993174993174993,0.0625,0.08822122153107013,0.06297394223388364,0.4065843621399177,0.13194444444444445,0.13366036744977988,0.1172937252530794,0.5027368421052631,0.04861111111111111,0.02081948386497108,0.03544530653839353,0.8644421272158499,0.3840140517160193,-0.16079495217426254,-4.766483652108047,66.46422195536564,0.05000000000000002,1.4678177650726847,2.2658499740040234,0.3663676350623552,0.9097222222222222,0.1527777777777778,0.12636357471388235,0.10103207020048759,0.7108792846497765,8.937320856348533,0.15124133699530648,0.4847570111666253,no_adp_rank,,0,adp_rank,13,16,13,13,55,60.25,55
no_adp_rank,RB,360.0,2.1003683454976287,2.944422360869158,-0.008953298817529263,0.8277777777777777,0.5059394081661854,0.032443696247389575,23.1348656684271,32.989859625333295,-0.5865125857028968,0.8138888888888889,0.5068453612861247,0.03260113129492781,0.21388888888888888,0.2024948865957614,0.16987094692060445,0.49947225918957366,0.09722222222222222,0.10861094980605665,0.08885580192539959,0.5360879120879121,0.12777777777777777,0.12260064666175352,0.10722399569445035,0.6780670174466906,0.044444444444444446,0.03771859392320193,0.040772596437593754,0.703125,0.6021331001640161,0.0008516012212028385,-0.3317252349990591,63.992434666320996,0.05000000000000002,1.6719643953781056,2.531902519890021,0.029548110046883104,0.9166666666666666,0.1527777777777778,0.1517069042854789,0.12592173977887855,0.6384500745156483,7.029599653787575,0.2666726247960078,0.3092989242696665,no_adp_rank,,0,adp_rank,13,16,13,13,55,60.25,55
no_adp_rank,TE,144.0,1.395723302007921,2.001313296545009,-0.11868594757368298,0.8194444444444444,0.5219415792736479,0.07445066863420835,16.001038654824352,23.12031406566861,0.2784049707969651,0.8333333333333334,0.5033144300284634,0.047994025907567545,0.11805555555555555,0.13036783306732466,0.10428819495778266,0.5678554886521537,0.041666666666666664,0.04379724828790535,0.04002126671430971,0.5591787439613527,0.09027777777777778,0.10758954467269152,0.08222343347487021,0.5924838520258368,0.013888888888888888,0.01386549435560689,0.013917864858964506,0.5633802816901409,0.5586602282488075,0.06567398119122257,-1.1826507118067227,63.08128298296404,0.05000000000000002,1.442314648922747,2.121512144868104,0.24216200621350292,0.9236111111111112,0.09027777777777778,0.10491616258084596,0.08234789355774451,0.5443335290663535,7.3983861345856194,0.23957794053718817,0.3425847725293963,no_adp_rank,,0,adp_rank,13,16,13,13,55,60.25,55
no_adp_rank,WR,432.0,1.722054811257931,2.4038465130425823,-0.1927088947874988,0.8101851851851852,0.5154905221489486,0.049683505935188055,19.24078688240383,27.65250425945484,0.37736798866882104,0.7962962962962963,0.49514793333244184,0.02413802667708642,0.16898148148148148,0.1684404760941714,0.141881678838801,0.5007822337543404,0.05324074074074074,0.061912459292213944,0.05126480079171483,0.48336345274795367,0.09722222222222222,0.11338900791240078,0.08489226335441061,0.680952380952381,0.02546296296296296,0.02873478777627768,0.024352850524401143,0.7536169293889009,0.609090135457951,0.04910553480665417,-0.6589269587491283,63.45739622285171,0.050000000000000024,1.4830402607679516,2.186340806494832,0.23708940165813266,0.8981481481481481,0.125,0.10236972655295384,0.10901486451131984,0.5937683715461494,6.824970161011722,0.274663149011966,0.28362704870468114,no_adp_rank,,0,adp_rank,13,16,13,13,55,60.25,55
no_adp_rank__r12,QB,144.0,2.573992265753408,3.66641771404319,0.6617227281745012,0.7638888888888888,0.46906574288074815,0.12347057626677566,22.683793201275307,34.56580611833451,6.29223311136166,0.75,0.4512353372172833,0.11639450174336563,0.22916666666666666,0.2087660558835343,0.18120865691480825,0.4875784875784876,0.0625,0.09372714321675307,0.06329356157409168,0.4271604938271605,0.13194444444444445,0.1338077559239751,0.11798330356246882,0.4922105263157895,0.04861111111111111,0.022418355162323215,0.03515027205999065,0.8779979144942649,0.38079065677671065,-0.18918093400852024,-4.922474021376864,65.83969685922109,0.05000000000000002,1.4584524037476707,2.245698684049133,0.3604086887682356,0.9097222222222222,0.1527777777777778,0.1264591901844589,0.09959722173857373,0.7149776453055141,8.024155507907563,0.2091368957105147,0.39860864837330107,no_adp_rank,12.0,1,adp_rank,13,16,13,13,55,60.25,55
no_adp_rank__r12,RB,360.0,2.097410824139872,2.944420285435935,-0.008869466272450251,0.8222222222222222,0.5052863234138335,0.03563503548230618,23.115642068255347,32.968578153698985,-0.8731638021096466,0.8138888888888889,0.5082917328215859,0.02936121125654137,0.21388888888888888,0.2030845153554171,0.17016336696322124,0.5064935064935064,0.09722222222222222,0.10542661087184264,0.08830479513110218,0.5651868131868132,0.12777777777777777,0.12188978836519501,0.10694162568886328,0.6886596510661867,0.044444444444444446,0.038065720105295665,0.04070785427311826,0.7227470930232558,0.6028940717005189,0.015925791608474345,-0.2663061126484602,60.61216383749466,0.05000000000000002,1.66770086393861,2.5287531775665446,0.005550098686585633,0.9166666666666666,0.1527777777777778,0.15275663143405463,0.12579517036385676,0.6349329359165424,6.075078051547755,0.3436973995548429,0.22661382367070546,no_adp_rank,12.0,1,adp_rank,13,16,13,13,55,60.25,55
no_adp_rank__r12,TE,144.0,1.3966236796558984,2.001314665644497,-0.1185375839818673,0.8263888888888888,0.5215104530775686,0.06391733146767176,15.992568506048833,23.04359510629776,0.0992353243954099,0.8402777777777778,0.503352728544736,0.04670966805464441,0.11805555555555555,0.13043756660641181,0.10452501294227697,0.5613710050949514,0.041666666666666664,0.04221255343462814,0.040325311649336365,0.5181159420289855,0.09027777777777778,0.10859020496599392,0.08231551615687754,0.5889606576629477,0.013888888888888888,0.01389283800189863,0.014198394126927852,0.4982394366197183,0.5574685965976023,0.04622618760549796,-1.1979785222154615,59.39866191220964,0.05000000000000002,1.4378349688944843,2.1392265831793917,0.16167343534847914,0.9236111111111112,0.09027777777777778,0.10961825001433514,0.0824895361781387,0.5455079271873166,6.389830490200826,0.3145217726898729,0.2527434295171873,no_adp_rank,12.0,1,adp_rank,13,16,13,13,55,60.25,55
no_adp_rank__r12,WR,432.0,1.7213752718083537,2.4038123725167018,-0.192711380620294,0.8032407407407407,0.513753857102563,0.04742689332643224,19.24288935050269,27.64005275726473,0.12786683097534363,0.7893518518518519,0.49644565138922225,0.02255003106660869,0.16898148148148148,0.16807580467924052,0.14178675504144939,0.5048269546304422,0.05324074074074074,0.05793521538286464,0.05159133492468449,0.4324439247368981,0.09722222222222222,0.10979333847230707,0.08436878425088884,0.6884615384615385,0.02546296296296296,0.028769320422342794,0.02428848377708967,0.7719714964370546,0.6051696876970692,0.03917642639022104,-0.583589541059336,59.38445968854009,0.05000000000000002,1.4792746039849558,2.188514324054281,0.21905045020995934,0.8981481481481481,0.125,0.1029270300396419,0.108776000874595,0.6017048794826573,5.9088565309594445,0.3490534005751673,0.2052187140195585,no_adp_rank,12.0,1,adp_rank,13,16,13,13,55,60.25,55
no_component_ranks,QB,144.0,2.5811993205716233,3.6667821497288333,0.6620023178047599,0.7569444444444444,0.4686815542185119,0.12834449100232254,22.850563191439143,34.758267443160584,6.897481490545676,0.7361111111111112,0.44503490313857896,0.12925919298580169,0.22916666666666666,0.2045628427318057,0.1800503219128061,0.5233415233415234,0.0625,0.08589711262170613,0.06341655279125408,0.38271604938271603,0.13194444444444445,0.1341911538353942,0.11606417632612843,0.5271578947368422,0.04861111111111111,0.020175476049073864,0.03710949410913538,0.8519290928050052,0.38708069802361594,-0.13189454223936983,-4.717984797049236,65.72052170697008,0.05000000000000002,1.5004695461154147,2.3130749304442224,0.3654491036307458,0.9027777777777778,0.1527777777777778,0.12602405684324816,0.10238540271816693,0.7097615499254843,9.189274989386945,0.14230536074346525,0.5116209910682188,no_component_ranks,,0,component_ranks,12,15,13,13,53,56.25,53
no_component_ranks,RB,360.0,2.0956086392576716,2.944351880281498,-0.008506406508430988,0.825,0.5051707146604072,0.0280968259209724,23.104682604176592,33.019847051619976,-0.5347861321854146,0.8083333333333333,0.5058592439751249,0.02936992386241677,0.21388888888888888,0.20336750069022935,0.17004124242516114,0.49864623009499337,0.09722222222222222,0.10830522813000455,0.08886910864307172,0.5359120879120879,0.12777777777777777,0.12412753121202709,0.1074201138443154,0.6766131265577402,0.044444444444444446,0.038079697511716463,0.04094770101327465,0.7005813953488372,0.5940039384518645,-0.017495248162923065,-0.3027992149314494,65.0914180534836,0.05000000000000002,1.680502977379401,2.542091841681508,0.05226868486212967,0.9194444444444444,0.1527777777777778,0.15097224012922747,0.12650722084512026,0.6140089418777943,7.00022835271504,0.26829429492675916,0.3065906265589107,no_component_ranks,,0,component_ranks,12,15,13,13,53,56.25,53
no_component_ranks,TE,144.0,1.3939327113355746,2.001265530340472,-0.1187565122636552,0.8194444444444444,0.5220102840803195,0.0645553501657139,15.969462568356644,23.120775035663314,0.3184903968195975,0.8333333333333334,0.5014228866374257,0.04995302687387698,0.11805555555555555,0.1287403411542133,0.10483658708208106,0.5428439092172302,0.041666666666666664,0.043928974370934695,0.04022433937237308,0.5277777777777778,0.09027777777777778,0.10654554278568217,0.08260002883903586,0.5713446858485026,0.013888888888888888,0.013574044894018027,0.013929857676813484,0.5633802816901409,0.5557665527382925,0.05034965034965035,-1.1680985111639457,63.55182223870538,0.05000000000000002,1.4476509841804162,2.1318273066155253,0.24420345373077687,0.9236111111111112,0.09027777777777778,0.10422765120547475,0.08234189353186921,0.55079271873165,7.368782516094906,0.2424483401389155,0.33994446313681176,no_component_ranks,,0,component_ranks,12,15,13,13,53,56.25,53
no_component_ranks,WR,432.0,1.722492591236244,2.4040804876370934,-0.1927021194892047,0.8055555555555556,0.5160902619358367,0.05586161746065965,19.234055419228238,27.63686019763172,0.3567613804823438,0.7962962962962963,0.49590389931314444,0.02346639620312485,0.16898148148148148,0.1687774814597533,0.1419685882134316,0.4971572480634945,0.05324074074074074,0.06241741011947763,0.05097185392970263,0.49101732752205807,0.09722222222222222,0.1127572952603961,0.084737447060804,0.6838827838827839,0.02546296296296296,0.029557118369729077,0.02442565453543169,0.7648456057007126,0.6088157383492079,0.04359621030395801,-0.6583532552578217,63.50172730846396,0.050000000000000024,1.4805573843479318,2.189895904623439,0.2198965852337759,0.8981481481481481,0.125,0.10380992261346975,0.10893356131879552,0.5954340583970213,6.781493842187939,0.27710784268377137,0.27895121977549514,no_component_ranks,,0,component_ranks,12,15,13,13,53,56.25,53
no_component_ranks__r12,QB,144.0,2.5802960822769836,3.6659514315388515,0.6613757000603498,0.7708333333333334,0.46787794355072204,0.11584630453467665,22.75068096276637,34.61433645092869,6.480401224468917,0.7569444444444444,0.4490303313525961,0.11195291277024932,0.22916666666666666,0.20824566583728865,0.18103641629438336,0.4987714987714988,0.0625,0.09178301858412688,0.0639142152279207,0.3860082304526749,0.13194444444444445,0.13336702959144364,0.11742372337459964,0.5023157894736842,0.04861111111111111,0.021760624367852963,0.03656044212456828,0.8529718456725756,0.39577823748579055,-0.11013584117032392,-4.872343794900518,66.34753545649454,0.05000000000000002,1.4864680115335134,2.284565721933875,0.35950800432431496,0.9027777777777778,0.1527777777777778,0.12619603756733147,0.10055312576048166,0.7187034277198212,8.279193566909287,0.19839619615605444,0.425047395876047,no_component_ranks,12.0,1,component_ranks,12,15,13,13,53,56.25,53
no_component_ranks__r12,RB,360.0,2.0933674705463785,2.944282353690243,-0.008475752603691126,0.8166666666666667,0.5044930925954871,0.0260613337886218,23.094287536270926,32.994584915058994,-0.8345499816568309,0.8111111111111111,0.5073637917283452,0.026564049691536085,0.21388888888888888,0.20330697712125587,0.16960704875567303,0.5140654398604929,0.09722222222222222,0.10565418436740719,0.08835104136908424,0.5656263736263736,0.12777777777777777,0.12378212295109838,0.10707572895009619,0.6849903073940736,0.044444444444444446,0.03827033527959591,0.04070834289085982,0.7128452034883721,0.6015643970823168,0.010332641455566787,-0.23799619049492904,61.517613186720034,0.050000000000000024,1.6764823734158945,2.5373573704635417,0.025633754179648034,0.9166666666666666,0.1527777777777778,0.15202246689960014,0.1264172169280873,0.6079880774962743,6.047162754748153,0.34553256792449805,0.22415281029964765,no_component_ranks,12.0,1,component_ranks,12,15,13,13,53,56.25,53
no_component_ranks__r12,TE,144.0,1.3950546312384808,2.0012560857430315,-0.11862387995448374,0.8333333333333334,0.5201925736922903,0.06793549443965352,15.962293899158473,23.048380932933178,0.1245320719866132,0.8333333333333334,0.5005699651652217,0.03890519256758054,0.11805555555555555,0.12955941136230958,0.10499106802272319,0.5484020379805465,0.041666666666666664,0.04148359237143702,0.040296644691342434,0.5193236714975845,0.09027777777777778,0.10806170322610735,0.08295452332361253,0.557839107457428,0.013888888888888888,0.01433852842256285,0.014017631096329454,0.5492957746478874,0.5657035148212765,0.06691182380837554,-1.1848978352743866,59.77902397722417,0.05000000000000002,1.4426050589527832,2.1500316064099767,0.16018859020393006,0.9305555555555556,0.09027777777777778,0.10926508115227335,0.08247727460442723,0.5637110980622431,6.359056777726369,0.3177535522355019,0.2501651390286201,no_component_ranks,12.0,1,component_ranks,12,15,13,13,53,56.25,53
no_component_ranks__r12,WR,432.0,1.7214371829081176,2.4040159047969496,-0.19276988517474122,0.8009259259259259,0.5138051528491587,0.05315541216078462,19.234820464424686,27.624553216001907,0.09951201514542588,0.7777777777777778,0.4968536708153271,0.023558306207141035,0.16898148148148148,0.16830572963348545,0.14096648654504929,0.5202808409966803,0.05324074074074074,0.05858771701671727,0.051292976547467485,0.44647602848942275,0.09722222222222222,0.10982859781194358,0.08366039128703313,0.703968253968254,0.02546296296296296,0.029548110551373557,0.02440615548581569,0.7782336428417188,0.6065180067692416,0.03295756090561661,-0.5863774304437587,59.543233432581275,0.050000000000000024,1.4769567672965946,2.1925776700784816,0.19969315317563388,0.9027777777777778,0.125,0.1044786385565611,0.10873873189780242,0.6006270821085636,5.8715263609970165,0.35147308414777495,0.20136023725293428,no_component_ranks,12.0,1,component_ranks,12,15,13,13,53,56.25,53
no_concentration,QB,144.0,2.574188717198314,3.66736714422851,0.6625065968831811,0.7569444444444444,0.47110667272437756,0.12157793266287215,22.753074487236542,34.66484455433225,6.75967872351766,0.7569444444444444,0.4479686698408653,0.12311332560404409,0.22916666666666666,0.20125053886809438,0.18099179084647052,0.4862134862134862,0.0625,0.08883142342197788,0.0631950284485498,0.40411522633744856,0.13194444444444445,0.13218054959430509,0.1167470474071327,0.5263157894736842,0.04861111111111111,0.021507552724260186,0.035656566832296496,0.8550573514077163,0.3952034925028465,-0.14180130214612974,-4.773200605293872,66.32866556703047,0.05000000000000002,1.4659132248450542,2.24937070101275,0.3810652906875664,0.9097222222222222,0.1527777777777778,0.1257666417934119,0.10092723613448093,0.7067809239940388,8.90768984155628,0.15353415504285792,0.4821892812030712,no_concentration,,0,concentration,14,16,13,13,56,60.75,56
no_concentration,RB,360.0,2.099430534990467,2.9443763713169693,-0.008878414785131778,0.8305555555555556,0.5067884775545999,0.030552749854737382,23.141712055673526,33.01984594646962,-0.5481383715470909,0.8194444444444444,0.5064338353967668,0.03498514732379421,0.21388888888888888,0.20180617753912974,0.16937213801864634,0.5153962645128722,0.09722222222222222,0.10890889595074342,0.08877503679844337,0.5453186813186813,0.12777777777777777,0.12265262629922324,0.10746670315918484,0.6751592356687898,0.044444444444444446,0.0376854211740988,0.040881660204022965,0.7140261627906976,0.5996243504999028,0.004695766685442531,-0.30867003481333344,64.12059696628201,0.05000000000000002,1.6736396979953911,2.531573356325128,0.036423727033622455,0.9166666666666666,0.1527777777777778,0.1512390606431861,0.12639140590135028,0.6239642324888226,6.9982666674454395,0.2688298287334135,0.30604138628872246,no_concentration,,0,concentration,14,16,13,13,56,60.75,56
no_concentration,TE,144.0,1.39538397070887,2.001312055461801,-0.11867028214242444,0.8194444444444444,0.5217276153416169,0.067001290070974,16.002075034573018,23.11712206153993,0.2150947607839787,0.8402777777777778,0.5033150222655026,0.047275964348998833,0.11805555555555555,0.13051713679114302,0.10376461682090729,0.5840666975451598,0.041666666666666664,0.04370793872275373,0.0400074253026616,0.5591787439613527,0.09027777777777778,0.10804963771948616,0.08200114531408091,0.6042278332354668,0.013888888888888888,0.013752944138000892,0.013899028558937912,0.5633802816901409,0.5540745563633941,0.052101921067438314,-1.182398619010895,62.38699442771334,0.05000000000000002,1.4483842427678537,2.136554385245993,0.2404915479298637,0.9236111111111112,0.09027777777777778,0.10530774383657038,0.08239873672882757,0.5419847328244275,7.380861848685104,0.2419338401743699,0.341968667999606,no_concentration,,0,concentration,14,16,13,13,56,60.75,56
