method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,variant,recency_half_life,uses_recency,removed_families,qb_feature_count,rb_feature_count,wr_feature_count,te_feature_count,feature_count_total,total_match_weight,complexity_score,selection_loss,max_position_composite_delta,max_position_metric_delta,position_guardrail_pass,aggregate_guardrail_pass,guardrail_pass,mean_loss_delta_to_best,paired_se_to_best,within_one_se,selected
no_market_gap,1080.0,1.8774246065947224,2.619514905830305,-0.15830452607337492,0.8296296296296296,0.5210707589154666,0.0464135150277209,20.463214865187542,29.167923105174776,-0.3256818465909888,0.8157407407407408,0.507666299916856,0.0344282066935217,0.18333333333333332,0.18115916918023905,0.1496812282189119,0.5465482489292013,0.075,0.08326796351795915,0.07007516914148898,0.5396631199100335,0.11574074074074074,0.12079699345608685,0.09806573929573632,0.6873130890052356,0.028703703703703703,0.0272241420796231,0.026840146237448608,0.7063870352716873,0.5580500112984803,-0.01841244338820211,-1.251720214066342,61.51772252148252,0.050000000000000024,1.516943581055429,2.280513320930221,0.16524491822691356,0.9157407407407407,0.1287037037037037,0.12224882429337287,0.10970965045969228,0.5973363710731734,5.916092114205204,0.30881060072143873,0.17915506790565358,no_market_gap,,0,market_gap,13,16,13,13,55,59.25,55,1.0007549480385975,0.0013568362657414568,0.0036820226677638512,True,True,True,0.0020041146507541077,0.000891095546637233,0,0
no_concentration__r12,1080.0,1.8751104207047107,2.61938852567585,-0.15821383803113492,0.8277777777777777,0.519616967621262,0.04356586040825988,20.454381858992726,29.150691897449104,-0.5052056157566014,0.8148148148148148,0.507629929565287,0.034945151768341454,0.18333333333333332,0.18228480991884533,0.14956106771504749,0.5497892759797521,0.075,0.08238972892336564,0.06968321530698482,0.5568160753345939,0.11574074074074074,0.12015080827027341,0.0980081835449503,0.6893905759162303,0.028703703703703703,0.027786750906100284,0.026912609384594444,0.6978074356530028,0.5583659686027198,-0.018908500054917357,-1.2210372680245531,59.683073853232756,0.050000000000000024,1.515120224314548,2.276693148495217,0.15719607766942437,0.9166666666666666,0.1287037037037037,0.12289481816765783,0.10954490409690441,0.5993547351279443,5.267155689159676,0.3798753713821788,0.13244998276456876,no_concentration,12.0,1,concentration,14,16,13,13,56,60.75,56,0.9997987056173229,0.00091416726990734,0.0024969410463102637,True,True,True,0.0010478722294794904,0.0005341492279162514,0,0
no_concentration,1080.0,1.876418719733661,2.619511382298916,-0.15818757383158563,0.8268518518518518,0.5209301543892526,0.04417859545872865,20.46124682758294,29.186527792574246,-0.28422624700587,0.8222222222222222,0.5072308032266165,0.0335790517771371,0.18333333333333332,0.1808042841603815,0.1496839622263514,0.5468918207013445,0.075,0.08306695195647754,0.07001897811657792,0.5411831584671091,0.11574074074074074,0.12091151423680539,0.09823888255172378,0.6849005235602095,0.028703703703703703,0.027192018734799032,0.026870517881368128,0.7006980534456779,0.5509659089315566,-0.030365709618521045,-1.2499751811906639,61.721908669151915,0.050000000000000024,1.5165688017989873,2.2742469947552086,0.1755895198941793,0.9166666666666666,0.1287037037037037,0.12153904219124761,0.10958106418880531,0.5987889815671373,5.875182667528159,0.31375040992662057,0.17636085648275998,no_concentration,,0,concentration,14,16,13,13,56,60.75,56,1.0004617351289062,0.0010503392932228461,0.0028152678287449717,True,True,True,0.0017109017410628306,0.000701844933117206,0,0
no_receiver_team_pass,1080.0,1.8776028895538293,2.6194977969753506,-0.15816575983240605,0.8314814814814815,0.5205791961263915,0.04492595187448828,20.45090386064936,29.163553480322953,-0.3015919249150389,0.8148148148148148,0.5072363696645106,0.03325496224027502,0.18333333333333332,0.18174361289566687,0.14951841356056017,0.5488158226253465,0.075,0.0837966262533999,0.06977232752112862,0.5567666431863962,0.11574074074074074,0.12101807966066118,0.0979557973387066,0.6897633507853403,0.028703703703703703,0.027620191418953544,0.0268282124816225,0.7084473692302962,0.5564241850802489,-0.02370129489708639,-1.2475329005254159,61.925989352544555,0.050000000000000024,1.5118118610468056,2.273908406441093,0.1607525047463184,0.9175925925925926,0.1287037037037037,0.12278424207795192,0.10923747188275923,0.6078257479032715,5.858295620432724,0.3155585515535713,0.17534337612825018,no_receiver_team_pass,,0,receiver_team_pass,14,17,13,13,57,61.25,57,0.9994566985072856,0.0,0.0011474727832758713,True,True,True,0.0007058651194421702,0.000642621317469326,0,0
full,1080.0,1.876645293839319,2.619516349284648,-0.15818409454000004,0.8268518518518518,0.5209627000273136,0.047002140052757824,20.455434789879227,29.17346144378993,-0.29012066166352474,0.8222222222222222,0.5073051037366983,0.03297586747175424,0.18333333333333332,0.1808558787478323,0.14983465878177193,0.5420760896951373,0.075,0.08310747751347011,0.06987154869124924,0.5532075285161705,0.11574074074074074,0.12096708919932168,0.09814554278607698,0.6854198952879581,0.028703703703703703,0.027246858935422422,0.026857144562658013,0.7004520434207694,0.5565770791703384,-0.02065507219704025,-1.2509820454788783,61.73431514240522,0.050000000000000024,1.5147181082245338,2.273484084061867,0.17358411667753146,0.9185185185185185,0.1287037037037037,0.12176785847798302,0.10942575737708958,0.6029709707260759,5.867247901904793,0.3146724438468388,0.17581409688781793,full,,0,,14,17,14,14,59,62.25,59,1.0,0.0,0.0,True,True,True,0.0012491666121566215,0.00067562177226761,0,0
no_component_ranks__r12,1080.0,1.873210883430777,2.6193867380741462,-0.15812969499604268,0.8287037037037037,0.519339907773419,0.04095893160333497,20.42825151315496,29.15087437770941,-0.49711629326378315,0.8138888888888889,0.506624132698214,0.03019857784445773,0.18333333333333332,0.18282895669041382,0.1494862074141066,0.5490964062392634,0.075,0.08193987974554223,0.06965795731464092,0.5526143427377995,0.11574074074074074,0.12008442823550143,0.09782103661405205,0.6913340314136126,0.028703703703703703,0.027730415568469474,0.02706001390765763,0.6971001568313909,0.5578530113119974,-0.021493445496209556,-1.2059652988224971,60.421553772366636,0.050000000000000024,1.51623227381597,2.280040744094137,0.15391262343692994,0.9166666666666666,0.1287037037037037,0.1229375297358247,0.10934369894847494,0.605983226171454,5.2794971197286396,0.3795546277239502,0.13426959520472517,no_component_ranks,12.0,1,component_ranks,12,15,13,13,53,56.25,53,0.9992802177144957,0.005916616079919779,0.020475909424279237,False,True,False,0.0005293843266522884,0.0005561696069984677,1,0
protected_core__r12,1080.0,1.8751833802532545,2.6193107150022206,-0.1585347440954149,0.8296296296296296,0.5197825685428602,0.04023540673732806,20.488178088070967,29.2150819845604,-0.5523275630536695,0.8083333333333333,0.5065408185128837,0.02962081274649192,0.18333333333333332,0.1837563466876773,0.14908874243260145,0.5559220321125083,0.075,0.08169622705731296,0.0692110453748267,0.5749700317601553,0.11574074074074074,0.11961187861561366,0.0975752258171938,0.6953298429319372,0.028703703703703703,0.027257887357237512,0.027392529905388093,0.7084781204834097,0.560561580130018,-0.015272456318787804,-1.1814419234989109,64.51996389938843,0.05000000000000002,1.5296791775793814,2.3166804692474585,0.11924912218452938,0.9203703703703704,0.1287037037037037,0.1243911769064621,0.11054835166504712,0.5873057133464323,5.437053130969916,0.36197680463284976,0.14533193506006045,protected_core,12.0,1,"exp_interaction,market_all,disagreement,component_ranks,room_hierarchy,concentration,receiver_team_pass",5,6,4,4,19,32.0,19,1.003566280435283,0.030672055011520705,0.07921448533430997,False,False,False,0.004815447047439562,0.0012145105371219218,0,0
protected_core,1080.0,1.876342094526108,2.619302083493564,-0.1585833165442097,0.8277777777777777,0.5199841274404565,0.042774113884129106,20.49588583352121,29.254829049248325,-0.32149881574785044,0.8064814814814815,0.5056819769462497,0.027751088791530765,0.18333333333333332,0.18286017706293067,0.14871551661396967,0.5612015850111088,0.075,0.08221428060672147,0.06953133438803016,0.5645645645645646,0.11574074074074074,0.12068088499012443,0.09745814383741483,0.6983539267015707,0.028703703703703703,0.02635724743447946,0.02752806706479654,0.7066945478028229,0.5592228852025299,-0.013180061978029052,-1.220834909990926,66.72992524358746,0.05000000000000002,1.5323967847134992,2.3160148326480083,0.139145931980803,0.9157407407407407,0.1287037037037037,0.12250298139616604,0.11084084416215613,0.5797903653697658,6.061055067935781,0.2952420391571099,0.19148120626457313,protected_core,,0,"exp_interaction,market_all,disagreement,component_ranks,room_hierarchy,concentration,receiver_team_pass",5,6,4,4,19,32.0,19,1.0044957403668304,0.034192830500314964,0.08857267974035787,False,False,False,0.005744906978986877,0.0018399605676652341,0,0
role_core_adp__r12,1080.0,1.8745644160138728,2.6194023772796213,-0.158432332528423,0.8287037037037037,0.5193282101353357,0.04084029201826189,20.479815344268467,29.197423088736407,-0.5361619308555461,0.8092592592592592,0.5068595152235309,0.03352097390306252,0.18333333333333332,0.1839315879028241,0.1489043450532238,0.5580006413339746,0.075,0.08197507964919176,0.06929572311727397,0.5653060467875283,0.11574074074074074,0.12034110926486974,0.0975792170229708,0.6956439790575917,0.028703703703703703,0.027639314037996018,0.02744859298026403,0.6942402902918294,0.5615175587636501,-0.017985793121488538,-1.1800773893277083,64.24016145415177,0.05000000000000002,1.5267723883530648,2.3108461735772634,0.12389219585033123,0.9212962962962963,0.1287037037037037,0.12453497483702507,0.11022360881120831,0.5920916826581243,5.388290905360624,0.3685454243228261,0.14270397307236635,role_core_adp,12.0,1,"exp_interaction,market_gap,disagreement,component_ranks,room_hierarchy,receiver_team_pass",6,8,6,6,26,35.5,26,1.0026803863868132,0.026429204975250142,0.06701333323780423,False,False,False,0.003929552998969664,0.0012206888528607611,0,0
role_core_adp,1080.0,1.8758154009636565,2.619406475721021,-0.15847103266197854,0.8268518518518518,0.5202023712911128,0.04479518813689698,20.488334684100348,29.23838784652315,-0.3061578562673979,0.8074074074074075,0.5058406790251786,0.029889683088327235,0.18333333333333332,0.18320849087355354,0.14868203634953425,0.5643395405300167,0.075,0.08250975687440769,0.0696257203202628,0.5578788665208418,0.11574074074074074,0.1212225328084682,0.0976257135409479,0.6949570680628272,0.028703703703703703,0.027058159217686346,0.027596431384288952,0.6913496724991544,0.5597728609626659,-0.01679354815785831,-1.2154605613363048,66.60272125192267,0.05000000000000002,1.5296000921442598,2.310561917664388,0.14423608403348226,0.912962962962963,0.1287037037037037,0.12268990063189651,0.11052300279105814,0.5865870534178396,6.011860019182294,0.3014244032236381,0.18852686471191293,role_core_adp,,0,"exp_interaction,market_gap,disagreement,component_ranks,room_hierarchy,receiver_team_pass",6,8,6,6,26,35.5,26,1.003663689215307,0.0297870964286977,0.07674088627330566,False,False,False,0.004912855827463605,0.0018619096747483036,0,0
compact_adp_no_disagreement__r12,1080.0,1.8752473213992265,2.619367262171295,-0.158466260791257,0.8287037037037037,0.5194622927559888,0.04074443645842191,20.478962638658782,29.168159059300415,-0.5098298014469879,0.8148148148148148,0.5064894817554794,0.032210607922174506,0.18333333333333332,0.18271942030668947,0.14920393001847568,0.5529272314986601,0.075,0.08258830204981472,0.06988273328714685,0.5431110122468147,0.11574074074074074,0.12015175394200663,0.09765720191702909,0.694282722513089,0.028703703703703703,0.02766544606421094,0.027171759009697895,0.6939635290138073,0.5620034904759559,-0.01725011004905792,-1.2001412017944348,62.43280057807324,0.050000000000000024,1.5199892231013126,2.2946520567408126,0.14229594334938334,0.9148148148148149,0.1287037037037037,0.12344973453478297,0.11007597371080112,0.5915488650524852,5.366138866242991,0.3707464354990717,0.14043345175983274,compact_adp_no_disagreement,12.0,1,"exp_interaction,market_gap,disagreement,room_hierarchy",8,10,8,8,34,42.5,34,1.0012950666641351,0.013445993301095971,0.030709449276537626,False,False,False,0.002544233276291571,0.0007725172976563788,0,0
compact_adp_no_disagreement,1080.0,1.8766448019555375,2.619371357992512,-0.1585169776926779,0.8222222222222222,0.5205896986268881,0.04328407428092512,20.487415679195756,29.208859311375836,-0.291255141674749,0.8185185185185185,0.5060382180507004,0.033208706531639265,0.18333333333333332,0.18175705179611754,0.14928458721487248,0.5516617421379326,0.075,0.0831165528480006,0.06993890484462956,0.5397372681323298,0.11574074074074074,0.12086087085172983,0.09783586543288629,0.6903371727748691,0.028703703703703703,0.02706242087278772,0.027302746305782992,0.6908884037024509,0.5592085245893953,-0.02692408191555567,-1.2347436498604791,64.75158200353842,0.05000000000000002,1.5222119190531127,2.293397785224164,0.16188661252822223,0.9120370370370371,0.1287037037037037,0.12174047164966237,0.11025271618194853,0.5893240774012034,5.988918784962712,0.3036226194244476,0.18604435308812894,compact_adp_no_disagreement,,0,"exp_interaction,market_gap,disagreement,room_hierarchy",8,10,8,8,34,42.5,34,1.0021701701278924,0.016181135221058573,0.03762942837240413,False,False,False,0.003419336740049037,0.0012679053001856053,0,0
compact_gap__r12,1080.0,1.8756693052320195,2.6193477174615047,-0.15844522776841438,0.8287037037037037,0.5192959632884431,0.040767238530355576,20.489460034710948,29.17414458960339,-0.5063367731104905,0.8148148148148148,0.5057553466927661,0.03239513785136172,0.18333333333333332,0.18238596101248397,0.14917602599347266,0.5539522206188873,0.075,0.08230234073521622,0.06978004528512427,0.5446681249150385,0.11574074074074074,0.11965410518656067,0.09774954956529534,0.6951287958115183,0.028703703703703703,0.027163452624300276,0.027271884407783307,0.6955010916694855,0.5656216981580607,-0.010562547159629287,-1.1956336389905362,63.04625623787017,0.050000000000000024,1.520822556421876,2.2941432833714837,0.15396364308325744,0.912962962962963,0.1287037037037037,0.12208016405745796,0.10997244109056585,0.5932461257349062,5.280937444665621,0.3800280081819693,0.1344342026725716,compact_gap,12.0,1,"exp_interaction,adp_rank,room_hierarchy",10,12,10,10,42,48.5,42,1.0017244672678356,0.017811263337931926,0.04099154416993667,False,False,False,0.002973633879992163,0.0011201489250821227,0,0
compact_adp__r12,1080.0,1.8753151387987077,2.6193615198633213,-0.15845903320558125,0.8324074074074074,0.5196275896627591,0.03963388254615896,20.49127567283271,29.177597450849298,-0.5257732250691755,0.8166666666666667,0.5068185073258545,0.03171931269985129,0.18333333333333332,0.1832772315540985,0.14928165975389643,0.5510032295746582,0.075,0.08297009649939582,0.06986399867165302,0.5431233702838641,0.11574074074074074,0.1202250834779429,0.09763769430435236,0.6955560209424084,0.028703703703703703,0.02747490446265337,0.02712298493941941,0.698852978258864,0.5627426452850068,-0.016386140401164418,-1.1935333499954792,62.679334519407696,0.05000000000000002,1.5210572096803512,2.2958680290210696,0.15033896582047448,0.9138888888888889,0.1287037037037037,0.12267429068272089,0.11012483941030879,0.5904250032492603,5.3168772072686,0.3760666497201063,0.13678940218976313,compact_adp,12.0,1,"exp_interaction,market_gap,room_hierarchy",10,12,10,10,42,47.5,42,1.0017427849256388,0.01422232989745642,0.031975632496391126,False,False,False,0.002991951537795459,0.0009794540823635036,0,0
compact_adp,1080.0,1.8766603394444747,2.619371439534277,-0.15849549740841937,0.8268518518518518,0.5208494467855682,0.04182278481042406,20.499744144292897,29.21648586947174,-0.309129103206493,0.8166666666666667,0.5061588949724068,0.031071787428276265,0.18333333333333332,0.18196689726453977,0.14935091383339044,0.5481057742962505,0.075,0.08335374860551162,0.07008384041337173,0.5316056797538279,0.11574074074074074,0.12083946802477626,0.0979279429468952,0.6893570680628273,0.028703703703703703,0.026890081420615723,0.0272363075250376,0.6989144807650912,0.5566255099213673,-0.03153449205632035,-1.2275213197869472,65.1756884777425,0.050000000000000024,1.5232880684167815,2.29449106646662,0.16878814218588017,0.9120370370370371,0.1287037037037037,0.12107235183840726,0.11033210419346638,0.5878408856336822,5.936113554742056,0.3089230011367184,0.1818261179091966,compact_adp,,0,"exp_interaction,market_gap,room_hierarchy",10,12,10,10,42,47.5,42,1.00261065011392,0.017076240510064622,0.03913929984188469,False,False,False,0.0038598167260765212,0.0013916856135839184,0,0
