candidate_method,baseline_method,period,metric,n,season_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
full__r12,full,development_2017_2022,ppg_crps,1080,6,-0.0013709544163698073,-0.0029104715613029737,0.00027169307366015994,0.9445
full__r12,full,development_2017_2022,contribution_crps,1080,6,-0.0050404191780689,-0.026468282771195208,0.013557035205458421,0.6715
full__r12,full,development_2017_2022,played_crps,1080,6,-0.0012529038405467196,-0.0037725793760799865,0.0009895757648228775,0.834
full__r12,full,development_2017_2022,plus3_brier_row,1080,6,-0.0005000433360514072,-0.0011296029732208138,-7.637170669411526e-05,0.9965
full__r12,full,development_2017_2022,plus5_brier_row,1080,6,-0.000218711570380885,-0.0004946355989555764,2.271701582677403e-05,0.955
full__r12,full,development_2017_2022,impact_brier_row,1080,6,-0.00021709805088276598,-0.0006203408849862277,0.0001166123162159041,0.8785
full__r12,full,development_2017_2022,zero_brier_row,1080,6,2.6401229981586946e-05,-0.0001689789458356032,0.00018996455592085022,0.377
full__r12,full,development_2017_2022,extended_absence_brier_row,1080,6,-1.757401177842079e-05,-0.00042537786100406075,0.00031841332498300966,0.507
full__r12,full,recent_2020_2025,ppg_crps,1080,6,-0.0011345400261392191,-0.002993644290267048,0.0008306142914220212,0.861
full__r12,full,recent_2020_2025,contribution_crps,1080,6,-0.016361345134298884,-0.035441112907453144,0.0007619468413972191,0.962
full__r12,full,recent_2020_2025,played_crps,1080,6,-0.004184608667334127,-0.007577055396046661,-0.001423059595617173,0.9995
full__r12,full,recent_2020_2025,plus3_brier_row,1080,6,-0.0002067584750418481,-0.0010285531619312579,0.000395614130828272,0.6985
full__r12,full,recent_2020_2025,plus5_brier_row,1080,6,-0.00013886520467595677,-0.00047436746819687776,0.00017898271254632536,0.8025
full__r12,full,recent_2020_2025,impact_brier_row,1080,6,-0.00048368068660784274,-0.0008179463867481439,-0.00018397169757364273,1.0
full__r12,full,recent_2020_2025,zero_brier_row,1080,6,-7.95052124052767e-05,-0.0003393893830002206,0.00017519721411320453,0.7375
full__r12,full,recent_2020_2025,extended_absence_brier_row,1080,6,-0.00024909113525789403,-0.0006348617518924822,0.00012868448783359655,0.888
full__r12,full,temporal_2023_2025,ppg_crps,540,3,0.00037302428206197297,-0.0029936230569271934,0.002862682587542156,0.354
full__r12,full,temporal_2023_2025,contribution_crps,540,3,-0.010410338860103634,-0.03215537235978861,0.018012306477800256,0.7365
full__r12,full,temporal_2023_2025,played_crps,540,3,-0.004066712446359744,-0.011772373221537626,0.0006513485985098612,0.8505
full__r12,full,temporal_2023_2025,plus3_brier_row,540,3,0.0004126245997930957,-4.313329489881826e-05,0.0007925748046429945,0.0405
full__r12,full,temporal_2023_2025,plus5_brier_row,540,3,9.57056704777536e-05,-0.000269498843757678,0.0005005960758035512,0.354
full__r12,full,temporal_2023_2025,impact_brier_row,540,3,-0.0005076090234492839,-0.0009120107367941554,-0.00021934465869083265,1.0
full__r12,full,temporal_2023_2025,zero_brier_row,540,3,-0.00010201222973497455,-0.0005687261409836949,0.0002811917165505495,0.724
full__r12,full,temporal_2023_2025,extended_absence_brier_row,540,3,-0.00033058320459339064,-0.0008096603874255935,0.00013841092962292887,0.955
no_exp_interaction__r12,full,development_2017_2022,ppg_crps,1080,6,-0.0015183133032063228,-0.003003742861784876,0.0003588874761515282,0.9505
no_exp_interaction__r12,full,development_2017_2022,contribution_crps,1080,6,-0.01478245720858694,-0.04637064653802012,0.008686200354064887,0.8385
no_exp_interaction__r12,full,development_2017_2022,played_crps,1080,6,-0.0033562763242065198,-0.0067320383729908,-0.0011020467377337868,1.0
no_exp_interaction__r12,full,development_2017_2022,plus3_brier_row,1080,6,-0.000578609028960903,-0.0011311165818910969,-1.5325663385956668e-05,0.976
no_exp_interaction__r12,full,development_2017_2022,plus5_brier_row,1080,6,-7.167417663450999e-05,-0.0004169623212223927,0.00028656493560001733,0.659
no_exp_interaction__r12,full,development_2017_2022,impact_brier_row,1080,6,-0.00048388010344969283,-0.0009408080826248001,-2.6961132844459366e-05,0.982
no_exp_interaction__r12,full,development_2017_2022,zero_brier_row,1080,6,7.564429542618229e-05,-0.0001298478680846113,0.0002749644160298085,0.254
no_exp_interaction__r12,full,development_2017_2022,extended_absence_brier_row,1080,6,0.00012792275874777797,-0.0002353560192063251,0.0004652877009270262,0.249
no_exp_interaction__r12,full,recent_2020_2025,ppg_crps,1080,6,-0.003436889348930774,-0.006426254990858938,-0.00124590615703127,1.0
no_exp_interaction__r12,full,recent_2020_2025,contribution_crps,1080,6,-0.02808350046779792,-0.06540406272931458,0.00919058944763883,0.9355
no_exp_interaction__r12,full,recent_2020_2025,played_crps,1080,6,-0.0051219569431278835,-0.008449042493072068,-0.0019745808832111896,1.0
no_exp_interaction__r12,full,recent_2020_2025,plus3_brier_row,1080,6,-0.0004038781682908413,-0.0010119569282558839,0.00014194651840644662,0.907
no_exp_interaction__r12,full,recent_2020_2025,plus5_brier_row,1080,6,-0.00025975871400904803,-0.0006271554160782108,0.0002707062079577099,0.8605
no_exp_interaction__r12,full,recent_2020_2025,impact_brier_row,1080,6,-0.0006784910625142661,-0.0010096400140900189,-0.00039500002892512543,1.0
no_exp_interaction__r12,full,recent_2020_2025,zero_brier_row,1080,6,5.337171549492748e-05,-0.00013550314530423962,0.00022850165337180632,0.278
no_exp_interaction__r12,full,recent_2020_2025,extended_absence_brier_row,1080,6,-0.0003892646751080548,-0.0009945030121321374,0.00019646648575893656,0.896
no_exp_interaction__r12,full,temporal_2023_2025,ppg_crps,540,3,-0.004054389350785304,-0.010871565564850963,-0.00024348731512526935,1.0
no_exp_interaction__r12,full,temporal_2023_2025,contribution_crps,540,3,-0.032450901122671974,-0.06927670085852763,0.03642797834378089,0.7365
no_exp_interaction__r12,full,temporal_2023_2025,played_crps,540,3,-0.004412575202414075,-0.011030240301041851,5.9947258000242685e-05,0.9605
no_exp_interaction__r12,full,temporal_2023_2025,plus3_brier_row,540,3,-5.4442466511575916e-05,-0.0008953192561348005,0.00037630538620188114,0.698
no_exp_interaction__r12,full,temporal_2023_2025,plus5_brier_row,540,3,-0.00011550607444234807,-0.0006985043619530784,0.0009476209026878262,0.7365
no_exp_interaction__r12,full,temporal_2023_2025,impact_brier_row,540,3,-0.0006613340228964048,-0.0009603925715172291,-0.00035229285155914105,1.0
no_exp_interaction__r12,full,temporal_2023_2025,zero_brier_row,540,3,0.00010273603024463415,-2.9901447816448888e-05,0.00026512802297020994,0.0395
no_exp_interaction__r12,full,temporal_2023_2025,extended_absence_brier_row,540,3,-0.0008007281217665652,-0.001699118632616875,1.7692432015289274e-05,0.955
no_exp_interaction__r12,full__r12,development_2017_2022,ppg_crps,1080,6,-0.00014735888683651543,-0.0017037936550884244,0.0012447726503328725,0.543
no_exp_interaction__r12,full__r12,development_2017_2022,contribution_crps,1080,6,-0.00974203803051804,-0.03190144099587223,0.013104259859468765,0.7905
no_exp_interaction__r12,full__r12,development_2017_2022,played_crps,1080,6,-0.0021033724836597998,-0.004471362114927324,0.00015826816702752173,0.961
no_exp_interaction__r12,full__r12,development_2017_2022,plus3_brier_row,1080,6,-7.856569290949593e-05,-0.0005669965650513215,0.00034124526361500754,0.584
no_exp_interaction__r12,full__r12,development_2017_2022,plus5_brier_row,1080,6,0.00014703739374637498,-0.00013157690477217472,0.0003312402633788906,0.141
no_exp_interaction__r12,full__r12,development_2017_2022,impact_brier_row,1080,6,-0.0002667820525669267,-0.00045996119578211453,-0.00012795002441101278,1.0
no_exp_interaction__r12,full__r12,development_2017_2022,zero_brier_row,1080,6,4.92430654445953e-05,-1.316696292492406e-05,0.00011450457567532571,0.0625
no_exp_interaction__r12,full__r12,development_2017_2022,extended_absence_brier_row,1080,6,0.00014549677052619873,7.43328350975117e-05,0.00020581784754968507,0.0
no_exp_interaction__r12,full__r12,recent_2020_2025,ppg_crps,1080,6,-0.0023023493227915547,-0.004754608310499434,-0.0003430703222483873,0.997
no_exp_interaction__r12,full__r12,recent_2020_2025,contribution_crps,1080,6,-0.011722155333499034,-0.03502056158400921,0.0135842999016308,0.813
no_exp_interaction__r12,full__r12,recent_2020_2025,played_crps,1080,6,-0.0009373482757937569,-0.0037773890449476055,0.0010622789084906473,0.7445
no_exp_interaction__r12,full__r12,recent_2020_2025,plus3_brier_row,1080,6,-0.0001971196932489933,-0.0007390647107333275,0.00028424528166090903,0.7815
no_exp_interaction__r12,full__r12,recent_2020_2025,plus5_brier_row,1080,6,-0.00012089350933309135,-0.00043850366832453067,0.0002196156899105038,0.748
no_exp_interaction__r12,full__r12,recent_2020_2025,impact_brier_row,1080,6,-0.00019481037590642346,-0.0004390594465054139,4.3893271300030945e-05,0.937
no_exp_interaction__r12,full__r12,recent_2020_2025,zero_brier_row,1080,6,0.00013287692790020416,8.788014255325977e-06,0.0003397029327563083,0.007
no_exp_interaction__r12,full__r12,recent_2020_2025,extended_absence_brier_row,1080,6,-0.00014017353985016094,-0.0004820573041251906,0.00014753616831045518,0.7765
no_exp_interaction__r12,full__r12,temporal_2023_2025,ppg_crps,540,3,-0.004427413632847276,-0.007877942507923768,-0.0014935006306962255,1.0
no_exp_interaction__r12,full__r12,temporal_2023_2025,contribution_crps,540,3,-0.02204056226256834,-0.04741603015494662,0.01841567186598063,0.955
no_exp_interaction__r12,full__r12,temporal_2023_2025,played_crps,540,3,-0.0003458627560543303,-0.001188319848149146,0.0007421329204957737,0.733
no_exp_interaction__r12,full__r12,temporal_2023_2025,plus3_brier_row,540,3,-0.00046706706630467187,-0.001383751545769912,0.00039881976529700986,0.8405
no_exp_interaction__r12,full__r12,temporal_2023_2025,plus5_brier_row,540,3,-0.00021121174492010178,-0.0006516545434491799,0.00044702482688427494,0.7365
