period,method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,variant,recency_half_life,uses_recency,removed_families,qb_feature_count,rb_feature_count,wr_feature_count,te_feature_count,feature_count_total,total_match_weight,complexity_score
development_2017_2022,no_adp_rank,1080.0,1.87712085840841,2.619458555149937,-0.15828040780383748,0.8296296296296296,0.5206205609222827,0.045653124470168116,20.455207548481383,29.165873734042112,-0.3094485650148136,0.8148148148148148,0.5071676047674741,0.03257445995475727,0.18333333333333332,0.18082310314191524,0.14959690642289694,0.5452369499988547,0.075,0.08304479643640676,0.06998433361113608,0.5441243712848651,0.11574074074074074,0.12070815744641981,0.09829736968064097,0.682730890052356,0.028703703703703703,0.0270467782010782,0.02690266293861469,0.6974999231218673,0.5576456373900561,-0.021964915569676887,-1.2526213223479716,61.98518076127072,0.050000000000000024,1.5167830619741962,2.2784659558951508,0.17030686860006874,0.9157407407407407,0.1287037037037037,0.12162702456312971,0.1095683559468183,0.5986513658361302,5.8847518257587,0.3124075766854966,0.1769216448365086,no_adp_rank,,0,adp_rank,13,16,13,13,55,60.25,55
development_2017_2022,no_adp_rank__r12,1080.0,1.8757827039632162,2.619358514616431,-0.15828872398102073,0.8277777777777777,0.5193460136999241,0.04217487021288174,20.44805864565656,29.129195430153953,-0.531400339680127,0.8138888888888889,0.507178092352705,0.03227760898859999,0.18333333333333332,0.18236846387853142,0.1495441948225281,0.5476763095810715,0.075,0.08249057908925181,0.06985190768614899,0.5460522250645707,0.11574074074074074,0.1198540398316741,0.09797586976559557,0.6875141361256545,0.028703703703703703,0.027603430403176605,0.026916728221863435,0.6991912420431132,0.5638574289609338,-0.011780407523973833,-1.2223042819295777,59.95287088702306,0.05000000000000002,1.5151014770859028,2.280434424951871,0.15209734663936963,0.9166666666666666,0.1287037037037037,0.12299268104585903,0.1094885925675164,0.5989113066613659,5.2780473969882005,0.3783580914720268,0.13305438070708334,no_adp_rank,12.0,1,adp_rank,13,16,13,13,55,60.25,55
development_2017_2022,no_component_ranks,1080.0,1.874257793199135,2.6194605746706294,-0.15812183298828025,0.825925925925926,0.5205213757532169,0.042193313055801485,20.433658954442066,29.184453756660872,-0.273541252795911,0.8148148148148148,0.5060087784759068,0.029503752796828153,0.18333333333333332,0.18135359098616158,0.14971750089140573,0.5443035800178657,0.075,0.08253673243746104,0.06989632062407135,0.5467319171022875,0.11574074074074074,0.12059794434015038,0.09810801389911555,0.6869947643979057,0.028703703703703703,0.027293461649014538,0.027083665561335485,0.6923952151050156,0.5531260404564537,-0.03294676845382907,-1.2362792017595696,62.41252942079087,0.050000000000000024,1.5183704928579669,2.2795617256071528,0.17241469976365986,0.9175925925925926,0.1287037037037037,0.12155117915670523,0.10938688926206794,0.6065107531403146,5.888906616136749,0.3133095050673703,0.17839316120833248,no_component_ranks,,0,component_ranks,12,15,13,13,53,56.25,53
development_2017_2022,no_component_ranks__r12,1080.0,1.873210883430777,2.6193867380741462,-0.15812969499604268,0.8287037037037037,0.519339907773419,0.04095893160333497,20.42825151315496,29.15087437770941,-0.49711629326378315,0.8138888888888889,0.506624132698214,0.03019857784445773,0.18333333333333332,0.18282895669041382,0.1494862074141066,0.5490964062392634,0.075,0.08193987974554223,0.06965795731464092,0.5526143427377995,0.11574074074074074,0.12008442823550143,0.09782103661405205,0.6913340314136126,0.028703703703703703,0.027730415568469474,0.02706001390765763,0.6971001568313909,0.5578530113119974,-0.021493445496209556,-1.2059652988224971,60.421553772366636,0.050000000000000024,1.51623227381597,2.280040744094137,0.15391262343692994,0.9166666666666666,0.1287037037037037,0.1229375297358247,0.10934369894847494,0.605983226171454,5.2794971197286396,0.3795546277239502,0.13426959520472517,no_component_ranks,12.0,1,component_ranks,12,15,13,13,53,56.25,53
development_2017_2022,no_concentration,1080.0,1.876418719733661,2.619511382298916,-0.15818757383158563,0.8268518518518518,0.5209301543892526,0.04417859545872865,20.46124682758294,29.186527792574246,-0.28422624700587,0.8222222222222222,0.5072308032266165,0.0335790517771371,0.18333333333333332,0.1808042841603815,0.1496839622263514,0.5468918207013445,0.075,0.08306695195647754,0.07001897811657792,0.5411831584671091,0.11574074074074074,0.12091151423680539,0.09823888255172378,0.6849005235602095,0.028703703703703703,0.027192018734799032,0.026870517881368128,0.7006980534456779,0.5509659089315566,-0.030365709618521045,-1.2499751811906639,61.721908669151915,0.050000000000000024,1.5165688017989873,2.2742469947552086,0.1755895198941793,0.9166666666666666,0.1287037037037037,0.12153904219124761,0.10958106418880531,0.5987889815671373,5.875182667528159,0.31375040992662057,0.17636085648275998,no_concentration,,0,concentration,14,16,13,13,56,60.75,56
development_2017_2022,no_concentration__r12,1080.0,1.8751104207047107,2.61938852567585,-0.15821383803113492,0.8277777777777777,0.519616967621262,0.04356586040825988,20.454381858992726,29.150691897449104,-0.5052056157566014,0.8148148148148148,0.507629929565287,0.034945151768341454,0.18333333333333332,0.18228480991884533,0.14956106771504749,0.5497892759797521,0.075,0.08238972892336564,0.06968321530698482,0.5568160753345939,0.11574074074074074,0.12015080827027341,0.0980081835449503,0.6893905759162303,0.028703703703703703,0.027786750906100284,0.026912609384594444,0.6978074356530028,0.5583659686027198,-0.018908500054917357,-1.2210372680245531,59.683073853232756,0.050000000000000024,1.515120224314548,2.276693148495217,0.15719607766942437,0.9166666666666666,0.1287037037037037,0.12289481816765783,0.10954490409690441,0.5993547351279443,5.267155689159676,0.3798753713821788,0.13244998276456876,no_concentration,12.0,1,concentration,14,16,13,13,56,60.75,56
development_2017_2022,no_disagreement,1080.0,1.8769739169084183,2.619495353608259,-0.1582618238997035,0.8287037037037037,0.5206644165432568,0.04485487852348946,20.451585440589607,29.16948361390605,-0.27880217562693127,0.8185185185185185,0.5074655802776546,0.03561641543843308,0.18333333333333332,0.18080222797695372,0.1495160092003017,0.5490448704734419,0.075,0.0829082684466351,0.06995309241159745,0.5414426772451464,0.11574074074074074,0.12091949224906023,0.09815601868187475,0.6848418848167539,0.028703703703703703,0.02706267566778146,0.026925340351878907,0.6974384206156401,0.5574060461589135,-0.022403854370016886,-1.252641297901611,61.21459935324837,0.05000000000000003,1.5145656554574773,2.2723927463185554,0.17190969204421,0.9175925925925926,0.1287037037037037,0.1220311524054856,0.10939914427561087,0.6029556800892973,5.914806720596752,0.3099671168284236,0.17949691261474526,no_disagreement,,0,disagreement,12,15,12,12,51,57.25,51
development_2017_2022,no_disagreement__r12,1080.0,1.8757707682610325,2.6193889783912723,-0.15828462642784816,0.825925925925926,0.5194702980681855,0.044320360812650506,20.446311455099682,29.131649998271104,-0.5038311274898716,0.8148148148148148,0.5075769662203211,0.03549172536816203,0.18333333333333332,0.18164844496122484,0.14936782848904126,0.5516102063721111,0.075,0.08252229339747769,0.06964345328045056,0.5555431975185061,0.11574074074074074,0.12000164009349155,0.09786405188598717,0.6912251308900523,0.028703703703703703,0.02777088419713961,0.02685800282210972,0.7068483040683908,0.5592883772193128,-0.02477426487657977,-1.2237061019514308,59.34260572722015,0.050000000000000024,1.5129233389958028,2.275102762869269,0.15295989967636023,0.9148148148148149,0.1287037037037037,0.1234499358472558,0.10935545018629088,0.6035825961972187,5.305154904405613,0.37601049778124057,0.13524330803856627,no_disagreement,12.0,1,disagreement,12,15,12,12,51,57.25,51
development_2017_2022,no_exp_interaction,1080.0,1.8763943489059274,2.619518786761931,-0.15819226643789733,0.8287037037037037,0.5206181875873758,0.04667300131144292,20.444661814280845,29.165617625909235,-0.2670094614564511,0.812962962962963,0.5072072916696676,0.03436273859488104,0.18333333333333332,0.1814600245565818,0.14964873742920073,0.5461016056254151,0.075,0.0835398015010899,0.06989743961751317,0.5523301078856634,0.11574074074074074,0.12184285854732159,0.09791241251674981,0.6925151832460733,0.028703703703703703,0.02750712568797176,0.026840099049798106,0.719886835388542,0.5558497510287544,-0.029684477133849085,-1.2358349920014833,64.24441426251956,0.05000000000000002,1.5120678567493508,2.271076869963112,0.17003115899823815,0.9111111111111111,0.1287037037037037,0.12184987014356088,0.10956890229615428,0.5984449422396195,5.855163108853264,0.3176382072508463,0.17613857273649344,no_exp_interaction,,0,exp_interaction,13,16,13,13,55,58.25,55
development_2017_2022,no_exp_interaction__r12,1080.0,1.8751269805361126,2.619406416427509,-0.15822055221451223,0.8268518518518518,0.5192404582863887,0.04384441307819298,20.44065233267064,29.13393107486715,-0.488142847793987,0.8175925925925925,0.5069522671006016,0.03454597998826142,0.18333333333333332,0.18260911575373637,0.149256049752811,0.5545076616505188,0.075,0.08291952922617919,0.06979987451461474,0.5510077979213782,0.11574074074074074,0.12092843036244913,0.0976616626826273,0.6946261780104712,0.028703703703703703,0.028152735465998904,0.026932788858084197,0.7080783541929334,0.5613539192197524,-0.01533020290083696,-1.2054764179382278,61.87883348177808,0.050000000000000024,1.5113618319003275,2.2743340008133606,0.15250540792688055,0.912962962962963,0.1287037037037037,0.12323172438375352,0.10955368013583737,0.5980856122753232,5.2432819660959895,0.38455770847498627,0.13210956937775473,no_exp_interaction,12.0,1,exp_interaction,13,16,13,13,55,58.25,55
development_2017_2022,no_market,1080.0,1.8783826751428676,2.619490195581722,-0.15833304818766308,0.8277777777777777,0.5210970002551547,0.04454185678789818,20.45902796015553,29.15435384554576,-0.3363377842856915,0.8138888888888889,0.5076783472960208,0.03143184340537036,0.18333333333333332,0.1815597386487746,0.1497647025172049,0.5421619826381732,0.075,0.08323571253964536,0.07006043186323561,0.5418752085418752,0.11574074074074074,0.12062593250752543,0.09823477106613329,0.6844397905759162,0.028703703703703703,0.026915187997192638,0.02682239337928172,0.7135213259940343,0.5556470401384082,-0.025930806410727945,-1.2566696099488004,61.50311814193289,0.050000000000000024,1.5167613314753445,2.283480516767027,0.156923942155972,0.9138888888888889,0.1287037037037037,0.12263778381672108,0.10963835143645102,0.5970687849295484,5.939654323589356,0.3057862880794524,0.18065740006127023,no_market,,0,market_all,12,15,12,12,51,57.25,51
development_2017_2022,no_market__r12,1080.0,1.877265139268677,2.619392281466577,-0.15834358550586886,0.825925925925926,0.5199674647887049,0.04314159325379424,20.45417703160568,29.118493382202068,-0.5544427295109072,0.8185185185185185,0.5073478264617937,0.03129670602762541,0.18333333333333332,0.18278206053946075,0.1497460032628386,0.544441008726723,0.075,0.08267523257777207,0.06991191970706499,0.543370531024852,0.11574074074074074,0.11987478980155522,0.09799211667326983,0.687882722513089,0.028703703703703703,0.027546768986334947,0.026792897122181,0.7147052492389064,0.5628802880705335,-0.015503013977206768,-1.2257124139782967,59.628626287851546,0.05000000000000002,1.515199353303904,2.2858192769803485,0.13874881762084088,0.9148148148148149,0.1287037037037037,0.12413262667108903,0.10957077910340339,0.5974128242570662,5.332657465759935,0.37128048936625696,0.13636650644355916,no_market,12.0,1,market_all,12,15,12,12,51,57.25,51
development_2017_2022,no_market_gap,1080.0,1.8774246065947224,2.619514905830305,-0.15830452607337492,0.8296296296296296,0.5210707589154666,0.0464135150277209,20.463214865187542,29.167923105174776,-0.3256818465909888,0.8157407407407408,0.507666299916856,0.0344282066935217,0.18333333333333332,0.18115916918023905,0.1496812282189119,0.5465482489292013,0.075,0.08326796351795915,0.07007516914148898,0.5396631199100335,0.11574074074074074,0.12079699345608685,0.09806573929573632,0.6873130890052356,0.028703703703703703,0.0272241420796231,0.026840146237448608,0.7063870352716873,0.5580500112984803,-0.01841244338820211,-1.251720214066342,61.51772252148252,0.050000000000000024,1.516943581055429,2.280513320930221,0.16524491822691356,0.9157407407407407,0.1287037037037037,0.12224882429337287,0.10970965045969228,0.5973363710731734,5.916092114205204,0.30881060072143873,0.17915506790565358,no_market_gap,,0,market_gap,13,16,13,13,55,59.25,55
development_2017_2022,no_market_gap__r12,1080.0,1.8762000648269055,2.619405245443225,-0.15832455927432557,0.8268518518518518,0.5196599421254422,0.04262819512279464,20.458498654987178,29.133195434533732,-0.5463991786262248,0.8166666666666667,0.5075101101229054,0.03396900849213169,0.18333333333333332,0.18247061337953963,0.14940569199375953,0.5534082319796606,0.075,0.08279945543331425,0.06992440221403863,0.5451130142488168,0.11574074074074074,0.12025034706461613,0.09781441069171733,0.6912,0.028703703703703703,0.027870782364456947,0.02680869945204812,0.7089701405332267,0.5593504112576095,-0.020297056724728556,-1.2225055867945858,59.551649715580886,0.050000000000000024,1.5157040803388218,2.283242253981511,0.14653206836399255,0.9157407407407407,0.1287037037037037,0.1237764157911778,0.10966677840966299,0.5976727650823018,5.3081540518470725,0.37461803303036817,0.1349624509969892,no_market_gap,12.0,1,market_gap,13,16,13,13,55,59.25,55
development_2017_2022,no_receiver_team_pass,1080.0,1.8776028895538293,2.6194977969753506,-0.15816575983240605,0.8314814814814815,0.5205791961263915,0.04492595187448828,20.45090386064936,29.163553480322953,-0.3015919249150389,0.8148148148148148,0.5072363696645106,0.03325496224027502,0.18333333333333332,0.18174361289566687,0.14951841356056017,0.5488158226253465,0.075,0.0837966262533999,0.06977232752112862,0.5567666431863962,0.11574074074074074,0.12101807966066118,0.0979557973387066,0.6897633507853403,0.028703703703703703,0.027620191418953544,0.0268282124816225,0.7084473692302962,0.5564241850802489,-0.02370129489708639,-1.2475329005254159,61.925989352544555,0.050000000000000024,1.5118118610468056,2.273908406441093,0.1607525047463184,0.9175925925925926,0.1287037037037037,0.12278424207795192,0.10923747188275923,0.6078257479032715,5.858295620432724,0.3155585515535713,0.17534337612825018,no_receiver_team_pass,,0,receiver_team_pass,14,17,13,13,57,61.25,57
development_2017_2022,no_receiver_team_pass__r12,1080.0,1.8764753843653883,2.6193635039401095,-0.15821278781985684,0.8296296296296296,0.5195246349853475,0.04268252167713493,20.443900863811184,29.12590334424462,-0.5226407580275279,0.8166666666666667,0.5074282004145815,0.03411636957221481,0.18333333333333332,0.18282276897761487,0.14958000131961646,0.5476190476190477,0.075,0.08330243352984697,0.06958357179784792,0.5632175385261805,0.11574074074074074,0.1202172722586231,0.09772915059185744,0.6943706806282722,0.028703703703703703,0.02836377926157758,0.026873940149155714,0.706202527753006,0.5635798047294995,-0.012329628769114741,-1.2186084239237378,59.76573266727443,0.05000000000000002,1.5106462787100732,2.2766621582333153,0.14360062683734176,0.9185185185185185,0.1287037037037037,0.12403401559893994,0.10920219839110622,0.6080168808630035,5.251320403582459,0.38171666669288346,0.13159666375358667,no_receiver_team_pass,12.0,1,receiver_team_pass,14,17,13,13,57,61.25,57
development_2017_2022,protected_core,1080.0,1.876342094526108,2.619302083493564,-0.1585833165442097,0.8277777777777777,0.5199841274404565,0.042774113884129106,20.49588583352121,29.254829049248325,-0.32149881574785044,0.8064814814814815,0.5056819769462497,0.027751088791530765,0.18333333333333332,0.18286017706293067,0.14871551661396967,0.5612015850111088,0.075,0.08221428060672147,0.06953133438803016,0.5645645645645646,0.11574074074074074,0.12068088499012443,0.09745814383741483,0.6983539267015707,0.028703703703703703,0.02635724743447946,0.02752806706479654,0.7066945478028229,0.5592228852025299,-0.013180061978029052,-1.220834909990926,66.72992524358746,0.05000000000000002,1.5323967847134992,2.3160148326480083,0.139145931980803,0.9157407407407407,0.1287037037037037,0.12250298139616604,0.11084084416215613,0.5797903653697658,6.061055067935781,0.2952420391571099,0.19148120626457313,protected_core,,0,"exp_interaction,market_all,disagreement,component_ranks,room_hierarchy,concentration,receiver_team_pass",5,6,4,4,19,32.0,19
development_2017_2022,protected_core__r12,1080.0,1.8751833802532545,2.6193107150022206,-0.1585347440954149,0.8296296296296296,0.5197825685428602,0.04023540673732806,20.488178088070967,29.2150819845604,-0.5523275630536695,0.8083333333333333,0.5065408185128837,0.02962081274649192,0.18333333333333332,0.1837563466876773,0.14908874243260145,0.5559220321125083,0.075,0.08169622705731296,0.0692110453748267,0.5749700317601553,0.11574074074074074,0.11961187861561366,0.0975752258171938,0.6953298429319372,0.028703703703703703,0.027257887357237512,0.027392529905388093,0.7084781204834097,0.560561580130018,-0.015272456318787804,-1.1814419234989109,64.51996389938843,0.05000000000000002,1.5296791775793814,2.3166804692474585,0.11924912218452938,0.9203703703703704,0.1287037037037037,0.1243911769064621,0.11054835166504712,0.5873057133464323,5.437053130969916,0.36197680463284976,0.14533193506006045,protected_core,12.0,1,"exp_interaction,market_all,disagreement,component_ranks,room_hierarchy,concentration,receiver_team_pass",5,6,4,4,19,32.0,19
development_2017_2022,role_core_adp,1080.0,1.8758154009636565,2.619406475721021,-0.15847103266197854,0.8268518518518518,0.5202023712911128,0.04479518813689698,20.488334684100348,29.23838784652315,-0.3061578562673979,0.8074074074074075,0.5058406790251786,0.029889683088327235,0.18333333333333332,0.18320849087355354,0.14868203634953425,0.5643395405300167,0.075,0.08250975687440769,0.0696257203202628,0.5578788665208418,0.11574074074074074,0.1212225328084682,0.0976257135409479,0.6949570680628272,0.028703703703703703,0.027058159217686346,0.027596431384288952,0.6913496724991544,0.5597728609626659,-0.01679354815785831,-1.2154605613363048,66.60272125192267,0.05000000000000002,1.5296000921442598,2.310561917664388,0.14423608403348226,0.912962962962963,0.1287037037037037,0.12268990063189651,0.11052300279105814,0.5865870534178396,6.011860019182294,0.3014244032236381,0.18852686471191293,role_core_adp,,0,"exp_interaction,market_gap,disagreement,component_ranks,room_hierarchy,receiver_team_pass",6,8,6,6,26,35.5,26
