period,method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,variant,recency_half_life,uses_recency,removed_families,qb_feature_count,rb_feature_count,wr_feature_count,te_feature_count,feature_count_total,total_match_weight,complexity_score
development_2017_2022,compact_adp,1080.0,1.8766603394444747,2.619371439534277,-0.15849549740841937,0.8268518518518518,0.5208494467855682,0.04182278481042406,20.499744144292897,29.21648586947174,-0.309129103206493,0.8166666666666667,0.5061588949724068,0.031071787428276265,0.18333333333333332,0.18196689726453977,0.14935091383339044,0.5481057742962505,0.075,0.08335374860551162,0.07008384041337173,0.5316056797538279,0.11574074074074074,0.12083946802477626,0.0979279429468952,0.6893570680628273,0.028703703703703703,0.026890081420615723,0.0272363075250376,0.6989144807650912,0.5566255099213673,-0.03153449205632035,-1.2275213197869472,65.1756884777425,0.050000000000000024,1.5232880684167815,2.29449106646662,0.16878814218588017,0.9120370370370371,0.1287037037037037,0.12107235183840726,0.11033210419346638,0.5878408856336822,5.936113554742056,0.3089230011367184,0.1818261179091966,compact_adp,,0,"exp_interaction,market_gap,room_hierarchy",10,12,10,10,42,47.5,42
development_2017_2022,compact_adp__r12,1080.0,1.8753151387987077,2.6193615198633213,-0.15845903320558125,0.8324074074074074,0.5196275896627591,0.03963388254615896,20.49127567283271,29.177597450849298,-0.5257732250691755,0.8166666666666667,0.5068185073258545,0.03171931269985129,0.18333333333333332,0.1832772315540985,0.14928165975389643,0.5510032295746582,0.075,0.08297009649939582,0.06986399867165302,0.5431233702838641,0.11574074074074074,0.1202250834779429,0.09763769430435236,0.6955560209424084,0.028703703703703703,0.02747490446265337,0.02712298493941941,0.698852978258864,0.5627426452850068,-0.016386140401164418,-1.1935333499954792,62.679334519407696,0.05000000000000002,1.5210572096803512,2.2958680290210696,0.15033896582047448,0.9138888888888889,0.1287037037037037,0.12267429068272089,0.11012483941030879,0.5904250032492603,5.3168772072686,0.3760666497201063,0.13678940218976313,compact_adp,12.0,1,"exp_interaction,market_gap,room_hierarchy",10,12,10,10,42,47.5,42
development_2017_2022,compact_adp_no_disagreement,1080.0,1.8766448019555375,2.619371357992512,-0.1585169776926779,0.8222222222222222,0.5205896986268881,0.04328407428092512,20.487415679195756,29.208859311375836,-0.291255141674749,0.8185185185185185,0.5060382180507004,0.033208706531639265,0.18333333333333332,0.18175705179611754,0.14928458721487248,0.5516617421379326,0.075,0.0831165528480006,0.06993890484462956,0.5397372681323298,0.11574074074074074,0.12086087085172983,0.09783586543288629,0.6903371727748691,0.028703703703703703,0.02706242087278772,0.027302746305782992,0.6908884037024509,0.5592085245893953,-0.02692408191555567,-1.2347436498604791,64.75158200353842,0.05000000000000002,1.5222119190531127,2.293397785224164,0.16188661252822223,0.9120370370370371,0.1287037037037037,0.12174047164966237,0.11025271618194853,0.5893240774012034,5.988918784962712,0.3036226194244476,0.18604435308812894,compact_adp_no_disagreement,,0,"exp_interaction,market_gap,disagreement,room_hierarchy",8,10,8,8,34,42.5,34
development_2017_2022,compact_adp_no_disagreement__r12,1080.0,1.8752473213992265,2.619367262171295,-0.158466260791257,0.8287037037037037,0.5194622927559888,0.04074443645842191,20.478962638658782,29.168159059300415,-0.5098298014469879,0.8148148148148148,0.5064894817554794,0.032210607922174506,0.18333333333333332,0.18271942030668947,0.14920393001847568,0.5529272314986601,0.075,0.08258830204981472,0.06988273328714685,0.5431110122468147,0.11574074074074074,0.12015175394200663,0.09765720191702909,0.694282722513089,0.028703703703703703,0.02766544606421094,0.027171759009697895,0.6939635290138073,0.5620034904759559,-0.01725011004905792,-1.2001412017944348,62.43280057807324,0.050000000000000024,1.5199892231013126,2.2946520567408126,0.14229594334938334,0.9148148148148149,0.1287037037037037,0.12344973453478297,0.11007597371080112,0.5915488650524852,5.366138866242991,0.3707464354990717,0.14043345175983274,compact_adp_no_disagreement,12.0,1,"exp_interaction,market_gap,disagreement,room_hierarchy",8,10,8,8,34,42.5,34
development_2017_2022,compact_gap,1080.0,1.876875788729476,2.619350751063504,-0.15849955628357548,0.8277777777777777,0.5205076249929326,0.04070504416206888,20.49765154768027,29.210899937695096,-0.2855370883701836,0.8166666666666667,0.5051649505266562,0.029731313548931382,0.18333333333333332,0.1810449097347089,0.1487169185992027,0.5634920634920635,0.075,0.08270163899132717,0.0698004154803416,0.543308740839605,0.11574074074074074,0.12054469913929161,0.09775682671223844,0.6929005235602094,0.028703703703703703,0.026658217653747582,0.027298959677972016,0.7039884375288293,0.5621878397863241,-0.01751094131977517,-1.231138151157826,65.58384315242122,0.050000000000000024,1.5234670221506206,2.2929942807477204,0.17267171137739465,0.9111111111111111,0.1287037037037037,0.12057142226279675,0.11018597675793923,0.591464766550203,5.898242153752555,0.3127470564721795,0.1790644119146543,compact_gap,,0,"exp_interaction,adp_rank,room_hierarchy",10,12,10,10,42,48.5,42
development_2017_2022,compact_gap__r12,1080.0,1.8756693052320195,2.6193477174615047,-0.15844522776841438,0.8287037037037037,0.5192959632884431,0.040767238530355576,20.489460034710948,29.17414458960339,-0.5063367731104905,0.8148148148148148,0.5057553466927661,0.03239513785136172,0.18333333333333332,0.18238596101248397,0.14917602599347266,0.5539522206188873,0.075,0.08230234073521622,0.06978004528512427,0.5446681249150385,0.11574074074074074,0.11965410518656067,0.09774954956529534,0.6951287958115183,0.028703703703703703,0.027163452624300276,0.027271884407783307,0.6955010916694855,0.5656216981580607,-0.010562547159629287,-1.1956336389905362,63.04625623787017,0.050000000000000024,1.520822556421876,2.2941432833714837,0.15396364308325744,0.912962962962963,0.1287037037037037,0.12208016405745796,0.10997244109056585,0.5932461257349062,5.280937444665621,0.3800280081819693,0.1344342026725716,compact_gap,12.0,1,"exp_interaction,adp_rank,room_hierarchy",10,12,10,10,42,48.5,42
development_2017_2022,compact_room_hierarchy,1080.0,1.8777003065330136,2.6193220783665523,-0.15838962959504752,0.8268518518518518,0.5208501645964323,0.04428089581751482,20.496038690041534,29.229740179424212,-0.2818630754883727,0.8138888888888889,0.5057576020488518,0.030634412509545905,0.18333333333333332,0.18116206835994245,0.1493172705643722,0.5524576834100644,0.075,0.08288238848138288,0.07001988969471296,0.5340649291266575,0.11574074074074074,0.1209112193352476,0.09806304682907849,0.6882429319371728,0.028703703703703703,0.02708896228015836,0.027296918520603165,0.6990989882837726,0.5583446634542784,-0.02235575762096275,-1.2413621342900878,62.42023941701861,0.050000000000000024,1.5232087402989583,2.2889710174354176,0.18282743027755372,0.9120370370370371,0.1287037037037037,0.12019123741540567,0.11023934236740565,0.5902720968814746,5.889173200852537,0.31266130964121913,0.17782034728628995,compact_room_hierarchy,,0,room_hierarchy,12,14,12,12,50,54.5,50
development_2017_2022,compact_room_hierarchy__r12,1080.0,1.8764443260281143,2.6193055187752834,-0.1583448351456244,0.8296296296296296,0.5196464476418226,0.04291716808183399,20.486969820252305,29.18989863964811,-0.5016752881368832,0.8166666666666667,0.5065445967007379,0.03444723300643393,0.18333333333333332,0.18275442773049413,0.14892001230053178,0.5611901326187041,0.075,0.0824278180901285,0.06960975534555142,0.5546904929620979,0.11574074074074074,0.12023400902057485,0.09776237497203638,0.6945172774869109,0.028703703703703703,0.02757453940655631,0.027218882259351318,0.6941787877856023,0.5616340107140737,-0.015110142888973287,-1.209666389915906,60.24776176344694,0.05000000000000002,1.5203891879522988,2.2902790493981624,0.16342250599788777,0.9101851851851852,0.1287037037037037,0.1216859707818473,0.11003435535266991,0.5914265399582566,5.276957341025906,0.3791631067553925,0.1334706689032335,compact_room_hierarchy,12.0,1,room_hierarchy,12,14,12,12,50,54.5,50
development_2017_2022,full,1080.0,1.876645293839319,2.619516349284648,-0.15818409454000004,0.8268518518518518,0.5209627000273136,0.047002140052757824,20.455434789879227,29.17346144378993,-0.29012066166352474,0.8222222222222222,0.5073051037366983,0.03297586747175424,0.18333333333333332,0.1808558787478323,0.14983465878177193,0.5420760896951373,0.075,0.08310747751347011,0.06987154869124924,0.5532075285161705,0.11574074074074074,0.12096708919932168,0.09814554278607698,0.6854198952879581,0.028703703703703703,0.027246858935422422,0.026857144562658013,0.7004520434207694,0.5565770791703384,-0.02065507219704025,-1.2509820454788783,61.73431514240522,0.050000000000000024,1.5147181082245338,2.273484084061867,0.17358411667753146,0.9185185185185185,0.1287037037037037,0.12176785847798302,0.10942575737708958,0.6029709707260759,5.867247901904793,0.3146724438468388,0.17581409688781793,full,,0,,14,17,14,14,59,62.25,59
development_2017_2022,full__r12,1080.0,1.875274339422949,2.6193950516086426,-0.1582052360961267,0.825925925925926,0.5196259782403951,0.04453437352898676,20.450394370701158,29.138945526189662,-0.5112655879600282,0.8111111111111111,0.5071266583388623,0.032486738257852144,0.18333333333333332,0.18214548178816334,0.14933461544572052,0.5543015185872329,0.075,0.08254498599145002,0.06965283712086835,0.5616233517468086,0.11574074074074074,0.1201738581105929,0.09792844473519421,0.6897089005235603,0.028703703703703703,0.027982022235606533,0.026883545792639605,0.7025123773793782,0.5613544336297752,-0.015498146193731493,-1.2222166477477254,59.705463574817195,0.050000000000000024,1.5134652043839871,2.276224945956595,0.15523192925948023,0.9175925925925926,0.1287037037037037,0.12311246656226903,0.10940818336531118,0.6023134733445974,5.260604020314902,0.3807465204354823,0.13204654843100622,full,12.0,1,,14,17,14,14,59,62.25,59
