comparison_method,variant,incumbent_rmse,variant_rmse,pooled_delta_variant_minus_incumbent,recent_delta_variant_minus_incumbent,mean_season_delta,median_season_delta,season_wins,season_count,season_bootstrap_95_low,season_bootstrap_95_high,player_cluster_95_low,player_cluster_95_high
equal_thirds,rank_level,2.8841119750079103,2.882733930426612,-0.001378044581298088,-0.001656518280319652,-0.0012165674654594936,-0.0005546385272165999,6,9,-0.004262673318087273,0.0011824753893388993,-0.0035911537346862477,0.0008262594367049791
equal_thirds,rank_gap,2.8841119750079103,2.884523858672732,0.0004118836648219215,-0.001485793039050165,0.0005396137228885026,0.0004966701382302929,3,9,-0.001917184589927834,0.0027789493139294677,-0.0022297016165379155,0.002978544380669432
