method,pos,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,next_residual_weight,next_participation_weight,recency_half_life,feature_count_total,complexity_score,qb_feature_count,rb_feature_count,wr_feature_count,te_feature_count
next_both_w050,QB,144.0,2.3914784909664997,3.432226997991932,-1.0169702089581572,0.8055555555555556,0.5966793781137405,0.18015956421558305,23.15257646748481,33.02762582341781,-9.655912199442472,0.7777777777777778,0.5734303490122499,0.11889036208444964,0.3402777777777778,0.20934345612599592,0.24369635758745517,0.49860365198711065,0.1736111111111111,0.09129118120052067,0.14798083668441028,0.6386554621848739,0.1527777777777778,0.10637728902156215,0.13095916297988255,0.5905365126676602,0.034722222222222224,0.04354357566301462,0.026043221454824808,0.9194244604316547,0.3888350783495141,-0.08472389679286232,-0.13483089142260898,59.47474033841414,0.050000000000000024,1.498058097633452,2.202900420698166,0.6559353453523917,0.8819444444444444,0.1527777777777778,0.11095934621161481,0.10131142376205399,0.6952309985096871,7.281690452024571,0.1809405782713672,0.2802935498391924,0.5,0.5,12.0,63,63,15,18,15,15
next_both_w050,RB,360.0,2.268353727188641,3.1249072439141465,-0.9056921618519648,0.8083333333333333,0.5725118567249641,0.12380030195964886,26.1777543813617,35.986317380972075,-10.255158221355709,0.8083333333333333,0.5663878626915038,0.11143135126681086,0.28055555555555556,0.21244015890937434,0.20593605051040217,0.5449367330555449,0.13333333333333333,0.11292763169234259,0.1137957041658377,0.6189903846153846,0.15,0.10464528071333644,0.11875571249071987,0.7445533769063181,0.044444444444444446,0.05027182128759657,0.041686889774477244,0.7120276162790697,0.6208801146672257,0.10444087788743227,0.7112293052867137,61.25460113608727,0.050000000000000024,1.6596562347615453,2.5176028235875116,0.0058686338016126684,0.9166666666666666,0.15555555555555556,0.1511752435130756,0.12681461558236232,0.6499647556390977,5.4486118840777715,0.37956596657848307,0.16091304777855372,0.5,0.5,12.0,63,63,15,18,15,15
next_both_w050,TE,144.0,1.968798198541981,2.674650044314319,-1.7986948182514684,0.7777777777777778,0.6687281114774817,0.2766738463622442,23.739632786411953,30.99541702373807,-19.361658638724414,0.7708333333333334,0.6607209686768798,0.26626367683677377,0.3402777777777778,0.14893466732778593,0.26052235863526246,0.523952738990333,0.13194444444444445,0.07506887910332617,0.11685299687313279,0.5890526315789474,0.1597222222222222,0.09560196487677391,0.12864468954563188,0.7319439453826806,0.013888888888888888,0.027723326344113272,0.014332852224267377,0.647887323943662,0.5649614428244412,0.19106181175146691,0.4220462344452273,58.79847320083604,0.05000000000000002,1.449161530364766,2.1694660754464183,0.09862862497376822,0.9236111111111112,0.09722222222222222,0.11218678840689561,0.08826669658370413,0.5472527472527473,5.4387080850385034,0.3704445337229668,0.15445856614489573,0.5,0.5,12.0,63,63,15,18,15,15
next_both_w050,WR,432.0,2.4181534226938175,3.3825588416006505,-2.2217673460826837,0.7407407407407407,0.6674415318829106,0.24922876193055665,28.003236376892218,38.152240734974825,-21.835681658833998,0.7291666666666666,0.6406236987639565,0.2118061071558951,0.41898148148148145,0.19627652900610182,0.29472829943734163,0.49695142083599303,0.2037037037037037,0.08176265598721211,0.17760707190221064,0.493228065539112,0.19212962962962962,0.07203821189746745,0.15147883437193566,0.8018434770601028,0.016203703703703703,0.04670064636793675,0.016948275409894607,0.8490756302521009,0.621550558275637,0.16053517281125881,0.6622569494566024,63.25216248530301,0.050000000000000024,1.4744608627175717,2.1795721878018557,0.21935883063555753,0.9074074074074074,0.12731481481481483,0.10445265841926148,0.1098011233388446,0.6106583072100313,5.341245670417535,0.36844164462133516,0.13439895049513156,0.5,0.5,12.0,63,63,15,18,15,15
next_participation_w025,QB,144.0,2.388592292987619,3.4318660657783173,-1.0192469588594752,0.8125,0.5976303014875968,0.18515885654889797,23.170538907966797,33.06733842191549,-9.690043172806597,0.7708333333333334,0.5735721334143155,0.12104921441757127,0.3402777777777778,0.20581258296543015,0.24363169184320124,0.525671321160043,0.1736111111111111,0.09152534470710456,0.1463948050594173,0.6645378151260504,0.1527777777777778,0.10645830245860866,0.13118295612886277,0.5909090909090909,0.034722222222222224,0.04212406303867927,0.026093854707280373,0.9424460431654677,0.38640757196878156,-0.09647536371674305,0.06281274680094825,59.49768561188036,0.05000000000000002,1.499584327085679,2.2038461994499907,0.6612379729107783,0.8819444444444444,0.1527777777777778,0.1113696572932599,0.10187324568979433,0.6814456035767511,7.666782661551774,0.16418706299172403,0.3226266643185664,0.0,0.25,12.0,59,59,14,17,14,14
next_participation_w025,RB,360.0,2.270619302194812,3.124767673212711,-0.9058086334637768,0.8138888888888889,0.572912224695589,0.13478244192041378,26.159132330434932,36.00282088277787,-10.115252924291019,0.8,0.5665439298489549,0.11679473098375906,0.28055555555555556,0.21298868744373303,0.20696314581016984,0.5215031155625215,0.13333333333333333,0.11358090519633467,0.11395758968985482,0.6181891025641025,0.15,0.10527405151238957,0.11875310652881967,0.7455821834906802,0.044444444444444446,0.05045208084526083,0.04153401469912913,0.7196584302325582,0.6188608478426117,0.08412899276486187,0.6790644478866436,61.662921525927274,0.05000000000000002,1.6641467575289142,2.5259199062666267,0.004077657358048074,0.9166666666666666,0.15555555555555556,0.15268505644342947,0.12734258290450606,0.6462640977443609,5.8262022500734245,0.35848709988703464,0.20068080882538153,0.0,0.25,12.0,59,59,14,17,14,14
next_participation_w025,TE,144.0,1.9711420524796823,2.6749782859749645,-1.7990535587237646,0.7777777777777778,0.6716546296101125,0.2908925311989064,23.734130611128535,30.991602598246775,-19.342065340302906,0.7638888888888888,0.6615589671712649,0.26547198060728494,0.3402777777777778,0.14749241156141218,0.26068519893387393,0.5278195488721804,0.13194444444444445,0.07409872821001676,0.11726302056668568,0.5726315789473684,0.1597222222222222,0.09331765631786719,0.12912671878720172,0.7355371900826446,0.013888888888888888,0.027375104130539066,0.014315665869346371,0.647887323943662,0.5562462636025081,0.17060525681215336,0.439355656557632,60.562212674506,0.05000000000000002,1.4451838898061635,2.152414229226427,0.14811354277133834,0.9166666666666666,0.09722222222222222,0.11103797480462471,0.08772635573917678,0.5774725274725274,6.046724743418952,0.33647260085215425,0.21779560077077761,0.0,0.25,12.0,59,59,14,17,14,14
next_participation_w025,WR,432.0,2.4205408329754317,3.3822724864540494,-2.2213511356734252,0.7384259259259259,0.6686265148234567,0.24835390390306472,27.961351460593,38.10992261166613,-21.681241852686586,0.7268518518518519,0.6400322898028761,0.21572131335785916,0.41898148148148145,0.19725685634207757,0.293835708065754,0.5149567475952543,0.2037037037037037,0.08528042944880189,0.1763823376860621,0.5122885835095138,0.19212962962962962,0.07552379067259656,0.14980889668889905,0.8017053888908068,0.016203703703703703,0.04670342168350795,0.016995671306867906,0.8299159663865546,0.619773053313885,0.17657166229957366,0.6841076887332543,64.2251105465885,0.05000000000000002,1.4764290782207479,2.1840877960265668,0.21788965635912572,0.9097222222222222,0.12731481481481483,0.10385710920182357,0.10982283021752658,0.6139860139860139,5.977403121799276,0.3311547207698411,0.19999768235278778,0.0,0.25,12.0,59,59,14,17,14,14
next_participation_w050,QB,144.0,2.3917707315460888,3.4320177489435553,-1.0180434315939981,0.8125,0.5973610861650216,0.18705412369697394,23.18011084142826,33.040760785162256,-9.650100401155889,0.7569444444444444,0.5732805096104405,0.11511852486575125,0.3402777777777778,0.20620455294301263,0.24424559379449987,0.4998925886143931,0.1736111111111111,0.09250274361461469,0.14688826689841936,0.6524369747899159,0.1527777777777778,0.1060727492398005,0.13141238250197276,0.5856929955290611,0.034722222222222224,0.042896098233849704,0.026412349946716304,0.9366906474820144,0.389474107347091,-0.09803472389679285,0.009263630764346824,59.38369801012871,0.05000000000000002,1.4990517672623642,2.203812930317495,0.6626649627002169,0.8819444444444444,0.1527777777777778,0.1107817530539288,0.10196358739486833,0.6859165424739195,7.543206741620123,0.1686923931819484,0.30878900672142284,0.0,0.5,12.0,59,59,14,17,14,14
next_participation_w050,RB,360.0,2.268953158979533,3.1248028510864634,-0.9057681714837328,0.8055555555555556,0.5729609507698028,0.13345176178612944,26.172481884088892,36.008866260849956,-10.164721518576266,0.8055555555555556,0.5666047815053699,0.11540544141344883,0.28055555555555556,0.21362756598967314,0.20663245896696247,0.5294927176115295,0.13333333333333333,0.11362611681073362,0.11361951746367076,0.6253338675213675,0.15,0.10550729327414855,0.11869304177567419,0.7450980392156863,0.044444444444444446,0.050613516082290505,0.04157290822571212,0.7198401162790697,0.615638586184711,0.07723027698258987,0.6886405652768905,61.5544977455003,0.05000000000000002,1.6631164423245082,2.5248145154736785,-0.00026558427117535645,0.9166666666666666,0.15555555555555556,0.15310036710299138,0.12717437760342198,0.6457941729323309,5.672482635295437,0.36578008959959335,0.18386402127987186,0.0,0.5,12.0,59,59,14,17,14,14
next_participation_w050,TE,144.0,1.9725850553896735,2.6749049442716943,-1.798944133128594,0.7638888888888888,0.6709196136669787,0.283359340585215,23.769116297699455,30.98754415117101,-19.35995630661726,0.7638888888888888,0.6618576977823847,0.2661066208193719,0.3402777777777778,0.14783716035015926,0.26142083561513857,0.5138560687432868,0.13194444444444445,0.07452709159410174,0.11727892493124527,0.5713684210526315,0.1597222222222222,0.09378123386323858,0.12900716375999732,0.7330219187926698,0.013888888888888888,0.027709877660536623,0.014379503568007454,0.647887323943662,0.5501534751771215,0.17167430270878548,0.4328591197023451,60.10970116429134,0.050000000000000024,1.4468126998616333,2.1579841341350283,0.12691751008256677,0.9305555555555556,0.09722222222222222,0.11231414845759237,0.08796734043934679,0.5648351648351648,5.831768608863422,0.347747819118355,0.19492976048800711,0.0,0.5,12.0,59,59,14,17,14,14
next_participation_w050,WR,432.0,2.4225112251751915,3.382515613737009,-2.22182417717009,0.7361111111111112,0.6690159699851662,0.24684616482074706,27.983044243859407,38.12200239141851,-21.73052723614804,0.7337962962962963,0.6408323510516044,0.21457936075038342,0.41898148148148145,0.19734669967563803,0.2930867316041365,0.5227707952719509,0.2037037037037037,0.08424416137627778,0.17666248954575,0.5068049682875264,0.19212962962962962,0.07504607568447066,0.15011454245091707,0.8031207926260917,0.016203703703703703,0.04712044401462174,0.017115770164799978,0.8312605042016806,0.6251796185021447,0.18443213204041184,0.6852478091355617,64.04610882187953,0.050000000000000024,1.475817197330096,2.180955493260173,0.22355936820873912,0.9097222222222222,0.12731481481481483,0.10347785020684558,0.11010843520635083,0.6061249095731854,5.730131763098078,0.3441805351036836,0.17357460950184614,0.0,0.5,12.0,59,59,14,17,14,14
next_residual_w025,QB,144.0,2.3897552491860288,3.4321156084349047,-1.0195849663450258,0.8125,0.5974561650586102,0.19083683682673325,23.18923945071247,33.07573485824322,-9.752105430890428,0.7638888888888888,0.574992459331042,0.11747583950193974,0.3402777777777778,0.20603193279078058,0.24353312407372682,0.5207303974221268,0.1736111111111111,0.09137604592474455,0.14649672789883772,0.6642016806722689,0.1527777777777778,0.1057229378062417,0.13096143599524343,0.5886736214605067,0.034722222222222224,0.041821149822122726,0.02601107327608425,0.9410071942446043,0.37931796724094696,-0.10485893416927901,0.04797752518492387,59.612873308882754,0.05000000000000002,1.4966217517601617,2.2001961450260854,0.6567150940668349,0.8819444444444444,0.1527777777777778,0.11208875547035262,0.10157930040550861,0.6818181818181818,7.668559960620009,0.16493752463672925,0.3227290772552201,0.25,0.0,12.0,59,59,14,17,14,14
next_residual_w025,RB,360.0,2.270408404447551,3.1247086132401325,-0.9058108980144517,0.8166666666666667,0.5733192937146682,0.126785500015693,26.16260760136643,35.99340486861532,-10.091032413974672,0.8055555555555556,0.5661226758863859,0.11527945223518105,0.28055555555555556,0.21225481359624968,0.20655672590065288,0.5322068886425322,0.13333333333333333,0.11320224918863973,0.1141683038254235,0.6109107905982906,0.15,0.104529182095838,0.11878567465862591,0.7487291212781408,0.044444444444444446,0.05094464838367792,0.04163717608025866,0.7113008720930233,0.6170780902652092,0.08253587347638998,0.6926469458320791,61.59446096125347,0.05000000000000002,1.6599052513520272,2.5205967849243316,0.015782218534431774,0.9166666666666666,0.15555555555555556,0.15089144765556478,0.12687072220037102,0.6517857142857143,5.856478553354942,0.358383470403404,0.2046424143609778,0.25,0.0,12.0,59,59,14,17,14,14
next_residual_w025,TE,144.0,1.9695872575998539,2.6748533755809802,-1.798930079387605,0.7638888888888888,0.6709365240765395,0.2856327365807282,23.741439734362345,31.03061891502177,-19.322696529711788,0.7638888888888888,0.6609419891925357,0.26799364458152164,0.3402777777777778,0.14729008216254297,0.26103133861315597,0.5243823845327604,0.13194444444444445,0.07351315848387467,0.11675557701790165,0.5907368421052631,0.1597222222222222,0.09378573653921912,0.12939415783774388,0.724398131512756,0.013888888888888888,0.027263482028260594,0.014185938092088799,0.6619718309859155,0.5601386551526312,0.17435495538943815,0.44095164977292967,60.2938609001077,0.05000000000000002,1.448092512406627,2.153952521797787,0.15058437492254284,0.9236111111111112,0.09722222222222222,0.10993846605253685,0.08785012187963366,0.567032967032967,6.028971313178094,0.3385318848022528,0.21685080197554696,0.25,0.0,12.0,59,59,14,17,14,14
