method,pos,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,next_residual_weight,next_participation_weight,recency_half_life,feature_count_total,complexity_score,qb_feature_count,rb_feature_count,wr_feature_count,te_feature_count
next_residual_w025,WR,432.0,2.4179483527510963,3.38179970090663,-2.2207806548387765,0.7384259259259259,0.6673970089792602,0.24793031048859748,27.92209526283456,38.081766652392474,-21.66263154012504,0.7291666666666666,0.6401073974114614,0.2147010785434304,0.41898148148148145,0.19665207766797518,0.2933609722432799,0.5258744029407233,0.2037037037037037,0.08587335757933616,0.17620374174239894,0.5125528541226215,0.19212962962962962,0.07496096153014245,0.14971860451773555,0.8060206441813098,0.016203703703703703,0.04699456120414411,0.017188585719557874,0.8228571428571428,0.6140280894042601,0.1393471806202284,0.6715272212142409,64.01464906930283,0.05000000000000002,1.4759528277735063,2.1827594407076827,0.21344913926669365,0.9050925925925926,0.12731481481481483,0.10484751602888993,0.10962461147195768,0.6179406800096455,5.989737634070864,0.33245922772927555,0.2025992299818191,0.25,0.0,12.0,59,59,14,17,14,14
next_residual_w050,QB,144.0,2.388502195716754,3.432315499471482,-1.0180602155428449,0.8194444444444444,0.5982636914487157,0.19275334333100158,23.154498792927388,33.05064652637658,-9.737930593119712,0.7569444444444444,0.5745442143880902,0.11789919790604686,0.3402777777777778,0.2080999303311158,0.2429960693770384,0.5192266380236306,0.1736111111111111,0.09187439295031108,0.146814549659714,0.6618487394957984,0.1527777777777778,0.10664792032247962,0.13068041662777313,0.5942622950819673,0.034722222222222224,0.042293814209670634,0.026320366843329644,0.9294964028776979,0.3790728051726942,-0.10682822924202234,-0.015889949353230095,59.545715672079545,0.05000000000000002,1.4983896451935848,2.2022836209464853,0.6522527026918633,0.875,0.1527777777777778,0.11244314657243892,0.10153917160360197,0.6743666169895678,7.534089975777728,0.1709170473834507,0.3078931634176028,0.5,0.0,12.0,59,59,14,17,14,14
next_residual_w050,RB,360.0,2.2700440220017954,3.12481215558836,-0.9056828130365912,0.8138888888888889,0.5723342797651173,0.12390539495266178,26.1637922617338,35.99567774699031,-10.107919644310718,0.8083333333333333,0.5667167634672291,0.11604114585650374,0.28055555555555556,0.21191417623650138,0.20626600471003584,0.532015749837532,0.13333333333333333,0.11358586774909034,0.11436015591010597,0.6053685897435898,0.15,0.10472247043280838,0.11879119811990273,0.7443113047688211,0.044444444444444446,0.05081531040062899,0.04168000679543309,0.7096656976744186,0.6162024015951376,0.08344560271812797,0.7075391376776431,61.365620358689256,0.05000000000000002,1.6617413315498588,2.5188451576092694,0.020253408903116072,0.9138888888888889,0.15555555555555556,0.14982657977062766,0.12722928408535294,0.6483200187969925,5.724454881522537,0.36596220215367464,0.19114110828155853,0.5,0.0,12.0,59,59,14,17,14,14
next_residual_w050,TE,144.0,1.9698872870521917,2.6746169387484113,-1.7985970035605812,0.7708333333333334,0.6705315254615429,0.2824411764364627,23.737832301817992,31.019055390475827,-19.33473461321713,0.7638888888888888,0.6611850236034614,0.2642913512548367,0.3402777777777778,0.14819255277909024,0.26096455854878875,0.521374865735768,0.13194444444444445,0.07423734524555534,0.11694115641184537,0.5835789473684211,0.1597222222222222,0.09486560240304968,0.1290492757156396,0.7229608336327704,0.013888888888888888,0.026995859931846673,0.014352204924764078,0.647887323943662,0.5647102559665343,0.18653645205369343,0.43604790361714035,59.55966489911988,0.05000000000000002,1.4490981622209445,2.162295141166095,0.13032114101940878,0.9236111111111112,0.09722222222222222,0.11015971548900848,0.08784611533984364,0.5620879120879121,5.799122063275697,0.35150228498026803,0.19324081644914376,0.5,0.0,12.0,59,59,14,17,14,14
next_residual_w050,WR,432.0,2.4173727046650586,3.3819646881126197,-2.2206701218799876,0.7453703703703703,0.6671760641882488,0.2439250227028349,27.947824227721203,38.08472202608704,-21.71962745972449,0.7291666666666666,0.639535782449583,0.21189647787296678,0.41898148148148145,0.19708256501845847,0.2941548896044484,0.5076709735643063,0.2037037037037037,0.08463568409622611,0.17662872861506193,0.5045586680761099,0.19212962962962962,0.07394164444230032,0.15040503152884407,0.8053302033348293,0.016203703703703703,0.04751681593023035,0.017151057287948523,0.84,0.6196183291129352,0.15273483618489325,0.6669195210685401,63.464853869855524,0.05000000000000002,1.4759227609444319,2.1824943444126723,0.2087165916928374,0.9074074074074074,0.12731481481481483,0.10583243445115634,0.10991216315493417,0.6072341451651796,5.751223876483336,0.3458186192464845,0.17767394043491158,0.5,0.0,12.0,59,59,14,17,14,14
next_residual_w100,QB,144.0,2.388383353965107,3.432575288712371,-1.0173307344275122,0.8055555555555556,0.5973211030685462,0.18451193579463832,23.137707410833507,33.0376895015906,-9.73676203457348,0.7777777777777778,0.5752321228057181,0.11791730137910983,0.3402777777777778,0.2108234574401292,0.24401977322945856,0.48721804511278194,0.1736111111111111,0.09242302001379075,0.14822763805568231,0.6329411764705882,0.1527777777777778,0.10606671412740482,0.1315955286624282,0.5856929955290611,0.034722222222222224,0.04313909631730813,0.02624319090380408,0.9294964028776979,0.38736410593999737,-0.0862671810947673,-0.14336468122637563,59.290868363668565,0.05000000000000002,1.4995629990160553,2.2042023760999214,0.656911319248192,0.875,0.1527777777777778,0.11143621065811105,0.10147723173771246,0.6859165424739195,7.278046086308903,0.182858727206753,0.27935386518620126,1.0,0.0,12.0,59,59,14,17,14,14
next_residual_w100,RB,360.0,2.269389843102085,3.1248750293060286,-0.905556419126847,0.8055555555555556,0.571759352666931,0.12608590948098614,26.17420886497676,35.968872987352874,-10.194780471626816,0.8138888888888889,0.5661371067165746,0.11281247637562752,0.28055555555555556,0.21107340258104373,0.2062012834971207,0.5376352307045377,0.13333333333333333,0.11185780956763444,0.11484114295366922,0.5910122863247863,0.15,0.10414129726673482,0.11837094968230522,0.7522996853062213,0.044444444444444446,0.050957725071788126,0.04161532569759825,0.7214752906976745,0.6178354600079105,0.09570109851670665,0.7343582459288942,60.95777145413835,0.050000000000000024,1.6588462268778825,2.5203138509589285,0.019396181620089256,0.9138888888888889,0.15555555555555556,0.14912250878114044,0.1267249766967104,0.6519619360902256,5.501544095129279,0.3792513817691424,0.1686472484301688,1.0,0.0,12.0,59,59,14,17,14,14
next_residual_w100,TE,144.0,1.970756139366516,2.6742630248995356,-1.7984006461835291,0.7708333333333334,0.6688961286050339,0.2845030202714777,23.772068287572516,31.042261439869353,-19.371555339030685,0.7777777777777778,0.6608518260257826,0.2637923929769309,0.3402777777777778,0.14900146518297128,0.2606309957210764,0.5207303974221268,0.13194444444444445,0.07453335263957489,0.11738363731153655,0.5612631578947368,0.1597222222222222,0.09667181794991611,0.12892078923551065,0.7269134028027309,0.013888888888888888,0.02683673104875589,0.014268059851401307,0.647887323943662,0.5516364823862031,0.15673177397315327,0.41541788858150835,58.45297430856249,0.05000000000000002,1.4473081689860383,2.169029950859473,0.0873878626744928,0.9166666666666666,0.09722222222222222,0.11189834925329098,0.08809401471481286,0.5543956043956044,5.426881912333188,0.37266255365620116,0.15443110845121885,1.0,0.0,12.0,59,59,14,17,14,14
next_residual_w100,WR,432.0,2.4171608343707436,3.3818766551140005,-2.2206246286527107,0.7337962962962963,0.6672303267927652,0.2483563569345546,28.00347756166265,38.1306175116908,-21.824164199652234,0.7245370370370371,0.6400433504451009,0.21390712565440995,0.41898148148148145,0.1967471423555717,0.29422404502605737,0.5048975369241266,0.2037037037037037,0.08408528431334655,0.17714685899707724,0.4967296511627907,0.19212962962962962,0.07147546759318806,0.1515029480770448,0.8022232195256671,0.016203703703703703,0.04807243772483145,0.017363466592181534,0.8326050420168067,0.6190467649651269,0.14860693602729685,0.6706704486316909,62.59215103649672,0.050000000000000024,1.4758530340665927,2.1855555415233936,0.20347209847986691,0.9074074074074074,0.12731481481481483,0.10648462419727786,0.11010753086212247,0.6028936580660719,5.397499002727909,0.3670577734489488,0.1410556914583738,1.0,0.0,12.0,59,59,14,17,14,14
production_no_next,QB,144.0,2.3918512650189805,3.4318227605249896,-1.0196164073399068,0.7986111111111112,0.5986740288381758,0.18078766527468604,23.186665543147157,33.083164832491406,-9.763852324819293,0.7708333333333334,0.5737838796154942,0.11815855658450314,0.3402777777777778,0.20605674528862206,0.2432901885663329,0.5316863587540279,0.1736111111111111,0.09037565902613702,0.14673640885213524,0.6574789915966387,0.1527777777777778,0.10565832914242923,0.13069155483168762,0.6002235469448585,0.034722222222222224,0.04134484976962464,0.02617482074114055,0.9453237410071943,0.3814038543462453,-0.09004099348926935,0.12710560809596905,59.60726126197986,0.05000000000000002,1.4945593324808912,2.1966002890178675,0.6569287735507737,0.8819444444444444,0.1527777777777778,0.11231526406481983,0.10171592686079071,0.6825633383010432,7.81516019647948,0.15860538900857332,0.33892083317194666,0.0,0.0,12.0,55,55,13,16,13,13
production_no_next,RB,360.0,2.270084127275627,3.124667715023622,-0.9059839122515723,0.825,0.5732028138019125,0.12960206416360748,26.140794185315674,36.00717132878639,-10.037068384613141,0.8,0.5666878263655971,0.11289025780011541,0.28055555555555556,0.21290900337970164,0.2065114442642201,0.533047899384533,0.13333333333333333,0.1134820920889666,0.11394032491770116,0.6163194444444444,0.15,0.10546282849710407,0.1181664842597748,0.7522996853062213,0.044444444444444446,0.05036379854321177,0.04160260863104438,0.7147529069767442,0.6147124833629771,0.06794702634022382,0.6714142066410079,61.784198355864724,0.05000000000000002,1.662564284448712,2.52308906648199,0.012920001530543858,0.9166666666666666,0.15555555555555556,0.15177880543094677,0.12736902532075697,0.643796992481203,6.014818017092676,0.34937279031839963,0.22098711809719754,0.0,0.0,12.0,55,55,13,16,13,13
production_no_next,TE,144.0,1.9713089996760027,2.674963302678385,-1.799040943799999,0.7847222222222222,0.6716271659738139,0.2824663790135161,23.736847562693537,31.005732168368127,-19.294402019878824,0.7708333333333334,0.6609580293129569,0.27034287822377623,0.3402777777777778,0.14694113831946767,0.26113107042505734,0.5310418904403866,0.13194444444444445,0.07368842337324692,0.11709148932255663,0.5802105263157895,0.1597222222222222,0.09296854366450168,0.12929542834046517,0.7333812432626662,0.013888888888888888,0.027160982986896613,0.014312577351426933,0.6443661971830986,0.5516183969324338,0.17781126919057955,0.4493674103069647,61.02093300734072,0.05000000000000002,1.4476409185188521,2.1482590003667883,0.1773810956638871,0.9166666666666666,0.09722222222222222,0.10893872705633782,0.08798300068845566,0.5554945054945055,6.292311523369041,0.3241025009091206,0.24408200761524984,0.0,0.0,12.0,55,55,13,16,13,13
production_no_next,WR,432.0,2.420206942386723,3.3819135909455684,-2.220841312486514,0.7361111111111112,0.6687045695428915,0.24741827641996483,27.940589077766905,38.07775230169799,-21.59254262561078,0.7361111111111112,0.6407783339966491,0.21661440291506984,0.41898148148148145,0.19668055884534572,0.29370208357125377,0.5207457462965817,0.2037037037037037,0.08701316479993056,0.1767401285631155,0.4864561310782241,0.19212962962962962,0.07673182039529808,0.14977692575498833,0.8029136603721476,0.016203703703703703,0.046089845525531456,0.016871554085527127,0.8309243697478992,0.6180225636888067,0.16511362479437156,0.6835232338600308,64.46567064374918,0.050000000000000024,1.478550813170045,2.1847412360837986,0.21694219218779665,0.9097222222222222,0.12731481481481483,0.10459508268875005,0.1100476913687751,0.6096455268869062,6.287851535088271,0.315186747260454,0.2335063841840379,0.0,0.0,12.0,55,55,13,16,13,13
