period,scope,method,n,ppg_crps,contribution_crps,severity,event_rate,predicted_rate,calibration_bias,brier,log_loss,average_precision,roc_auc,top_decile_lift,top_decile_recall,tail_utility_crps,observed_tail_utility_mean,predicted_tail_utility_mean,ppg_crps_baseline,contribution_crps_baseline,brier_baseline,log_loss_baseline,average_precision_baseline,top_decile_lift_baseline,top_decile_recall_baseline,tail_utility_crps_baseline,ppg_crps_delta,contribution_crps_delta,brier_delta,log_loss_delta,average_precision_delta,top_decile_lift_delta,top_decile_recall_delta,tail_utility_crps_delta
all_2017_2025,all,flatter_w025_all,2647,2.1667056295134244,21.112894461536282,q90,0.06951265583679637,0.03552784727307968,-0.0339848085637167,0.06134420113161674,0.24413234827115396,0.20412316490587626,0.8128298822574098,3.0943191140278916,0.30978260869565216,3.5392472027066093,3.9461307140158675,1.8060502374146639,2.168416776376986,21.142302403031252,0.06150139184464304,0.24568507825779143,0.1966255585992681,2.985746513535685,0.29891304347826086,3.5440912254687746,-0.0017111468635615523,-0.029407941494969947,-0.00015719071302629922,-0.0015527299866374689,0.0074976063066081455,0.10857260049220674,0.010869565217391297,-0.004844022762165334
all_2017_2025,all,flatter_w025_all,2647,2.1667056295134244,21.112894461536282,q95,0.04004533434076313,0.020589925167468232,-0.019455409173294896,0.035540534400100264,0.15488836263374756,0.20755003806889494,0.8772099826988333,5.1828052687789254,0.5188679245283019,1.9022351071906332,2.0924049867774865,0.808163559049532,2.168416776376986,21.142302403031252,0.03555230329340165,0.14923695819408647,0.197121228404922,5.465503737985048,0.5471698113207547,1.904744758400671,-0.0017111468635615523,-0.029407941494969947,-1.176889330138653e-05,0.005651404439661084,0.010428809663972943,-0.28269846920612274,-0.028301886792452824,-0.0025096512100377666
all_2017_2025,all,production,2647,2.168416776376986,21.142302403031252,q90,0.06951265583679637,0.0355575729977965,-0.033955082838999874,0.06150139184464304,0.24568507825779143,0.1966255585992681,0.8080769298663701,2.985746513535685,0.29891304347826086,3.5440912254687746,3.9461307140158675,1.8101104401110162,2.168416776376986,21.142302403031252,0.06150139184464304,0.24568507825779143,0.1966255585992681,2.985746513535685,0.29891304347826086,3.5440912254687746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_2017_2025,all,production,2647,2.168416776376986,21.142302403031252,q95,0.04004533434076313,0.020715962930991774,-0.019329371409771354,0.03555230329340165,0.14923695819408647,0.197121228404922,0.8772007009571332,5.465503737985048,0.5471698113207547,1.904744758400671,2.0924049867774865,0.8115378619467064,2.168416776376986,21.142302403031252,0.03555230329340165,0.14923695819408647,0.197121228404922,5.465503737985048,0.5471698113207547,1.904744758400671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_2017_2025,all,te_ypr050,2647,2.168319345803962,21.137611864765564,q90,0.06951265583679637,0.03550790317992344,-0.03400475265687294,0.06151776359640819,0.24604332683315802,0.19644295069712245,0.8075274938657345,2.877173913043478,0.28804347826086957,3.545142960407963,3.9461307140158675,1.806747918531294,2.168416776376986,21.142302403031252,0.06150139184464304,0.24568507825779143,0.1966255585992681,2.985746513535685,0.29891304347826086,3.5440912254687746,-9.74305730241376e-05,-0.0046905382656881045,1.6371751765151266e-05,0.00035824857536659316,-0.00018260790214566502,-0.10857260049220674,-0.010869565217391297,0.0010517349391885311
all_2017_2025,all,te_ypr050,2647,2.168319345803962,21.137611864765564,q95,0.04004533434076313,0.020679453129854346,-0.01936588121090878,0.035567295853119026,0.1493387686848314,0.1963704808673259,0.8769872208980272,5.465503737985048,0.5471698113207547,1.9053064718339012,2.0924049867774865,0.8097301150661572,2.168416776376986,21.142302403031252,0.03555230329340165,0.14923695819408647,0.197121228404922,5.465503737985048,0.5471698113207547,1.904744758400671,-9.74305730241376e-05,-0.0046905382656881045,1.4992559717375009e-05,0.00010181049074492465,-0.0007507475375961026,0.0,0.0,0.0005617134332303042
all_2017_2025,all,wr_ppg225_both025,2647,2.1687524208068685,21.144841804755504,q90,0.06951265583679637,0.03555697291680565,-0.03395568291999072,0.06143530742502933,0.25134837168990637,0.19897049668529637,0.8078143480026125,3.0943191140278916,0.30978260869565216,3.5406158219931068,3.9461307140158675,1.8102490030282703,2.168416776376986,21.142302403031252,0.06150139184464304,0.24568507825779143,0.1966255585992681,2.985746513535685,0.29891304347826086,3.5440912254687746,0.0003356444298825423,0.002539401724252599,-6.608441961370587e-05,0.005663293432114941,0.0023449380860282587,0.10857260049220674,0.010869565217391297,-0.003475403475667882
all_2017_2025,all,wr_ppg225_both025,2647,2.1687524208068685,21.144841804755504,q95,0.04004533434076313,0.020678919193843973,-0.019366415146919155,0.03553558994673394,0.15439667053916376,0.19794737321324282,0.8775589761867635,5.277038091847633,0.5283018867924528,1.9034991398316223,2.0924049867774865,0.8117825265299343,2.168416776376986,21.142302403031252,0.03555230329340165,0.14923695819408647,0.197121228404922,5.465503737985048,0.5471698113207547,1.904744758400671,0.0003356444298825423,0.002539401724252599,-1.671334666770996e-05,0.005159712345077283,0.0008261448083208278,-0.18846564613741545,-0.018867924528301883,-0.00124561856904859
all_2017_2025,all,wr_ppg225_tdrate050,2647,2.168656135892717,21.146751836763414,q90,0.06951265583679637,0.03550632363214595,-0.03400633220465042,0.061508348334188605,0.25178914461778273,0.19661608720319695,0.8064859926918393,2.9314602132895815,0.29347826086956524,3.54327786081083,3.9461307140158675,1.8137424439412244,2.168416776376986,21.142302403031252,0.06150139184464304,0.24568507825779143,0.1966255585992681,2.985746513535685,0.29891304347826086,3.5440912254687746,0.0002393595157310635,0.004449433732162333,6.9564895455662135e-06,0.006104066359991306,-9.471396071158988e-06,-0.05428630024610337,-0.005434782608695621,-0.0008133646579446818
all_2017_2025,all,wr_ppg225_tdrate050,2647,2.168656135892717,21.146751836763414,q95,0.04004533434076313,0.02071765635193315,-0.019327677988829978,0.035572284376803764,0.15504640403805645,0.19591083646100474,0.8748115806434846,5.371270914916341,0.5377358490566038,1.9044486443832989,2.0924049867774865,0.8155956904675861,2.168416776376986,21.142302403031252,0.03555230329340165,0.14923695819408647,0.197121228404922,5.465503737985048,0.5471698113207547,1.904744758400671,0.0002393595157310635,0.004449433732162333,1.9981083402113853e-05,0.005809445843969974,-0.001210391943917255,-0.09423282306870728,-0.009433962264150941,-0.0002961140173720622
