lock_version,model_run_id,target_name,method,slice_type,slice_value,metric,n_rows,n_seasons,value
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,rmse,3622,9,2.8381704520403996
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,mae,3622,9,2.203208090230596
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,bias,3622,9,0.12661841097226786
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,spearman,3622,9,0.781677351094388
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,rmse,1226,3,2.8568052917160554
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,mae,1226,3,2.215295919253944
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,bias,1226,3,0.2653212098768659
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,spearman,1226,3,0.7919410196112499
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,rmse,402,1,2.821837486026907
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,mae,402,1,2.190341407055301
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,bias,402,1,0.35096243399877386
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,spearman,402,1,0.7641035757813681
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,rmse,365,1,2.979827585996236
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,mae,365,1,2.2955968449881823
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,bias,365,1,-0.4075966337988583
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,spearman,365,1,0.7391285276194102
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,rmse,385,1,2.8407007987196478
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,mae,385,1,2.236657335027207
v2_conditional_ppg_2026_candidate_nv_v1,v2_locked_final_nv_20260826T211405Z_99d55e2f,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,bias,385,1,-0.14500435928679575
