year,source_roster_block_id,player,raw_player,player_key,pos,clearing_price,observed_actual_salary,price_source,salary_missing_filled_one,actionable,event_source,is_synthetic_contract_fill,preauction_score,raw_nominal_salary
2022,2,Tony Pollard,Tony Pollard,tonypollard,RB,26.0,26.0,observed,False,True,historical_forecast_matched,False,9.786819458007812,8.0
2022,2,Cole Kmet,Cole Kmet,colekmet,TE,1.0,1.0,observed,False,True,historical_forecast_matched,False,8.346214294433594,1.0
2022,2,Derek Carr,Derek Carr,derekcarr,QB,1.0,1.0,observed,False,True,historical_forecast_matched,False,15.870733261108398,6.0
2022,2,Michael Carter,Michael Carter,michaelcarter,RB,7.0,7.0,observed,False,True,historical_forecast_matched,False,9.28796672821045,3.0
2022,2,Alexander Mattison,Alexander Mattison,alexandermattison,RB,6.0,6.0,observed,False,True,historical_forecast_matched,False,8.616082191467285,2.0
2022,2,Isaiah Mckenzie,Isaiah McKenzie,isaiahmckenzie,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.92639684677124,2.0
2022,2,Michael Gallup,Michael Gallup,michaelgallup,WR,3.0,3.0,observed,False,True,historical_forecast_matched,False,8.860386848449707,2.0
2022,2,Wandale Robinson,Wan'Dale Robinson,wandalerobinson,WR,1.0,,imputed_blank_one,True,True,historical_forecast_matched,False,6.915561676025391,2.0
2022,3,Jaylen Waddle,Jaylen Waddle,jaylenwaddle,WR,38.0,38.0,observed,False,True,historical_forecast_matched,False,12.198697090148926,41.0
2022,3,Dalvin Cook,Dalvin Cook,dalvincook,RB,96.0,96.0,observed,False,True,historical_forecast_matched,False,14.979606628417969,81.0
2022,3,Tee Higgins,Tee Higgins,teehiggins,WR,49.0,49.0,observed,False,True,historical_forecast_matched,False,12.06070327758789,50.0
2022,3,Juju Smith Schuster,JuJu Smith-Schuster,jujusmithschuster,WR,22.0,22.0,observed,False,True,historical_forecast_matched,False,10.996843338012695,11.0
2022,3,Tom Brady,Tom Brady,tombrady,QB,7.0,7.0,observed,False,True,historical_forecast_matched,False,18.037158966064453,9.0
2022,3,Tj Hockenson,T.J. Hockenson,tjhockenson,TE,5.0,5.0,observed,False,True,historical_forecast_matched,False,8.68368911743164,7.0
2022,3,Jakobi Meyers,Jakobi Meyers,jakobimeyers,WR,3.0,3.0,observed,False,True,historical_forecast_matched,False,8.405452728271484,1.0
2022,3,Marvin Jones,Marvin Jones,marvinjones,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,9.026055335998535,1.0
2022,3,Russell Gage,Russell Gage,russellgage,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,9.137816429138184,5.0
2022,3,Van Jefferson,Van Jefferson,vanjefferson,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.853517532348633,2.0
2022,3,Robbie Anderson,Robbie Anderson,robbieanderson,WR,1.0,,imputed_blank_one,True,False,historical_opponent_only,False,0.0,
2022,4,Nick Chubb,Nick Chubb,nickchubb,RB,81.0,81.0,observed,False,True,historical_forecast_matched,False,13.260684967041016,49.0
2022,4,Lamar Jackson,Lamar Jackson,lamarjackson,QB,22.0,22.0,observed,False,True,historical_forecast_matched,False,18.32765769958496,20.0
2022,4,Dalton Schultz,Dalton Schultz,daltonschultz,TE,19.0,19.0,observed,False,True,historical_forecast_matched,False,9.269608497619629,11.0
2022,4,Amari Cooper,Amari Cooper,amaricooper,WR,10.0,10.0,observed,False,True,historical_forecast_matched,False,10.31868839263916,18.0
2022,4,Mike Williams,Mike Williams,mikewilliams,WR,37.0,37.0,observed,False,True,historical_forecast_matched,False,11.355324745178223,28.0
2022,4,Darnell Mooney,Darnell Mooney,darnellmooney,WR,18.0,18.0,observed,False,True,historical_forecast_matched,False,10.2721586227417,22.0
2022,4,Miles Sanders,Miles Sanders,milessanders,RB,20.0,20.0,observed,False,True,historical_forecast_matched,False,10.936928749084473,16.0
2022,4,Damien Harris,Damien Harris,damienharris,RB,27.0,27.0,observed,False,True,historical_forecast_matched,False,10.672819137573242,11.0
2022,4,Tyler Lockett,Tyler Lockett,tylerlockett,WR,9.0,9.0,observed,False,True,historical_forecast_matched,False,9.709057807922363,14.0
2022,4,Elijah Moore,Elijah Moore,elijahmoore,WR,20.0,20.0,observed,False,True,historical_forecast_matched,False,9.570846557617188,6.0
2022,4,Cordarrelle Patterson,Cordarrelle Patterson,cordarrellepatterson,RB,12.0,12.0,observed,False,True,historical_forecast_matched,False,10.509927749633789,16.0
2022,4,James Cook,James Cook,jamescook,RB,14.0,14.0,observed,False,True,historical_forecast_matched,False,10.065630912780762,11.0
2022,4,Hunter Henry,Hunter Henry,hunterhenry,TE,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.831570148468018,1.0
2022,5,Christian Mccaffrey,Christian McCaffrey,christianmccaffrey,RB,111.0,111.0,observed,False,True,historical_forecast_matched,False,16.592546463012695,98.0
2022,5,Dk Metcalf,DK Metcalf,dkmetcalf,WR,21.0,21.0,observed,False,True,historical_forecast_matched,False,11.160555839538574,26.0
2022,5,Aj Brown,A.J. Brown,ajbrown,WR,45.0,45.0,observed,False,True,historical_forecast_matched,False,11.94201374053955,43.0
2022,5,Mike Evans,Mike Evans,mikeevans,WR,57.0,57.0,observed,False,True,historical_forecast_matched,False,12.276243209838867,52.0
2022,5,Aaron Rodgers,Aaron Rodgers,aaronrodgers,QB,2.0,2.0,observed,False,True,historical_forecast_matched,False,18.130952835083008,9.0
2022,5,Zach Ertz,Zach Ertz,zachertz,TE,3.0,3.0,observed,False,True,historical_forecast_matched,False,8.784605979919434,2.0
2022,5,Trey Lance,Trey Lance,treylance,QB,3.0,3.0,observed,False,False,historical_opponent_only,False,0.0,
2022,5,Kenneth Gainwell,Kenneth Gainwell,kennethgainwell,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,9.00684642791748,2.0
2022,5,Darrell Henderson,Darrell Henderson,darrellhenderson,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,8.26366138458252,2.0
2022,5,Jamaal Williams,Jamaal Williams,jamaalwilliams,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.241827964782715,2.0
2022,5,Joshua Palmer,Joshua Palmer,joshuapalmer,WR,1.0,,imputed_blank_one,True,True,historical_forecast_matched,False,7.894680976867676,2.0
2022,6,Travis Kelce,Travis Kelce,traviskelce,TE,55.0,55.0,observed,False,True,historical_forecast_matched,False,12.347939491271973,45.0
2022,6,Michael Thomas,Michael Thomas,michaelthomas,WR,19.0,19.0,observed,False,False,historical_opponent_only,False,0.0,
2022,6,Patrick Mahomes,Patrick Mahomes,patrickmahomes,QB,29.0,29.0,observed,False,True,historical_forecast_matched,False,18.535219192504883,36.0
2022,6,Chris Olave,Chris Olave,chrisolave,WR,16.0,16.0,observed,False,True,historical_forecast_matched,False,9.116775512695312,7.0
2022,6,Breece Hall,Breece Hall,breecehall,RB,54.0,54.0,observed,False,True,historical_forecast_matched,False,14.028142929077148,47.0
2022,6,Christian Watson,Christian Watson,christianwatson,WR,1.0,1.0,observed,False,False,historical_opponent_only,False,6.49,
2022,6,Jahan Dotson,Jahan Dotson,jahandotson,WR,2.0,2.0,observed,False,False,historical_opponent_only,False,9.08,
2022,6,David Bell,David Bell,davidbell,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,5.459232807159424,2.0
2022,6,Alec Pierce,Alec Pierce,alecpierce,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,6.653608322143555,2.0
2022,6,Tyrion Davis Price,Tyrion Davis-Price,tyriondavisprice,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,6.039455890655518,2.0
2022,6,Jd Mckissic,J.D. McKissic,jdmckissic,RB,1.0,,imputed_blank_one,True,False,historical_opponent_only,False,8.85625,
2022,7,Derrick Henry,Derrick Henry,derrickhenry,RB,87.0,87.0,observed,False,True,historical_forecast_matched,False,14.996720314025879,87.0
2022,7,Travis Etienne,Travis Etienne,travisetienne,RB,56.0,56.0,observed,False,True,historical_forecast_matched,False,12.984338760375977,32.0
2022,7,Elijah Mitchell,Elijah Mitchell,elijahmitchell,RB,39.0,39.0,observed,False,True,historical_forecast_matched,False,11.57573413848877,20.0
2022,7,Jalen Hurts,Jalen Hurts,jalenhurts,QB,12.0,12.0,observed,False,True,historical_forecast_matched,False,17.756738662719727,12.0
2022,7,Dawson Knox,Dawson Knox,dawsonknox,TE,2.0,2.0,observed,False,True,historical_forecast_matched,False,8.142569541931152,2.0
2022,7,Treylon Burks,Treylon Burks,treylonburks,WR,5.0,5.0,observed,False,True,historical_forecast_matched,False,10.40697193145752,7.0
2022,7,Julio Jones,Julio Jones,juliojones,WR,2.0,2.0,observed,False,False,historical_opponent_only,False,7.92125,
2022,7,Rondale Moore,Rondale Moore,rondalemoore,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,8.650434494018555,2.0
2022,7,Romeo Doubs,Romeo Doubs,romeodoubs,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,6.200881004333496,2.0
2022,7,Brian Robinson,Brian Robinson,brianrobinson,RB,3.0,3.0,observed,False,True,historical_forecast_matched,False,7.117944240570068,2.0
2022,7,Nico Collins,Nico Collins,nicocollins,WR,1.0,,imputed_blank_one,True,True,historical_forecast_matched,False,8.017452239990234,2.0
2022,8,Mark Andrews,Mark Andrews,markandrews,TE,50.0,50.0,observed,False,True,historical_forecast_matched,False,11.843916893005371,46.0
2022,8,Garrett Wilson,Garrett Wilson,garrettwilson,WR,9.0,9.0,observed,False,True,historical_forecast_matched,False,9.647563934326172,6.0
2022,8,Josh Jacobs,Josh Jacobs,joshjacobs,RB,37.0,37.0,observed,False,True,historical_forecast_matched,False,12.031403541564941,33.0
2022,8,Tyreek Hill,Tyreek Hill,tyreekhill,WR,58.0,58.0,observed,False,True,historical_forecast_matched,False,12.849662780761719,61.0
2022,8,Keenan Allen,Keenan Allen,keenanallen,WR,53.0,53.0,observed,False,True,historical_forecast_matched,False,12.258894920349121,51.0
2022,8,Drake London,Drake London,drakelondon,WR,12.0,12.0,observed,False,True,historical_forecast_matched,False,10.185823440551758,12.0
2022,8,Kyler Murray,Kyler Murray,kylermurray,QB,12.0,12.0,observed,False,True,historical_forecast_matched,False,18.25320053100586,16.0
2022,8,Brandon Aiyuk,Brandon Aiyuk,brandonaiyuk,WR,5.0,5.0,observed,False,True,historical_forecast_matched,False,9.455514907836914,3.0
2022,8,Robert Woods,Robert Woods,robertwoods,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,9.394623756408691,3.0
2022,8,Marquez Valdes Scantling,Marquez Valdes-Scantling,marquezvaldesscantling,WR,7.0,7.0,observed,False,True,historical_forecast_matched,False,8.376408576965332,1.0
2022,8,Khalil Herbert,Khalil Herbert,khalilherbert,RB,1.0,,imputed_blank_one,True,True,historical_forecast_matched,False,8.112981796264648,2.0
2022,9,Chris Godwin,Chris Godwin,chrisgodwin,WR,27.0,27.0,observed,False,True,historical_forecast_matched,False,11.454334259033203,19.0
2022,9,Dj Moore,DJ Moore,djmoore,WR,48.0,48.0,observed,False,True,historical_forecast_matched,False,11.776554107666016,41.0
2022,9,Darren Waller,Darren Waller,darrenwaller,TE,26.0,26.0,observed,False,True,historical_forecast_matched,False,10.480462074279785,17.0
2022,9,Michael Pittman,Michael Pittman,michaelpittman,WR,52.0,52.0,observed,False,True,historical_forecast_matched,False,12.036909103393555,36.0
2022,9,Dak Prescott,Dak Prescott,dakprescott,QB,6.0,6.0,observed,False,True,historical_forecast_matched,False,17.823928833007812,13.0
2022,9,Chase Claypool,Chase Claypool,chaseclaypool,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,9.312097549438477,5.0
2022,9,Tyler Boyd,Tyler Boyd,tylerboyd,WR,4.0,4.0,observed,False,True,historical_forecast_matched,False,8.99085807800293,1.0
2022,9,Skyy Moore,Skyy Moore,skyymoore,WR,4.0,4.0,observed,False,True,historical_forecast_matched,False,6.791190147399902,1.0
2022,9,Melvin Gordon,Melvin Gordon,melvingordon,RB,22.0,22.0,observed,False,True,historical_forecast_matched,False,9.181955337524414,5.0
2022,9,James Robinson,James Robinson,jamesrobinson,RB,6.0,6.0,observed,False,True,historical_forecast_matched,False,9.28697395324707,3.0
2022,9,Kenneth Walker,Kenneth Walker,kennethwalker,RB,17.0,17.0,observed,False,True,historical_forecast_matched,False,10.385293960571289,2.0
2022,10,Alvin Kamara,Alvin Kamara,alvinkamara,RB,85.0,85.0,observed,False,True,historical_forecast_matched,False,13.856033325195312,62.0
2022,10,Joe Mixon,Joe Mixon,joemixon,RB,96.0,96.0,observed,False,True,historical_forecast_matched,False,14.627096176147461,74.0
2022,10,Kirk Cousins,Kirk Cousins,kirkcousins,QB,2.0,2.0,observed,False,True,historical_forecast_matched,False,16.43781852722168,5.0
2022,10,Hunter Renfrow,Hunter Renfrow,hunterrenfrow,WR,16.0,16.0,observed,False,True,historical_forecast_matched,False,9.854259490966797,10.0
2022,10,Pat Freiermuth,Pat Freiermuth,patfreiermuth,TE,4.0,4.0,observed,False,True,historical_forecast_matched,False,8.512368202209473,1.0
2022,10,Chase Edmonds,Chase Edmonds,chaseedmonds,RB,23.0,23.0,observed,False,True,historical_forecast_matched,False,9.818498611450195,7.0
2022,10,Kadarius Toney,Kadarius Toney,kadariustoney,WR,5.0,5.0,observed,False,True,historical_forecast_matched,False,9.264324188232422,3.0
2022,10,Jalen Tolbert,Jalen Tolbert,jalentolbert,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,6.555197715759277,2.0
2022,10,Mecole Hardman,Mecole Hardman,mecolehardman,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,8.404789924621582,1.0
2022,10,Jameson Williams,Jameson Williams,jamesonwilliams,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,8.235515594482422,1.0
2022,10,Raheem Mostert,Raheem Mostert,raheemmostert,RB,1.0,,imputed_blank_one,True,False,historical_opponent_only,False,7.538125,
2022,11,Gabriel Davis,Gabe Davis,gabrieldavis,WR,21.0,21.0,observed,False,True,historical_forecast_matched,False,9.45041561126709,17.0
2022,11,Aaron Jones,Aaron Jones,aaronjones,RB,67.0,67.0,observed,False,True,historical_forecast_matched,False,13.398380279541016,61.0
2022,11,Davante Adams,Davante Adams,davanteadams,WR,88.0,88.0,observed,False,True,historical_forecast_matched,False,14.508094787597656,77.0
2022,11,Marquise Brown,Marquise Brown,marquisebrown,WR,20.0,20.0,observed,False,True,historical_forecast_matched,False,10.41264533996582,27.0
2022,11,Joe Burrow,Joe Burrow,joeburrow,QB,12.0,12.0,observed,False,True,historical_forecast_matched,False,16.58631134033203,16.0
2022,11,Dallas Goedert,Dallas Goedert,dallasgoedert,TE,5.0,5.0,observed,False,True,historical_forecast_matched,False,9.230708122253418,4.0
2022,11,Rashaad Penny,Rashaad Penny,rashaadpenny,RB,27.0,27.0,observed,False,True,historical_forecast_matched,False,9.75648307800293,8.0
2022,11,Nyheim Hines,Nyheim Hines,nyheimhines,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.752114295959473,2.0
2022,11,Kenny Golladay,Kenny Golladay,kennygolladay,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,8.730375289916992,1.0
2022,11,Matthew Stafford,Matthew Stafford,matthewstafford,QB,1.0,1.0,observed,False,True,historical_forecast_matched,False,16.856287002563477,7.0
2022,11,Kj Hamler,KJ Hamler,kjhamler,WR,1.0,1.0,observed,False,False,historical_opponent_only,False,7.616875,
2022,12,Ezekiel Elliott,Ezekiel Elliott,ezekielelliott,RB,45.0,45.0,observed,False,True,historical_forecast_matched,False,12.82514762878418,43.0
2022,12,Devin Singletary,Devin Singletary,devinsingletary,RB,22.0,22.0,observed,False,True,historical_forecast_matched,False,10.720586776733398,15.0
2022,12,Clyde Edwards Helaire,Clyde Edwards-Helaire,clydeedwardshelaire,RB,46.0,46.0,observed,False,True,historical_forecast_matched,False,11.347236633300781,13.0
2022,12,Justin Herbert,Justin Herbert,justinherbert,QB,29.0,29.0,observed,False,True,historical_forecast_matched,False,18.280183792114258,28.0
2022,12,George Kittle,George Kittle,georgekittle,TE,17.0,17.0,observed,False,True,historical_forecast_matched,False,11.241249084472656,16.0
2022,12,Adam Thielen,Adam Thielen,adamthielen,WR,20.0,20.0,observed,False,True,historical_forecast_matched,False,10.604836463928223,13.0
2022,12,Irv Smith,Irv Smith,irvsmith,TE,3.0,3.0,observed,False,False,historical_opponent_only,False,8.6225,
2022,12,Allen Lazard,Allen Lazard,allenlazard,WR,25.0,25.0,observed,False,True,historical_forecast_matched,False,8.974535942077637,3.0
2022,12,Kareem Hunt,Kareem Hunt,kareemhunt,RB,27.0,27.0,observed,False,True,historical_forecast_matched,False,9.3473482131958,11.0
2022,12,Russell Wilson,Russell Wilson,russellwilson,QB,3.0,3.0,observed,False,True,historical_forecast_matched,False,17.49730682373047,12.0
2022,12,George Pickens,George Pickens,georgepickens,WR,3.0,3.0,observed,False,True,historical_forecast_matched,False,6.64237642288208,2.0
2023,1,Jahmyr Gibbs,"Jahmyr Gibbs Det, RB",jahmyrgibbs,RB,58.0,58.0,observed,False,True,historical_forecast_matched,False,14.314676284790039,55.0
2023,1,Justin Fields,"Justin Fields Chi, QB",justinfields,QB,20.0,20.0,observed,False,True,historical_forecast_matched,False,17.640615463256836,18.0
2023,1,Bijan Robinson,"Bijan Robinson Atl, RB",bijanrobinson,RB,100.0,100.0,observed,False,True,historical_forecast_matched,False,16.009550094604492,91.0
2023,1,Drake London,"Drake London Atl, WR",drakelondon,WR,24.0,24.0,observed,False,True,historical_forecast_matched,False,11.381492614746094,15.0
2023,1,Pat Freiermuth,"Pat Freiermuth Pit, TE",patfreiermuth,TE,5.0,5.0,observed,False,True,historical_forecast_matched,False,8.498730659484863,1.0
2023,1,George Pickens,"George Pickens Pit, WR",georgepickens,WR,19.0,19.0,observed,False,True,historical_forecast_matched,False,9.547531127929688,10.0
2023,1,Treylon Burks,"Treylon Burks Ten, WR",treylonburks,WR,4.0,4.0,observed,False,True,historical_forecast_matched,False,8.991888046264648,3.0
2023,1,Kenneth Gainwell,"Kenneth Gainwell Phi, RB",kennethgainwell,RB,3.0,3.0,observed,False,True,historical_forecast_matched,False,7.828167915344238,2.0
2023,1,Rashaad Penny,"Rashaad Penny Phi, RB",rashaadpenny,RB,2.0,2.0,observed,False,True,historical_forecast_matched,False,8.760053634643555,5.0
2023,1,Tyler Allgeier,"Tyler Allgeier Atl, RB",tylerallgeier,RB,3.0,3.0,observed,False,True,historical_forecast_matched,False,7.4214959144592285,1.0
2023,1,Jameson Williams,"Jameson Williams Det, WR",jamesonwilliams,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,9.337803840637207,1.0
2023,2,Tyreek Hill,"Tyreek Hill Mia, WR",tyreekhill,WR,88.0,88.0,observed,False,True,historical_forecast_matched,False,14.583205223083496,86.0
2023,2,Calvin Ridley,"Calvin Ridley Jax, WR",calvinridley,WR,41.0,41.0,observed,False,True,historical_forecast_matched,False,10.837173461914062,39.0
2023,2,Dameon Pierce,"Dameon Pierce Hou, RB",dameonpierce,RB,31.0,31.0,observed,False,True,historical_forecast_matched,False,10.876877784729004,32.0
2023,2,Kirk Cousins,"Kirk Cousins Min, QB",kirkcousins,QB,2.0,2.0,observed,False,True,historical_forecast_matched,False,16.716381072998047,2.0
2023,2,Alvin Kamara,"Alvin Kamara NO, RB",alvinkamara,RB,27.0,27.0,observed,False,True,historical_forecast_matched,False,10.115866661071777,27.0
2023,2,Odell Beckham,"Odell Beckham Jr. Bal, WR",odellbeckham,WR,5.0,5.0,observed,False,False,historical_opponent_only,False,9.014375,
2023,2,Dj Moore,"DJ Moore Chi, WR",djmoore,WR,28.0,28.0,observed,False,True,historical_forecast_matched,False,10.237059593200684,20.0
2023,2,Michael Thomas,"Michael Thomas NO, WR",michaelthomas,WR,8.0,8.0,observed,False,True,historical_forecast_matched,False,9.349759101867676,6.0
2023,2,Dalton Schultz,"Dalton Schultz Hou, TE",daltonschultz,TE,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.380171298980713,1.0
2023,2,Adam Thielen,"Adam Thielen Car, WR",adamthielen,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,8.487951278686523,1.0
2023,2,Jared Goff,"Jared Goff Det, QB",jaredgoff,QB,1.0,1.0,observed,False,True,historical_forecast_matched,False,15.847884178161621,1.0
2023,3,Chris Olave,"Chris Olave NO, WR",chrisolave,WR,65.0,65.0,observed,False,True,historical_forecast_matched,False,12.541829109191895,51.0
2023,3,Justin Herbert,"Justin Herbert LAC, QB",justinherbert,QB,25.0,25.0,observed,False,True,historical_forecast_matched,False,18.56707763671875,18.0
2023,3,Aaron Jones,"Aaron Jones GB, RB",aaronjones,RB,65.0,65.0,observed,False,True,historical_forecast_matched,False,10.746862411499023,46.0
2023,3,Dalvin Cook,"Dalvin Cook NYJ, RB",dalvincook,RB,22.0,22.0,observed,False,True,historical_forecast_matched,False,9.564289093017578,20.0
2023,3,Isiah Pacheco,"Isiah Pacheco KC, RB",isiahpacheco,RB,17.0,17.0,observed,False,True,historical_forecast_matched,False,9.50496768951416,18.0
2023,3,Evan Engram,"Evan Engram Jax, TE",evanengram,TE,3.0,3.0,observed,False,True,historical_forecast_matched,False,8.600553512573242,3.0
2023,3,Kadarius Toney,"Kadarius Toney KC, WR",kadariustoney,WR,3.0,3.0,observed,False,True,historical_forecast_matched,False,8.696453094482422,1.0
2023,3,Marvin Mims,"Marvin Mims Jr. Den, WR",marvinmims,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,8.152356147766113,1.0
2023,3,Romeo Doubs,"Romeo Doubs GB, WR",romeodoubs,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,8.60872745513916,1.0
2023,3,Kyren Williams,"Kyren Williams LAR, RB",kyrenwilliams,RB,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.331315994262695,1.0
2023,3,Curtis Samuel,"Curtis Samuel Wsh, WR",curtissamuel,WR,1.0,1.0,observed,False,True,historical_forecast_matched,False,7.972531318664551,1.0
2023,4,Mike Evans,"Mike Evans TB, WR",mikeevans,WR,22.0,22.0,observed,False,True,historical_forecast_matched,False,9.987582206726074,19.0
2023,4,Deshaun Watson,"Deshaun Watson Cle, QB",deshaunwatson,QB,2.0,2.0,observed,False,True,historical_forecast_matched,False,17.285459518432617,4.0
2023,4,Keenan Allen,"Keenan Allen LAC, WR",keenanallen,WR,37.0,37.0,observed,False,True,historical_forecast_matched,False,11.227598190307617,36.0
2023,4,Tyler Lockett,"Tyler Lockett Sea, WR",tylerlockett,WR,19.0,19.0,observed,False,True,historical_forecast_matched,False,9.684220314025879,16.0
2023,4,Darren Waller,"Darren Waller NYG, TE",darrenwaller,TE,26.0,26.0,observed,False,True,historical_forecast_matched,False,8.03610610961914,12.0
2023,4,Alexander Mattison,"Alexander Mattison Min, RB",alexandermattison,RB,40.0,40.0,observed,False,True,historical_forecast_matched,False,10.026390075683594,27.0
2023,4,Jerry Jeudy,"Jerry Jeudy Den, WR",jerryjeudy,WR,8.0,8.0,observed,False,True,historical_forecast_matched,False,10.568398475646973,15.0
2023,4,Tank Bigsby,"Tank Bigsby Jax, RB",tankbigsby,RB,4.0,4.0,observed,False,True,historical_forecast_matched,False,7.076086521148682,9.0
2023,4,Nico Collins,"Nico Collins Hou, WR",nicocollins,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,8.42072582244873,1.0
2023,4,Khalil Herbert,"Khalil Herbert Chi, RB",khalilherbert,RB,17.0,17.0,observed,False,True,historical_forecast_matched,False,9.579507827758789,15.0
2023,4,Samaje Perine,"Samaje Perine Den, RB",samajeperine,RB,7.0,7.0,observed,False,True,historical_forecast_matched,False,8.426929473876953,6.0
2023,5,Derrick Henry,"Derrick Henry Ten, RB",derrickhenry,RB,91.0,91.0,observed,False,True,historical_forecast_matched,False,13.279657363891602,79.0
2023,5,Tee Higgins,"Tee Higgins Cin, WR",teehiggins,WR,44.0,44.0,observed,False,True,historical_forecast_matched,False,11.64272403717041,48.0
2023,5,Lamar Jackson,"Lamar Jackson Bal, QB",lamarjackson,QB,32.0,32.0,observed,False,True,historical_forecast_matched,False,18.1859073638916,33.0
2023,5,David Montgomery,"David Montgomery Det, RB",davidmontgomery,RB,16.0,16.0,observed,False,True,historical_forecast_matched,False,9.76021957397461,18.0
2023,5,Dallas Goedert,"Dallas Goedert Phi, TE",dallasgoedert,TE,6.0,6.0,observed,False,True,historical_forecast_matched,False,8.287275314331055,8.0
2023,5,Brian Robinson,"Brian Robinson Jr. Wsh, RB",brianrobinson,RB,12.0,12.0,observed,False,True,historical_forecast_matched,False,8.960616111755371,11.0
2023,5,Dj Chark,"DJ Chark Jr. Car, WR",djchark,WR,2.0,2.0,observed,False,True,historical_forecast_matched,False,8.241056442260742,1.0
2023,5,Gabriel Davis,"Gabe Davis Buf, WR",gabrieldavis,WR,5.0,5.0,observed,False,True,historical_forecast_matched,False,8.82518196105957,2.0
2023,5,Jamaal Williams,"Jamaal Williams NO, RB",jamaalwilliams,RB,4.0,4.0,observed,False,True,historical_forecast_matched,False,8.597014427185059,7.0
2023,5,Gus Edwards,"Gus Edwards Bal, RB",gusedwards,RB,2.0,2.0,observed,False,True,historical_forecast_matched,False,8.003003120422363,1.0
