order_regime,price_rule,policy_mode,paired_paths,completion_rate_5,completion_rate_10,completion_rate_diff_5_minus_10,complete_5_only_rate,complete_10_only_rate,paired_completion_rate,paired_clean_rate,mean_points_diff_completed_5_minus_10,mean_points_diff_clean_5_minus_10,mean_points_diff_clean_equal_origin_5_minus_10,mean_failure_penalized_diff_5_minus_10,median_points_diff_completed_5_minus_10,pooled_path_se_completed_points_diff,pooled_path_se_clean_points_diff,randomization_se_clean_equal_origin,minimum_clean_paths_per_origin,win_rate_5_completed,mean_ppg_diff_5_minus_10,mean_forecast_ev_diff_5_minus_10,mean_relax_events_5,mean_relax_events_10,mean_top_n_relax_events_5,mean_top_n_relax_events_10,generic_repair_path_rate_5,generic_repair_path_rate_10,mean_paid_spend_diff_5_minus_10
position_run,clearing,operational,24,1.0,0.9583333333333334,0.04166666666666663,0.041666666666666664,0.0,0.9583333333333334,0.5416666666666666,-19.17130710767663,-24.683077298677883,-18.746658325195312,53.35333251953125,0.0,13.519948253597581,15.990716976133363,,1,0.21739130434782608,-1.1982066942297893,-2.4564315132472827,0.0,0.0,0.0,0.0,0.0,0.0,-0.30434782608695654
position_run,clearing,strict,24,1.0,0.9583333333333334,0.04166666666666663,0.041666666666666664,0.0,0.9583333333333334,0.5416666666666666,-19.17130710767663,-24.683077298677883,-18.746658325195312,53.35333251953125,0.0,13.519948253597581,15.990716976133363,,1,0.21739130434782608,-1.1982066942297893,-2.4564315132472827,0.0,0.0,0.0,0.0,0.0,0.0,-0.30434782608695654
position_run,plus_one,operational,24,0.4166666666666667,0.4166666666666667,0.0,0.041666666666666664,0.041666666666666664,0.375,0.16666666666666666,-7.277791341145833,-13.725006103515625,,5.6899973551432295,0.0,14.64570039495613,32.067780379835135,,0,0.3333333333333333,-0.45486195882161456,7.170694986979167,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
position_run,plus_one,strict,24,0.4166666666666667,0.4166666666666667,0.0,0.041666666666666664,0.041666666666666664,0.375,0.16666666666666666,-7.277791341145833,-13.725006103515625,,5.6899973551432295,0.0,14.64570039495613,32.067780379835135,,0,0.3333333333333333,-0.45486195882161456,7.170694986979167,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
star_late,clearing,operational,24,0.9166666666666666,0.9583333333333334,-0.04166666666666674,0.0,0.041666666666666664,0.9166666666666666,0.3333333333333333,38.02817049893466,87.68247985839844,,-40.73417663574219,8.55999755859375,27.60906078934569,63.72411146738301,,0,0.5,2.376760656183416,-1.6045809659090908,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
star_late,clearing,strict,24,0.9166666666666666,0.9583333333333334,-0.04166666666666674,0.0,0.041666666666666664,0.9166666666666666,0.3333333333333333,38.02817049893466,87.68247985839844,,-40.73417663574219,8.55999755859375,27.60906078934569,63.72411146738301,,0,0.5,2.376760656183416,-1.6045809659090908,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
star_late,plus_one,operational,24,0.9583333333333334,0.7916666666666666,0.16666666666666674,0.20833333333333334,0.041666666666666664,0.75,0.20833333333333334,-1.2766655815972223,-12.0439453125,,264.9308268229167,0.0,34.18077471085175,39.70812163349904,,0,0.4444444444444444,-0.0797915988498264,-1.5963948567708333,0.0,0.0,0.0,0.0,0.0,0.0,3.1666666666666665
star_late,plus_one,strict,24,0.9583333333333334,0.7916666666666666,0.16666666666666674,0.20833333333333334,0.041666666666666664,0.75,0.20833333333333334,-1.2766655815972223,-12.0439453125,,264.9308268229167,0.0,34.18077471085175,39.70812163349904,,0,0.4444444444444444,-0.0797915988498264,-1.5963948567708333,0.0,0.0,0.0,0.0,0.0,0.0,3.1666666666666665
tier_early,clearing,operational,24,0.9583333333333334,0.9583333333333334,0.0,0.041666666666666664,0.041666666666666664,0.9166666666666666,0.5416666666666666,-9.757279829545455,7.590763972355769,8.1602783203125,-12.79833984375,0.0,29.40163125550098,43.7518708310696,25.075849825519402,2,0.2727272727272727,-0.6098299893465909,-0.7550548206676136,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
tier_early,clearing,strict,24,0.9583333333333334,0.9583333333333334,0.0,0.041666666666666664,0.041666666666666664,0.9166666666666666,0.5416666666666666,-9.757279829545455,7.590763972355769,8.1602783203125,-12.79833984375,0.0,29.40163125550098,43.7518708310696,25.075849825519402,2,0.2727272727272727,-0.6098299893465909,-0.7550548206676136,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
