year,source_line,roster_block_id,roster_row,raw_player,player,nfl_team,embedded_pos,actual_salary,replay_price,price_source,salary_missing_filled_one,is_keeper,player_key,pos,position_source,raw_source_sha256
2022,18,2,1,J.K. Dobbins,Jk Dobbins,,,12.0,12.0,observed,False,True,jkdobbins,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,19,2,2,Austin Ekeler,Austin Ekeler,,,65.0,65.0,observed,False,True,austinekeler,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,20,2,3,Najee Harris,Najee Harris,,,92.0,92.0,observed,False,False,najeeharris,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,21,2,4,Jerry Jeudy,Jerry Jeudy,,,29.0,29.0,observed,False,False,jerryjeudy,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,22,2,5,Brandin Cooks,Brandin Cooks,,,35.0,35.0,observed,False,False,brandincooks,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,23,2,6,Tony Pollard,Tony Pollard,,,26.0,26.0,observed,False,False,tonypollard,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,24,2,7,Cole Kmet,Cole Kmet,,,1.0,1.0,observed,False,False,colekmet,TE,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,25,2,8,Derek Carr,Derek Carr,,,1.0,1.0,observed,False,False,derekcarr,QB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,26,2,9,"Colts D/ST Ind, D/ST",Colts D/St,IND,D/ST,1.0,1.0,observed,False,False,coltsdst,D/ST,espn_suffix,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,27,2,10,Michael Carter,Michael Carter,,,7.0,7.0,observed,False,False,michaelcarter,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,28,2,11,Alexander Mattison,Alexander Mattison,,,6.0,6.0,observed,False,False,alexandermattison,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,29,2,12,Isaiah McKenzie,Isaiah Mckenzie,,,1.0,1.0,observed,False,False,isaiahmckenzie,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,30,2,13,Michael Gallup,Michael Gallup,,,3.0,3.0,observed,False,False,michaelgallup,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,31,2,14,Tyler Bass,Tyler Bass,,,1.0,1.0,observed,False,False,tylerbass,K,2022_explicit_kicker,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,32,2,15,Wan'Dale Robinson,Wan'Dale Robinson,,,,1.0,imputed_blank_one,True,False,wandalerobinson,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,35,3,1,Ja'Marr Chase,Ja'Marr Chase,,,27.0,27.0,observed,False,True,jamarrchase,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,36,3,2,D'Andre Swift,D'Andre Swift,,,45.0,45.0,observed,False,True,dandreswift,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,37,3,3,Jaylen Waddle,Jaylen Waddle,,,38.0,38.0,observed,False,False,jaylenwaddle,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,38,3,4,Dalvin Cook,Dalvin Cook,,,96.0,96.0,observed,False,False,dalvincook,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,39,3,5,Tee Higgins,Tee Higgins,,,49.0,49.0,observed,False,False,teehiggins,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,40,3,6,JuJu Smith-Schuster,Juju Smith Schuster,,,22.0,22.0,observed,False,False,jujusmithschuster,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,41,3,7,Tom Brady,Tom Brady,,,7.0,7.0,observed,False,False,tombrady,QB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,42,3,8,T.J. Hockenson,Tj Hockenson,,,5.0,5.0,observed,False,False,tjhockenson,TE,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,43,3,9,Jakobi Meyers,Jakobi Meyers,,,3.0,3.0,observed,False,False,jakobimeyers,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,44,3,10,Marvin Jones,Marvin Jones,,,2.0,2.0,observed,False,False,marvinjones,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,45,3,11,"Ravens D/ST Bal, D/ST",Ravens D/St,BAL,D/ST,1.0,1.0,observed,False,False,ravensdst,D/ST,espn_suffix,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,46,3,12,Cade York,Cade York,,,2.0,2.0,observed,False,False,cadeyork,K,2022_explicit_kicker,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,47,3,13,Russell Gage,Russell Gage,,,1.0,1.0,observed,False,False,russellgage,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,48,3,14,Van Jefferson,Van Jefferson,,,1.0,1.0,observed,False,False,vanjefferson,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,49,3,15,Robbie Anderson,Robbie Anderson,,,,1.0,imputed_blank_one,True,False,robbieanderson,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,52,4,1,Nick Chubb,Nick Chubb,,,81.0,81.0,observed,False,False,nickchubb,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,53,4,2,Lamar Jackson,Lamar Jackson,,,22.0,22.0,observed,False,False,lamarjackson,QB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,54,4,3,Dalton Schultz,Dalton Schultz,,,19.0,19.0,observed,False,False,daltonschultz,TE,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,55,4,4,Amari Cooper,Amari Cooper,,,10.0,10.0,observed,False,False,amaricooper,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,56,4,5,Mike Williams,Mike Williams,,,37.0,37.0,observed,False,False,mikewilliams,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,57,4,6,Darnell Mooney,Darnell Mooney,,,18.0,18.0,observed,False,False,darnellmooney,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,58,4,7,Miles Sanders,Miles Sanders,,,20.0,20.0,observed,False,False,milessanders,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,59,4,8,Damien Harris,Damien Harris,,,27.0,27.0,observed,False,False,damienharris,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,60,4,9,Tyler Lockett,Tyler Lockett,,,9.0,9.0,observed,False,False,tylerlockett,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,61,4,10,Elijah Moore,Elijah Moore,,,20.0,20.0,observed,False,False,elijahmoore,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,62,4,11,Cordarrelle Patterson,Cordarrelle Patterson,,,12.0,12.0,observed,False,False,cordarrellepatterson,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,63,4,12,"Packers D/ST GB, D/ST",Packers D/St,GB,D/ST,1.0,1.0,observed,False,False,packersdst,D/ST,espn_suffix,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,64,4,13,James Cook,James Cook,,,14.0,14.0,observed,False,False,jamescook,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,65,4,14,Hunter Henry,Hunter Henry,,,1.0,1.0,observed,False,False,hunterhenry,TE,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,66,4,15,Brandon McManus,Brandon Mcmanus,,,,1.0,imputed_blank_one,True,False,brandonmcmanus,K,2022_explicit_kicker,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,69,5,1,Javonte Williams,Javonte Williams,,,41.0,41.0,observed,False,True,javontewilliams,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,70,5,2,Amon-Ra St. Brown,Amon Ra St Brown,,,11.0,11.0,observed,False,True,amonrastbrown,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,71,5,3,Christian McCaffrey,Christian Mccaffrey,,,111.0,111.0,observed,False,False,christianmccaffrey,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,72,5,4,DK Metcalf,Dk Metcalf,,,21.0,21.0,observed,False,False,dkmetcalf,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,73,5,5,A.J. Brown,Aj Brown,,,45.0,45.0,observed,False,False,ajbrown,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,74,5,6,Mike Evans,Mike Evans,,,57.0,57.0,observed,False,False,mikeevans,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,75,5,7,Aaron Rodgers,Aaron Rodgers,,,2.0,2.0,observed,False,False,aaronrodgers,QB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,76,5,8,Zach Ertz,Zach Ertz,,,3.0,3.0,observed,False,False,zachertz,TE,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,77,5,9,Trey Lance,Trey Lance,,,3.0,3.0,observed,False,False,treylance,QB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,78,5,10,"49ers D/ST SF, D/ST",49Ers D/St,SF,D/ST,1.0,1.0,observed,False,False,49ersdst,D/ST,espn_suffix,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,79,5,11,Kenneth Gainwell,Kenneth Gainwell,,,1.0,1.0,observed,False,False,kennethgainwell,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,80,5,12,Nick Folk,Nick Folk,,,1.0,1.0,observed,False,False,nickfolk,K,2022_explicit_kicker,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,81,5,13,Darrell Henderson,Darrell Henderson,,,1.0,1.0,observed,False,False,darrellhenderson,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,82,5,14,Jamaal Williams,Jamaal Williams,,,1.0,1.0,observed,False,False,jamaalwilliams,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,83,5,15,Joshua Palmer,Joshua Palmer,,,,1.0,imputed_blank_one,True,False,joshuapalmer,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,86,6,1,Stefon Diggs,Stefon Diggs,,,42.0,42.0,observed,False,True,stefondiggs,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,87,6,2,Jonathan Taylor,Jonathan Taylor,,,76.0,76.0,observed,False,True,jonathantaylor,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,88,6,3,Travis Kelce,Travis Kelce,,,55.0,55.0,observed,False,False,traviskelce,TE,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,89,6,4,Michael Thomas,Michael Thomas,,,19.0,19.0,observed,False,False,michaelthomas,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,90,6,5,Patrick Mahomes,Patrick Mahomes,,,29.0,29.0,observed,False,False,patrickmahomes,QB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,91,6,6,Chris Olave,Chris Olave,,,16.0,16.0,observed,False,False,chrisolave,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,92,6,7,Breece Hall,Breece Hall,,,54.0,54.0,observed,False,False,breecehall,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,93,6,8,Christian Watson,Christian Watson,,,1.0,1.0,observed,False,False,christianwatson,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,94,6,9,Jahan Dotson,Jahan Dotson,,,2.0,2.0,observed,False,False,jahandotson,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,95,6,10,David Bell,David Bell,,,1.0,1.0,observed,False,False,davidbell,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,96,6,11,Alec Pierce,Alec Pierce,,,1.0,1.0,observed,False,False,alecpierce,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,97,6,12,"Rams D/ST LAR, D/ST",Rams D/St,LAR,D/ST,1.0,1.0,observed,False,False,ramsdst,D/ST,espn_suffix,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,98,6,13,Tyrion Davis-Price,Tyrion Davis Price,,,1.0,1.0,observed,False,False,tyriondavisprice,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,99,6,14,Greg Joseph,Greg Joseph,,,1.0,1.0,observed,False,False,gregjoseph,K,2022_explicit_kicker,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,100,6,15,J.D. McKissic,Jd Mckissic,,,,1.0,imputed_blank_one,True,False,jdmckissic,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,103,7,1,Terry McLaurin,Terry Mclaurin,,,46.0,46.0,observed,False,True,terrymclaurin,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,104,7,2,CeeDee Lamb,Ceedee Lamb,,,39.0,39.0,observed,False,True,ceedeelamb,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,105,7,3,Derrick Henry,Derrick Henry,,,87.0,87.0,observed,False,False,derrickhenry,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,106,7,4,Travis Etienne,Travis Etienne,,,56.0,56.0,observed,False,False,travisetienne,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,107,7,5,Elijah Mitchell,Elijah Mitchell,,,39.0,39.0,observed,False,False,elijahmitchell,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,108,7,6,Jalen Hurts,Jalen Hurts,,,12.0,12.0,observed,False,False,jalenhurts,QB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,109,7,7,Dawson Knox,Dawson Knox,,,2.0,2.0,observed,False,False,dawsonknox,TE,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,110,7,8,"Buccaneers D/ST TB, D/ST",Buccaneers D/St,TB,D/ST,1.0,1.0,observed,False,False,buccaneersdst,D/ST,espn_suffix,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,111,7,9,Treylon Burks,Treylon Burks,,,5.0,5.0,observed,False,False,treylonburks,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,112,7,10,Julio Jones,Julio Jones,,,2.0,2.0,observed,False,False,juliojones,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,113,7,11,Evan McPherson,Evan Mcpherson,,,2.0,2.0,observed,False,False,evanmcpherson,K,2022_explicit_kicker,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,114,7,12,Rondale Moore,Rondale Moore,,,1.0,1.0,observed,False,False,rondalemoore,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,115,7,13,Romeo Doubs,Romeo Doubs,,,1.0,1.0,observed,False,False,romeodoubs,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,116,7,14,Brian Robinson,Brian Robinson,,,3.0,3.0,observed,False,False,brianrobinson,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,117,7,15,Nico Collins,Nico Collins,,,,1.0,imputed_blank_one,True,False,nicocollins,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,120,8,1,James Conner,James Conner,,,13.0,13.0,observed,False,True,jamesconner,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,121,8,2,David Montgomery,David Montgomery,,,39.0,39.0,observed,False,True,davidmontgomery,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,122,8,3,Mark Andrews,Mark Andrews,,,50.0,50.0,observed,False,False,markandrews,TE,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,123,8,4,Garrett Wilson,Garrett Wilson,,,9.0,9.0,observed,False,False,garrettwilson,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,124,8,5,Josh Jacobs,Josh Jacobs,,,37.0,37.0,observed,False,False,joshjacobs,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,125,8,6,Tyreek Hill,Tyreek Hill,,,58.0,58.0,observed,False,False,tyreekhill,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,126,8,7,Keenan Allen,Keenan Allen,,,53.0,53.0,observed,False,False,keenanallen,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,127,8,8,Drake London,Drake London,,,12.0,12.0,observed,False,False,drakelondon,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,128,8,9,Kyler Murray,Kyler Murray,,,12.0,12.0,observed,False,False,kylermurray,QB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,129,8,10,Brandon Aiyuk,Brandon Aiyuk,,,5.0,5.0,observed,False,False,brandonaiyuk,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,130,8,11,Robert Woods,Robert Woods,,,2.0,2.0,observed,False,False,robertwoods,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,131,8,12,Marquez Valdes-Scantling,Marquez Valdes Scantling,,,7.0,7.0,observed,False,False,marquezvaldesscantling,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,132,8,13,Matt Gay,Matt Gay,,,1.0,1.0,observed,False,False,mattgay,K,2022_explicit_kicker,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,133,8,14,"Chargers D/ST LAC, D/ST",Chargers D/St,LAC,D/ST,1.0,1.0,observed,False,False,chargersdst,D/ST,espn_suffix,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,134,8,15,Khalil Herbert,Khalil Herbert,,,,1.0,imputed_blank_one,True,False,khalilherbert,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,137,9,1,Saquon Barkley,Saquon Barkley,,,71.0,71.0,observed,False,True,saquonbarkley,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,138,9,2,Cam Akers,Cam Akers,,,11.0,11.0,observed,False,True,camakers,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,139,9,3,Chris Godwin,Chris Godwin,,,27.0,27.0,observed,False,False,chrisgodwin,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,140,9,4,DJ Moore,Dj Moore,,,48.0,48.0,observed,False,False,djmoore,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,141,9,5,Darren Waller,Darren Waller,,,26.0,26.0,observed,False,False,darrenwaller,TE,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,142,9,6,Michael Pittman,Michael Pittman,,,52.0,52.0,observed,False,False,michaelpittman,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,143,9,7,Dak Prescott,Dak Prescott,,,6.0,6.0,observed,False,False,dakprescott,QB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,144,9,8,Chase Claypool,Chase Claypool,,,2.0,2.0,observed,False,False,chaseclaypool,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,145,9,9,Tyler Boyd,Tyler Boyd,,,4.0,4.0,observed,False,False,tylerboyd,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,146,9,10,Skyy Moore,Skyy Moore,,,4.0,4.0,observed,False,False,skyymoore,WR,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
2022,147,9,11,Melvin Gordon,Melvin Gordon,,,22.0,22.0,observed,False,False,melvingordon,RB,frozen_skill_lookup,8f21cb452d952d6e293da03b5b435988e8e7bd9518cf38830148f2330c7acff2
