order_regime,price_rule,policy_mode,trial_half,paired_paths,completion_rate_5,completion_rate_10,completion_rate_diff_5_minus_10,complete_5_only_rate,complete_10_only_rate,paired_completion_rate,paired_clean_rate,mean_points_diff_completed_5_minus_10,mean_points_diff_clean_5_minus_10,mean_points_diff_clean_equal_origin_5_minus_10,mean_failure_penalized_diff_5_minus_10,median_points_diff_completed_5_minus_10,pooled_path_se_completed_points_diff,pooled_path_se_clean_points_diff,randomization_se_clean_equal_origin,minimum_clean_paths_per_origin,win_rate_5_completed,mean_ppg_diff_5_minus_10,mean_forecast_ev_diff_5_minus_10,mean_relax_events_5,mean_relax_events_10,mean_top_n_relax_events_5,mean_top_n_relax_events_10,generic_repair_path_rate_5,generic_repair_path_rate_10,mean_paid_spend_diff_5_minus_10
position_run,clearing,operational,first,16,0.9375,1.0,-0.0625,0.0,0.0625,0.9375,0.625,-21.172005208333335,-30.68399658203125,-23.374987284342446,-110.36375427246094,0.0,15.321550248966371,12.945685210331202,,1,0.13333333333333333,-1.3232503255208343,8.0523681640625,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667
position_run,clearing,operational,second,16,1.0,0.9375,0.0625,0.0625,0.0,0.9375,0.625,-36.9026611328125,-44.4219970703125,,72.99250793457031,0.0,22.966199619062422,31.59572296953141,,0,0.2,-2.3064163208007824,-7.735213216145834,0.0,0.0,0.0,0.0,0.0,0.0,-0.8
position_run,clearing,strict,first,16,0.9375,1.0,-0.0625,0.0,0.0625,0.9375,0.625,-21.172005208333335,-30.68399658203125,-23.374987284342446,-110.36375427246094,0.0,15.321550248966371,12.945685210331202,,1,0.13333333333333333,-1.3232503255208343,8.0523681640625,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667
position_run,clearing,strict,second,16,1.0,0.9375,0.0625,0.0625,0.0,0.9375,0.625,-36.9026611328125,-44.4219970703125,,72.99250793457031,0.0,22.966199619062422,31.59572296953141,,0,0.2,-2.3064163208007824,-7.735213216145834,0.0,0.0,0.0,0.0,0.0,0.0,-0.8
position_run,plus_one,operational,first,16,0.375,0.4375,-0.0625,0.0,0.0625,0.375,0.25,-17.350016276041668,-15.39501953125,,-106.9987564086914,0.0,20.41315208345301,31.025611949015563,,0,0.3333333333333333,-1.0843760172525994,11.528584798177084,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333
position_run,plus_one,operational,second,16,0.4375,0.375,0.0625,0.125,0.0625,0.3125,0.125,15.9519775390625,23.91998291015625,,120.5324935913086,0.0,10.087655339971224,23.91998291015625,,0,0.4,0.9969985961914063,1.020947265625,0.0,0.0,0.0,0.0,0.0,0.0,0.8
position_run,plus_one,strict,first,16,0.375,0.4375,-0.0625,0.0,0.0625,0.375,0.25,-17.350016276041668,-15.39501953125,,-106.9987564086914,0.0,20.41315208345301,31.025611949015563,,0,0.3333333333333333,-1.0843760172525994,11.528584798177084,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333
position_run,plus_one,strict,second,16,0.4375,0.375,0.0625,0.125,0.0625,0.3125,0.125,15.9519775390625,23.91998291015625,,120.5324935913086,0.0,10.087655339971224,23.91998291015625,,0,0.4,0.9969985961914063,1.020947265625,0.0,0.0,0.0,0.0,0.0,0.0,0.8
star_late,clearing,operational,first,16,0.9375,1.0,-0.0625,0.0,0.0625,0.9375,0.5,-14.725349934895833,-22.58001708984375,,-127.19501495361328,0.0,16.515398957298633,25.343704659062084,,0,0.4,-0.9203343709309858,-0.6743245442708333,0.0,0.0,0.0,0.0,0.0,0.0,-4.533333333333333
star_late,clearing,operational,second,16,0.9375,0.9375,0.0,0.0,0.0,0.9375,0.5,47.85464680989583,67.80245971679688,,44.863731384277344,17.2998046875,40.75671827891139,69.67011281850635,,0,0.5333333333333333,2.9909154256184878,-5.7795654296875,0.0,0.0,0.0,0.0,0.0,0.0,-0.06666666666666667
