"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"472","Kyle Allen","BUF","qb","7","17","24.4","0","40.7143","58.5709","379.064","1.9558","1.5632","4.91","3.6217","21.2244","0.1264","0","0","0","0","0.656","0.3318","0.1894","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"473","Drew Lock","SEA","qb","11","17","22.2","0","35.8788","52.52","340.8538","1.762","1.4145","3.9635","3.6987","21.2968","0.1289","0","0","0","0","0.5417","0.2729","0.1516","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"474","Nick Mullens","JAX","qb","7","17","20.7","0","32.7074","47.1128","334.279","1.7709","1.3946","3.5752","2.2591","11.0803","0.0807","0","0","0","0","0.4711","0.2389","0.1288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"475","Mitch Trubisky","TEN","qb","9","17","13.7","0","21.5765","31.2","204.4244","1.1285","0.8191","2.1032","2.505","12.9775","0.0903","0","0","0","0","0.2954","0.1482","0.0648","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"476","Trey Lance","LAC","qb","7","17","12.7","0","19.4958","28.9959","185.0886","0.838","0.7484","2.581","3.4015","19.7822","0.1188","0","0","0","0","0.3682","0.1841","0.0791","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"477","Tommy DeVito","NE","qb","11","17","8.9","0","12.5927","18.683","121.1665","0.6338","0.4035","2.0067","2.4494","13.9293","0.0872","0","0","0","0","0.2826","0.1417","0.0555","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"478","Gardner Minshew","ARZ","qb","14","17","5.2","0","8.0141","11.752","76.7044","0.4039","0.2861","0.8905","1.3488","4.809","0.05","0","0","0","0","0.1286","0.0644","0.0296","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"479","Tyson Bagent","CHI","qb","10","17","4.6","0","6.614","9.8606","63.8813","0.3175","0.2664","0.6858","1.6197","6.8687","0.0608","0","0","0","0","0.1076","0.0532","0.0267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"480","Tanner McKee","PHI","qb","10","17","0.3","0","0","0","0","0","0","0","0.8768","1.2968","0.0353","0","0","0","0","0.0119","0.0052","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"481","Eddy Pineiro","SF","k","8","17","156.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.534","7.627","9.3387","9.7361","8.4537","9.8036","5.9001","7.6148","42.6722","44.0485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"482","Brandon Aubrey","DAL","k","14","17","156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.48","7.57","9.2785","9.6633","8.4201","9.7303","5.8899","7.5578","42.5732","43.9112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"483","Harrison Mevis","LA","k","11","17","155.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5979","7.7228","9.3296","9.8584","8.1862","9.9267","5.5592","7.7104","44.3468","46.2516","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"484","Jake Bates","DET","k","6","17","154.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5446","7.6762","9.2434","9.7988","8.0517","9.8667","5.4343","7.6638","45.0534","47.1051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"485","Evan McPherson","CIN","k","6","17","154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4952","7.6182","9.2041","9.7249","8.0776","9.7923","5.4864","7.606","44.1845","46.0792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"486","Cam Little","JAX","k","7","17","153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5036","7.6082","9.2667","9.7121","8.2854","9.7794","5.7192","7.596","40.9606","42.4524","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"487","Tyler Bass","BUF","k","7","17","152.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5448","7.6981","9.1837","9.8268","7.8362","9.8949","5.1995","7.6857","45.0162","47.4057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"488","Tyler Loop","BLT","k","13","17","152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5538","7.7017","9.2103","9.8314","7.9008","9.8995","5.2651","7.6893","43.8105","46.0497","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"489","Chris Boswell","PIT","k","9","17","151.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4849","7.5765","9.2801","9.6716","8.4078","9.7386","5.8725","7.5644","38.41","39.6381","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"490","Cameron Dicker","LAC","k","7","17","151.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5425","7.634","9.3538","9.745","8.4817","9.8125","5.9287","7.6218","37.1901","38.3688","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"491","Jason Myers","SEA","k","11","17","151.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5673","7.6915","9.2928","9.8184","8.156","9.8864","5.5399","7.6791","40.2846","42.0113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"492","Nick Folk","ATL","k","11","17","151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3997","7.4882","9.1806","9.5589","8.3364","9.6251","5.8346","7.4762","38.7109","39.9198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"493","Jake Elliott","PHI","k","10","17","150.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5372","7.6832","9.194","9.8078","7.8976","9.8758","5.2689","7.6709","42.4458","44.5938","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"494","Harrison Butker","KC","k","5","17","150.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5029","7.6261","9.2133","9.735","8.0851","9.8024","5.4911","7.6139","40.2074","41.9328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"495","Trey Smack","GB","k","11","17","149.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.489","7.6327","9.1393","9.7433","7.8618","9.8108","5.2511","7.6204","41.7625","43.8542","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"496","Chase McLaughlin","TB","k","10","17","148.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.441","7.5615","9.1424","9.6525","8.0369","9.7194","5.4666","7.5494","39.2267","40.8855","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"497","Cairo Santos","CHI","k","10","17","147.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4894","7.6125","9.1968","9.7175","8.0706","9.7848","5.4812","7.6002","37.7457","39.3654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"498","Ka'imi Fairbairn","HST","k","8","17","146.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5485","7.6714","9.2725","9.7927","8.1461","9.8605","5.5378","7.659","35.8835","37.4092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"499","Will Reichard","MIN","k","6","17","146.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.473","7.5901","9.1926","9.689","8.1128","9.7561","5.5368","7.5779","36.2574","37.741","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"500","Andres Borregales","NE","k","11","17","146.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4892","7.6416","9.1153","9.7547","7.776","9.8223","5.1586","7.6293","39.3402","41.4319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"501","Blake Grupe","IND","k","13","17","144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3889","7.5393","8.9933","9.6242","7.6719","9.6908","5.0896","7.5272","38.6757","40.732","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"502","Wil Lutz","DEN","k","10","17","143.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4721","7.6242","9.0946","9.7325","7.7585","9.7999","5.147","7.6119","37.2611","39.242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"503","Drew Stevens","WAS","k","7","17","143.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3849","7.5265","9.0123","9.6078","7.7525","9.6744","5.1781","7.5144","37.0031","38.8564","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"504","Dominic Zvada","NYG","k","8","17","141.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.2421","7.381","8.838","9.422","7.6026","9.4873","5.078","7.3691","37.4167","39.2907","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"505","Ryan Fitzgerald","CAR","k","5","17","138.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3222","7.4678","8.9215","9.5329","7.636","9.5989","5.0794","7.4558","33.6892","35.4389","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"506","Charlie Smyth","NO","k","8","17","137.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.341","7.4902","8.9356","9.5614","7.6244","9.6276","5.0589","7.4781","33.1638","34.9243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"507","Andre Szmyt","CLV","k","11","17","137.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.1733","7.2931","8.8033","9.3098","7.71","9.3743","5.2276","7.2814","32.1828","33.5863","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"508","Matt Gay","LV","k","13","17","136.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.16","7.305","8.7168","9.325","7.4416","9.3896","4.9398","7.2932","34.321","36.1362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"509","Joey Slye","TEN","k","9","17","133.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.2095","7.3491","8.7945","9.3813","7.555","9.4463","5.0406","7.3373","30.0543","31.5745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"510","Jason Sanders","NYJ","k","13","17","132.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.8011","6.9128","8.3515","8.8244","7.3288","8.8855","4.9775","6.9017","32.8265","34.2351","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"511","Chad Ryland","ARZ","k","14","17","128.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.4749","6.6077","7.878","8.4349","6.7132","8.4933","4.4496","6.5971","36.3973","38.3474","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"512","Riley Patterson","MIA","k","6","17","128.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.4394","6.5467","7.9034","8.357","6.924","8.4149","4.6958","6.5362","33.8749","35.3486","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"513","Texans DST","HST","dst","8","17","118.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.844","0.3847","12.1148","16.3402","8.1016","1.7325","1511.6004","0.5777","0.2518","0.632","2.5714","4.76","4.3334","2.9754","1.476","0","0","0","0","0","0","0","0","0","0"
"514","Rams DST","LA","dst","11","17","118.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.3428","0.3852","12.4414","16.1946","8.0362","1.7561","1707.5022","0.629","0.2485","0.6317","2.6125","4.7572","4.3308","2.9596","1.4597","0","0","0","0","0","0","0","0","0","0"
"515","Packers DST","GB","dst","11","17","117.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.4757","0.3879","12.0165","16.3277","8.0847","1.7201","1650.3917","0.6116","0.2495","0.6449","2.6114","4.746","4.3206","3.0056","1.422","0","0","0","0","0","0","0","0","0","0"
"516","Bengals DST","CIN","dst","6","17","115.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.4447","0.384","11.9577","16.0189","7.914","1.6978","1694.1729","0.6198","0.2473","0.6435","2.6768","4.7338","4.3095","2.9524","1.4368","0","0","0","0","0","0","0","0","0","0"
"517","Lions DST","DET","dst","6","17","115.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.9622","0.3847","12.0687","15.9268","7.8768","1.7054","1722.8391","0.6308","0.248","0.6268","2.7632","4.7182","4.2953","2.9022","1.4462","0","0","0","0","0","0","0","0","0","0"
"518","Eagles DST","PHI","dst","10","17","115.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.8531","0.3867","12.6016","15.7832","7.8163","1.7509","1668.7727","0.6176","0.2505","0.618","2.6635","4.7663","4.3391","2.9544","1.4081","0","0","0","0","0","0","0","0","0","0"
"519","Steelers DST","PIT","dst","9","17","113.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.8507","0.3873","11.9619","15.9156","7.8637","1.6918","1552.5963","0.5834","0.2475","0.6587","2.6373","4.7383","4.3136","2.9819","1.4227","0","0","0","0","0","0","0","0","0","0"
"520","Patriots DST","NE","dst","11","17","112.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.329","0.3835","12.0465","15.6482","7.7425","1.6899","1600.405","0.6007","0.2492","0.6553","2.7807","4.7111","4.2889","2.9681","1.3466","0","0","0","0","0","0","0","0","0","0"
"521","Seahawks DST","SEA","dst","11","17","112.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.1392","0.3873","12.402","15.4986","7.6785","1.7163","1614.2808","0.605","0.2458","0.6107","2.8528","4.7064","4.2846","2.9232","1.3766","0","0","0","0","0","0","0","0","0","0"
"522","Chiefs DST","KC","dst","5","17","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.7771","0.3856","12.3021","15.6058","7.7257","1.7128","1607.5524","0.6002","0.2495","0.645","2.6588","4.7463","4.3209","2.9755","1.404","0","0","0","0","0","0","0","0","0","0"
"523","Ravens DST","BLT","dst","13","17","111.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.753","0.3854","12.5918","15.3358","7.608","1.7319","1700.8945","0.626","0.25","0.6572","2.6761","4.7264","4.3028","2.9889","1.3985","0","0","0","0","0","0","0","0","0","0"
"524","49ers DST","SF","dst","8","17","111.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.8948","0.3854","12.232","15.5884","7.7164","1.7055","1654.7532","0.6128","0.2471","0.6285","2.6133","4.7211","4.3077","2.9823","1.5","0","0","0","0","0","0","0","0","0","0"
"525","Broncos DST","DEN","dst","10","17","111.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.0908","0.3851","12.3202","15.491","7.6717","1.709","1551.9981","0.5881","0.2494","0.6448","2.6573","4.7449","4.3197","2.9612","1.4226","0","0","0","0","0","0","0","0","0","0"
"526","Jaguars DST","JAX","dst","7","17","111.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.5968","0.3863","11.9926","15.586","7.6995","1.6791","1621.4184","0.6053","0.2531","0.6314","2.6843","4.7565","4.3302","2.957","1.3875","0","0","0","0","0","0","0","0","0","0"
"527","Browns DST","CLV","dst","11","17","110.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.1857","0.3865","11.7798","15.7676","7.774","1.668","1401.2623","0.5334","0.248","0.6158","2.612","4.7479","4.3224","2.9961","1.4579","0","0","0","0","0","0","0","0","0","0"
"528","Bills DST","BUF","dst","7","17","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.0142","0.3837","12.0962","15.4622","7.6499","1.6849","1733.4285","0.636","0.2491","0.6441","2.5842","4.739","4.3143","2.9648","1.5045","0","0","0","0","0","0","0","0","0","0"
"529","Giants DST","NYG","dst","8","17","109.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.2623","0.3887","12.0872","15.7344","7.7616","1.6925","1531.1327","0.5695","0.2475","0.6293","2.4859","4.7378","4.3132","3.0313","1.555","0","0","0","0","0","0","0","0","0","0"
"530","Colts DST","IND","dst","13","17","108.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.4674","0.386","12.0978","15.3691","7.5843","1.6778","1570.6064","0.5844","0.2478","0.6409","2.6513","4.7027","4.291","2.9875","1.4789","0","0","0","0","0","0","0","0","0","0"
"531","Jets DST","NYJ","dst","13","17","108.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.8039","0.3885","11.0593","16.0815","7.9049","1.604","1412.2406","0.5342","0.2461","0.5967","2.553","4.7123","4.2899","2.9872","1.6148","0","0","0","0","0","0","0","0","0","0"
"532","Cowboys DST","DAL","dst","14","17","107.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.2992","0.3862","12.2518","15.5158","7.6521","1.6981","1642.978","0.6045","0.2488","0.603","2.3478","4.7636","4.3367","3.0899","1.6102","0","0","0","0","0","0","0","0","0","0"
"533","Bears DST","CHI","dst","10","17","107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.9893","0.3854","12.2148","15.3586","7.5834","1.689","1548.5742","0.5835","0.2485","0.617","2.4671","4.7579","4.3315","3.0489","1.529","0","0","0","0","0","0","0","0","0","0"
"534","Commanders DST","WAS","dst","7","17","106.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.3963","0.3898","12.5456","15.347","7.5762","1.7197","1529.7781","0.5741","0.2484","0.602","2.3402","4.7555","4.3293","3.0814","1.6431","0","0","0","0","0","0","0","0","0","0"
"535","Buccaneers DST","TB","dst","10","17","106.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.2407","0.3883","11.5979","15.4129","7.6115","1.6333","1574.6726","0.5858","0.2461","0.6261","2.5802","4.6705","4.2902","3.0552","1.5315","0","0","0","0","0","0","0","0","0","0"
"536","Raiders DST","LV","dst","13","17","105.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.7651","0.3902","11.7784","15.4729","7.6106","1.6442","1455.6804","0.5464","0.2473","0.6582","2.6131","4.7342","4.3099","2.9527","1.4847","0","0","0","0","0","0","0","0","0","0"
"537","Titans DST","TEN","dst","9","17","105.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.3885","0.3876","11.9725","15.3989","7.5807","1.6641","1359.9199","0.5245","0.2491","0.6185","2.4563","4.7696","4.3421","3.0504","1.5141","0","0","0","0","0","0","0","0","0","0"
"538","Chargers DST","LAC","dst","7","17","105.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.053","0.3852","12.4691","14.9478","7.3853","1.6937","1530.4455","0.5811","0.2478","0.6409","2.6499","4.7134","4.291","2.9591","1.498","0","0","0","0","0","0","0","0","0","0"
"539","Vikings DST","MIN","dst","6","17","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.9979","0.388","12.1235","15.0166","7.3947","1.6584","1512.3829","0.5739","0.2487","0.6469","2.541","4.7613","4.3345","2.9908","1.4769","0","0","0","0","0","0","0","0","0","0"
"540","Saints DST","NO","dst","8","17","101.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.3177","0.3872","11.9834","14.8599","7.3166","1.641","1440.4592","0.5494","0.2475","0.5999","2.623","4.6966","4.314","2.9974","1.5216","0","0","0","0","0","0","0","0","0","0"
"541","Falcons DST","ATL","dst","11","17","100.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.1243","0.3877","11.6802","14.903","7.3334","1.6104","1555.5745","0.5822","0.248","0.6159","2.5636","4.7484","4.3229","3.027","1.4743","0","0","0","0","0","0","0","0","0","0"
"542","Panthers DST","CAR","dst","5","17","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.9462","0.3888","11.9282","14.9105","7.3367","1.6358","1450.0023","0.5508","0.2467","0.6274","2.4533","4.7229","4.2996","3.0173","1.6328","0","0","0","0","0","0","0","0","0","0"
"543","Dolphins DST","MIA","dst","6","17","98.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.6579","0.3904","11.4992","15.2081","7.4618","1.602","1423.5812","0.5292","0.2488","0.6029","2.305","4.7629","4.3361","3.0478","1.6964","0","0","0","0","0","0","0","0","0","0"
"544","Cardinals DST","ARZ","dst","14","17","97.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.5617","0.3909","11.9597","14.9514","7.3369","1.6355","1486.6477","0.5437","0.2466","0.5979","2.2907","4.68","4.2989","3.131","1.7548","0","0","0","0","0","0","0","0","0","0"
