"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"11","Saquon Barkley","PHI","rb","5","17","214.1","37","0","0","0","0","0","0","249.4028","1052.8773","6.7661","59.0638","47.9443","335.2061","1.8136","1.6633","0.8316","0.3395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Isiah Pacheco","KC","rb","6","17","213.8","37","0","0","0","0","0","0","247.6577","1061.0251","7.5889","54.3825","46.97","298.7702","1.7374","3.2824","1.6412","0.0234","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Amon-Ra St. Brown","DET","wr","5","17","236.8","36","0","0","0","0","0","0","2.2496","12.2397","0.0823","152.4709","112.6153","1325.1534","7.7476","0.793","0.3965","0.0894","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Justin Jefferson","MIN","wr","6","17","236.5","36","0","0","0","0","0","0","0","0","0","155.5085","101.3683","1422.0552","7.2709","0.7756","0.3878","0.2105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","A.J. Brown","PHI","wr","5","17","235.1","35","0","0","0","0","0","0","0","0","0","148.9434","96.1119","1401.8131","7.9004","1.2426","0.6213","0.0494","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Joe Mixon","HST","rb","14","17","201.1","32","0","0","0","0","0","0","270.8254","1029.7288","7.1893","45.3507","38.4801","267.9409","1.4953","0.1888","0.0944","0.0192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Travis Etienne Jr.","JAX","rb","12","17","197.6","31","0","0","0","0","0","0","236.4209","1001.8528","5.8058","51.1992","42.9349","325.3485","1.4169","1.8637","0.9319","0.4989","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Puka Nacua","LA","wr","6","17","222.5","31","0","0","0","0","0","0","0","0","0","140.6927","94.7001","1327.2155","7.1022","0.9377","0.4688","0.1265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Kenneth Walker III","SEA","rb","10","17","196.9","31","0","0","0","0","0","0","241.7042","1027.5014","7.5328","42.1236","35.8774","241.5977","1.2019","0.8937","0.4468","0.0417","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","James Cook","BUF","rb","12","17","196.8","31","0","0","0","0","0","0","211.8657","931.5053","4.3802","58.4368","47.4513","407.7686","2.3388","2.5667","1.2834","0.0512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","De'Von Achane","MIA","rb","6","17","195.4","30","0","0","0","0","0","0","165.0986","805.2375","5.1674","70.4385","58.6708","405.1993","2.428","1.7773","0.8886","0.1638","228.1105","0.0991","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Josh Jacobs","GB","rb","10","17","195","30","0","0","0","0","0","0","227.502","927.4703","6.4243","51.8972","42.5346","337.7367","1.6293","2.257","1.1285","0.0257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Sam LaPorta","DET","te","5","17","191.9","30","0","0","0","0","0","0","0","0","0","125.0037","94.7715","973.0854","7.732","0.5627","0.2814","0.542","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Aaron Jones","MIN","rb","6","17","192.1","29","0","0","0","0","0","0","208.2977","930.8188","5.7388","56.4048","46.0238","305.8902","1.9826","2.9428","1.4714","0.2664","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Garrett Wilson","NYJ","wr","12","17","215.4","29","0","0","0","0","0","0","5.3746","29.048","0.1875","161.5634","99.0272","1244.2057","6.322","1.2635","0.6318","0.072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Davante Adams","LV","wr","10","17","214.7","28","0","0","0","0","0","0","0","0","0","150.8459","94.1343","1215.4163","7.7098","0.6464","0.3232","0.0672","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Mike Evans","TB","wr","11","17","214.5","28","0","0","0","0","0","0","0","0","0","134.6554","80.9503","1245.3839","8.2602","0.3931","0.1965","0.0777","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Marvin Harrison Jr.","ARZ","wr","11","17","213.4","28","0","0","0","0","0","0","0","0","0","152.2142","92.6225","1293.7287","6.3109","0.9777","0.4889","0.1505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Rachaad White","TB","rb","11","17","187.6","28","0","0","0","0","0","0","221.3417","850.5904","4.4248","60.3435","50.8933","374.9902","2.2762","1.4317","0.7158","0.0447","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Chris Olave","NO","wr","12","17","210.7","27","0","0","0","0","0","0","0","0","0","143.029","91.9947","1259.8072","6.4401","1.0933","0.5466","0.331","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Travis Kelce","KC","te","6","17","184","27","0","0","0","0","0","0","0","0","0","108.7649","85.1684","975.5957","7.3043","0.8717","0.4358","0.228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","James Conner","ARZ","rb","11","17","185.2","27","0","0","0","0","0","0","235.4978","980.9729","7.4706","38.7259","32.8874","207.6238","0.9919","1.993","0.9965","0.0395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Drake London","ATL","wr","12","17","209.5","27","0","0","0","0","0","0","0","0","0","142.7395","91.6139","1208.9612","7.1196","1.4222","0.7111","0.406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Josh Allen","BUF","qb","12","17","362.5","26","385.9708","572.3169","4146.0323","25.0806","13.1177","32.7385","112.5499","634.9154","8.2122","0","0","0","0","10.8965","5.4482","1.0603","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Jaylen Waddle","MIA","wr","6","17","205.4","25","0","0","0","0","0","0","2.8256","14.2898","0.1193","125.4149","80.9578","1232.9228","6.5948","0.7523","0.3762","0.124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Jalen Hurts","PHI","qb","5","17","358.5","24","357.5958","545.6328","4087.7543","22.7357","11.4513","35.6496","156.8724","653.3892","8.843","0","0","0","0","9.4599","4.73","0.9208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Brandon Aiyuk","SF","wr","9","17","202.4","24","0","0","0","0","0","0","0","0","0","117.323","76.5719","1188.535","7.5672","0.8524","0.4262","0.1423","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","David Montgomery","DET","rb","5","17","177","24","0","0","0","0","0","0","206.5121","876.0066","7.0261","36.4361","30.3394","248.5681","1.2615","1.7812","0.8906","0.2868","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Alvin Kamara","NO","rb","12","17","176.9","24","0","0","0","0","0","0","184.971","729.3885","4.9366","61.0686","50.2577","377.0695","1.9578","1.695","0.8475","0.2961","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Rhamondre Stevenson","NE","rb","14","17","175.2","24","0","0","0","0","0","0","231.0823","997.4467","6.0283","36.4537","29.6279","201.487","0.886","2.1303","1.0651","0.057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","Trey McBride","ARZ","te","11","17","173.6","23","0","0","0","0","0","0","0","0","0","129.0863","96.8809","952.245","5.019","1.108","0.554","0.1868","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","D'Andre Swift","CHI","rb","7","17","174.6","23","0","0","0","0","0","0","217.8336","941.4039","6.5662","36.0416","29.8719","197.7109","1.1281","1.8086","0.9043","0.2646","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","Tony Pollard","TEN","rb","5","17","173.7","23","0","0","0","0","0","0","216.6808","919.9565","5.9655","38.2344","30.6184","230.6609","1.2697","0.9872","0.4936","0.2249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","D.K. Metcalf","SEA","wr","10","17","196.2","22","0","0","0","0","0","0","0","0","0","123.738","76.6684","1122.2835","7.6537","0.893","0.4465","0.0927","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Najee Harris","PIT","rb","9","17","169.9","22","0","0","0","0","0","0","229.4954","907.4134","5.9931","36.6997","29.3599","225.0911","1.1886","2.3487","1.1744","0.0159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","DeVonta Smith","PHI","wr","5","17","195.2","22","0","0","0","0","0","0","0","0","0","127.3723","88.0891","1147.7484","6.0773","0.4147","0.2074","0.0573","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Deebo Samuel","SF","wr","9","17","194.5","22","0","0","0","0","0","0","34.6199","179.5562","2.1107","105.5394","74.4366","909.3784","6.0489","1.7585","0.8793","0.159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Mark Andrews","BLT","te","14","17","164.3","20","0","0","0","0","0","0","0","0","0","106.0735","76.0391","887.8245","6.1745","0.6155","0.3078","0.3608","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Kyle Pitts","ATL","te","12","17","162.2","20","0","0","0","0","0","0","0","0","0","107.3189","70.0989","970.0457","5.0122","0.4185","0.2093","0.144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Devin Singletary","NYG","rb","11","17","161.9","19","0","0","0","0","0","0","207.5297","890.1825","4.65","39.3286","32.2953","235.5297","1.0458","2.0449","1.0224","0.0311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Jaylen Warren","PIT","rb","9","17","159.3","18","0","0","0","0","0","0","142.0474","668.2964","3.561","65.8825","54.8847","368.0961","1.3109","2.2828","1.1414","0.0847","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Nico Collins","HST","wr","14","17","183.4","18","0","0","0","0","0","0","0","0","0","112.3221","75.2954","1099.8459","5.9747","0.7384","0.3692","0.1392","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Zamir White","LV","rb","10","17","157.4","18","0","0","0","0","0","0","216.6493","893.324","5.1052","32.0289","26.2629","192.8718","0.9102","1.341","0.6705","0.1293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Brian Robinson","WAS","rb","14","17","156.8","17","0","0","0","0","0","0","218.6672","886.7613","4.6583","32.3589","26.8956","200.5486","1.2794","2.873","1.4365","0.2202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","George Kittle","SF","te","9","17","154.8","17","0","0","0","0","0","0","0","0","0","87.0957","64.4167","877.8576","5.6963","0.4947","0.2474","0.4398","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Lamar Jackson","BLT","qb","14","17","337.3","17","327.1748","493.3116","3645.8655","23.3969","9.8465","44.8045","143.7719","814.8491","4.9419","0","0","0","0","10.9671","5.4835","1.0534","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Raheem Mostert","MIA","rb","6","17","155.8","17","0","0","0","0","0","0","149.3557","659.783","4.8628","48.1044","39.7594","291.5309","2.064","1.777","0.8885","0.0539","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Dalton Kincaid","BUF","te","12","17","153.6","17","0","0","0","0","0","0","0","0","0","104.8585","80.546","812.2746","5.3417","0.7325","0.3662","0.2068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Javonte Williams","DEN","rb","14","17","154.3","17","0","0","0","0","0","0","186.8478","755.0281","4.0214","50.6583","42.0762","255.5943","1.3551","1.4752","0.7376","0.3378","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Patrick Mahomes","KC","qb","6","17","335.3","16","409.7724","607.1474","4226.2214","29.42","8.4288","28.7387","84.1953","378.9695","3.4268","0","0","0","0","7.3245","3.6622","1.1048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Michael Pittman Jr.","IND","wr","14","17","179.2","16","0","0","0","0","0","0","0","0","0","148.965","103.0485","1016.6893","4.3391","1.3555","0.6777","0.3482","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Malik Nabers","NYG","wr","11","17","178.8","16","0","0","0","0","0","0","0","0","0","130.6099","81.1696","1056.801","5.4455","0.8568","0.4284","0.1632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Jonathon Brooks","CAR","rb","11","15","149.6","15","0","0","0","0","0","0","183.8301","783.8681","5.2711","32.8319","26.6865","203.5272","1.0767","1.4775","0.7387","0.083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Jake Ferguson","DAL","te","7","17","148.2","15","0","0","0","0","0","0","0","0","0","98.594","76.7829","759.9117","5.6027","0.4851","0.2426","0.219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Tank Dell","HST","wr","14","17","174.6","15","0","0","0","0","0","0","12.4422","70.6715","0.4376","103.3574","63.1478","998.9499","5.647","1.6044","0.8022","0.1547","319.5721","0.0902","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Amari Cooper","CLV","wr","10","17","174","15","0","0","0","0","0","0","0","0","0","118.7165","68.6097","1081.2828","5.3037","0.8164","0.4082","0.0876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Cooper Kupp","LA","wr","6","17","174","15","0","0","0","0","0","0","0","0","0","115.9308","85.3998","950.4155","6.0413","1.0448","0.5224","0.2583","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","George Pickens","PIT","wr","9","17","172.8","14","0","0","0","0","0","0","0","0","0","113.6363","64.7916","1085.717","5.34","1.3009","0.6505","0.2427","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","DJ Moore","CHI","wr","7","17","171.8","14","0","0","0","0","0","0","0","0","0","116.8916","73.519","1018.8055","5.554","0.6434","0.3217","0.0647","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Stefon Diggs","HST","wr","14","17","171.2","14","0","0","0","0","0","0","4.1474","15.6619","0.1224","112.3221","77.9719","940.8428","5.9856","1.2109","0.6054","0.2688","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Rashee Rice","KC","wr","6","17","169.6","13","0","0","0","0","0","0","7.8497","44.9789","0.3244","113.3445","87.6444","870.5871","5.4617","1.5179","0.759","0.134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Zay Flowers","BLT","wr","14","17","169.2","13","0","0","0","0","0","0","8.7448","53.6149","0.4002","106.0735","75.301","893.4546","5.7133","0.9167","0.4583","0.2971","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Evan Engram","JAX","te","12","17","142.5","13","0","0","0","0","0","0","0","0","0","106.2941","83.1754","740.5098","4.4864","0.7921","0.396","0.156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Dak Prescott","DAL","qb","7","17","324.9","13","393.6014","579.2379","4425.8245","28.2268","9.7672","32.0482","64.5515","276.7778","2.9481","0","0","0","0","5.7349","2.8674","1.1097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Tee Higgins","CIN","wr","12","17","168.1","13","0","0","0","0","0","0","0","0","0","111.7365","70.8853","978.9365","5.7018","0.4385","0.2192","0.3786","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Tyjae Spears","TEN","rb","5","17","142.7","13","0","0","0","0","0","0","160.249","690.8311","4.1194","42.5902","34.8241","251.2964","1.151","1.4045","0.7022","0.0778","281.9145","0.1357","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Ezekiel Elliott","DAL","rb","7","17","142.5","13","0","0","0","0","0","0","176.0207","668.8854","4.9224","39.4376","32.6789","224.5581","1.3066","1.249","0.6245","0.0346","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Zack Moss","CIN","rb","12","17","142.3","12","0","0","0","0","0","0","156.1508","646.7363","3.8387","43.2906","35.6831","270.1855","1.6868","1.1085","0.5543","0.0702","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Terry McLaurin","WAS","wr","14","17","167.6","12","0","0","0","0","0","0","0","0","0","115.3439","74.0462","1023.6304","4.7237","0.4408","0.2204","0.0584","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
