slice_type,slice_value,period,method,rows,crps,coverage_50,coverage_80,interval_width_50,interval_width_80,crps_baseline,coverage_50_baseline,coverage_80_baseline,interval_width_50_baseline,interval_width_80_baseline,crps_delta,coverage_50_delta,coverage_80_delta,interval_width_50_delta,interval_width_80_delta
all,all,all_2018_2025,normalized_rank,3220,1.5839296915210364,0.496583850931677,0.7953416149068323,3.642600697705026,6.926101556030516,1.5835049545698046,0.4984472049689441,0.796583850931677,3.640340144487834,6.930399415090876,0.00042473695123179667,-0.0018633540372671176,-0.001242236024844745,0.002260553217192207,-0.004297859060359954
all,all,all_2018_2025,production,3220,1.5835049545698046,0.4984472049689441,0.796583850931677,3.640340144487834,6.930399415090876,1.5835049545698046,0.4984472049689441,0.796583850931677,3.640340144487834,6.930399415090876,0.0,0.0,0.0,0.0,0.0
all,all,development_2018_2022,normalized_rank,1994,1.5900036399869946,0.4909729187562688,0.7968906720160481,3.6210523546527473,6.927486611243148,1.5897817045921678,0.4909729187562688,0.79839518555667,3.6158637925662913,6.929404194067456,0.0002219353948267333,0.0,-0.0015045135406218657,0.005188562086456017,-0.001917582824308539
all,all,development_2018_2022,production,1994,1.5897817045921678,0.4909729187562688,0.79839518555667,3.6158637925662913,6.929404194067456,1.5897817045921678,0.4909729187562688,0.79839518555667,3.6158637925662913,6.929404194067456,0.0,0.0,0.0,0.0,0.0
all,all,temporal_2023_2025,normalized_rank,1226,1.574050855272161,0.5057096247960848,0.7928221859706363,3.6776475134034303,6.923848864273593,1.5732962763115725,0.5106035889070146,0.7936378466557912,3.680149154056803,6.93201806983859,0.0007545789605885034,-0.004893964110929794,-0.0008156606851549286,-0.002501640653372661,-0.008169205564997561
all,all,temporal_2023_2025,production,1226,1.5732962763115725,0.5106035889070146,0.7936378466557912,3.680149154056803,6.93201806983859,1.5732962763115725,0.5106035889070146,0.7936378466557912,3.680149154056803,6.93201806983859,0.0,0.0,0.0,0.0,0.0
position,QB,all_2018_2025,normalized_rank,269,2.3162293913090295,0.49070631970260226,0.7137546468401487,4.968763138581991,9.010543642004416,2.30647935066084,0.48698884758364314,0.7137546468401487,4.8914043905056515,8.899267802091513,0.009750040648189628,0.0037174721189591198,0.0,0.0773587480763398,0.1112758399129028
position,QB,all_2018_2025,production,269,2.30647935066084,0.48698884758364314,0.7137546468401487,4.8914043905056515,8.899267802091513,2.30647935066084,0.48698884758364314,0.7137546468401487,4.8914043905056515,8.899267802091513,0.0,0.0,0.0,0.0,0.0
position,QB,development_2018_2022,normalized_rank,148,2.4509955713373857,0.44594594594594594,0.668918918918919,4.669805398341263,8.550453767060878,2.437943683650271,0.4391891891891892,0.668918918918919,4.606527273495981,8.427289380199557,0.01305188768711485,0.006756756756756743,0.0,0.06327812484528206,0.12316438686132081
position,QB,development_2018_2022,production,148,2.437943683650271,0.4391891891891892,0.668918918918919,4.606527273495981,8.427289380199557,2.437943683650271,0.4391891891891892,0.668918918918919,4.606527273495981,8.427289380199557,0.0,0.0,0.0,0.0,0.0
position,QB,temporal_2023_2025,normalized_rank,121,2.1513914190429424,0.5454545454545454,0.768595041322314,5.334430457223545,9.573298199786592,2.1456800012192216,0.5454545454545454,0.768595041322314,5.239849128666239,9.476563723083332,0.005711417823720755,0.0,0.0,0.09458132855730561,0.09673447670325963
position,QB,temporal_2023_2025,production,121,2.1456800012192216,0.5454545454545454,0.768595041322314,5.239849128666239,9.476563723083332,2.1456800012192216,0.5454545454545454,0.768595041322314,5.239849128666239,9.476563723083332,0.0,0.0,0.0,0.0,0.0
position,RB,all_2018_2025,normalized_rank,901,1.8202147320672217,0.4972253052164262,0.8079911209766926,4.289617129211865,8.042416378254076,1.823517334767702,0.5049944506104328,0.8079911209766926,4.315031766124803,8.065053379796272,-0.0033026027004803282,-0.0077691453940065824,0.0,-0.025414636912937993,-0.02263700154219528
position,RB,all_2018_2025,production,901,1.823517334767702,0.5049944506104328,0.8079911209766926,4.315031766124803,8.065053379796272,1.823517334767702,0.5049944506104328,0.8079911209766926,4.315031766124803,8.065053379796272,0.0,0.0,0.0,0.0,0.0
position,RB,development_2018_2022,normalized_rank,574,1.8071760284822995,0.4930313588850174,0.8170731707317073,4.304502560106452,8.083962986959616,1.812306420006907,0.4965156794425087,0.8118466898954704,4.316980556848414,8.111610172066758,-0.0051303915246074805,-0.0034843205574912606,0.005226480836236891,-0.012477996741961483,-0.027647185107142036
position,RB,development_2018_2022,production,574,1.812306420006907,0.4965156794425087,0.8118466898954704,4.316980556848414,8.111610172066758,1.812306420006907,0.4965156794425087,0.8118466898954704,4.316980556848414,8.111610172066758,0.0,0.0,0.0,0.0,0.0
position,RB,temporal_2023_2025,normalized_rank,327,1.8431022423355565,0.5045871559633027,0.7920489296636085,4.263487963054392,7.969487468783192,1.8431964328493424,0.5198776758409785,0.8012232415902141,4.31161095305033,7.983329836177747,-9.419051378589671e-05,-0.015290519877675823,-0.00917431192660556,-0.04812298999593789,-0.013842367394555133
position,RB,temporal_2023_2025,production,327,1.8431964328493424,0.5198776758409785,0.8012232415902141,4.31161095305033,7.983329836177747,1.8431964328493424,0.5198776758409785,0.8012232415902141,4.31161095305033,7.983329836177747,0.0,0.0,0.0,0.0,0.0
position,TE,all_2018_2025,normalized_rank,715,1.1194487612901596,0.48951048951048953,0.8027972027972028,2.5185629503182287,5.033499307319402,1.122840725757982,0.4937062937062937,0.8097902097902098,2.5459461002640733,5.040240901084126,-0.003391964467822417,-0.004195804195804176,-0.006993006993006978,-0.027383149945844565,-0.006741593764724385
position,TE,all_2018_2025,production,715,1.122840725757982,0.4937062937062937,0.8097902097902098,2.5459461002640733,5.040240901084126,1.122840725757982,0.4937062937062937,0.8097902097902098,2.5459461002640733,5.040240901084126,0.0,0.0,0.0,0.0,0.0
position,TE,development_2018_2022,normalized_rank,446,1.1336270512339353,0.484304932735426,0.8094170403587444,2.5455347990513664,5.222753463567367,1.1382937490598233,0.4910313901345291,0.820627802690583,2.57515395191741,5.234322661303606,-0.004666697825888022,-0.006726457399103103,-0.011210762331838597,-0.029619152866043663,-0.011569197736239545
position,TE,development_2018_2022,production,446,1.1382937490598233,0.4910313901345291,0.820627802690583,2.57515395191741,5.234322661303606,1.1382937490598233,0.4910313901345291,0.820627802690583,2.57515395191741,5.234322661303606,0.0,0.0,0.0,0.0,0.0
