period,player_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
all_2017_2025,1148,8.975012278259164e-05,-0.0030194863024518683,0.00313256314675152,0.4804
development_2017_2022,898,0.00011108088236161171,-0.003799847248524624,0.004154275039494379,0.4812
temporal_2023_2025,604,6.072402878180725e-05,-0.005316691562410747,0.005422123153050344,0.4894
