stage,model_family,variant,feature_count,reference_model,reference_rmse,challenger_rmse,pooled_delta,mean_season_delta,median_season_delta,challenger_wins,season_count,bootstrap_95_low,bootstrap_95_high
full,lightgbm,plus_active,39,full_lightgbm_base,3.1229683424927983,3.1249225621040644,0.0019542196112660726,0.002047901312086776,0.0,0,9,0.0,0.006143703936260329
full,lightgbm,plus_stack,40,full_lightgbm_base,3.1229683424927983,3.126557737696369,0.0035893952035706,0.003769981752749353,0.007059986059791079,4,9,-0.010250465917132173,0.01676044382736213
full,lightgbm,plus_room,41,full_lightgbm_base,3.1229683424927983,3.1272812287564964,0.004312886263698079,0.004605264344251619,0.001003212898103012,3,9,-0.0031274297882601942,0.012929690629108655
full,lightgbm,plus_all_projection,60,full_lightgbm_base,3.1229683424927983,3.1320895424867614,0.009121199993963103,0.009729783622169474,0.02024793154823401,3,9,-0.010259342353679597,0.028132291064310526
full,lightgbm,plus_targeted,50,full_lightgbm_base,3.1229683424927983,3.1332571496803956,0.010288807187597282,0.010747856925323528,-0.0015402719985946334,5,9,-0.004433469459586793,0.026613662552926697
projection_only,lasso,core,26,projection_only_lasso_median,3.3426635755751053,3.1519361100075036,-0.19072746556760167,-0.19166436444583157,-0.20522323192199998,9,9,-0.21085951971041808,-0.1680917659723197
projection_only,lasso,plus_active,30,projection_only_lasso_core,3.1519361100075036,3.1499892723874376,-0.0019468376200659776,-0.0019464051195049335,0.003135315016313367,4,9,-0.013016691394983229,0.006638438544864498
projection_only,lasso,plus_shape,36,projection_only_lasso_core,3.1519361100075036,3.1543028993319306,0.002366789324427021,0.002580091952296865,0.008521423692692487,2,9,-0.007914620452339108,0.011460426371851677
projection_only,lasso,plus_room,32,projection_only_lasso_core,3.1519361100075036,3.1543263482402573,0.0023902382327536387,0.0022837094194261276,0.0008916928269133706,4,9,-0.0015536577063287025,0.007158342884426825
projection_only,lasso,plus_all,51,projection_only_lasso_core,3.1519361100075036,3.1647398802419993,0.012803770234495637,0.012946192863249816,0.01278302732788772,2,9,-0.010063638181367709,0.03492104421410155
projection_only,lasso,plus_stack,31,projection_only_lasso_core,3.1519361100075036,3.171439373906498,0.019503263898994483,0.019626161471049414,0.014669971074459998,1,9,0.0025013340421889173,0.0366820292673596
projection_only,lightgbm,core,26,projection_only_lightgbm_median,3.13604489990635,3.132640020259662,-0.0034048796466881193,-0.002484774484136112,-0.014699831632909888,6,9,-0.025983326895358656,0.02254519041012859
projection_only,lightgbm,plus_active,30,projection_only_lightgbm_core,3.132640020259662,3.130723446985074,-0.0019165732745878294,-0.0020504011219616793,-0.0012282885099215157,5,9,-0.005193556791624686,0.00099060240950386
projection_only,lightgbm,plus_room,32,projection_only_lightgbm_core,3.132640020259662,3.131568890913059,-0.001071129346602806,-0.0009118283128072156,-0.003976677154434061,7,9,-0.008719883064573128,0.008516904691340114
projection_only,lightgbm,plus_shape,36,projection_only_lightgbm_core,3.132640020259662,3.1360579398466615,0.0034179195869996626,0.0031015497940719682,-0.0035487795064148564,5,9,-0.013091569226380094,0.019593944662663326
projection_only,lightgbm,plus_stack,31,projection_only_lightgbm_core,3.132640020259662,3.140735830372562,0.008095810112900281,0.008140548055731747,0.01586734844408788,3,9,-0.005956853401527419,0.020140834825364388
projection_only,lightgbm,plus_all,51,projection_only_lightgbm_core,3.132640020259662,3.1529610253776745,0.020321005118012714,0.0201919961609799,0.016805080074942857,2,9,0.005032654850268523,0.036029689919263044
