method,slice_type,slice_value,metric,n_rows,value
configured_median,pooled,all,rmse,7618,2.757242003626662
configured_median,pooled,all,mae,7618,1.5958007661488263
configured_median,pooled,all,bias,7618,0.46096171225227867
configured_median,pooled,all,spearman,7618,0.8171531980784137
causal_provider_stack_global,pooled,all,rmse,7618,2.7475925079130015
causal_provider_stack_global,pooled,all,mae,7618,1.5921494997337111
causal_provider_stack_global,pooled,all,bias,7618,0.44893959557948815
causal_provider_stack_global,pooled,all,spearman,7618,0.8156639113916361
causal_provider_stack_position,pooled,all,rmse,7618,2.7480753767335298
causal_provider_stack_position,pooled,all,mae,7618,1.591133505899906
causal_provider_stack_position,pooled,all,bias,7618,0.45728527329306895
causal_provider_stack_position,pooled,all,spearman,7618,0.8155937759412305
configured_median,season,2017,rmse,957,2.7420858336917244
configured_median,season,2017,mae,957,1.391591562004318
configured_median,season,2017,bias,957,0.363950996811534
configured_median,season,2017,spearman,957,0.8323310880057249
causal_provider_stack_global,season,2017,rmse,957,2.741531730316167
causal_provider_stack_global,season,2017,mae,957,1.3920342922920608
causal_provider_stack_global,season,2017,bias,957,0.3615729538513139
causal_provider_stack_global,season,2017,spearman,957,0.83181854694053
causal_provider_stack_position,season,2017,rmse,957,2.74122627763095
causal_provider_stack_position,season,2017,mae,957,1.3922337209954598
causal_provider_stack_position,season,2017,bias,957,0.36190185115125895
causal_provider_stack_position,season,2017,spearman,957,0.8319692826998322
configured_median,season,2018,rmse,973,2.5351002823964968
configured_median,season,2018,mae,973,1.333342687209603
configured_median,season,2018,bias,973,0.14703872257006334
configured_median,season,2018,spearman,973,0.8390045144331155
causal_provider_stack_global,season,2018,rmse,973,2.470708719268167
causal_provider_stack_global,season,2018,mae,973,1.2961425927684798
causal_provider_stack_global,season,2018,bias,973,0.13443494540660156
causal_provider_stack_global,season,2018,spearman,973,0.8376397273787104
causal_provider_stack_position,season,2018,rmse,973,2.467583540546849
causal_provider_stack_position,season,2018,mae,973,1.2946766393578717
causal_provider_stack_position,season,2018,bias,973,0.1357357679875897
causal_provider_stack_position,season,2018,spearman,973,0.8378042329485673
configured_median,season,2019,rmse,827,2.770791075745509
configured_median,season,2019,mae,827,1.5576143267568276
configured_median,season,2019,bias,827,0.36287796495044705
configured_median,season,2019,spearman,827,0.8298993466911329
causal_provider_stack_global,season,2019,rmse,827,2.7946559612136177
causal_provider_stack_global,season,2019,mae,827,1.574054519340333
causal_provider_stack_global,season,2019,bias,827,0.3467849209327871
causal_provider_stack_global,season,2019,spearman,827,0.8245310765003413
causal_provider_stack_position,season,2019,rmse,827,2.7859883322972516
causal_provider_stack_position,season,2019,mae,827,1.5704619369701949
causal_provider_stack_position,season,2019,bias,827,0.3457854607263728
causal_provider_stack_position,season,2019,spearman,827,0.8251825717642829
configured_median,season,2020,rmse,861,3.002409293335275
configured_median,season,2020,mae,861,1.7295882275284806
configured_median,season,2020,bias,861,0.42063619656394546
configured_median,season,2020,spearman,861,0.7970287721845499
causal_provider_stack_global,season,2020,rmse,861,2.9329301281002556
causal_provider_stack_global,season,2020,mae,861,1.692530401986408
causal_provider_stack_global,season,2020,bias,861,0.39284339515386374
causal_provider_stack_global,season,2020,spearman,861,0.7976220481042094
causal_provider_stack_position,season,2020,rmse,861,2.8999785193026377
causal_provider_stack_position,season,2020,mae,861,1.663021335702348
causal_provider_stack_position,season,2020,bias,861,0.4012993942582696
causal_provider_stack_position,season,2020,spearman,861,0.7983433459551298
configured_median,season,2021,rmse,805,2.916804119964053
configured_median,season,2021,mae,805,1.740767261516035
configured_median,season,2021,bias,805,0.6410757979545463
configured_median,season,2021,spearman,805,0.8195938735973393
causal_provider_stack_global,season,2021,rmse,805,2.933580730933853
causal_provider_stack_global,season,2021,mae,805,1.7536521217111065
causal_provider_stack_global,season,2021,bias,805,0.6351460755263416
causal_provider_stack_global,season,2021,spearman,805,0.8179735043568575
causal_provider_stack_position,season,2021,rmse,805,2.962134841627955
causal_provider_stack_position,season,2021,mae,805,1.7688666819021082
causal_provider_stack_position,season,2021,bias,805,0.682334964607393
causal_provider_stack_position,season,2021,spearman,805,0.8188545232563771
configured_median,season,2022,rmse,815,2.6594958648309777
configured_median,season,2022,mae,815,1.6539163790258224
configured_median,season,2022,bias,815,0.6914944652244153
configured_median,season,2022,spearman,815,0.835966939275651
causal_provider_stack_global,season,2022,rmse,815,2.649636498930463
causal_provider_stack_global,season,2022,mae,815,1.6520657725136645
causal_provider_stack_global,season,2022,bias,815,0.6634832045825256
causal_provider_stack_global,season,2022,spearman,815,0.8344723921219777
causal_provider_stack_position,season,2022,rmse,815,2.6490044720455206
causal_provider_stack_position,season,2022,mae,815,1.6563594139215336
causal_provider_stack_position,season,2022,bias,815,0.6863281305081166
causal_provider_stack_position,season,2022,spearman,815,0.8339075690936045
configured_median,season,2023,rmse,812,2.7464853795394375
configured_median,season,2023,mae,812,1.6535163236731063
configured_median,season,2023,bias,812,0.5416264480436561
configured_median,season,2023,spearman,812,0.8363488507556451
causal_provider_stack_global,season,2023,rmse,812,2.7485622044650087
causal_provider_stack_global,season,2023,mae,812,1.6703941042847814
causal_provider_stack_global,season,2023,bias,812,0.527936156337489
causal_provider_stack_global,season,2023,spearman,812,0.8300385060186587
causal_provider_stack_position,season,2023,rmse,812,2.773841043631425
causal_provider_stack_position,season,2023,mae,812,1.6779967113140388
causal_provider_stack_position,season,2023,bias,812,0.5265938204774855
causal_provider_stack_position,season,2023,spearman,812,0.8264173053183842
configured_median,season,2024,rmse,763,2.6713662309557873
configured_median,season,2024,mae,763,1.7317788951055557
configured_median,season,2024,bias,763,0.5827657047475594
configured_median,season,2024,spearman,763,0.7991393553517863
causal_provider_stack_global,season,2024,rmse,763,2.666412129479688
causal_provider_stack_global,season,2024,mae,763,1.730913231322977
causal_provider_stack_global,season,2024,bias,763,0.5629300052056434
causal_provider_stack_global,season,2024,spearman,763,0.7998823642177375
causal_provider_stack_position,season,2024,rmse,763,2.6660446961109185
causal_provider_stack_position,season,2024,mae,763,1.730583389433711
causal_provider_stack_position,season,2024,bias,763,0.562543416994917
causal_provider_stack_position,season,2024,spearman,763,0.8000280688865041
configured_median,season,2025,rmse,805,2.7690207688093142
configured_median,season,2025,mae,805,1.6610312033344214
configured_median,season,2025,bias,805,0.4892966281091028
configured_median,season,2025,spearman,805,0.7855788620089736
