model_name,expert_tier,n_rows,actual_mean,prediction_mean,bias,rmse
full_lightgbm_base,bottom,725,4.847027766907423,5.408484339648831,0.5614565727414091,2.5150302936523286
full_lightgbm_base,low,738,5.766573571640645,6.0508762585512015,0.2843026869105567,2.8727988857539253
full_lightgbm_base,middle,741,7.355159638831704,7.623113193120545,0.26795355428884143,3.10034531142399
full_lightgbm_base,high,738,9.8438514951868,10.127860526637985,0.28400903145118406,3.368121184200149
full_lightgbm_base,top,754,14.84084203841399,14.511471572982616,-0.32937046543137205,3.6190615133627686
full_lightgbm_plus_active,bottom,725,4.847027766907423,5.413557386903095,0.5665296199956726,2.5168282433218554
full_lightgbm_plus_active,low,738,5.766573571640645,6.05855933262735,0.2919857609867055,2.8750645280483518
full_lightgbm_plus_active,middle,741,7.355159638831704,7.6256520148373585,0.2704923760056542,3.1046536323559306
full_lightgbm_plus_active,high,738,9.8438514951868,10.127403779825737,0.28355228463893534,3.3685789390640974
full_lightgbm_plus_active,top,754,14.84084203841399,14.510846050428347,-0.3299959879856412,3.620320542563707
full_lightgbm_plus_all_projection,bottom,725,4.847027766907423,5.445424393697809,0.5983966267903862,2.5263347110598633
full_lightgbm_plus_all_projection,low,738,5.766573571640645,6.102433545963929,0.33585997432328285,2.880514283777609
full_lightgbm_plus_all_projection,middle,741,7.355159638831704,7.6578114743896455,0.30265183555794173,3.1083455482753473
full_lightgbm_plus_all_projection,high,738,9.8438514951868,10.129882454347015,0.28603095916021315,3.373361915142261
full_lightgbm_plus_all_projection,top,754,14.84084203841399,14.4947770726078,-0.3460649658061874,3.632579641697311
full_lightgbm_plus_room,bottom,725,4.847027766907423,5.4139760253913005,0.5669482584838783,2.5234819841282006
full_lightgbm_plus_room,low,738,5.766573571640645,6.038089149719492,0.2715155780788476,2.870781318972256
full_lightgbm_plus_room,middle,741,7.355159638831704,7.633993335422006,0.2788336965903021,3.101271963728728
full_lightgbm_plus_room,high,738,9.8438514951868,10.12770227672709,0.28385078154028975,3.3702257539505327
full_lightgbm_plus_room,top,754,14.84084203841399,14.545527170288011,-0.29531486812597596,3.630511218450518
full_lightgbm_plus_stack,bottom,725,4.847027766907423,5.417611104115909,0.5705833372084861,2.523466874431602
full_lightgbm_plus_stack,low,738,5.766573571640645,6.087351473718731,0.32077790207808654,2.8782845757372875
full_lightgbm_plus_stack,middle,741,7.355159638831704,7.635761823656746,0.2806021848250428,3.1003867548452044
full_lightgbm_plus_stack,high,738,9.8438514951868,10.11544335025446,0.27159185506765693,3.368324957892427
full_lightgbm_plus_stack,top,754,14.84084203841399,14.494163179418733,-0.3466788589952523,3.6241159860599055
full_lightgbm_plus_targeted,bottom,725,4.847027766907423,5.433375413522579,0.5863476466151568,2.5242192460566995
full_lightgbm_plus_targeted,low,738,5.766573571640645,6.10506376703092,0.33849019539027564,2.8751098266213635
full_lightgbm_plus_targeted,middle,741,7.355159638831704,7.659699666384121,0.3045400275524173,3.115711660285974
full_lightgbm_plus_targeted,high,738,9.8438514951868,10.123463375582931,0.27961188039613016,3.3759268151045516
full_lightgbm_plus_targeted,top,754,14.84084203841399,14.50082690425351,-0.34001513416047835,3.634585665097746
projection_only_lasso_core,bottom,725,4.847027766907423,4.618068857223582,-0.22895890968383936,2.5038714327896594
projection_only_lasso_core,low,738,5.766573571640645,5.861494050886024,0.09492047924537965,2.8603395939001626
projection_only_lasso_core,middle,741,7.355159638831704,7.892405949349847,0.5372463105181438,3.1526930519795155
projection_only_lasso_core,high,738,9.8438514951868,10.50015311587256,0.6563016206857587,3.4063315927996145
projection_only_lasso_core,top,754,14.84084203841399,14.189467483890041,-0.651374554523949,3.6793114058774368
projection_only_lasso_median,bottom,725,4.847027766907423,4.482814832777672,-0.36421293412975,3.0411955168433904
projection_only_lasso_median,low,738,5.766573571640645,6.064827491603946,0.29825391996330114,3.08975084189784
projection_only_lasso_median,middle,741,7.355159638831704,8.12715358335454,0.7719939445228373,3.224089391182521
projection_only_lasso_median,high,738,9.8438514951868,10.479127260809182,0.6352757656223794,3.4285393230928056
projection_only_lasso_median,top,754,14.84084203841399,13.741233623723563,-1.099608414690428,3.8486759013439356
projection_only_lasso_plus_active,bottom,725,4.847027766907423,4.630040421809434,-0.21698734509798834,2.502832173998378
projection_only_lasso_plus_active,low,738,5.766573571640645,5.888173499754125,0.12159992811348101,2.860020278355763
projection_only_lasso_plus_active,middle,741,7.355159638831704,7.903020713981421,0.5478610751497178,3.1385274816234716
projection_only_lasso_plus_active,high,738,9.8438514951868,10.520518268826818,0.6766667736400155,3.4162291969875493
projection_only_lasso_plus_active,top,754,14.84084203841399,14.236072283783594,-0.6047697546303927,3.6749791150272366
projection_only_lasso_plus_all,bottom,725,4.847027766907423,4.731728789364888,-0.11529897754253503,2.5038685366285027
projection_only_lasso_plus_all,low,738,5.766573571640645,5.936507491398597,0.16993391975795163,2.8515316697338258
projection_only_lasso_plus_all,middle,741,7.355159638831704,7.959368859497001,0.6042092206652977,3.170827506095768
projection_only_lasso_plus_all,high,738,9.8438514951868,10.571956004031255,0.7281045088444527,3.4390927850385236
projection_only_lasso_plus_all,top,754,14.84084203841399,14.267319270150768,-0.5735227682632206,3.694703708757493
projection_only_lasso_plus_room,bottom,725,4.847027766907423,4.626245491788912,-0.2207822751185104,2.5040934314485677
projection_only_lasso_plus_room,low,738,5.766573571640645,5.863293341273344,0.09671976963270038,2.8570903271442822
projection_only_lasso_plus_room,middle,741,7.355159638831704,7.884103754250044,0.5289441154183397,3.158290548793514
projection_only_lasso_plus_room,high,738,9.8438514951868,10.488012407509606,0.6441609123228041,3.408209588371968
projection_only_lasso_plus_room,top,754,14.84084203841399,14.183878473082261,-0.6569635653317295,3.6852533008561514
projection_only_lasso_plus_shape,bottom,725,4.847027766907423,4.660054604513618,-0.18697316239380385,2.5291159699842387
projection_only_lasso_plus_shape,low,738,5.766573571640645,5.832603188227848,0.06602961658720403,2.8503659357642737
projection_only_lasso_plus_shape,middle,741,7.355159638831704,7.8589212822611705,0.5037616434294672,3.142959193212804
projection_only_lasso_plus_shape,high,738,9.8438514951868,10.526961487067524,0.6831099918807233,3.4113173968602744
projection_only_lasso_plus_shape,top,754,14.84084203841399,14.230150746674363,-0.6106912917396252,3.6838877352190087
projection_only_lasso_plus_stack,bottom,725,4.847027766907423,4.669057225213087,-0.17797054169433468,2.5222663156264122
