method,reference,pooled_rmse,reference_rmse,pooled_delta,mean_season_delta,season_wins,season_count,bootstrap_95_low,bootstrap_95_high
causal_provider_stack_global,configured_median,2.747592507913001,2.757242003626662,-0.009649495713660805,-0.00857152368330643,5,9,-0.031822557512338534,0.011680122045002532
causal_provider_stack_position,configured_median,2.7480753767335298,2.757242003626662,-0.00916662689313208,-0.0077640226711264875,5,9,-0.039957513988393645,0.019573295671769325
