run_id,target_name,model_name,fold,trial,parameters_json,validation_score,selected
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,0,"{""lasso__alpha"":1.0}",1299.6087070080994,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,1,"{""lasso__alpha"":0.01}",1091.6727171861799,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,2,"{""lasso__alpha"":1.0}",1299.6087070080994,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,3,"{""lasso__alpha"":0.001}",1091.5645965411884,1
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,4,"{""lasso__alpha"":0.001}",1091.5645965411884,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,5,"{""lasso__alpha"":0.003}",1091.5839123420892,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,6,"{""lasso__alpha"":1.0}",1299.6087070080994,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,7,"{""lasso__alpha"":0.01}",1091.6727171861799,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,8,"{""lasso__alpha"":0.03}",1092.1595098688583,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,9,"{""lasso__alpha"":0.3}",1121.4734166687617,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,10,"{""lasso__alpha"":0.01}",1091.6727171861799,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,11,"{""lasso__alpha"":0.001}",1091.5645965411884,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,12,"{""lasso__alpha"":0.03}",1092.1595098688583,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,13,"{""lasso__alpha"":0.003}",1091.5839123420892,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,14,"{""lasso__alpha"":0.003}",1091.5839123420892,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,15,"{""lasso__alpha"":0.01}",1091.6727171861799,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,16,"{""lasso__alpha"":0.03}",1092.1595098688583,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,17,"{""lasso__alpha"":0.01}",1091.6727171861799,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,18,"{""lasso__alpha"":0.001}",1091.5645965411884,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,0,19,"{""lasso__alpha"":0.1}",1095.8953473333893,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,0,"{""lasso__alpha"":0.001}",1124.2735896733689,1
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,1,"{""lasso__alpha"":0.003}",1124.3048387008805,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,2,"{""lasso__alpha"":0.1}",1129.4180564185024,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,3,"{""lasso__alpha"":1.0}",1341.9711481460904,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,4,"{""lasso__alpha"":0.03}",1125.0090820249127,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,5,"{""lasso__alpha"":0.001}",1124.2735896733689,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,6,"{""lasso__alpha"":0.3}",1156.7033332730848,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,7,"{""lasso__alpha"":0.1}",1129.4180564185024,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,8,"{""lasso__alpha"":1.0}",1341.9711481460904,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,9,"{""lasso__alpha"":0.03}",1125.0090820249127,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,10,"{""lasso__alpha"":0.3}",1156.7033332730848,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,11,"{""lasso__alpha"":0.03}",1125.0090820249127,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,12,"{""lasso__alpha"":0.01}",1124.435461162302,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,13,"{""lasso__alpha"":0.3}",1156.7033332730848,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,14,"{""lasso__alpha"":0.1}",1129.4180564185024,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,15,"{""lasso__alpha"":0.03}",1125.0090820249127,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,16,"{""lasso__alpha"":0.1}",1129.4180564185024,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,17,"{""lasso__alpha"":0.3}",1156.7033332730848,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,18,"{""lasso__alpha"":0.001}",1124.2735896733689,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,1,19,"{""lasso__alpha"":0.1}",1129.4180564185024,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,0,"{""lasso__alpha"":0.01}",1125.0819861665138,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,1,"{""lasso__alpha"":0.003}",1125.042468061961,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,2,"{""lasso__alpha"":0.01}",1125.0819861665138,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,3,"{""lasso__alpha"":0.001}",1125.0372606289304,1
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,4,"{""lasso__alpha"":0.3}",1153.3161183189732,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,5,"{""lasso__alpha"":1.0}",1330.905273433287,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,6,"{""lasso__alpha"":0.3}",1153.3161183189732,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,7,"{""lasso__alpha"":0.003}",1125.042468061961,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,8,"{""lasso__alpha"":0.001}",1125.0372606289304,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,9,"{""lasso__alpha"":0.001}",1125.0372606289304,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,10,"{""lasso__alpha"":0.3}",1153.3161183189732,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,11,"{""lasso__alpha"":0.001}",1125.0372606289304,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,12,"{""lasso__alpha"":0.01}",1125.0819861665138,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,13,"{""lasso__alpha"":0.03}",1125.4064803008464,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,14,"{""lasso__alpha"":0.3}",1153.3161183189732,0
m4a_projection_consensus_ladder_20260728T185920Z_7bfa798e,conditional_ppg,projection_only_lasso_median,2,15,"{""lasso__alpha"":0.3}",1153.3161183189732,0
