scenario,stage,branch,completion_rate_baseline,completion_rate_bounded,mean_unused_baseline,mean_unused_bounded,completion_delta,unused_delta
early_brown_tuten_gibbs,early,buy,1.0,1.0,46.625,26.4375,0.0,-20.1875
early_brown_tuten_gibbs,early,pass,1.0,1.0,77.41666666666667,29.479166666666668,0.0,-47.9375
late_cap_squeeze_pitts,late_cap_squeeze,buy,0.9583333333333334,0.9583333333333334,1.3043478260869565,1.3043478260869565,0.0,0.0
late_cap_squeeze_pitts,late_cap_squeeze,pass,1.0,1.0,3.9791666666666665,3.5833333333333335,0.0,-0.39583333333333304
middle_balanced_bowers,middle,buy,1.0,1.0,31.145833333333332,19.979166666666668,0.0,-11.166666666666664
middle_balanced_bowers,middle,pass,1.0,1.0,40.208333333333336,22.104166666666668,0.0,-18.104166666666668
