scenario,stage,branch,completion_rate_baseline,completion_rate_bounded,mean_unused_baseline,mean_unused_bounded,completion_delta,unused_delta
early_brown_tuten_gibbs,early,buy,0.984375,1.0,44.62433862433863,21.807291666666668,0.015625,-22.81704695767196
early_brown_tuten_gibbs,early,pass,0.9895833333333334,1.0,75.47894736842105,25.578125,0.01041666666666663,-49.900822368421046
late_cap_squeeze_pitts,late_cap_squeeze,buy,0.9791666666666666,0.9791666666666666,1.4308510638297873,1.4308510638297873,0.0,0.0
late_cap_squeeze_pitts,late_cap_squeeze,pass,1.0,0.9947916666666666,3.7916666666666665,3.5916230366492146,-0.00520833333333337,-0.20004363001745196
middle_balanced_bowers,middle,buy,1.0,1.0,27.666666666666668,15.760416666666666,0.0,-11.906250000000002
middle_balanced_bowers,middle,pass,1.0,1.0,45.036458333333336,20.697916666666668,0.0,-24.338541666666668
