variant,method,slice_type,slice_value,n_rows,n_seasons,rmse
incumbent,lightgbm,rank_availability,unavailable,45,9,2.2633186852115106
incumbent,lightgbm,coverage_band,complete,1602,9,3.3866073408563686
incumbent,lightgbm,coverage_band,partial_high,1634,9,2.559637815539478
incumbent,lightgbm,coverage_band,partial_low,341,2,2.1143454530354937
incumbent,lightgbm,coverage_band,unavailable,45,9,2.2633186852115106
incumbent,lightgbm,coverage_completeness,complete,1602,9,3.3866073408563686
incumbent,lightgbm,coverage_completeness,incomplete_or_unavailable,2020,9,2.4836590500448863
incumbent,lightgbm,shallow_omission,no_omission,1602,9,3.3866073408563686
incumbent,lightgbm,shallow_omission,omission,2020,9,2.4836590500448863
incumbent,random_forest,pooled,all,3622,9,2.896189139326369
incumbent,random_forest,recent,2023_2025,1226,3,2.9017205189715227
incumbent,random_forest,source_era,2017_2023,2800,7,2.902916933203925
incumbent,random_forest,source_era,2024_2025,822,2,2.8731538546006847
incumbent,random_forest,season,2017,402,1,2.889055350141608
incumbent,random_forest,season,2018,365,1,3.007427706169717
incumbent,random_forest,season,2019,385,1,2.9111265582229806
incumbent,random_forest,season,2020,409,1,3.1098878168677073
incumbent,random_forest,season,2021,413,1,2.790568556829399
incumbent,random_forest,season,2022,422,1,2.6515625234882427
incumbent,random_forest,season,2023,404,1,2.9589924822882043
incumbent,random_forest,season,2024,406,1,2.992422320494841
incumbent,random_forest,season,2025,416,1,2.7517724443714764
incumbent,random_forest,position,QB,306,8,4.00584324531967
incumbent,random_forest,position,RB,1011,9,3.300319449179963
incumbent,random_forest,position,TE,802,9,2.0654701104307867
incumbent,random_forest,position,WR,1503,9,2.7098933399913157
incumbent,random_forest,history_depth,other_no_history,23,7,2.2005540585140557
incumbent,random_forest,history_depth,rookie,518,9,3.237106788515421
incumbent,random_forest,history_depth,second_year,558,9,2.9373867918186387
incumbent,random_forest,history_depth,veteran_with_history,2523,9,2.8174074748136655
incumbent,random_forest,rank_availability,available,3577,9,2.9028971913928125
incumbent,random_forest,rank_availability,unavailable,45,9,2.301249269923251
incumbent,random_forest,coverage_band,complete,1602,9,3.3639855940785983
incumbent,random_forest,coverage_band,partial_high,1634,9,2.5344839171852707
incumbent,random_forest,coverage_band,partial_low,341,2,2.109647518613658
incumbent,random_forest,coverage_band,unavailable,45,9,2.301249269923251
incumbent,random_forest,coverage_completeness,complete,1602,9,3.3639855940785983
incumbent,random_forest,coverage_completeness,incomplete_or_unavailable,2020,9,2.4628069234027365
incumbent,random_forest,shallow_omission,no_omission,1602,9,3.3639855940785983
incumbent,random_forest,shallow_omission,omission,2020,9,2.4628069234027365
incumbent,random_forest_full_columns,pooled,all,3622,9,2.9060477032601875
incumbent,random_forest_full_columns,recent,2023_2025,1226,3,2.923349299311475
incumbent,random_forest_full_columns,source_era,2017_2023,2800,7,2.907850515888624
incumbent,random_forest_full_columns,source_era,2024_2025,822,2,2.8998983246113856
incumbent,random_forest_full_columns,season,2017,402,1,2.89847592815296
incumbent,random_forest_full_columns,season,2018,365,1,2.997196227145336
incumbent,random_forest_full_columns,season,2019,385,1,2.9029045720166913
incumbent,random_forest_full_columns,season,2020,409,1,3.1050422266762263
incumbent,random_forest_full_columns,season,2021,413,1,2.816036199158788
incumbent,random_forest_full_columns,season,2022,422,1,2.662700597528254
incumbent,random_forest_full_columns,season,2023,404,1,2.970492399800164
incumbent,random_forest_full_columns,season,2024,406,1,3.0129255455919606
incumbent,random_forest_full_columns,season,2025,416,1,2.785168825820914
incumbent,random_forest_full_columns,position,QB,306,8,4.0507724513929295
incumbent,random_forest_full_columns,position,RB,1011,9,3.3225869943610284
incumbent,random_forest_full_columns,position,TE,802,9,2.0467170077413352
incumbent,random_forest_full_columns,position,WR,1503,9,2.7110186628918735
incumbent,random_forest_full_columns,history_depth,other_no_history,23,7,2.1504813334807924
incumbent,random_forest_full_columns,history_depth,rookie,518,9,3.2298520306647633
incumbent,random_forest_full_columns,history_depth,second_year,558,9,2.9540428992801244
incumbent,random_forest_full_columns,history_depth,veteran_with_history,2523,9,2.830162400671433
incumbent,random_forest_full_columns,rank_availability,available,3577,9,2.9139177871527493
incumbent,random_forest_full_columns,rank_availability,unavailable,45,9,2.19185644103791
incumbent,random_forest_full_columns,coverage_band,complete,1602,9,3.3857919258488285
incumbent,random_forest_full_columns,coverage_band,partial_high,1634,9,2.535846788448547
incumbent,random_forest_full_columns,coverage_band,partial_low,341,2,2.097250950196833
incumbent,random_forest_full_columns,coverage_band,unavailable,45,9,2.19185644103791
incumbent,random_forest_full_columns,coverage_completeness,complete,1602,9,3.3857919258488285
incumbent,random_forest_full_columns,coverage_completeness,incomplete_or_unavailable,2020,9,2.459929754940307
incumbent,random_forest_full_columns,shallow_omission,no_omission,1602,9,3.3857919258488285
incumbent,random_forest_full_columns,shallow_omission,omission,2020,9,2.459929754940307
normalized_rank,controlled_equal_thirds,pooled,all,3622,9,2.8818415466358753
normalized_rank,controlled_equal_thirds,recent,2023_2025,1226,3,2.8893169590753702
normalized_rank,controlled_equal_thirds,source_era,2017_2023,2800,7,2.8887883800177354
normalized_rank,controlled_equal_thirds,source_era,2024_2025,822,2,2.858051652558843
normalized_rank,controlled_equal_thirds,season,2017,402,1,2.8821854283798443
normalized_rank,controlled_equal_thirds,season,2018,365,1,2.9912752044189355
normalized_rank,controlled_equal_thirds,season,2019,385,1,2.9094388281390144
normalized_rank,controlled_equal_thirds,season,2020,409,1,3.0962130418464455
normalized_rank,controlled_equal_thirds,season,2021,413,1,2.799941879874163
normalized_rank,controlled_equal_thirds,season,2022,422,1,2.5863946412450427
normalized_rank,controlled_equal_thirds,season,2023,404,1,2.9519088681942023
normalized_rank,controlled_equal_thirds,season,2024,406,1,2.973150345672084
normalized_rank,controlled_equal_thirds,season,2025,416,1,2.7410635277043176
normalized_rank,controlled_equal_thirds,position,QB,306,8,3.9628395700238164
normalized_rank,controlled_equal_thirds,position,RB,1011,9,3.3075378112050595
normalized_rank,controlled_equal_thirds,position,TE,802,9,2.0024785196163024
normalized_rank,controlled_equal_thirds,position,WR,1503,9,2.7052098122365034
normalized_rank,controlled_equal_thirds,history_depth,other_no_history,23,7,2.0905062909177317
normalized_rank,controlled_equal_thirds,history_depth,rookie,518,9,3.2332813313308435
normalized_rank,controlled_equal_thirds,history_depth,second_year,558,9,2.9419435546160337
normalized_rank,controlled_equal_thirds,history_depth,veteran_with_history,2523,9,2.7968258121691836
normalized_rank,controlled_equal_thirds,rank_availability,available,3577,9,2.8905713308892564
normalized_rank,controlled_equal_thirds,rank_availability,unavailable,45,9,2.0735026033913098
normalized_rank,controlled_equal_thirds,coverage_band,complete,1602,9,3.361723124589377
normalized_rank,controlled_equal_thirds,coverage_band,partial_high,1634,9,2.5159219399604447
normalized_rank,controlled_equal_thirds,coverage_band,partial_low,341,2,2.0548094896493287
normalized_rank,controlled_equal_thirds,coverage_band,unavailable,45,9,2.0735026033913098
normalized_rank,controlled_equal_thirds,coverage_completeness,complete,1602,9,3.361723124589377
normalized_rank,controlled_equal_thirds,coverage_completeness,incomplete_or_unavailable,2020,9,2.434920720051096
normalized_rank,controlled_equal_thirds,shallow_omission,no_omission,1602,9,3.361723124589377
normalized_rank,controlled_equal_thirds,shallow_omission,omission,2020,9,2.434920720051096
normalized_rank,equal_thirds,pooled,all,3622,9,2.880104913126777
normalized_rank,equal_thirds,recent,2023_2025,1226,3,2.885426734188264
normalized_rank,equal_thirds,source_era,2017_2023,2800,7,2.888410017964028
normalized_rank,equal_thirds,source_era,2024_2025,822,2,2.851633502035803
normalized_rank,equal_thirds,season,2017,402,1,2.8828051394923584
normalized_rank,equal_thirds,season,2018,365,1,2.989365905040561
normalized_rank,equal_thirds,season,2019,385,1,2.9099230500802906
normalized_rank,equal_thirds,season,2020,409,1,3.099390108824276
normalized_rank,equal_thirds,season,2021,413,1,2.7935055592046756
normalized_rank,equal_thirds,season,2022,422,1,2.586286354171953
normalized_rank,equal_thirds,season,2023,404,1,2.952990595064826
normalized_rank,equal_thirds,season,2024,406,1,2.971287212645441
normalized_rank,equal_thirds,season,2025,416,1,2.7298036513607
normalized_rank,equal_thirds,position,QB,306,8,3.963907174455505
normalized_rank,equal_thirds,position,RB,1011,9,3.3012079377862125
normalized_rank,equal_thirds,position,TE,802,9,2.004112504490333
normalized_rank,equal_thirds,position,WR,1503,9,2.704989621722125
normalized_rank,equal_thirds,history_depth,other_no_history,23,7,2.1087196021464822
normalized_rank,equal_thirds,history_depth,rookie,518,9,3.231342911123916
normalized_rank,equal_thirds,history_depth,second_year,558,9,2.938186199071229
normalized_rank,equal_thirds,history_depth,veteran_with_history,2523,9,2.7954662333138307
normalized_rank,equal_thirds,rank_availability,available,3577,9,2.888501011590598
normalized_rank,equal_thirds,rank_availability,unavailable,45,9,2.10833030808841
normalized_rank,equal_thirds,coverage_band,complete,1602,9,3.357935606422902
normalized_rank,equal_thirds,coverage_band,partial_high,1634,9,2.515021140840226
normalized_rank,equal_thirds,coverage_band,partial_low,341,2,2.0586451230808303
normalized_rank,equal_thirds,coverage_band,unavailable,45,9,2.10833030808841
normalized_rank,equal_thirds,coverage_completeness,complete,1602,9,3.357935606422902
normalized_rank,equal_thirds,coverage_completeness,incomplete_or_unavailable,2020,9,2.435381086223054
normalized_rank,equal_thirds,shallow_omission,no_omission,1602,9,3.357935606422902
normalized_rank,equal_thirds,shallow_omission,omission,2020,9,2.435381086223054
normalized_rank,lasso,pooled,all,3622,9,2.926529948623435
normalized_rank,lasso,recent,2023_2025,1226,3,2.905268807283037
normalized_rank,lasso,source_era,2017_2023,2800,7,2.9422468849195114
normalized_rank,lasso,source_era,2024_2025,822,2,2.872347607860884
normalized_rank,lasso,season,2017,402,1,2.9210519799799473
normalized_rank,lasso,season,2018,365,1,3.066187660584859
normalized_rank,lasso,season,2019,385,1,3.04936280344861
normalized_rank,lasso,season,2020,409,1,3.1603261674260583
normalized_rank,lasso,season,2021,413,1,2.8520694984705024
normalized_rank,lasso,season,2022,422,1,2.569748190023954
normalized_rank,lasso,season,2023,404,1,2.971126093946845
normalized_rank,lasso,season,2024,406,1,2.9633209017936983
normalized_rank,lasso,season,2025,416,1,2.780692822352994
normalized_rank,lasso,position,QB,306,8,4.053535789436037
normalized_rank,lasso,position,RB,1011,9,3.355472819941841
normalized_rank,lasso,position,TE,802,9,2.038154391837479
normalized_rank,lasso,position,WR,1503,9,2.739323482128255
normalized_rank,lasso,history_depth,other_no_history,23,7,1.9365442216805855
normalized_rank,lasso,history_depth,rookie,518,9,3.288183832678797
normalized_rank,lasso,history_depth,second_year,558,9,2.9684747782169536
normalized_rank,lasso,history_depth,veteran_with_history,2523,9,2.8447016230084374
normalized_rank,lasso,rank_availability,available,3577,9,2.9352476145387514
normalized_rank,lasso,rank_availability,unavailable,45,9,2.121936464947265
normalized_rank,lasso,coverage_band,complete,1602,9,3.3887755962955737
normalized_rank,lasso,coverage_band,partial_high,1634,9,2.581955552285569
normalized_rank,lasso,coverage_band,partial_low,341,2,2.1169491732113244
normalized_rank,lasso,coverage_band,unavailable,45,9,2.121936464947265
normalized_rank,lasso,coverage_completeness,complete,1602,9,3.3887755962955737
normalized_rank,lasso,coverage_completeness,incomplete_or_unavailable,2020,9,2.499886352189725
normalized_rank,lasso,shallow_omission,no_omission,1602,9,3.3887755962955737
normalized_rank,lasso,shallow_omission,omission,2020,9,2.499886352189725
normalized_rank,lightgbm,pooled,all,3622,9,2.9170346831789398
normalized_rank,lightgbm,recent,2023_2025,1226,3,2.9135989381959564
normalized_rank,lightgbm,source_era,2017_2023,2800,7,2.9278296669138033
normalized_rank,lightgbm,source_era,2024_2025,822,2,2.8799598030830045
normalized_rank,lightgbm,season,2017,402,1,2.9453945039289824
normalized_rank,lightgbm,season,2018,365,1,3.0362458390266176
normalized_rank,lightgbm,season,2019,385,1,2.965887744480086
normalized_rank,lightgbm,season,2020,409,1,3.1022783747209797
normalized_rank,lightgbm,season,2021,413,1,2.826744373348472
normalized_rank,lightgbm,season,2022,422,1,2.638130243414409
normalized_rank,lightgbm,season,2023,404,1,2.9808711826683325
normalized_rank,lightgbm,season,2024,406,1,3.009239563244494
normalized_rank,lightgbm,season,2025,416,1,2.7479293970857035
normalized_rank,lightgbm,position,QB,306,8,4.042626269180436
normalized_rank,lightgbm,position,RB,1011,9,3.3266845993596315
normalized_rank,lightgbm,position,TE,802,9,2.052732291689354
normalized_rank,lightgbm,position,WR,1503,9,2.7360075117938907
normalized_rank,lightgbm,history_depth,other_no_history,23,7,2.3001239095519446
normalized_rank,lightgbm,history_depth,rookie,518,9,3.2521709415045437
normalized_rank,lightgbm,history_depth,second_year,558,9,2.9814194355743866
normalized_rank,lightgbm,history_depth,veteran_with_history,2523,9,2.833717337976436
normalized_rank,lightgbm,rank_availability,available,3577,9,2.9240188649184127
normalized_rank,lightgbm,rank_availability,unavailable,45,9,2.294851574239975
normalized_rank,lightgbm,coverage_band,complete,1602,9,3.3861532932781815
normalized_rank,lightgbm,coverage_band,partial_high,1634,9,2.559436667694902
normalized_rank,lightgbm,coverage_band,partial_low,341,2,2.104656665416672
normalized_rank,lightgbm,coverage_band,unavailable,45,9,2.294851574239975
normalized_rank,lightgbm,coverage_completeness,complete,1602,9,3.3861532932781815
normalized_rank,lightgbm,coverage_completeness,incomplete_or_unavailable,2020,9,2.4827466200866066
normalized_rank,lightgbm,shallow_omission,no_omission,1602,9,3.3861532932781815
normalized_rank,lightgbm,shallow_omission,omission,2020,9,2.4827466200866066
normalized_rank,random_forest,pooled,all,3622,9,2.8968994629099853
normalized_rank,random_forest,recent,2023_2025,1226,3,2.9105258458716907
normalized_rank,random_forest,source_era,2017_2023,2800,7,2.9012555336254224
normalized_rank,random_forest,source_era,2024_2025,822,2,2.882011854875817
normalized_rank,random_forest,season,2017,402,1,2.8915761157919877
normalized_rank,random_forest,season,2018,365,1,2.9994068077728673
normalized_rank,random_forest,season,2019,385,1,2.907980944411973
normalized_rank,random_forest,season,2020,409,1,3.1017360121409316
normalized_rank,random_forest,season,2021,413,1,2.7822398754241
normalized_rank,random_forest,season,2022,422,1,2.656390169977405
normalized_rank,random_forest,season,2023,404,1,2.9676962599772967
normalized_rank,random_forest,season,2024,406,1,3.004698166350232
normalized_rank,random_forest,season,2025,416,1,2.757015527668685
normalized_rank,random_forest,position,QB,306,8,3.997589804620681
normalized_rank,random_forest,position,RB,1011,9,3.3007957864811424
normalized_rank,random_forest,position,TE,802,9,2.0675984179511278
normalized_rank,random_forest,position,WR,1503,9,2.7129463709300583
normalized_rank,random_forest,history_depth,other_no_history,23,7,2.20541949328724
normalized_rank,random_forest,history_depth,rookie,518,9,3.2194914124527756
normalized_rank,random_forest,history_depth,second_year,558,9,2.9445234009743255
normalized_rank,random_forest,history_depth,veteran_with_history,2523,9,2.8209154874596565
normalized_rank,random_forest,rank_availability,available,3577,9,2.903733189643152
normalized_rank,random_forest,rank_availability,unavailable,45,9,2.2893431016383685
normalized_rank,random_forest,coverage_band,complete,1602,9,3.3661764300596113
normalized_rank,random_forest,coverage_band,partial_high,1634,9,2.533902895507094
normalized_rank,random_forest,coverage_band,partial_low,341,2,2.108642846355866
normalized_rank,random_forest,coverage_band,unavailable,45,9,2.2893431016383685
normalized_rank,random_forest,coverage_completeness,complete,1602,9,3.3661764300596113
normalized_rank,random_forest,coverage_completeness,incomplete_or_unavailable,2020,9,2.4619307077511166
normalized_rank,random_forest,shallow_omission,no_omission,1602,9,3.3661764300596113
normalized_rank,random_forest,shallow_omission,omission,2020,9,2.4619307077511166
normalized_rank,random_forest_full_columns,pooled,all,3622,9,2.906037839125394
normalized_rank,random_forest_full_columns,recent,2023_2025,1226,3,2.923972814145373
normalized_rank,random_forest_full_columns,source_era,2017_2023,2800,7,2.9070894686755957
normalized_rank,random_forest_full_columns,source_era,2024_2025,822,2,2.902452786491061
normalized_rank,random_forest_full_columns,season,2017,402,1,2.89756557393862
normalized_rank,random_forest_full_columns,season,2018,365,1,3.000546639208085
normalized_rank,random_forest_full_columns,season,2019,385,1,2.903471879252343
normalized_rank,random_forest_full_columns,season,2020,409,1,3.098283502903537
normalized_rank,random_forest_full_columns,season,2021,413,1,2.817494771594558
normalized_rank,random_forest_full_columns,season,2022,422,1,2.663855129315705
normalized_rank,random_forest_full_columns,season,2023,404,1,2.967276818426938
normalized_rank,random_forest_full_columns,season,2024,406,1,3.0145183884274562
normalized_rank,random_forest_full_columns,season,2025,416,1,2.788742167957696
normalized_rank,random_forest_full_columns,position,QB,306,8,4.040037787239831
normalized_rank,random_forest_full_columns,position,RB,1011,9,3.3229278378381917
normalized_rank,random_forest_full_columns,position,TE,802,9,2.0481991783261546
normalized_rank,random_forest_full_columns,position,WR,1503,9,2.7133750707076296
normalized_rank,random_forest_full_columns,history_depth,other_no_history,23,7,2.1520917888688276
normalized_rank,random_forest_full_columns,history_depth,rookie,518,9,3.2322371684000974
normalized_rank,random_forest_full_columns,history_depth,second_year,558,9,2.955364542740353
normalized_rank,random_forest_full_columns,history_depth,veteran_with_history,2523,9,2.8292723373397792
normalized_rank,random_forest_full_columns,rank_availability,available,3577,9,2.9139215725839374
normalized_rank,random_forest_full_columns,rank_availability,unavailable,45,9,2.1904032822042274
normalized_rank,random_forest_full_columns,coverage_band,complete,1602,9,3.3853620667829833
normalized_rank,random_forest_full_columns,coverage_band,partial_high,1634,9,2.536983744038137
normalized_rank,random_forest_full_columns,coverage_band,partial_low,341,2,2.0939746806065718
normalized_rank,random_forest_full_columns,coverage_band,unavailable,45,9,2.1904032822042274
normalized_rank,random_forest_full_columns,coverage_completeness,complete,1602,9,3.3853620667829833
normalized_rank,random_forest_full_columns,coverage_completeness,incomplete_or_unavailable,2020,9,2.460378007789112
normalized_rank,random_forest_full_columns,shallow_omission,no_omission,1602,9,3.3853620667829833
normalized_rank,random_forest_full_columns,shallow_omission,omission,2020,9,2.460378007789112
raw_log,controlled_equal_thirds,pooled,all,3622,9,2.8802236692423286
raw_log,controlled_equal_thirds,recent,2023_2025,1226,3,2.8884446311020104
raw_log,controlled_equal_thirds,source_era,2017_2023,2800,7,2.887248439765402
raw_log,controlled_equal_thirds,source_era,2024_2025,822,2,2.8561653511505387
raw_log,controlled_equal_thirds,season,2017,402,1,2.883139179273792
raw_log,controlled_equal_thirds,season,2018,365,1,2.9916304558224076
raw_log,controlled_equal_thirds,season,2019,385,1,2.9066464918611334
raw_log,controlled_equal_thirds,season,2020,409,1,3.099157409392997
raw_log,controlled_equal_thirds,season,2021,413,1,2.794553728224238
raw_log,controlled_equal_thirds,season,2022,422,1,2.577523747063725
raw_log,controlled_equal_thirds,season,2023,404,1,2.9530326770312265
raw_log,controlled_equal_thirds,season,2024,406,1,2.9696306733358964
raw_log,controlled_equal_thirds,season,2025,416,1,2.740902175202204
raw_log,controlled_equal_thirds,position,QB,306,8,3.9618735065605373
raw_log,controlled_equal_thirds,position,RB,1011,9,3.3061285679984853
raw_log,controlled_equal_thirds,position,TE,802,9,2.000312864028951
raw_log,controlled_equal_thirds,position,WR,1503,9,2.703358716929554
raw_log,controlled_equal_thirds,history_depth,other_no_history,23,7,2.079431854264113
raw_log,controlled_equal_thirds,history_depth,rookie,518,9,3.2299000970575213
raw_log,controlled_equal_thirds,history_depth,second_year,558,9,2.9396229621272574
raw_log,controlled_equal_thirds,history_depth,veteran_with_history,2523,9,2.795850130809023
raw_log,controlled_equal_thirds,rank_availability,available,3577,9,2.8888821950760795
raw_log,controlled_equal_thirds,rank_availability,unavailable,45,9,2.0796786313103452
raw_log,controlled_equal_thirds,coverage_band,complete,1602,9,3.3601457994052293
raw_log,controlled_equal_thirds,coverage_band,partial_high,1634,9,2.5124264936985523
raw_log,controlled_equal_thirds,coverage_band,partial_low,341,2,2.062491364688679
raw_log,controlled_equal_thirds,coverage_band,unavailable,45,9,2.0796786313103452
raw_log,controlled_equal_thirds,coverage_completeness,complete,1602,9,3.3601457994052293
raw_log,controlled_equal_thirds,coverage_completeness,incomplete_or_unavailable,2020,9,2.4332143208673083
raw_log,controlled_equal_thirds,shallow_omission,no_omission,1602,9,3.3601457994052293
