method,slice_type,slice_value,metric,n_rows,value
gap_raw_lasso,pooled,all,rmse,3696,3.160229935868392
gap_raw_lasso,pooled,all,mae,3696,2.4461022217714916
gap_raw_lasso,pooled,all,bias,3696,0.00712329806656113
gap_raw_lasso,pooled,all,spearman,3696,0.7982298641373757
gap_raw_lightgbm,pooled,all,rmse,3696,3.113373687386706
gap_raw_lightgbm,pooled,all,mae,3696,2.4404258181610485
gap_raw_lightgbm,pooled,all,bias,3696,0.19586334051629442
gap_raw_lightgbm,pooled,all,spearman,3696,0.8039891832893206
gap_raw_random_forest,pooled,all,rmse,3696,3.1255478662684615
gap_raw_random_forest,pooled,all,mae,3696,2.451821760279223
gap_raw_random_forest,pooled,all,bias,3696,0.20984331782102503
gap_raw_random_forest,pooled,all,spearman,3696,0.8037739007988896
gap_shrunk_lasso,pooled,all,rmse,3696,3.1611201092857413
gap_shrunk_lasso,pooled,all,mae,3696,2.4470532239579703
gap_shrunk_lasso,pooled,all,bias,3696,0.0037965491140421297
gap_shrunk_lasso,pooled,all,spearman,3696,0.7982228259552137
gap_shrunk_lightgbm,pooled,all,rmse,3696,3.114145302207999
gap_shrunk_lightgbm,pooled,all,mae,3696,2.4391374536561425
gap_shrunk_lightgbm,pooled,all,bias,3696,0.19589517571999568
gap_shrunk_lightgbm,pooled,all,spearman,3696,0.8042502224491631
gap_shrunk_random_forest,pooled,all,rmse,3696,3.1232558313073553
gap_shrunk_random_forest,pooled,all,mae,3696,2.4450103712731073
gap_shrunk_random_forest,pooled,all,bias,3696,0.20301219434363982
gap_shrunk_random_forest,pooled,all,spearman,3696,0.8052880599073546
incumbent_lasso,pooled,all,rmse,3696,3.1584532391209064
incumbent_lasso,pooled,all,mae,3696,2.4477827442713624
incumbent_lasso,pooled,all,bias,3696,0.002905395150819813
incumbent_lasso,pooled,all,spearman,3696,0.7984587871769212
incumbent_lightgbm,pooled,all,rmse,3696,3.1229738660388224
incumbent_lightgbm,pooled,all,mae,3696,2.446552841786182
incumbent_lightgbm,pooled,all,bias,3696,0.2105187734884606
incumbent_lightgbm,pooled,all,spearman,3696,0.8040038793357315
incumbent_random_forest,pooled,all,rmse,3696,3.124253466483619
incumbent_random_forest,pooled,all,mae,3696,2.4435278256238586
incumbent_random_forest,pooled,all,bias,3696,0.20265677251737915
incumbent_random_forest,pooled,all,spearman,3696,0.8046584274701288
incumbent_tree_average,pooled,all,rmse,3696,3.114326838449257
incumbent_tree_average,pooled,all,mae,3696,2.437970563252986
incumbent_tree_average,pooled,all,bias,3696,0.2065877730029199
incumbent_tree_average,pooled,all,spearman,3696,0.805570929492496
incumbent_equal_thirds,pooled,all,rmse,3696,3.100055612217786
incumbent_equal_thirds,pooled,all,mae,3696,2.4151353792936665
incumbent_equal_thirds,pooled,all,bias,3696,0.13869364705221984
incumbent_equal_thirds,pooled,all,spearman,3696,0.8054716592159998
incumbent_causal_lasso_tree,pooled,all,rmse,3696,3.102790671322867
incumbent_causal_lasso_tree,pooled,all,mae,3696,2.4191691847679984
incumbent_causal_lasso_tree,pooled,all,bias,3696,0.1658742846608702
incumbent_causal_lasso_tree,pooled,all,spearman,3696,0.8060674594885316
gap_raw_tree_average,pooled,all,rmse,3696,3.109924395987051
gap_raw_tree_average,pooled,all,mae,3696,2.438124535676248
gap_raw_tree_average,pooled,all,bias,3696,0.2028533291686597
gap_raw_tree_average,pooled,all,spearman,3696,0.8052749430644013
gap_raw_equal_thirds,pooled,all,rmse,3696,3.097167464728635
gap_raw_equal_thirds,pooled,all,mae,3696,2.415820291140612
gap_raw_equal_thirds,pooled,all,bias,3696,0.1376099854679602
gap_raw_equal_thirds,pooled,all,spearman,3696,0.805419968952328
gap_raw_causal_lasso_tree,pooled,all,rmse,3696,3.100237805536195
gap_raw_causal_lasso_tree,pooled,all,mae,3696,2.421587599909037
gap_raw_causal_lasso_tree,pooled,all,bias,3696,0.16582441446714488
gap_raw_causal_lasso_tree,pooled,all,spearman,3696,0.805705824913954
gap_shrunk_tree_average,pooled,all,rmse,3696,3.1090539111085795
gap_shrunk_tree_average,pooled,all,mae,3696,2.4358787900832537
gap_shrunk_tree_average,pooled,all,bias,3696,0.1994536850318178
gap_shrunk_tree_average,pooled,all,spearman,3696,0.8065023983494956
gap_shrunk_equal_thirds,pooled,all,rmse,3696,3.0974307448980962
gap_shrunk_equal_thirds,pooled,all,mae,3696,2.414750214258406
gap_shrunk_equal_thirds,pooled,all,bias,3696,0.13423463972589253
gap_shrunk_equal_thirds,pooled,all,spearman,3696,0.8061179690964029
gap_shrunk_causal_lasso_tree,pooled,all,rmse,3696,3.100186682480802
gap_shrunk_causal_lasso_tree,pooled,all,mae,3696,2.4206006674242326
gap_shrunk_causal_lasso_tree,pooled,all,bias,3696,0.1632413875241291
gap_shrunk_causal_lasso_tree,pooled,all,spearman,3696,0.8067288998265604
gap_raw_lasso,season,2017,rmse,407,3.132177749939396
gap_raw_lasso,season,2017,mae,407,2.4395968677898536
gap_raw_lasso,season,2017,bias,407,0.17466549416626753
gap_raw_lasso,season,2017,spearman,407,0.7822069093610831
gap_raw_lightgbm,season,2017,rmse,407,3.117167970469491
gap_raw_lightgbm,season,2017,mae,407,2.4590409101500215
gap_raw_lightgbm,season,2017,bias,407,0.4665547829684635
gap_raw_lightgbm,season,2017,spearman,407,0.7869321555831669
gap_raw_random_forest,season,2017,rmse,407,3.1141779841573145
gap_raw_random_forest,season,2017,mae,407,2.4481298775399907
gap_raw_random_forest,season,2017,bias,407,0.4759277620515047
gap_raw_random_forest,season,2017,spearman,407,0.7848144400754792
gap_shrunk_lasso,season,2017,rmse,407,3.138668134499972
gap_shrunk_lasso,season,2017,mae,407,2.442578162620421
gap_shrunk_lasso,season,2017,bias,407,0.16433882177139802
gap_shrunk_lasso,season,2017,spearman,407,0.7820377278361149
gap_shrunk_lightgbm,season,2017,rmse,407,3.1211129857985673
gap_shrunk_lightgbm,season,2017,mae,407,2.4590304439385133
gap_shrunk_lightgbm,season,2017,bias,407,0.4837455927266125
gap_shrunk_lightgbm,season,2017,spearman,407,0.7877399890535103
gap_shrunk_random_forest,season,2017,rmse,407,3.1205097296948137
gap_shrunk_random_forest,season,2017,mae,407,2.4331439103518373
gap_shrunk_random_forest,season,2017,bias,407,0.4723226676366185
gap_shrunk_random_forest,season,2017,spearman,407,0.7884872189626921
incumbent_lasso,season,2017,rmse,407,3.1505787209215095
incumbent_lasso,season,2017,mae,407,2.4533533268230863
incumbent_lasso,season,2017,bias,407,0.1574297628088693
incumbent_lasso,season,2017,spearman,407,0.7779985523010268
incumbent_lightgbm,season,2017,rmse,407,3.1321055322393154
incumbent_lightgbm,season,2017,mae,407,2.4569435373733097
incumbent_lightgbm,season,2017,bias,407,0.4648641196494398
incumbent_lightgbm,season,2017,spearman,407,0.7849781895053476
incumbent_random_forest,season,2017,rmse,407,3.1049176402162284
incumbent_random_forest,season,2017,mae,407,2.4140187746047426
incumbent_random_forest,season,2017,bias,407,0.4551479018907606
incumbent_random_forest,season,2017,spearman,407,0.7900091056327447
incumbent_tree_average,season,2017,rmse,407,3.1094641844023485
incumbent_tree_average,season,2017,mae,407,2.4287643793723315
incumbent_tree_average,season,2017,bias,407,0.4600060107701003
incumbent_tree_average,season,2017,spearman,407,0.7879463547722971
incumbent_equal_thirds,season,2017,rmse,407,3.092215725306898
incumbent_equal_thirds,season,2017,mae,407,2.40639920729459
incumbent_equal_thirds,season,2017,bias,407,0.35914726144969
incumbent_equal_thirds,season,2017,spearman,407,0.7879904968219468
incumbent_causal_lasso_tree,season,2017,rmse,407,3.1094641844023485
incumbent_causal_lasso_tree,season,2017,mae,407,2.4287643793723315
incumbent_causal_lasso_tree,season,2017,bias,407,0.4600060107701003
incumbent_causal_lasso_tree,season,2017,spearman,407,0.7879463547722971
gap_raw_tree_average,season,2017,rmse,407,3.1048918759596447
gap_raw_tree_average,season,2017,mae,407,2.4433221404201912
gap_raw_tree_average,season,2017,bias,407,0.47124127250998415
gap_raw_tree_average,season,2017,spearman,407,0.7853736564431135
gap_raw_equal_thirds,season,2017,rmse,407,3.0810507553039863
gap_raw_equal_thirds,season,2017,mae,407,2.4099861006355465
gap_raw_equal_thirds,season,2017,bias,407,0.3723826797287453
gap_raw_equal_thirds,season,2017,spearman,407,0.7899010644063841
gap_raw_causal_lasso_tree,season,2017,rmse,407,3.1048918759596447
gap_raw_causal_lasso_tree,season,2017,mae,407,2.4433221404201912
gap_raw_causal_lasso_tree,season,2017,bias,407,0.47124127250998415
gap_raw_causal_lasso_tree,season,2017,spearman,407,0.7853736564431135
gap_shrunk_tree_average,season,2017,rmse,407,3.111321056483193
gap_shrunk_tree_average,season,2017,mae,407,2.439689530459393
gap_shrunk_tree_average,season,2017,bias,407,0.4780341301816155
gap_shrunk_tree_average,season,2017,spearman,407,0.7888449480693003
gap_shrunk_equal_thirds,season,2017,rmse,407,3.0880886679766135
gap_shrunk_equal_thirds,season,2017,mae,407,2.4060894097005523
gap_shrunk_equal_thirds,season,2017,bias,407,0.3734690273782097
gap_shrunk_equal_thirds,season,2017,spearman,407,0.7905743196596108
gap_shrunk_causal_lasso_tree,season,2017,rmse,407,3.111321056483193
gap_shrunk_causal_lasso_tree,season,2017,mae,407,2.439689530459393
gap_shrunk_causal_lasso_tree,season,2017,bias,407,0.4780341301816155
gap_shrunk_causal_lasso_tree,season,2017,spearman,407,0.7888449480693003
gap_raw_lasso,season,2018,rmse,405,3.471067226351325
gap_raw_lasso,season,2018,mae,405,2.6536571550806554
gap_raw_lasso,season,2018,bias,405,-0.7409254097167652
gap_raw_lasso,season,2018,spearman,405,0.7863379654786228
gap_raw_lightgbm,season,2018,rmse,405,3.3396462181145963
gap_raw_lightgbm,season,2018,mae,405,2.576259499706776
gap_raw_lightgbm,season,2018,bias,405,-0.34326877680528145
gap_raw_lightgbm,season,2018,spearman,405,0.7889726827543069
gap_raw_random_forest,season,2018,rmse,405,3.371571088255964
gap_raw_random_forest,season,2018,mae,405,2.6225157869784463
gap_raw_random_forest,season,2018,bias,405,-0.35017735219410084
gap_raw_random_forest,season,2018,spearman,405,0.7853817365053636
gap_shrunk_lasso,season,2018,rmse,405,3.4761405888701087
gap_shrunk_lasso,season,2018,mae,405,2.655632177708769
gap_shrunk_lasso,season,2018,bias,405,-0.7479738560132817
gap_shrunk_lasso,season,2018,spearman,405,0.7871183393644224
gap_shrunk_lightgbm,season,2018,rmse,405,3.332617788685812
gap_shrunk_lightgbm,season,2018,mae,405,2.5769816532937235
gap_shrunk_lightgbm,season,2018,bias,405,-0.34709026416457345
gap_shrunk_lightgbm,season,2018,spearman,405,0.7867344911620814
gap_shrunk_random_forest,season,2018,rmse,405,3.383316678536499
gap_shrunk_random_forest,season,2018,mae,405,2.6252975940531518
gap_shrunk_random_forest,season,2018,bias,405,-0.3917836007927591
