method,pos,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,next_residual_weight,next_participation_weight,recency_half_life,feature_count_total,complexity_score,qb_feature_count,rb_feature_count,wr_feature_count,te_feature_count
next_both_w050,QB,144.0,2.4158742260995507,3.480345852751983,-1.0536480264832768,0.7916666666666666,0.599105293913449,0.1890967869971666,23.452823536058734,33.36306883571399,-9.760798334463352,0.7430555555555556,0.5749181489483577,0.1216868835171836,0.3541666666666667,0.20839257739154368,0.25135383415736356,0.5218216318785579,0.1875,0.09091484803109592,0.16363700748509027,0.5786641342196898,0.1527777777777778,0.10432292705131517,0.13191434969081703,0.577123695976155,0.034722222222222224,0.043994136003902055,0.025726954383857692,0.9266187050359712,0.35199244425650966,-0.13128767783940198,-0.1243023381923474,59.43271447567911,0.05000000000000002,1.508671869403531,2.2050953351074907,0.6573839044290674,0.8888888888888888,0.1527777777777778,0.11104826442263033,0.10144342904100874,0.6851713859910581,7.278458969305261,0.18287148256889033,0.2805539619403127,0.5,0.5,12.0,63,63,15,18,15,15
next_both_w050,RB,360.0,2.273375201759457,3.1350620019632287,-0.8921258038630907,0.8083333333333333,0.5703671572024542,0.12871026892836712,26.145865468579956,35.9597180099464,-10.11411443512428,0.8111111111111111,0.5654379430559794,0.11862353176419743,0.2777777777777778,0.21480051464676184,0.20427118770478667,0.5423846153846154,0.1361111111111111,0.11353802880876722,0.11586419925132735,0.6130979723078942,0.14722222222222223,0.1051828869259488,0.11752247208338179,0.7354803023784647,0.04722222222222222,0.0516882409345264,0.04294498035191049,0.737094837935174,0.6257935082441731,0.10753117951012996,0.7494461017953853,61.40743831330201,0.050000000000000024,1.6655556832076786,2.5183953686556952,0.019442825374233644,0.9111111111111111,0.1527777777777778,0.15009547992237518,0.12529304395351096,0.6410134128166916,5.430545610154075,0.38073362644733494,0.15904710600915126,0.5,0.5,12.0,63,63,15,18,15,15
next_both_w050,TE,144.0,1.9801689890894556,2.6686368082836105,-1.8385377937763883,0.7916666666666666,0.6735200051382068,0.2814680248916116,23.759704861727492,30.78003605266474,-19.419597792260774,0.7777777777777778,0.6602739639366185,0.26977479932192716,0.3333333333333333,0.14935495862846127,0.2576492085915533,0.4858940972222222,0.14583333333333334,0.07436760437504245,0.12937364777765084,0.5656213704994193,0.1597222222222222,0.09561580261143716,0.1289216043377108,0.7344592166726555,0.013888888888888888,0.028251765671041682,0.014298654620556569,0.6443661971830986,0.5421059929324027,0.1593923318061249,0.393373876450952,59.36675320820637,0.05000000000000002,1.4397428674694537,2.1597614190514483,0.09081783255602528,0.9097222222222222,0.09027777777777778,0.11294409447982501,0.08347531582706992,0.5226071638285379,5.442629042006516,0.3713734184815206,0.15558418634825927,0.5,0.5,12.0,63,63,15,18,15,15
next_both_w050,WR,432.0,2.415001482511924,3.3933998775387115,-2.2311294989507964,0.7430555555555556,0.6661221453175717,0.24206474582845983,28.05993245160947,38.326467216785765,-22.258523558946997,0.7361111111111112,0.6434572686556719,0.20930325099428698,0.4212962962962963,0.20193997204596772,0.2903278248927749,0.5527912087912088,0.20833333333333334,0.08571127727557402,0.17895745291543766,0.5547108512020793,0.19444444444444445,0.0723752072787771,0.15098960433317693,0.8008175971538041,0.016203703703703703,0.045679934185946534,0.01674725928196255,0.8289075630252101,0.6238148834674035,0.19821377858034647,1.4114619007579596,60.12405694779853,0.05000000000000002,1.4731495631402443,2.1839993412345944,0.22337887472696666,0.9027777777777778,0.125,0.10317244875143057,0.10859651411477389,0.6060160689790319,4.982884955068098,0.4045197052557914,0.10919406769216232,0.5,0.5,12.0,63,63,15,18,15,15
next_participation_w025,QB,144.0,2.4140097990018536,3.48076673963497,-1.0557430890072237,0.7847222222222222,0.5986969992975182,0.2001197368683172,23.468227179799662,33.37167853255529,-9.782331823957179,0.75,0.5736161783607727,0.11900018073821184,0.3541666666666667,0.20682879618483055,0.25081339109630263,0.5178157284419144,0.1875,0.09062074976101128,0.1627669043378125,0.5982905982905983,0.1527777777777778,0.1016229364632563,0.13249635281307304,0.5743293591654247,0.034722222222222224,0.043977492762481495,0.025763087768028336,0.9381294964028777,0.35281233051755173,-0.11282855075958526,0.05829092029127292,59.51500927952694,0.05000000000000002,1.5142609979050994,2.2117520119500194,0.6538967604415942,0.8819444444444444,0.1527777777777778,0.11244913142418383,0.10181986653276387,0.6807004470938898,7.665876116745242,0.16589953787025466,0.32274299136619367,0.0,0.25,12.0,59,59,14,17,14,14
next_participation_w025,RB,360.0,2.2743216540595306,3.1348890826527276,-0.8923715061813373,0.8083333333333333,0.5710729065921182,0.12878484401603768,26.15448652377361,35.99896915443131,-10.037556014368118,0.8083333333333333,0.565996764587505,0.11594422738062171,0.2777777777777778,0.21446807025849518,0.20523200346976525,0.5257692307692308,0.1361111111111111,0.11498554347419608,0.11599247024929878,0.6171008596364591,0.14722222222222223,0.10537611786641336,0.11777937055563825,0.738368877143384,0.04722222222222222,0.051870824853825,0.04331581192288434,0.7242325501629223,0.6233985578795472,0.09343436291946697,0.7069883802053865,61.794974745876296,0.05000000000000002,1.668165516918686,2.5269871446176424,0.003804217297844935,0.9166666666666666,0.1527777777777778,0.15299086738410364,0.12574160066267817,0.6332637853949329,5.820439909521691,0.3587474094544341,0.2000959756303765,0.0,0.25,12.0,59,59,14,17,14,14
next_participation_w025,TE,144.0,1.98164642426399,2.6689377382131987,-1.839237747652167,0.7777777777777778,0.6745203486460627,0.2912641940318549,23.74230825027873,30.781108677452607,-19.385624344637158,0.7708333333333334,0.6602378937716762,0.2670426372698085,0.3333333333333333,0.14651488878563407,0.25623427812278415,0.5305989583333334,0.14583333333333334,0.07240515547836485,0.12968413399836493,0.5683313975996903,0.1597222222222222,0.09376063286154186,0.12832271053729807,0.7477542220625225,0.013888888888888888,0.02696011220724541,0.014244844853197498,0.647887323943662,0.5503147876966068,0.16680733060043407,0.41729050742636137,61.11032120116214,0.05000000000000002,1.43916397262437,2.143632065173648,0.1489624364188865,0.9166666666666666,0.09027777777777778,0.11098131388166486,0.08278274528454797,0.5455079271873166,6.0474231304560515,0.33845943234875886,0.2191481670021439,0.0,0.25,12.0,59,59,14,17,14,14
next_participation_w025,WR,432.0,2.417684562379772,3.3932529703489056,-2.2310039439792333,0.75,0.6661842093687651,0.2425384124966497,28.036690795540927,38.29041147126603,-22.097632935656993,0.7430555555555556,0.641994954483076,0.2105855151290567,0.4212962962962963,0.2033894563575228,0.29129731486118193,0.5313846153846153,0.20833333333333334,0.08804024261251366,0.1786319293073705,0.5483755685510071,0.19444444444444445,0.07434384112552743,0.15155806592062826,0.7965585659551176,0.016203703703703703,0.04631528178002055,0.01693035972078216,0.826890756302521,0.6257910219285366,0.19928233211697738,1.3699370833756708,61.164721324019474,0.050000000000000024,1.4753390696939894,2.1903985419382197,0.21329543279844052,0.8958333333333334,0.125,0.1033209687466978,0.10892409776095227,0.5974916715657457,5.52065626179765,0.372389959070589,0.16520270655130834,0.0,0.25,12.0,59,59,14,17,14,14
next_participation_w050,QB,144.0,2.416969616456072,3.480951581565429,-1.0559961831935425,0.7916666666666666,0.5983679989068844,0.19946253426546356,23.462626921200542,33.33690616396094,-9.775980087954698,0.75,0.5742059345898001,0.11804443132075992,0.3541666666666667,0.20711602759652695,0.25243651692917796,0.5068522032468902,0.1875,0.09097140585489269,0.16271395876431327,0.5979740424184868,0.1527777777777778,0.1032801599569367,0.13209500187561396,0.5795454545454546,0.034722222222222224,0.04402842167603656,0.02564707132851876,0.9338129496402877,0.3521652634193763,-0.12353910457358733,0.008750828593718995,59.39667106437579,0.05000000000000002,1.5142553599458461,2.213461225885238,0.6576389292120354,0.8819444444444444,0.1527777777777778,0.11188994143328307,0.10177650268177099,0.690387481371088,7.535986608216539,0.17117639056212436,0.3082881934572275,0.0,0.5,12.0,59,59,14,17,14,14
next_participation_w050,RB,360.0,2.2744950482015445,3.134907995567104,-0.8923856937219603,0.8111111111111111,0.5709391306721575,0.13153253364516276,26.167639057139816,36.011690758132104,-10.086980070372348,0.8111111111111111,0.5656376620936245,0.114850126523113,0.2777777777777778,0.21451220892057354,0.2052507988371519,0.524576923076923,0.1361111111111111,0.11435683993194443,0.11584670316343125,0.6179539339851696,0.14722222222222223,0.1055518454729733,0.11758229274525958,0.7368324012045971,0.04722222222222222,0.051663734955050146,0.04296397306936882,0.7314354313153832,0.6257641854709406,0.09742590606409,0.7136213456937617,61.68525804387861,0.050000000000000024,1.666063953352421,2.522823175691714,0.0002369843806255921,0.9166666666666666,0.1527777777777778,0.15315422418856434,0.12538650034465576,0.6398807749627422,5.664268808308643,0.36654098477456326,0.1832959048881839,0.0,0.5,12.0,59,59,14,17,14,14
