candidate_method,baseline_method,period,metric,n,season_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
next_residual_w025,production_no_next,all_2017_2025,ppg_crps,1620,9,-0.0006321267947715131,-0.0017470631494667646,0.0005780402953266043,0.859
next_residual_w025,production_no_next,all_2017_2025,contribution_crps,1620,9,0.012918872676027296,-0.0012639619694995497,0.028512777787311195,0.0345
next_residual_w025,production_no_next,all_2017_2025,played_crps,1620,9,9.16965060595336e-05,-0.0014360220980833257,0.001883050916117605,0.4515
next_residual_w025,production_no_next,all_2017_2025,plus3_brier_row,1620,9,0.00022344420607253712,-0.000390955812355392,0.0007037339394043862,0.193
next_residual_w025,production_no_next,all_2017_2025,plus5_brier_row,1620,9,0.00011015014924907972,-0.0001798050477340849,0.000359893080593585,0.23
next_residual_w025,production_no_next,all_2017_2025,impact_brier_row,1620,9,3.857599832115605e-05,-0.00013260592113875777,0.00022494552599119824,0.3295
next_residual_w025,production_no_next,all_2017_2025,zero_brier_row,1620,9,-6.024750030060147e-05,-0.0002514073742958348,0.00011076438700491196,0.757
next_residual_w025,production_no_next,all_2017_2025,extended_absence_brier_row,1620,9,-4.717467979232072e-05,-0.0001827817030045524,9.508004730358491e-05,0.7255
next_residual_w025,production_no_next,development_2017_2022,ppg_crps,1080,6,-0.00031170904914652444,-0.0018995396668573187,0.001453140742578508,0.6385
next_residual_w025,production_no_next,development_2017_2022,contribution_crps,1080,6,0.01883264064969937,0.004529243977717496,0.0384166799821216,0.0025
next_residual_w025,production_no_next,development_2017_2022,played_crps,1080,6,0.001057418093347231,-0.0009723973924022997,0.003130186147188334,0.158
next_residual_w025,production_no_next,development_2017_2022,plus3_brier_row,1080,6,0.0005614270436172053,0.00030629016798089517,0.000798913518102778,0.0
next_residual_w025,production_no_next,development_2017_2022,plus5_brier_row,1080,6,-2.1892424375635703e-05,-0.00035936472492108267,0.0003317462292149304,0.536
next_residual_w025,production_no_next,development_2017_2022,impact_brier_row,1080,6,6.016560517432346e-05,-0.00018175594390245045,0.0003090027788673593,0.332
next_residual_w025,production_no_next,development_2017_2022,zero_brier_row,1080,6,-9.767613871542163e-05,-0.00034056885052324674,0.00014504333781026807,0.7945
next_residual_w025,production_no_next,development_2017_2022,extended_absence_brier_row,1080,6,-0.00010804233033809347,-0.0002501237989710853,5.896660380318673e-05,0.9045
next_residual_w025,production_no_next,recent_2020_2025,ppg_crps,1080,6,-0.0012747446731685994,-0.0022259149019053727,-0.00012718239512802163,0.987
next_residual_w025,production_no_next,recent_2020_2025,contribution_crps,1080,6,0.0035017013379176846,-0.008285249063250583,0.015977743249805408,0.307
next_residual_w025,production_no_next,recent_2020_2025,played_crps,1080,6,-0.0003566434642478273,-0.0017935615468234762,0.0014707757091626992,0.679
next_residual_w025,production_no_next,recent_2020_2025,plus3_brier_row,1080,6,0.00013899747811059316,-0.0007279046014110325,0.0008447579764733807,0.347
next_residual_w025,production_no_next,recent_2020_2025,plus5_brier_row,1080,6,0.00010856301099808071,-0.0002527646916449999,0.000417488914113829,0.257
next_residual_w025,production_no_next,recent_2020_2025,impact_brier_row,1080,6,-1.4776170213694392e-05,-0.00019459409459021348,0.00019173296461153823,0.567
next_residual_w025,production_no_next,recent_2020_2025,zero_brier_row,1080,6,-0.00013605392785531777,-0.0003627030105289736,8.217712433905977e-05,0.875
next_residual_w025,production_no_next,recent_2020_2025,extended_absence_brier_row,1080,6,4.6161468472894985e-05,-0.00010474578768202949,0.0001877465310555467,0.3035
next_residual_w025,production_no_next,temporal_2023_2025,ppg_crps,540,3,-0.0012729622860214907,-0.0016993013307430452,-0.0006706001312236581,1.0
next_residual_w025,production_no_next,temporal_2023_2025,contribution_crps,540,3,0.0010913367286831534,-0.022184105648304066,0.02950803960538448,0.418
next_residual_w025,production_no_next,temporal_2023_2025,played_crps,540,3,-0.0018397466685158611,-0.0024368596212934685,-0.0009743051392965891,1.0
next_residual_w025,production_no_next,temporal_2023_2025,plus3_brier_row,540,3,-0.0004525214690167993,-0.00179242639042384,0.0009356613785119717,0.755
next_residual_w025,production_no_next,temporal_2023_2025,plus5_brier_row,540,3,0.0003742352964985104,0.00023387591344646837,0.0006325841180282486,0.0
next_residual_w025,production_no_next,temporal_2023_2025,impact_brier_row,540,3,-4.603215385178752e-06,-0.00021266088050634426,0.00015513124629100525,0.5955
next_residual_w025,production_no_next,temporal_2023_2025,zero_brier_row,540,3,1.4609776529038803e-05,-0.0002862541705588511,0.00019123565389032697,0.358
next_residual_w025,production_no_next,temporal_2023_2025,extended_absence_brier_row,540,3,7.456062129922476e-05,-0.00019931027711324992,0.00023383415578855248,0.2625
next_residual_w050,production_no_next,all_2017_2025,ppg_crps,1620,9,-0.0016572784136582928,-0.0036381611107918137,0.0004811688604093489,0.942
next_residual_w050,production_no_next,all_2017_2025,contribution_crps,1620,9,0.019879441048023406,-0.008118931113234756,0.04429006027673469,0.078
next_residual_w050,production_no_next,all_2017_2025,played_crps,1620,9,0.0006637856198416255,-0.001102021523637737,0.0025522956148789967,0.22
next_residual_w050,production_no_next,all_2017_2025,plus3_brier_row,1620,9,-0.0003011890787635007,-0.0009043034930940934,0.0002974526879994538,0.8415
next_residual_w050,production_no_next,all_2017_2025,plus5_brier_row,1620,9,0.0002313567720819561,-0.00020041900379880396,0.0005769175743640063,0.1495
next_residual_w050,production_no_next,all_2017_2025,impact_brier_row,1620,9,0.00027283693724243626,-0.00010016389771900307,0.0006989136588176449,0.0905
next_residual_w050,production_no_next,all_2017_2025,zero_brier_row,1620,9,-9.930130299598363e-05,-0.00032706657717718207,0.0001073198064418039,0.825
next_residual_w050,production_no_next,all_2017_2025,extended_absence_brier_row,1620,9,-0.0001252846021979677,-0.00036112312922237453,0.00012152140141404312,0.833
next_residual_w050,production_no_next,development_2017_2022,ppg_crps,1080,6,-0.0011049811940229673,-0.0038635979372208615,0.001913314999326603,0.765
next_residual_w050,production_no_next,development_2017_2022,contribution_crps,1080,6,0.031803344277174524,0.008413504846249377,0.05653345666253573,0.0025
next_residual_w050,production_no_next,development_2017_2022,played_crps,1080,6,0.001491114402021886,-0.0005455187251046611,0.003530966323792768,0.08
next_residual_w050,production_no_next,development_2017_2022,plus3_brier_row,1080,6,-3.594688163866693e-05,-0.0004125183290986972,0.0003779918989759039,0.565
next_residual_w050,production_no_next,development_2017_2022,plus5_brier_row,1080,6,0.0001947134489218808,-0.0004158444618265769,0.0007373619843329852,0.248
next_residual_w050,production_no_next,development_2017_2022,impact_brier_row,1080,6,0.00037332137715922846,-0.0001788931128085355,0.0009316722455602508,0.101
next_residual_w050,production_no_next,development_2017_2022,zero_brier_row,1080,6,-0.0001344054580375858,-0.0004087983592383283,0.00013537293283703226,0.814
next_residual_w050,production_no_next,development_2017_2022,extended_absence_brier_row,1080,6,-0.0002617415293729096,-0.0004769669731859045,-3.7709959474859136e-05,0.9825
next_residual_w050,production_no_next,recent_2020_2025,ppg_crps,1080,6,-0.0023815600115532085,-0.004294272395270249,-0.00017456079590520116,0.9855
next_residual_w050,production_no_next,recent_2020_2025,contribution_crps,1080,6,0.0043400478287828675,-0.027280742184938447,0.031100271976206358,0.3845
next_residual_w050,production_no_next,recent_2020_2025,played_crps,1080,6,0.00010178897319585825,-0.0019395327886512187,0.0020314338397825734,0.4405
next_residual_w050,production_no_next,recent_2020_2025,plus3_brier_row,1080,6,-0.00030846417654340223,-0.001194190872165025,0.0005153516081241937,0.7525
next_residual_w050,production_no_next,recent_2020_2025,plus5_brier_row,1080,6,0.00015081288615701008,-0.0004029913165456679,0.0005281329992486667,0.2785
next_residual_w050,production_no_next,recent_2020_2025,impact_brier_row,1080,6,-7.94182861659263e-06,-0.00034079945050948733,0.00031064336319746216,0.4945
next_residual_w050,production_no_next,recent_2020_2025,zero_brier_row,1080,6,-0.00022022239077802464,-0.0004754827738701509,4.69903034119221e-05,0.94
next_residual_w050,production_no_next,recent_2020_2025,extended_absence_brier_row,1080,6,3.550525070820101e-05,-0.0002593490331796874,0.0003017595394783816,0.3995
next_residual_w050,production_no_next,temporal_2023_2025,ppg_crps,540,3,-0.0027618728529289443,-0.005238098273749621,-0.001426586163321639,1.0
next_residual_w050,production_no_next,temporal_2023_2025,contribution_crps,540,3,-0.003968365410278843,-0.06969470708370822,0.04536650573990045,0.605
next_residual_w050,production_no_next,temporal_2023_2025,played_crps,540,3,-0.000990871944518896,-0.0037204249068868087,0.0013437252860941675,0.756
next_residual_w050,production_no_next,temporal_2023_2025,plus3_brier_row,540,3,-0.0008316734730131685,-0.0017676193881367675,0.0009836403617308666,0.755
next_residual_w050,production_no_next,temporal_2023_2025,plus5_brier_row,540,3,0.0003046434184021067,9.233068345181322e-05,0.0004924859608552233,0.0
next_residual_w050,production_no_next,temporal_2023_2025,impact_brier_row,540,3,7.186805740885177e-05,-5.849409942688847e-05,0.0002842692380611679,0.29
next_residual_w050,production_no_next,temporal_2023_2025,zero_brier_row,540,3,-2.9092992912779305e-05,-0.0005019332483921059,0.00021872956191022505,0.695
next_residual_w050,production_no_next,temporal_2023_2025,extended_absence_brier_row,540,3,0.0001476292521519161,-0.00032491218111642514,0.0005939346384998356,0.2625
