run_id,target_version,league,scoring_hash,feature_run_id,created_at,validation_start_origin,validation_end_origin,current_origin,forecast_target_season,training_origin_embargo,primary_residual_method,primary_participation_method,runtime_seconds,status,parameter_cache_hits,parameter_cache_entries
v2_next_year_nv_20260826T203630Z_4543430d,v2_next_year_expert_residual_v1,nv,e449eaf92a1a0c887b5332ff3b010b87939172036ba0907ea90cc60d422faea3,milestone_3_20260826T202623Z_b4cd805d,2026-08-26T20:38:08+00:00,2017,2024,2026,2027,1,next_residual_primary_blend,next_participation_lightgbm,98.24959179999132,shadow,0,5
