candidate_method,baseline_method,period,metric,n,season_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
ppg225_wr,production,all_2017_2025,ppg_crps,648,9,-0.0014970713958004861,-0.0029667813868393014,0.0001637882825292058,0.96
ppg225_wr,production,all_2017_2025,contribution_crps,648,9,-0.0019186161772960166,-0.02412394042299974,0.02288683327448617,0.5605
ppg225_wr,production,all_2017_2025,played_crps,648,9,-0.0010421589895505262,-0.004536352976368872,0.0023395265812538985,0.7045
ppg225_wr,production,all_2017_2025,plus3_brier_row,648,9,-8.066800103462468e-06,-0.000678475229495439,0.0006108966222267844,0.502
ppg225_wr,production,all_2017_2025,plus5_brier_row,648,9,-0.0002553120153316182,-0.000595976459431801,0.00015927138781992743,0.897
ppg225_wr,production,all_2017_2025,impact_brier_row,648,9,0.0001458609830138924,-0.0002736754556035521,0.0005333768475852615,0.2275
ppg225_wr,production,all_2017_2025,zero_brier_row,648,9,-6.978464122040026e-05,-0.00019904722267863323,5.881282485472678e-05,0.849
ppg225_wr,production,all_2017_2025,extended_absence_brier_row,648,9,0.0001890808403499514,-0.00016257392693033197,0.0005254094821329621,0.1435
ppg225_wr,production,development_2017_2022,ppg_crps,432,6,-0.0014669235120325075,-0.003449054014949717,0.0008246505574232176,0.8875
ppg225_wr,production,development_2017_2022,contribution_crps,432,6,-0.007130853107145686,-0.03421868454404916,0.020629724423559825,0.669
ppg225_wr,production,development_2017_2022,played_crps,432,6,0.00046975529171285985,-0.003290691037574248,0.004259301524584253,0.39
ppg225_wr,production,development_2017_2022,plus3_brier_row,432,6,0.00023370390291134517,-0.00037519274650767875,0.0008719053854735599,0.3425
ppg225_wr,production,development_2017_2022,plus5_brier_row,432,6,-0.0002787504565586099,-0.0005130596290272381,1.3888277017607385e-05,0.957
ppg225_wr,production,development_2017_2022,impact_brier_row,432,6,2.1499399792928867e-05,-0.0005248014240842552,0.0005377763933415912,0.4585
ppg225_wr,production,development_2017_2022,zero_brier_row,432,6,-3.7715142999490904e-05,-0.00013546189540513344,5.05484293185471e-05,0.7855
ppg225_wr,production,development_2017_2022,extended_absence_brier_row,432,6,0.00033483663597216987,-8.657957325680659e-05,0.0007562528452011462,0.057
ppg225_wr,production,temporal_2023_2025,ppg_crps,216,3,-0.001557367163336443,-0.0032857367203582566,0.0011041059350699169,0.966
ppg225_wr,production,temporal_2023_2025,contribution_crps,216,3,0.008505857682403322,-0.022804539739707443,0.061616681986012,0.3065
ppg225_wr,production,temporal_2023_2025,played_crps,216,3,-0.004065987552077299,-0.008145231027246784,0.003609798558962113,0.9635
ppg225_wr,production,temporal_2023_2025,plus3_brier_row,216,3,-0.0004916082061330776,-0.002022090090991998,0.0004843996545905363,0.6935
